,treat,age,education*,black,married,re75,propensity_score,propensity_logit,re78
2819,0.0,35,11,0.0,1.0,25243,0.0,0.0,25564
2820,0.0,36,11,0.0,1.0,0,0.017093530605257964,-4.051813902750006,0
2821,0.0,46,8,0.0,1.0,18046,0.0,0.0,20284
2822,0.0,48,12,0.0,1.0,11051,0.004157894736842105,-5.47857984286474,21673
2823,0.0,45,11,0.0,1.0,25243,0.0,0.0,25564
2824,0.0,18,12,0.0,0.0,0,0.01770591690016375,-4.015991865283483,25564
2825,0.0,24,16,0.0,0.0,0,0.013402765314109352,-4.298800833532347,630
2826,0.0,22,14,0.0,0.0,15808,0.0,0.0,22139
2827,0.0,47,12,0.0,1.0,22490,0.0,0.0,20711
2828,0.0,23,12,0.0,0.0,470,0.06663774705037254,-2.6395222027987506,12639
2829,0.0,48,8,0.0,1.0,23752,0.0,0.0,22205
2830,0.0,39,16,0.0,1.0,22244,0.0,0.0,4857
2831,0.0,37,4,0.0,0.0,13140,0.002650234018909572,-5.93045358175424,8715
2832,0.0,49,5,0.0,1.0,25243,0.0,0.0,0
2833,0.0,21,12,0.0,0.0,14797,0.00045593030043098674,-7.692714575796423,15295
2834,0.0,41,12,0.0,1.0,23907,0.0,0.0,25564
2835,0.0,49,9,0.0,1.0,23105,0.0,0.0,25564
2836,0.0,54,12,0.0,1.0,25243,0.0,0.0,0
2837,0.0,48,14,0.0,1.0,25243,0.0,0.0,25564
2838,0.0,32,12,0.0,1.0,23881,0.0,0.0,25564
2839,0.0,29,13,0.0,0.0,14404,8e-05,-9.433403920090221,16405
2840,0.0,55,12,0.0,1.0,25243,0.0,0.0,25564
2841,0.0,29,18,0.0,1.0,25243,0.0,0.0,25564
2842,0.0,26,12,0.0,1.0,111,0.0006299148232419375,-7.369295835619537,0
2843,0.0,39,14,0.0,1.0,22020,0.0,0.0,25564
2844,0.0,43,16,0.0,1.0,0,0.0,0.0,0
2845,0.0,27,12,0.0,1.0,25243,0.0,0.0,25564
2846,0.0,22,12,1.0,1.0,7372,0.2299728307549127,-1.208464624166037,2231
2847,0.0,28,16,0.0,0.0,9651,0.0,0.0,2098
2848,0.0,22,17,0.0,0.0,0,0.011568075850935233,-4.447870550051372,9630
2849,0.0,19,11,0.0,1.0,4744,0.016348792095695612,-4.09711735402828,39
2850,0.0,41,18,0.0,1.0,25243,0.0,0.0,25564
2851,0.0,23,12,0.0,1.0,3441,0.008018376588485003,-4.81796860132626,16067
2852,0.0,16,9,0.0,1.0,0,0.014291239750961112,-4.233714191250912,15997
2853,0.0,46,8,0.0,0.0,19523,9.230769230769232e-05,-9.290290767696794,20496
2854,0.0,30,12,0.0,1.0,18558,0.0,0.0,25564
2855,0.0,46,8,0.0,1.0,25243,0.0,0.0,25564
2856,0.0,28,10,1.0,1.0,17606,0.007306451871586428,-4.911664228415251,20116
2857,0.0,32,12,0.0,1.0,25243,0.0,0.0,25564
2858,0.0,40,9,0.0,1.0,19245,0.0,0.0,23453
2859,0.0,44,16,0.0,1.0,25243,0.0,0.0,25564
2860,0.0,17,10,0.0,0.0,372,0.018507420717901936,-3.9709026815553448,654
2861,0.0,41,8,0.0,1.0,15112,0.0,0.0,10537
2862,0.0,22,12,0.0,1.0,12432,0.0,0.0,11483
2863,0.0,28,10,0.0,1.0,5544,0.0384448614363963,-3.2193268655104514,10289
2864,0.0,55,12,0.0,1.0,25243,0.0,0.0,25564
2865,0.0,33,14,0.0,1.0,25243,0.0,0.0,25564
2866,0.0,43,12,0.0,1.0,21,4.032195045713839e-05,-10.11857423817476,0
2867,0.0,30,16,1.0,1.0,20995,0.0002443181818181818,-8.31679481029436,20951
2868,0.0,43,13,1.0,1.0,10093,0.014319495201181247,-4.23171036085184,19959
2869,0.0,50,11,0.0,1.0,14857,0.0,0.0,13468
2870,0.0,30,13,0.0,1.0,10024,0.0031075757575757573,-5.77079994163242,12095
2871,0.0,29,15,0.0,1.0,2182,0.0,0.0,5563
2872,0.0,52,8,0.0,1.0,25243,0.0,0.0,25564
2873,0.0,55,18,0.0,1.0,25243,0.0,0.0,25564
2874,0.0,19,13,0.0,0.0,3100,0.0023238934115835707,-6.062184707408429,2068
2875,0.0,24,14,0.0,1.0,25243,0.0,0.0,25564
2876,0.0,27,18,1.0,0.0,21960,0.0014059405940594059,-6.565641808366262,25564
2877,0.0,33,16,0.0,1.0,25243,0.0,0.0,25564
2878,0.0,43,13,0.0,1.0,25243,0.0,0.0,25564
2879,0.0,21,12,0.0,0.0,234,0.14761487185356412,-1.7534317881300503,0
2880,0.0,34,11,0.0,1.0,17294,0.0,0.0,22433
2881,0.0,22,12,0.0,1.0,11270,0.0,0.0,0
2882,0.0,28,12,0.0,1.0,2945,0.0017165078849245715,-6.365745368698556,20447
2883,0.0,34,13,0.0,1.0,25243,0.0,0.0,25564
2884,0.0,36,15,0.0,0.0,21696,0.0,0.0,22581
2885,0.0,34,13,0.0,1.0,24795,0.0,0.0,25564
2886,0.0,34,14,0.0,1.0,0,0.0,0.0,2365
2887,0.0,32,12,0.0,1.0,6325,0.0005555929919137467,-7.494918813318918,659
2888,0.0,29,12,0.0,1.0,6357,0.0005555929919137467,-7.494918813318918,4600
2889,0.0,30,12,0.0,1.0,25243,0.0,0.0,25564
2890,0.0,28,12,0.0,0.0,25243,2.514876947459705e-05,-10.590676440981213,25564
2891,0.0,21,12,0.0,0.0,2028,0.04011944525085534,-3.1749477188332365,2073
2892,0.0,20,12,0.0,0.0,359,0.12300285355756134,-1.96429618383716,0
2893,0.0,40,12,0.0,1.0,25243,0.0,0.0,18109
2894,0.0,27,12,0.0,1.0,21874,0.0,0.0,25311
2895,0.0,28,12,1.0,1.0,20470,0.00047563069114793256,-7.650393119960775,25564
2896,0.0,38,12,0.0,1.0,25243,0.0,0.0,25564
2897,0.0,48,16,0.0,1.0,25243,0.0,0.0,5526
2898,0.0,18,11,0.0,0.0,2803,0.09395215983987752,-2.2663063935141343,13058
2899,0.0,27,16,0.0,0.0,15701,0.0,0.0,16500
2900,0.0,34,18,0.0,0.0,13892,0.0,0.0,13003
2901,0.0,31,13,0.0,1.0,25243,0.0,0.0,25564
2902,0.0,21,12,0.0,0.0,13658,0.00045593030043098674,-7.692714575796423,21862
2903,0.0,22,15,0.0,1.0,862,0.2667965884834055,-1.0109366417029086,24175
2904,0.0,48,13,0.0,1.0,25243,0.0,0.0,25564
2905,0.0,41,12,0.0,1.0,23813,0.0,0.0,15189
2906,0.0,35,13,0.0,1.0,25243,0.0,0.0,25564
2907,0.0,46,12,0.0,1.0,18359,0.0,0.0,25564
2908,0.0,21,12,0.0,0.0,14152,0.00045593030043098674,-7.692714575796423,10830
2909,0.0,27,12,0.0,1.0,19942,0.0,0.0,25564
2910,0.0,21,11,0.0,0.0,3774,0.3975938719125423,-0.4155007872530567,13091
2911,0.0,21,12,0.0,0.0,8068,0.025509938428875487,-3.642846201861813,4418
2912,0.0,54,12,0.0,1.0,25243,0.0,0.0,25564
2913,0.0,53,13,0.0,1.0,25243,0.0,0.0,25564
2914,0.0,44,13,0.0,1.0,25243,0.0,0.0,25564
2915,0.0,17,11,0.0,0.0,1962,0.0132120057542461,-4.3133292751708785,0
2916,0.0,27,12,0.0,1.0,22593,0.0,0.0,25564
2917,0.0,30,12,0.0,1.0,25243,0.0,0.0,23451
2918,0.0,46,12,0.0,1.0,12782,0.0,0.0,15545
2919,0.0,22,12,0.0,0.0,2909,0.03947898812179608,-3.1917072738589116,20392
2920,0.0,34,12,0.0,1.0,17244,0.0,0.0,0
2921,0.0,38,12,0.0,1.0,8761,0.0005555929919137467,-7.494918813318918,25564
2922,0.0,19,12,0.0,0.0,25243,2.403846153846154e-05,-10.635831407498888,25564
2923,0.0,26,11,0.0,1.0,13404,0.0,0.0,17556
2924,0.0,25,12,0.0,0.0,3842,0.041157402668149476,-3.1483231236545133,9290
2925,0.0,31,12,0.0,1.0,25243,0.0,0.0,25564
2926,0.0,31,12,0.0,0.0,73,0.049957242221530924,-2.9453395077649596,17599
2927,0.0,22,12,0.0,1.0,14913,0.0,0.0,17481
2928,0.0,29,16,0.0,1.0,25243,0.0,0.0,25564
2929,0.0,53,15,0.0,0.0,18993,0.0,0.0,8244
2930,0.0,22,15,0.0,0.0,4013,0.007447862440220066,-4.892352472281993,25564
2931,0.0,32,11,0.0,1.0,24756,0.0,0.0,25564
2932,0.0,53,8,0.0,1.0,21720,0.0,0.0,25564
2933,0.0,40,12,0.0,1.0,25243,0.0,0.0,24750
2934,0.0,19,13,0.0,0.0,818,0.008536017446796076,-4.754888063175317,0
2935,0.0,51,16,0.0,1.0,25243,0.0,0.0,25564
2936,0.0,34,13,0.0,1.0,25243,0.0,0.0,25564
2937,0.0,42,8,0.0,1.0,17940,0.0,0.0,17793
2938,0.0,30,11,0.0,0.0,7213,0.4701320210126598,-0.11961432823435215,6269
2939,0.0,36,16,0.0,1.0,25243,0.0,0.0,25564
2940,0.0,38,6,1.0,1.0,14387,0.0013691656677926698,-6.592183622438561,16218
2941,0.0,37,12,0.0,1.0,19421,0.0,0.0,22737
2942,0.0,34,15,0.0,1.0,25243,0.0,0.0,25564
2943,0.0,44,8,0.0,1.0,17194,0.0,0.0,22897
2944,0.0,47,11,0.0,1.0,25243,0.0,0.0,25564
2945,0.0,32,12,0.0,1.0,25243,0.0,0.0,25564
2946,0.0,45,12,0.0,1.0,7306,0.0005555929919137467,-7.494918813318918,21329
2947,0.0,28,18,0.0,0.0,8663,0.04868786302251696,-2.9724124486599597,16643
2948,0.0,18,12,0.0,0.0,1960,0.006577649392439322,-5.017478455199838,7285
2949,0.0,32,12,0.0,1.0,17432,0.0,0.0,25564
2950,0.0,47,8,0.0,0.0,9585,9.230769230769232e-05,-9.290290767696794,4894
2951,0.0,37,12,0.0,1.0,0,0.0004741865517493348,-7.653435445592028,0
2952,0.0,33,8,0.0,1.0,25243,0.0,0.0,0
2953,0.0,49,12,0.0,1.0,0,1.0471204188481676e-05,-11.46687105520981,0
2954,0.0,53,8,0.0,1.0,18041,0.0,0.0,4004
2955,0.0,20,12,0.0,0.0,0,0.026918495358870306,-3.5876542348537557,4013
2956,0.0,33,12,0.0,0.0,0,0.05411484169753727,-2.8610126780938314,10641
2957,0.0,30,11,0.0,1.0,15948,0.0,0.0,14356
2958,0.0,54,6,0.0,1.0,9569,0.0,0.0,23820
2959,0.0,19,12,0.0,0.0,2518,0.006413003945126565,-5.042993828044136,7118
2960,0.0,18,11,0.0,0.0,218,0.16647317929219904,-1.610831668974088,7503
2961,0.0,23,14,0.0,0.0,20499,0.0,0.0,22764
2962,0.0,37,16,0.0,1.0,2588,0.0,0.0,1754
2963,0.0,29,13,0.0,1.0,6645,0.002237735849056604,-6.100050462649307,23795
2964,0.0,35,12,0.0,1.0,0,0.0004741865517493348,-7.653435445592028,0
2965,0.0,24,12,0.0,1.0,18315,0.0,0.0,25564
2966,0.0,53,12,0.0,1.0,15826,0.0,0.0,2572
2967,0.0,23,12,0.0,1.0,5494,0.011010202036893766,-4.497861715187563,0
2968,0.0,40,16,0.0,0.0,0,0.015207681429490022,-4.170630117444921,0
2969,0.0,27,10,0.0,1.0,10206,1.6666666666666667e-05,-11.002083174398681,6500
2970,0.0,42,12,0.0,1.0,23079,0.0,0.0,0
2971,0.0,21,12,0.0,1.0,8060,0.0002133855961349223,-8.4521963100333,9207
2972,0.0,29,12,0.0,1.0,25243,0.0,0.0,25564
2973,0.0,29,12,0.0,1.0,25243,0.0,0.0,25337
2974,0.0,25,12,0.0,1.0,23548,0.0,0.0,17465
2975,0.0,43,9,0.0,1.0,24047,0.0,0.0,25564
2976,0.0,54,10,0.0,1.0,16347,0.0,0.0,22575
2977,0.0,53,8,0.0,0.0,2076,0.047640524119247595,-2.9952588181431836,0
2978,0.0,28,18,1.0,1.0,10679,0.014246315304919509,-4.236908212526787,20391
2979,0.0,22,14,0.0,1.0,0,0.000115011580775912,-9.07036271407682,16637
2980,0.0,39,10,0.0,1.0,0,0.005738137859806577,-5.15486587172878,18768
2981,0.0,43,8,0.0,1.0,2674,0.0022213273083193865,-6.107426577015112,6395
2982,0.0,53,9,0.0,1.0,19326,0.0,0.0,19946
2983,0.0,22,14,0.0,0.0,11162,0.0,0.0,25564
2984,0.0,36,12,0.0,1.0,17681,0.0,0.0,17598
2985,0.0,26,14,0.0,0.0,603,0.02489169602863358,-3.668014290801481,7586
2986,0.0,33,12,0.0,1.0,25243,0.0,0.0,25564
2987,0.0,25,12,0.0,1.0,25243,0.0,0.0,25564
2988,0.0,31,12,0.0,1.0,25243,0.0,0.0,25564
2989,0.0,36,15,0.0,1.0,25243,0.0,0.0,25564
2990,0.0,22,12,0.0,1.0,24516,0.0,0.0,25564
2991,0.0,25,13,0.0,1.0,23225,0.0,0.0,19194
2992,0.0,26,18,0.0,1.0,25243,0.0,0.0,25564
2993,0.0,34,18,0.0,1.0,25243,0.0,0.0,24847
2994,0.0,30,18,0.0,1.0,25243,0.0,0.0,11118
2995,0.0,43,14,0.0,1.0,5737,0.002037735849056604,-6.1938761505524935,8770
2996,0.0,34,9,0.0,1.0,12165,0.002,-6.212606095751519,25564
2997,0.0,47,8,0.0,1.0,16735,0.0,0.0,5754
2998,0.0,16,10,0.0,0.0,0,0.010092796096329707,-4.585789293736026,11564
2999,0.0,28,12,0.0,0.0,14863,2.514876947459705e-05,-10.590676440981213,15094
3000,0.0,23,13,0.0,0.0,4364,0.01925521566350723,-3.9305302994457936,13692
3001,0.0,25,15,0.0,0.0,8942,0.0,0.0,9182
3002,0.0,49,10,0.0,1.0,22563,0.0,0.0,25564
3003,0.0,25,16,0.0,0.0,6565,0.007694648014535175,-4.859505850277237,13806
3004,0.0,21,12,0.0,1.0,13031,0.0,0.0,18545
3005,0.0,42,12,0.0,1.0,0,0.0001579690092806678,-8.75295370648156,0
3006,0.0,22,15,0.0,0.0,9279,0.0,0.0,21925
3007,0.0,22,14,0.0,0.0,8394,0.013001220328977079,-4.329625578514849,15708
3008,0.0,21,12,0.0,1.0,8704,0.0021317529430736975,-6.148676631389907,9407
3009,0.0,24,12,0.0,1.0,9041,0.0,0.0,25564
3010,0.0,23,12,0.0,1.0,11033,1.6666666666666667e-05,-11.002083174398681,25564
3011,0.0,32,5,0.0,0.0,11164,0.002650234018909572,-5.93045358175424,13265
3012,0.0,27,12,0.0,1.0,19867,0.0,0.0,25363
3013,0.0,24,14,0.0,1.0,14660,0.0,0.0,10728
3014,0.0,23,12,0.0,1.0,20375,0.0,0.0,17274
3015,0.0,46,8,0.0,1.0,2143,0.0017321127927010281,-6.356679733521139,14135
3016,0.0,55,13,0.0,1.0,19532,0.0,0.0,19377
3017,0.0,17,11,0.0,0.0,0,0.030886387379447353,-3.4460663033478562,1690
3018,0.0,28,16,0.0,1.0,0,0.0,0.0,0
3019,0.0,40,18,0.0,1.0,25243,0.0,0.0,25564
3020,0.0,50,12,0.0,0.0,0,0.027517142028572486,-3.565043291606306,5516
3021,0.0,23,12,0.0,1.0,14422,0.0,0.0,15493
3022,0.0,42,12,0.0,1.0,10786,0.0,0.0,11761
3023,0.0,26,12,0.0,1.0,9785,1.6666666666666667e-05,-11.002083174398681,14283
3024,0.0,38,11,0.0,0.0,3580,0.4704317611446577,-0.11841111712927087,0
3025,0.0,30,16,0.0,1.0,19924,0.0,0.0,65
3026,0.0,27,17,0.0,1.0,11026,1.6666666666666667e-05,-11.002083174398681,13286
3027,0.0,46,9,0.0,1.0,25243,0.0,0.0,25564
3028,0.0,32,12,0.0,0.0,17468,6.369426751592357e-06,-11.963994714883409,13923
3029,0.0,36,18,0.0,1.0,0,0.0,0.0,0
3030,0.0,18,11,0.0,0.0,1018,0.1974176163139869,-1.4025131438041178,9481
3031,0.0,40,16,0.0,1.0,25243,0.0,0.0,25564
3032,0.0,22,12,0.0,1.0,14870,0.0,0.0,18134
3033,0.0,20,13,0.0,0.0,3321,0.007101319545427563,-4.940348006809775,19938
3034,0.0,17,10,0.0,0.0,0,0.025615224910107634,-3.6386193741668884,3493
3035,0.0,31,9,0.0,0.0,25243,0.019905994524442982,-3.896627572265708,14459
3036,0.0,40,12,0.0,1.0,19446,0.0,0.0,25399
3037,0.0,33,11,0.0,1.0,24930,0.0,0.0,25564
3038,0.0,17,11,0.0,0.0,2463,0.011459533093538372,-4.457407611280177,14537
3039,0.0,28,11,0.0,1.0,25243,0.0,0.0,25564
3040,0.0,27,12,0.0,1.0,0,0.0006489624422895565,-7.33948653994911,25564
3041,0.0,47,8,0.0,1.0,25243,0.0,0.0,25564
3042,0.0,52,12,0.0,1.0,16970,0.0,0.0,25564
3043,0.0,34,12,0.0,1.0,25243,0.0,0.0,23625
3044,0.0,50,12,0.0,1.0,25243,0.0,0.0,25564
3045,0.0,23,16,0.0,1.0,25243,0.0,0.0,25564
3046,0.0,29,13,0.0,1.0,25243,0.0,0.0,25564
3047,0.0,25,14,0.0,1.0,21671,0.0,0.0,25564
3048,0.0,28,12,0.0,0.0,25243,2.514876947459705e-05,-10.590676440981213,25564
3049,0.0,38,12,1.0,1.0,20934,0.0,0.0,16698
3050,0.0,23,10,0.0,1.0,20033,0.0,0.0,19547
3051,0.0,31,12,0.0,1.0,25243,0.0,0.0,21594
3052,0.0,40,11,0.0,1.0,15847,0.0,0.0,11187
3053,0.0,50,12,0.0,1.0,9549,0.0,0.0,0
3054,0.0,44,10,0.0,1.0,25243,0.0,0.0,25564
3055,0.0,51,14,1.0,1.0,0,0.0013115598723939831,-6.635225687135092,0
3056,0.0,38,8,0.0,1.0,0,0.018449983172232714,-3.9740695135861053,0
3057,0.0,33,12,0.0,1.0,16759,0.0,0.0,16336
3058,0.0,38,17,0.0,1.0,0,9.523809523809523e-05,-9.259035293514941,0
3059,0.0,47,4,0.0,1.0,17169,0.0,0.0,18301
3060,0.0,48,12,0.0,1.0,25243,0.0,0.0,25564
3061,0.0,31,8,0.0,1.0,2828,0.011398430865060552,-4.462815685589969,7802
3062,0.0,55,8,0.0,1.0,19238,0.0,0.0,19312
3063,0.0,49,12,0.0,1.0,25243,0.0,0.0,25564
3064,0.0,34,12,0.0,1.0,19766,0.0,0.0,25403
3065,0.0,26,16,0.0,1.0,11758,0.0,0.0,25564
3066,0.0,31,13,0.0,1.0,25243,0.0,0.0,25564
3067,0.0,21,8,0.0,1.0,14002,0.0006,-7.417980722676095,2164
3068,0.0,52,16,0.0,0.0,7957,0.0014706543485175888,-6.520576105366676,0
3069,0.0,23,16,0.0,1.0,7302,0.0003915588379874094,-7.84498312970715,20507
3070,0.0,42,8,0.0,1.0,24464,0.0,0.0,25564
3071,0.0,22,12,0.0,1.0,19301,0.0,0.0,24202
3072,0.0,27,16,0.0,1.0,25243,0.0,0.0,25564
3073,0.0,31,14,0.0,1.0,25243,0.0,0.0,3143
3074,0.0,30,18,0.0,1.0,25243,0.0,0.0,21772
3075,0.0,46,14,0.0,1.0,0,0.0,0.0,0
3076,0.0,18,11,0.0,0.0,3457,0.09395215983987752,-2.2663063935141343,28
3077,0.0,17,12,0.0,0.0,1090,0.10596518797651247,-2.1326340891829476,0
3078,0.0,37,8,0.0,1.0,20187,0.0,0.0,20979
3079,0.0,21,8,0.0,1.0,7607,0.04001468806895912,-3.1776713958371414,10282
3080,0.0,21,13,0.0,1.0,23125,0.0,0.0,25564
3081,0.0,19,10,0.0,0.0,4681,0.1311476895675127,-1.8908490679089633,15569
3082,0.0,16,10,0.0,0.0,572,0.003956774653630659,-5.528361443595234,11116
3083,0.0,28,14,0.0,0.0,25243,0.0,0.0,25564
3084,0.0,35,14,0.0,1.0,25243,0.0,0.0,10821
3085,0.0,41,18,0.0,1.0,25243,0.0,0.0,25564
3086,0.0,55,12,0.0,1.0,2864,0.0,0.0,0
3087,0.0,39,10,0.0,1.0,21505,0.0,0.0,23008
3088,0.0,38,12,0.0,1.0,25243,0.0,0.0,25564
3089,0.0,52,8,0.0,0.0,7519,0.040524328195943406,-3.1644844700868804,23389
3090,0.0,25,11,0.0,1.0,7884,0.022241618492255585,-3.7832973451721257,15752
3091,0.0,28,12,0.0,1.0,0,0.0004741865517493348,-7.653435445592028,0
3092,0.0,45,12,0.0,1.0,25243,0.0,0.0,25564
3093,0.0,21,11,0.0,0.0,8763,0.5986707785491362,0.3999297369771649,14499
3094,0.0,17,10,0.0,0.0,1149,0.017376588816941374,-4.035102115229959,7842
3095,0.0,26,14,0.0,1.0,1161,0.1529552679200924,-1.7116079935208386,486
3096,0.0,47,12,0.0,1.0,25243,0.0,0.0,25564
3097,0.0,18,12,0.0,0.0,11624,2.403846153846154e-05,-10.635831407498888,18115
3098,0.0,25,14,0.0,1.0,519,0.001078328965145928,-6.831263779794776,0
3099,0.0,39,10,0.0,1.0,25243,0.0,0.0,25564
3100,0.0,54,12,0.0,1.0,20499,0.0,0.0,10261
3101,0.0,34,12,0.0,1.0,18297,0.0,0.0,15626
3102,0.0,29,12,0.0,1.0,7988,0.0005555929919137467,-7.494918813318918,11545
3103,0.0,30,12,0.0,0.0,4756,0.03291139216285567,-3.380471258754874,0
3104,0.0,45,12,0.0,0.0,608,0.02899769302098965,-3.5111125683462503,0
3105,0.0,29,17,0.0,0.0,0,0.01312294579525469,-4.320183181141648,0
3106,0.0,27,16,0.0,1.0,0,0.000642097827862159,-7.350127581974385,0
3107,0.0,26,17,0.0,0.0,1049,0.11864596045510382,-2.005315469804298,25564
3108,0.0,31,17,0.0,0.0,0,0.012976348936615947,-4.331565613788834,24930
3109,0.0,29,17,0.0,0.0,0,0.01312294579525469,-4.320183181141648,0
3110,0.0,18,11,0.0,0.0,1152,0.187214314817353,-1.4682134357738053,2049
3111,0.0,29,12,0.0,1.0,18098,0.0,0.0,19044
3112,0.0,50,12,0.0,1.0,4747,0.0,0.0,4028
3113,0.0,43,12,0.0,1.0,25243,0.0,0.0,25564
3114,0.0,41,12,0.0,1.0,10682,0.0,0.0,25564
3115,0.0,22,12,0.0,1.0,10183,1.6666666666666667e-05,-11.002083174398681,17419
3116,0.0,18,12,0.0,0.0,4547,0.006424499766585405,-5.041191282890695,17395
3117,0.0,43,6,0.0,1.0,15729,0.0,0.0,17883
3118,0.0,29,12,0.0,1.0,10822,0.0011075757575757575,-6.804473464679951,12405
3119,0.0,28,16,0.0,1.0,0,0.0,0.0,0
3120,0.0,25,16,0.0,1.0,0,5.4405520169851384e-05,-9.818990528539778,0
3121,0.0,36,8,0.0,1.0,16395,0.0,0.0,17816
3122,0.0,35,10,0.0,1.0,25243,0.0,0.0,0
3123,0.0,55,12,0.0,0.0,16180,3.740702073655476e-05,-10.193614743211892,11122
3124,0.0,25,13,0.0,1.0,19629,0.0,0.0,24007
3125,0.0,55,12,0.0,1.0,17298,0.0,0.0,25564
3126,0.0,46,13,0.0,1.0,15121,0.0,0.0,16012
3127,0.0,32,12,0.0,1.0,4314,0.0017165078849245715,-6.365745368698556,11761
3128,0.0,45,8,0.0,1.0,25243,0.0,0.0,25564
3129,0.0,50,12,0.0,1.0,25182,0.0,0.0,25564
3130,0.0,50,11,0.0,1.0,25243,0.0,0.0,25564
3131,0.0,38,12,0.0,1.0,9821,0.0,0.0,3305
3132,0.0,26,12,0.0,1.0,25243,0.0,0.0,0
3133,0.0,20,12,0.0,1.0,12095,0.0,0.0,17171
3134,0.0,37,12,0.0,1.0,19392,0.0,0.0,20162
3135,0.0,21,13,0.0,0.0,4740,0.016853319908641615,-4.0662106611818665,16154
3136,0.0,16,10,0.0,0.0,1530,0.003112943594558846,-5.769068708123932,2325
3137,0.0,29,18,0.0,1.0,21263,0.0,0.0,25564
3138,0.0,17,10,0.0,0.0,2724,0.010885575063553128,-4.5093714984222935,4759
3139,0.0,44,12,0.0,1.0,12312,0.00015789473684210527,-8.75342406227694,14316
3140,0.0,45,8,0.0,1.0,9950,0.0,0.0,10816
3141,0.0,33,12,0.0,1.0,25243,0.0,0.0,25564
3142,0.0,19,10,0.0,0.0,8708,0.3052520452515004,-0.8224113115324376,7218
3143,0.0,27,15,0.0,1.0,15001,0.0,0.0,9110
3144,0.0,53,7,0.0,0.0,9578,0.0005124332093523365,-7.575827614111352,10339
3145,0.0,28,16,0.0,1.0,14571,0.0,0.0,18087
3146,0.0,24,16,0.0,0.0,25243,0.0,0.0,25564
3147,0.0,53,12,0.0,1.0,21972,0.0,0.0,25474
3148,0.0,28,12,0.0,1.0,17908,0.0,0.0,17652
3149,0.0,26,12,0.0,1.0,7191,0.009017858900608225,-4.699489579618061,13664
3150,0.0,24,12,0.0,1.0,18207,0.0,0.0,11244
3151,0.0,25,12,0.0,1.0,5045,0.006218456333301591,-5.073995709495251,14775
3152,0.0,35,12,0.0,1.0,10917,0.0,0.0,9924
3153,0.0,31,16,0.0,1.0,25243,0.0,0.0,2365
3154,0.0,50,12,0.0,1.0,24090,0.0,0.0,0
3155,0.0,19,12,0.0,0.0,617,0.01357093844933387,-4.28616078601974,25564
3156,0.0,51,12,0.0,1.0,22382,0.0,0.0,9682
3157,0.0,49,8,0.0,1.0,21235,0.0,0.0,25564
3158,0.0,21,11,0.0,0.0,4457,0.397418149791233,-0.41623450669019396,0
3159,0.0,25,17,0.0,1.0,0,5.4405520169851384e-05,-9.818990528539778,18668
3160,0.0,52,13,0.0,1.0,0,0.0,0.0,0
3161,0.0,41,18,0.0,1.0,0,0.0,0.0,0
3162,0.0,42,12,0.0,1.0,0,0.0001579690092806678,-8.75295370648156,0
3163,0.0,17,10,0.0,0.0,1417,0.010879335820868103,-4.509951136740086,982
3164,0.0,29,18,0.0,1.0,20212,0.0,0.0,21254
3165,0.0,21,12,0.0,1.0,0,0.007273959106234424,-4.916154011001765,24636
3166,0.0,47,8,0.0,0.0,3127,0.04717703816958374,-3.005521822304928,3574
3167,0.0,42,12,0.0,1.0,21829,0.0,0.0,25564
3168,0.0,33,12,0.0,1.0,19287,0.0,0.0,22167
3169,0.0,35,12,0.0,1.0,0,0.0004741865517493348,-7.653435445592028,25564
3170,0.0,29,18,0.0,1.0,19593,0.0,0.0,20633
3171,0.0,37,9,0.0,1.0,23643,0.0,0.0,25564
3172,0.0,28,13,0.0,0.0,11889,0.0,0.0,3642
3173,0.0,43,12,0.0,1.0,15523,0.0,0.0,15915
3174,0.0,17,11,0.0,0.0,2667,0.011459533093538372,-4.457407611280177,10743
3175,0.0,37,12,0.0,1.0,8026,0.0005555929919137467,-7.494918813318918,8545
3176,0.0,26,15,0.0,1.0,25243,0.0,0.0,15216
3177,0.0,33,12,1.0,1.0,18041,0.0004127221944159064,-7.792323036693928,25564
3178,0.0,44,9,1.0,1.0,21383,0.002418862813424615,-6.022035968076546,22795
3179,0.0,21,12,0.0,1.0,22925,0.0,0.0,21990
3180,0.0,49,10,0.0,1.0,6958,2.2222222222222223e-05,-10.714395546283317,669
3181,0.0,42,8,0.0,1.0,0,0.006314603369326687,-5.058555708053099,0
3182,0.0,19,12,0.0,0.0,2667,0.006413003945126565,-5.042993828044136,19132
3183,0.0,25,14,0.0,1.0,0,5.4405520169851384e-05,-9.818990528539778,8777
3184,0.0,49,11,0.0,1.0,25243,0.0,0.0,3440
3185,0.0,23,12,0.0,1.0,4167,0.008018376588485003,-4.81796860132626,12754
3186,0.0,29,13,0.0,1.0,15364,0.0,0.0,25564
3187,0.0,49,12,0.0,1.0,22531,0.0,0.0,24766
3188,0.0,37,7,0.0,1.0,0,0.01258371329139404,-4.36268833831491,0
3189,0.0,48,16,0.0,1.0,24602,0.0,0.0,25564
3190,0.0,42,13,0.0,1.0,24615,0.0,0.0,25564
3191,0.0,38,18,0.0,0.0,9218,0.0,0.0,10537
3192,0.0,22,12,0.0,1.0,19920,0.0,0.0,18199
3193,0.0,27,17,0.0,0.0,2830,0.00816464694219181,-4.7997436336748125,25564
