treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,u74,educ_re74,hisp_u74,black_u74,married_u74,married_re74,nodegree_u74,nodegree_re74,agesq,re78sq,re75sq,educsq,re74sq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17
0.0,27,0.0,0.0,1.0,0.0,3526,0,5910,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42312,0.0,0.0,0.0,3526.0,0.0,0.0,729,34928100,1,144,12432676,3.0158501920602214,92.09888638795593,0.0,75.13996350416703,8.684401110400144,0.0,8.167919362957816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,3526,15217,24382,17,0,258689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59942,0.0,0.0,0.0,3526.0,0.0,0.0,841,594481924,231557089,289,12432676,3.075405529556091,170.2057957827172,126.69590530594539,75.13996350416703,10.101600434125091,9.630168502920114,8.167919362957816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,22,1.0,0.0,0.0,0.0,3579,17133,11821,12,0,205596,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0,42948,0.0,0.0,0.0,0.0,0.0,0.0,484,139736041,293539689,144,12809241,2.8438752934370206,124.48095352792532,133.17552594927506,75.63731626056818,9.377632889750377,9.748761707332973,8.182838710766026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,3722,254,1090,12,0,3048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44664,0.0,0.0,0.0,3722.0,0.0,0.0,729,1188100,64516,144,13853284,3.0158501920602214,43.67483630345497,21.406049110043252,76.95860247793667,6.993932975223189,5.537334267018537,8.222016437202196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,3722,4654,19210,15,0,69810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55830,0.0,0.0,0.0,3722.0,0.0,0.0,729,369024100,21659716,225,13853284,3.0158501920602214,153.56884926722137,76.74732477216973,76.95860247793667,9.863186255762603,8.445482343862237,8.222016437202196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,20,1.0,0.0,0.0,0.0,3730,8951,13299,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0,44760,0.0,0.0,0.0,0.0,0.0,0.0,400,176863401,80120401,144,13912900,2.763179901896225,130.9969196112541,101.29129594912989,77.03165729996469,9.495444123413163,9.099520536870939,8.224163512637862,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,1.0,0.0,3918,1994,17732,12,0,23928,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0,47016,0.0,0.0,0.0,3918.0,0.0,0.0,729,314423824,3976036,144,15350724,3.0158501920602214,148.34988387596616,53.370280972879335,78.72333278298616,9.783126195864945,7.597897950521784,8.273336598504486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,3918,2864,8866,12,0,34368,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,47016,0.0,0.0,0.0,3918.0,0.0,0.0,529,78605956,8202496,144,15350724,2.8813672520662377,109.87779304288243,62.366678397166154,78.72333278298616,9.089979015305,7.9599745280805365,8.273336598504486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,3918,11637,9752,12,0,139644,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,47016,0.0,0.0,0.0,3918.0,0.0,0.0,529,95101504,135419769,144,15350724,2.8813672520662377,114.51682834006488,113.16008501267842,78.72333278298616,9.185227671161108,9.361944956108077,8.273336598504486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,3918,15396,39898,12,0,184752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47016,0.0,0.0,0.0,3918.0,0.0,0.0,484,1591850404,237036816,144,15350724,2.8438752934370206,210.40612014702612,127.3208545384988,78.72333278298616,10.594081476308356,9.641863014403636,8.273336598504486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,31,1.0,0.0,1.0,0.0,3918,18440,24973,12,0,221280,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0,47016,0.0,0.0,0.0,3918.0,0.0,0.0,961,623650729,340033600,144,15350724,3.1307778637568613,171.97220500764496,137.35447911618718,78.72333278298616,10.125550520230094,9.822277497110585,8.273336598504486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,0.0,0.0,4173,11637,9457,17,0,197829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70941,0.0,0.0,0.0,0.0,0.0,0.0,676,89434849,135419769,289,17413929,2.984302588322599,113.00018842082005,113.16008501267842,80.94541159300512,9.154510487015513,9.361944956108077,8.336390480591552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,20,0.0,0.0,1.0,0.0,4310,0,4433,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51720,0.0,0.0,0.0,4310.0,0.0,0.0,400,19651489,1,144,18576100,2.763179901896225,81.22711718051644,0.0,82.10728352624082,8.396831834745054,0.0,8.368693183097793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,30,0.0,0.0,1.0,0.0,4310,4296,22476,17,0,73032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73270,0.0,0.0,0.0,4310.0,0.0,0.0,900,505170576,18455616,289,18576100,3.103578458323443,164.3351606612432,74.17367536747547,82.10728352624082,10.02020335223209,8.3654396361887,8.368693183097793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,42,0.0,0.0,0.0,0.0,4398,17903,16254,16,0,286448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70368,0.0,0.0,0.0,0.0,0.0,0.0,1764,264192516,320517409,256,19342404,3.3803802447348694,142.8744142300082,135.65924579046768,82.84250393417489,9.69609431131315,9.792723575551273,8.388905171114706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,21,0.0,0.0,1.0,0.0,4506,9309,23052,14,0,130326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63084,0.0,0.0,0.0,4506.0,0.0,0.0,441,531394704,86657481,196,20304036,2.804541172060041,166.13848620605933,102.9842702072458,83.73342893905641,10.045507812556558,9.13873695311649,8.41316512099219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,25,0.0,0.0,1.0,0.0,4604,2954,0,16,0,47264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73664,0.0,0.0,0.0,4604.0,0.0,0.0,625,1,8726116,256,21196816,2.951448437556569,0.0,63.19966268198005,84.53136635454969,0.0,7.9909154630913255,8.434680769841773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,27,0.0,0.0,1.0,0.0,4702,0,0,15,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70530,0.0,0.0,0.0,4702.0,0.0,0.0,729,1,1,225,22108804,3.0158501920602214,0.0,0.0,85.31966200859276,0.0,0.0,8.455743229100015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,26,0.0,0.0,1.0,0.0,4702,19693,26599,17,0,334781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79934,0.0,0.0,0.0,4702.0,0.0,0.0,676,707506801,387814249,289,22108804,2.984302588322599,176.71148271354656,141.20044368328345,85.31966200859276,10.188628900078157,9.888018521632196,8.455743229100015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,29,0.0,0.0,1.0,0.0,4800,17187,23643,16,0,274992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76800,0.0,0.0,0.0,4800.0,0.0,0.0,841,558991449,295392969,256,23040000,3.075405529556091,167.96205236081403,133.35182015570626,86.09862979111644,10.070822367021758,9.751908563076688,8.476371196895983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,20,0.0,0.0,0.0,0.0,4811,716,0,12,0,8592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57732,0.0,0.0,0.0,0.0,0.0,0.0,400,1,512656,144,23145721,2.763179901896225,0.0,34.13063223203643,86.18549591479,0.0,6.573680166960646,8.478660241699453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,52,0.0,0.0,1.0,0.0,4898,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58776,0.0,0.0,0.0,4898.0,0.0,0.0,2704,1,1,144,23990404,3.5534542410955496,0.0,0.0,86.86856720765768,0.0,0.0,8.496582237512113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,0.0,0.0,4898,2148,33987,17,0,36516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83266,0.0,0.0,0.0,0.0,0.0,0.0,529,1155116169,4613904,289,23990404,2.8813672520662377,196.38237838931238,55.110601465613115,86.86856720765768,10.433733377541598,7.672292455628756,8.496582237512113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,21,0.0,0.0,1.0,0.0,4898,7161,17141,14,0,100254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68572,0.0,0.0,0.0,4898.0,0.0,0.0,441,293813881,51279921,196,23990404,2.804541172060041,146.1931421275951,92.1640138131397,86.86856720765768,9.749228533507058,8.87640491500694,8.496582237512113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,24,0.0,0.0,0.0,0.0,4898,8951,17732,16,0,143216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78368,0.0,0.0,0.0,0.0,0.0,0.0,576,314423824,80120401,256,23990404,2.917178001290328,148.34988387596616,101.29129594912989,86.86856720765768,9.783126195864945,9.099520536870939,8.496582237512113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,30,0.0,0.0,1.0,0.0,4898,12084,5172,17,0,205428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83266,0.0,0.0,0.0,4898.0,0.0,0.0,900,26749584,146023056,289,23990404,3.103578458323443,86.8906084764191,114.97291676437042,86.86856720765768,8.551014739891748,9.399637542506563,8.496582237512113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,25,0.0,0.0,0.0,0.0,4996,17414,5030,17,0,296038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84932,0.0,0.0,0.0,0.0,0.0,0.0,625,25300900,303247396,289,24960016,2.951448437556569,85.84033976154441,134.0893739055772,87.62975654364463,8.523175263093785,9.765029759388561,8.516392871245468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,21,0.0,0.0,1.0,0.0,5094,6803,7388,12,0,81636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61128,0.0,0.0,0.0,5094.0,0.0,0.0,441,54582544,46280809,144,25948836,2.804541172060041,101.50330368067254,90.18220141012922,88.3824659248407,8.90761234131913,8.825118970345061,8.535818655539403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,5094,10741,9014,12,0,128892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61128,0.0,0.0,0.0,5094.0,0.0,0.0,784,81252196,115369081,144,25948836,3.0461888041774494,110.67067322725921,109.3990864825078,88.3824659248407,9.106534203250593,9.281823473598047,8.535818655539403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,0.0,1.0,0.0,5182,6266,15244,12,0,75192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62184,0.0,0.0,0.0,5182.0,0.0,0.0,400,232379536,39262756,144,26853124,2.763179901896225,138.96610873878328,87.09109982469913,89.05135218945665,9.63194126199375,8.742893471512136,8.552946361122055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,36,0.0,0.0,0.0,0.0,5290,4833,5319,16,0,77328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84640,0.0,0.0,0.0,0.0,0.0,0.0,1296,28291761,23357889,256,27984100,3.254198981821654,87.96054222652505,77.99063047098754,89.86345225057444,8.579040594742317,8.483222671845084,8.573573524852344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,19,1.0,0.0,0.0,0.0,5387,8056,12117,12,0,96672,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0,64644,0.0,0.0,0.0,0.0,0.0,0.0,361,146821689,64899136,144,29019769,2.719577455217427,125.82189458949084,96.87683666130228,90.58480511581345,9.402364704231523,8.994172434398399,8.591743922680534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,5868,3043,10048,12,0,36516,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,0,70416,0.0,0.0,0.0,5868.0,0.0,0.0,441,100962304,9259849,144,34433424,2.804541172060041,116.0123314390881,64.00886360467567,94.05663947664667,9.21512888870798,8.02059914989697,8.677269139262872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,47,0.0,0.0,1.0,0.0,5868,9513,5319,12,0,114156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70416,0.0,0.0,0.0,5868.0,0.0,0.0,2209,28291761,90497169,144,34433424,3.4717809750423445,87.96054222652505,103.93192486203445,94.05663947664667,8.579040594742317,9.160414563206457,8.677269139262872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,5877,4833,33987,16,0,77328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94032,0.0,0.0,0.0,5877.0,0.0,0.0,576,1155116169,23357889,256,34539129,2.917178001290328,196.38237838931238,77.99063047098754,94.12002186863411,10.433733377541598,8.483222671845084,8.678801706612651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,24,1.0,0.0,1.0,0.0,5877,8951,17732,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,0,70524,0.0,0.0,0.0,5877.0,0.0,0.0,576,314423824,80120401,144,34539129,2.917178001290328,148.34988387596616,101.29129594912989,94.12002186863411,9.783126195864945,9.099520536870939,8.678801706612651,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,5877,10562,30101,17,0,179554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99909,0.0,0.0,0.0,5877.0,0.0,0.0,625,906070201,111555844,289,34539129,2.951448437556569,186.3815762975084,108.62587623366004,94.12002186863411,10.31231367277647,9.26501793326688,8.678801706612651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,21,0.0,0.0,1.0,0.0,5877,10562,16993,16,0,168992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94032,0.0,0.0,0.0,5877.0,0.0,0.0,441,288762049,111555844,256,34539129,2.804541172060041,145.64637643759536,108.62587623366004,94.12002186863411,9.740556773534106,9.26501793326688,8.678801706612651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,31,1.0,0.0,1.0,0.0,5877,11064,15959,12,0,132768,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0,70524,0.0,0.0,0.0,5877.0,0.0,0.0,961,254689681,122412096,144,34539129,3.1307778637568613,141.74767242013894,110.77540279314556,94.12002186863411,9.677778212399186,9.311451873344595,8.678801706612651,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,5877,13427,31032,14,0,187978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82278,0.0,0.0,0.0,5877.0,0.0,0.0,676,962985024,180284329,196,34539129,2.984302588322599,188.84216371832528,120.19374621021367,94.12002186863411,10.342774209119803,9.505022884072709,8.678801706612651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,22,1.0,0.0,0.0,0.0,5891,10367,5763,12,0,124404,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0,70692,0.0,0.0,0.0,0.0,0.0,0.0,484,33212169,107474689,144,34703881,2.8438752934370206,91.09263738160764,107.7747449622544,94.21850662143494,8.659213451436667,9.246382963323112,8.681181041521688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,1.0,0.0,0.0,0.0,5897,12532,14777,13,0,162916,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,0.0,0,76661,0.0,0.0,0.0,0.0,0.0,0.0,400,218359729,157051024,169,34774609,2.763179901896225,137.10864366776312,116.75071678354651,94.26067345510677,9.600827196903634,9.436040652072082,8.682199026000504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,20,0.0,1.0,1.0,0.0,6073,10025,27337,13,0,130325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78949,0.0,0.0,0.0,6073.0,0.0,0.0,400,747311569,100500625,169,36881329,2.763179901896225,178.80756143300346,106.25899028033538,95.48683162965008,10.215996374922929,9.21283725217477,8.711607995897575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,6269,0,26007,14,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,87766,0.0,0.0,0.0,6269.0,0.0,0.0,729,676364049,1,196,39300361,3.0158501920602214,175.00578795438616,0.0,96.82867517740097,10.16612101153675,0.0,8.743372131273969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,26,0.0,0.0,0.0,0.0,6269,11637,10344,12,0,139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75228,0.0,0.0,0.0,0.0,0.0,0.0,676,106998336,135419769,144,39300361,2.984302588322599,117.48272189744219,113.16008501267842,96.82867517740097,9.244161920451694,9.361944956108077,8.743372131273969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,6367,5370,0,17,0,91290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,108239,0.0,0.0,0.0,6367.0,0.0,0.0,529,1,28836900,289,40538689,2.8813672520662377,0.0,81.56590921712547,97.49061836598248,0.0,8.58858318750291,8.758883680017025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,23,1.0,0.0,0.0,0.0,6494,12532,14186,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,77928,0.0,0.0,0.0,0.0,0.0,0.0,529,201242596,157051024,144,42172036,2.8813672520662377,134.70893609073033,116.75071678354651,98.33984468258727,9.560010841762033,9.436040652072082,8.77863395266279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,1.0,0.0,0.0,0.0,6583,4475,0,12,0,53700,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0,78996,0.0,0.0,0.0,0.0,0.0,0.0,484,1,20025625,144,43335889,2.8438752934370206,0.0,75.47561491688057,98.92933355601156,0.0,8.406261630708956,8.792245847467877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,6661,11458,11208,12,0,137496,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,0,79932,0.0,0.0,0.0,0.0,0.0,0.0,441,125619264,131285764,144,44368921,2.804541172060041,121.64121645395136,112.42268611929097,99.44223301453665,9.324383088016843,9.346443454968522,8.804024902413179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,6661,12532,25121,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79932,0.0,0.0,0.0,6661.0,0.0,0.0,441,631064641,157051024,144,44368921,2.804541172060041,172.4107831015708,116.75071678354651,99.44223301453665,10.131459428706979,9.436040652072082,8.804024902413179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,6739,7877,13742,14,0,110278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94346,0.0,0.0,0.0,6739.0,0.0,0.0,784,188842564,62047129,196,45414121,3.0461888041774494,132.8680522722605,95.95985185213173,99.95171393342734,9.528212115591021,8.971702399703325,8.815666824946216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,27,1.0,0.0,1.0,0.0,6855,0,8275,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,12.0,0.0,0,82260,0.0,0.0,0.0,6855.0,0.0,0.0,729,68475625,1,144,46991025,3.0158501920602214,106.63332998304612,0.0,100.70321384269093,9.020994200245264,0.0,8.832733591996416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,0.0,0.0,6857,1790,0,14,0,25060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95998,0.0,0.0,0.0,0.0,0.0,0.0,625,1,3204100,196,47018449,2.951448437556569,0.0,50.93868597602657,100.71610680359812,0.0,7.489970898834801,8.833025307284364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,30,0.0,0.0,1.0,0.0,6857,3222,3250,12,0,38664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82284,0.0,0.0,0.0,6857.0,0.0,0.0,900,10562500,10381284,144,47018449,3.103578458323443,70.89151859172205,65.59526109133672,100.71610680359812,8.086410275323782,8.07775756373692,8.833025307284364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,1.0,0.0,6857,4096,24514,13,0,53248,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0,89141,0.0,0.0,0.0,6857.0,0.0,0.0,729,600936196,16777216,169,47018449,3.0158501920602214,170.60243999342083,72.68073988905056,100.71610680359812,10.10699966190111,8.317766166719343,8.833025307284364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,6857,6266,17363,13,0,81458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89141,0.0,0.0,0.0,0.0,0.0,0.0,484,301473769,39262756,169,47018449,2.8438752934370206,147.008226998204,87.09109982469913,100.71610680359812,9.762096784344138,8.742893471512136,8.833025307284364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,6857,14143,22165,16,0,226288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109712,0.0,0.0,0.0,6857.0,0.0,0.0,529,491287225,200024449,256,47018449,2.8813672520662377,163.35043368689443,122.8522887269895,100.71610680359812,10.006269747179154,9.5569750810205,8.833025307284364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,24,1.0,0.0,1.0,0.0,6857,14322,26599,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,0,82284,0.0,0.0,0.0,6857.0,0.0,0.0,576,707506801,205119684,144,47018449,2.917178001290328,176.71148271354656,123.5045098783509,100.71610680359812,10.188628900078157,9.569552095566886,8.833025307284364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,0.0,0.0,6857,15217,17732,13,0,197821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89141,0.0,0.0,0.0,0.0,0.0,0.0,361,314423824,231557089,169,47018449,2.719577455217427,148.34988387596616,126.69590530594539,100.71610680359812,9.783126195864945,9.630168502920114,8.833025307284364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,6974,11407,17141,14,0,159698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97636,0.0,0.0,0.0,6974.0,0.0,0.0,441,293813881,130119649,196,48636676,2.804541172060041,146.1931421275951,112.2113528038546,101.46664027902341,9.749228533507058,9.341982481027898,8.849944227235596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,29,0.0,0.0,1.0,0.0,7053,7161,8866,17,0,121737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119901,0.0,0.0,0.0,7053.0,0.0,0.0,841,78605956,51279921,289,49744809,3.075405529556091,109.87779304288243,92.1640138131397,101.9693517070325,9.089979015305,8.87640491500694,8.86120833720818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,27,0.0,0.0,1.0,0.0,7053,11637,25121,16,0,186192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112848,0.0,0.0,0.0,7053.0,0.0,0.0,729,631064641,135419769,256,49744809,3.0158501920602214,172.4107831015708,113.16008501267842,101.9693517070325,10.131459428706979,9.361944956108077,8.86120833720818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28,0.0,0.0,1.0,0.0,7249,15217,9161,15,0,228255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,108735,0.0,0.0,0.0,7249.0,0.0,0.0,784,83923921,231557089,225,52548001,3.0461888041774494,111.45082345112645,126.69590530594539,103.20286149376672,9.122710622015209,9.630168502920114,8.888618807300878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,26,0.0,0.0,1.0,0.0,7406,0,2955,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,88872,0.0,0.0,0.0,7406.0,0.0,0.0,676,8732025,1,144,54848836,2.984302588322599,67.9869297946121,0.0,104.17725485044788,7.991253929840199,0.0,8.910045761473558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,54,0.0,0.0,1.0,0.0,7445,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89340,0.0,0.0,0.0,7445.0,0.0,0.0,2916,1,1,144,55428025,3.5838282221644255,0.0,0.0,104.41746825683319,0.0,0.0,8.915297945118109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,28,1.0,0.0,0.0,0.0,7445,0,12708,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,0,111675,0.0,0.0,0.0,0.0,0.0,0.0,784,161493264,1,225,55428025,3.0461888041774494,128.44400285269663,0.0,104.41746825683319,9.449986995389407,0.0,8.915297945118109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
