treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,agesq,re78sq,re75sq,educsq,ageboxcox,re78boxcox,re75boxcox,lnre78,lnre75,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17
0.0,23,0.0,0.0,0.0,0.0,18798,20924,16,0,300768,0.0,0.0,529,437813776,353364804,256,2.2242322106415826,176.70894438009765,152.65850689318245,9.948652104490503,9.841505760180247,0,0,0,0,0,0,0,0,1,0
0.0,26,1.0,0.0,1.0,0.0,1074,8866,12,0,12888,0.0,0.0,676,78605956,1153476,144,2.282415117138582,120.54314423447565,43.483497817447976,9.089979015305,6.97914527506881,0,0,0,0,1,0,0,0,0,0
0.0,46,0.0,0.0,1.0,0.0,7161,17732,12,0,85932,0.0,0.0,2116,314423824,51279921,144,2.5323326581735732,164.1760356226196,100.43599361178255,9.783126195864945,8.87640491500694,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,7812,14777,12,0,93744,0.0,0.0,529,218359729,61027344,144,2.2242322106415826,151.38615381018462,104.3145280994598,9.600827196903634,8.96341629199657,0,0,0,0,1,0,0,0,0,0
0.0,41,0.0,0.0,1.0,0.0,10741,12412,12,0,128892,0.0,0.0,1681,154057744,115369081,144,2.4845689680746914,140.0707656894912,119.79762681918568,9.42641902556827,9.281823473598047,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,14143,24338,12,0,169716,0.0,0.0,361,592338244,200024449,144,2.1301824302037478,188.97520803510278,134.97616504137855,10.099794193896745,9.5569750810205,0,0,0,0,1,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,9041,26599,12,0,108492,0.0,0.0,841,707506801,81739681,144,2.3328553384698867,196.57341120041622,111.15934934386375,10.188628900078157,9.109525066737367,0,0,0,0,1,0,0,0,0,0
0.0,24,1.0,0.0,0.0,0.0,13069,10344,12,0,156828,0.0,0.0,576,106998336,170798761,144,2.244618307819977,129.1354581785133,130.4360853324607,9.244161920451694,9.477998292597036,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,0.0,0.0,2685,29216,12,0,32220,0.0,0.0,529,853574656,7209225,144,2.2242322106415826,204.9280841484472,65.34855635611856,10.282471783394694,7.895436006942965,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,4654,13299,12,0,55848,0.0,0.0,484,176863401,21659716,144,2.2027226725952516,144.44583129237503,83.2094436257801,9.495444123413163,8.445482343862237,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,0.0,0.0,9667,13299,12,0,116004,0.0,0.0,441,176863401,93450889,144,2.179972317170379,144.44583129237503,114.44078643757229,9.495444123413163,9.176473302464606,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,12532,4137,12,0,150384,0.0,0.0,729,17114769,157051024,144,2.299993162735131,85.64222722490244,128.08547023493324,8.327726166461412,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,37,0.0,0.0,1.0,0.0,11372,8866,12,0,136464,0.0,0.0,1369,78605956,129322384,144,2.4408634917783916,120.54314423447565,122.8022674659222,9.089979015305,9.33890947277089,0,0,0,0,1,0,0,0,0,0
0.0,44,0.0,0.0,1.0,0.0,7340,27781,12,0,88080,0.0,0.0,1936,771783961,53875600,144,2.5140330956414987,200.40152158877783,101.52195659752569,10.232107612780684,8.901094121608562,0,0,0,0,1,0,0,0,0,0
0.0,38,0.0,0.0,1.0,0.0,7877,17732,16,0,126032,0.0,0.0,1444,314423824,62047129,256,2.4523183949874965,164.1760356226196,104.69142853686778,9.783126195864945,8.971702399703325,0,0,0,0,0,0,0,0,1,0
0.0,34,0.0,0.0,1.0,0.0,0,11821,12,1,0,0.0,0.0,1156,139736041,1,144,2.4040686969934577,137.0574384459851,0.0,9.377632889750377,0.0,0,0,0,0,1,0,0,0,0,0
0.0,49,0.0,0.0,0.0,0.0,0,0,12,1,0,0.0,0.0,2401,1,1,144,2.5580174622608918,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,0,17732,12,1,0,0.0,0.0,529,314423824,1,144,2.2242322106415826,164.1760356226196,0.0,9.783126195864945,0.0,0,0,0,0,1,0,0,0,0,0
0.0,28,1.0,0.0,1.0,0.0,0,25874,14,1,0,0.0,1.0,784,669463876,1,196,2.31678614295806,194.17793798557915,0.0,10.160993882477847,0.0,0,0,0,0,0,0,1,0,0,0
0.0,43,0.0,0.0,1.0,0.0,0,295,12,1,0,0.0,0.0,1849,87025,1,144,2.504494271737396,25.33405707095859,0.0,5.68697535633982,0.0,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,0.0,0.0,6445,0,16,0,103120,0.0,0.0,784,1,41538025,256,2.31678614295806,0.0,95.92848898357009,0.0,8.771059915373288,0,0,0,0,0,0,0,0,1,0
0.0,29,1.0,0.0,1.0,0.0,9846,20688,12,0,118152,0.0,0.0,841,427993344,96943716,144,2.3328553384698867,175.8207619978444,115.35651553003649,9.937309101011639,9.194820560318146,0,0,0,0,1,0,0,0,0,0
0.0,53,0.0,0.0,1.0,0.0,9893,5172,12,0,118716,0.0,0.0,2809,26749584,97871449,144,2.5893970266624087,94.68769409520085,115.5953706303201,8.551014739891748,9.199582715323222,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,10204,12560,12,0,122448,0.0,0.0,441,157753600,104121616,144,2.179972317170379,140.8126912943316,117.15970374861007,9.438272440022189,9.230535079261703,0,0,0,0,1,0,0,0,0,0
0.0,24,1.0,0.0,1.0,0.0,10741,31097,13,0,139633,0.0,0.0,576,967023409,115369081,169,2.244618307819977,210.67637213693084,119.79762681918568,10.34486663049196,9.281823473598047,0,0,0,0,0,1,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,10741,6649,12,0,128892,0.0,0.0,441,44209201,115369081,144,2.179972317170379,105.98121469224297,119.79762681918568,8.802221746402456,9.281823473598047,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,11074,13742,12,0,132888,0.0,0.0,576,188842564,122633476,144,2.244618307819977,146.56960604000514,121.39554099659922,9.528212115591021,9.312355297382913,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,0.0,0.0,11637,10048,12,0,139644,0.0,0.0,441,100962304,135419769,144,2.179972317170379,127.47279325528206,124.0355356745155,9.21512888870798,9.361944956108077,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,11637,25121,14,0,162918,0.0,0.0,529,631064641,135419769,196,2.2242322106415826,191.64970816545707,124.0355356745155,10.131459428706979,9.361944956108077,0,0,0,0,0,0,1,0,0,0
0.0,28,0.0,0.0,1.0,0.0,12532,0,12,0,150384,0.0,0.0,784,1,157051024,144,2.31678614295806,0.0,128.08547023493324,0.0,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,12532,0,12,0,150384,0.0,0.0,784,1,157051024,144,2.31678614295806,0.0,128.08547023493324,0.0,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,12621,28963,17,0,214557,0.0,0.0,625,838855369,159289641,289,2.2639829169036276,204.13923623810516,128.47899546099822,10.27377443229468,9.44311737225863,0,0,0,0,0,0,0,0,0,1
0.0,23,0.0,0.0,1.0,0.0,13427,16254,13,0,174551,0.0,0.0,529,264192516,180284329,169,2.2242322106415826,157.94236590660608,131.97247989560393,9.69609431131315,9.505022884072709,0,0,0,0,0,1,0,0,0,0
0.0,30,0.0,0.0,1.0,0.0,13635,26599,12,0,163620,0.0,0.0,900,707506801,185913225,144,2.3482553378921756,196.57341120041622,132.85434684469843,10.188628900078157,9.52039529527969,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,13785,14186,12,0,165420,0.0,0.0,529,201242596,190026225,144,2.2242322106415826,148.65994600520793,133.48552385702425,9.560010841762033,9.531336323457896,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,14322,20688,12,0,171864,0.0,0.0,676,427993344,205119684,144,2.282415117138582,175.8207619978444,135.71336386495844,9.937309101011639,9.569552095566886,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,14322,16254,12,0,171864,0.0,0.0,441,264192516,205119684,144,2.179972317170379,157.94236590660608,135.71336386495844,9.69609431131315,9.569552095566886,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,14322,17732,12,0,171864,0.0,0.0,676,314423824,205119684,144,2.282415117138582,164.1760356226196,135.71336386495844,9.783126195864945,9.569552095566886,0,0,0,0,1,0,0,0,0,0
0.0,25,1.0,0.0,1.0,0.0,14322,21427,12,0,171864,0.0,0.0,625,459116329,205119684,144,2.2639829169036276,178.5833897133696,135.71336386495844,9.972407088000725,9.569552095566886,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,14465,18102,12,0,173580,0.0,0.0,484,327682404,209236225,144,2.2027226725952516,165.69045884031667,136.2985055477785,9.803777708387116,9.579487217410236,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,15217,20688,16,0,243472,0.0,0.0,784,427993344,231557089,256,2.31678614295806,175.8207619978444,139.32226182742843,9.937309101011639,9.630168502920114,0,0,0,0,0,0,0,0,1,0
0.0,22,1.0,0.0,1.0,0.0,15217,0,13,0,197821,0.0,0.0,484,1,231557089,169,2.2027226725952516,0.0,139.32226182742843,0.0,9.630168502920114,0,0,0,0,0,1,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,16112,31032,16,0,257792,0.0,0.0,576,962985024,259596544,256,2.244618307819977,210.48104251559602,142.8112048834927,10.342774209119803,9.687319614958344,0,0,0,0,0,0,0,0,1,0
0.0,27,1.0,0.0,0.0,0.0,16744,18442,15,0,251160,0.0,0.0,729,340107364,280361536,225,2.299993162735131,167.0668416814142,145.20831942084433,9.822385951099086,9.725795264125836,0,0,0,0,0,0,0,1,0,0
0.0,19,0.0,0.0,0.0,0.0,19335,16254,12,0,232020,0.0,0.0,361,264192516,373842225,144,2.1301824302037478,157.94236590660608,154.52826219750597,9.69609431131315,9.869672204041397,0,0,0,0,1,0,0,0,0,0
0.0,38,0.0,0.0,1.0,0.0,19693,0,14,0,275702,0.0,0.0,1444,1,387814249,196,2.4523183949874965,0.0,155.75824682494562,0.0,9.888018521632196,0,0,0,0,0,0,1,0,0,0
0.0,38,0.0,0.0,0.0,0.0,21483,7388,14,0,300762,0.0,0.0,1444,54582544,461519289,196,2.4523183949874965,111.10248732761148,161.72344646974003,8.90761234131913,9.97501720367505,0,0,0,0,0,0,1,0,0,0
0.0,45,0.0,0.0,1.0,0.0,11270,16822,12,0,135240,0.0,0.0,2025,282979684,127012900,144,2.5233082547644874,160.37420067419228,122.3231799395054,9.730442832522382,9.329899607033822,0,0,0,0,1,0,0,0,0,0
0.0,26,1.0,0.0,1.0,0.0,14150,16342,12,0,169800,0.0,0.0,676,267060964,200222500,144,2.282415117138582,158.32221803037547,135.0050943963765,9.701493759944652,9.557469903071384,0,0,0,0,1,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,9846,5390,16,0,157536,0.0,0.0,961,29052100,96943716,256,2.3630349634285817,96.45941290076156,115.35651553003649,8.592300663903043,9.194820560318146,0,0,0,0,0,0,0,0,1,0
0.0,25,1.0,0.0,1.0,0.0,13824,12656,13,0,179712,0.0,0.0,625,160174336,191102976,169,2.2639829169036276,141.2913188211372,133.6489830674114,9.445886690007436,9.534161491043838,0,0,0,0,0,1,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,14322,14777,14,0,200508,0.0,0.0,625,218359729,205119684,196,2.2639829169036276,151.38615381018462,135.71336386495844,9.600827196903634,9.569552095566886,0,0,0,0,0,0,1,0,0,0
0.0,22,0.0,0.0,1.0,0.0,16025,13151,12,0,192300,0.0,0.0,484,172948801,256800625,144,2.2027226725952516,143.72747550614702,142.47702063818775,9.484253080341965,9.68190528178887,0,0,0,0,1,0,0,0,0,0
0.0,36,0.0,0.0,1.0,0.0,13964,13299,12,0,167568,0.0,0.0,1296,176863401,194993296,144,2.429020298728537,144.44583129237503,134.23358801925585,9.495444123413163,9.544237868224927,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,14322,20142,12,0,171864,0.0,0.0,729,405700164,205119684,144,2.299993162735131,173.74385074920625,135.71336386495844,9.91056246620809,9.569552095566886,0,0,0,0,1,0,0,0,0,0
0.0,33,0.0,0.0,1.0,0.0,16112,24382,12,0,193344,0.0,0.0,1089,594481924,259596544,144,2.390904059683331,189.12676936951604,142.8112048834927,10.101600434125091,9.687319614958344,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,23274,26599,12,0,279288,0.0,0.0,729,707506801,541679076,144,2.299993162735131,196.57341120041622,167.41261700539496,10.188628900078157,10.055092136668023,0,0,0,0,1,0,0,0,0,0
0.0,30,1.0,0.0,1.0,0.0,10741,18962,12,0,128892,0.0,0.0,900,359557444,115369081,144,2.3482553378921756,169.14461795003456,119.79762681918568,9.850192255477904,9.281823473598047,0,0,0,0,1,0,0,0,0,0
0.0,46,0.0,0.0,1.0,0.0,11637,11230,12,0,139644,0.0,0.0,2116,126112900,135419769,144,2.5323326581735732,133.95828318455708,124.0355356745155,9.326344047732489,9.361944956108077,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,12532,14186,14,0,175448,0.0,0.0,529,201242596,157051024,196,2.2242322106415826,148.65994600520793,128.08547023493324,9.560010841762033,9.436040652072082,0,0,0,0,0,0,1,0,0,0
0.0,25,0.0,0.0,1.0,0.0,13606,21427,16,0,217696,0.0,0.0,625,459116329,185123236,256,2.2639829169036276,178.5833897133696,132.73185995755745,9.972407088000725,9.518266150905006,0,0,0,0,0,0,0,0,1,0
0.0,27,0.0,0.0,1.0,0.0,16829,25178,14,0,235606,0.0,0.0,729,633931684,283215241,196,2.299993162735131,191.8425643171324,145.52672627928533,10.133725876326205,9.730858867713073,0,0,0,0,0,0,1,0,0,0
0.0,49,0.0,0.0,1.0,0.0,12353,12560,16,0,197648,0.0,0.0,2401,157753600,152596609,256,2.5580174622608918,140.8126912943316,127.28910931040599,9.438272440022189,9.421654227536814,0,0,0,0,0,0,0,0,1,0
0.0,22,0.0,0.0,1.0,0.0,12532,14369,12,0,150384,0.0,0.0,484,206468161,157051024,144,2.2027226725952516,149.51080580087677,128.08547023493324,9.572828387229206,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,21483,23495,16,0,343728,0.0,0.0,784,552015025,461519289,256,2.31678614295806,186.0411878783681,161.72344646974003,10.064542911536916,9.97501720367505,0,0,0,0,0,0,0,0,1,0
0.0,24,1.0,0.0,1.0,0.0,19693,19210,12,0,236316,0.0,0.0,576,369024100,387814249,144,2.244618307819977,170.12429235026107,155.75824682494562,9.863186255762603,9.888018521632196,0,0,0,0,1,0,0,0,0,0
0.0,37,1.0,0.0,1.0,0.0,1306,4236,17,0,22202,0.0,0.0,1369,17943696,1705636,289,2.4408634917783916,86.55883852175353,47.4626880935633,8.351374706721296,7.174724309836376,0,0,0,0,0,0,0,0,0,1
0.0,22,0.0,0.0,0.0,0.0,12532,17732,13,0,162916,0.0,0.0,484,314423824,157051024,169,2.2027226725952516,164.1760356226196,128.08547023493324,9.783126195864945,9.436040652072082,0,0,0,0,0,1,0,0,0,0
0.0,23,0.0,0.0,0.0,0.0,14322,28076,17,0,243474,0.0,0.0,529,788261776,205119684,289,2.2242322106415826,201.34260147312793,135.71336386495844,10.242670397850311,9.569552095566886,0,0,0,0,0,0,0,0,0,1
0.0,23,1.0,0.0,0.0,0.0,14322,20688,12,0,171864,0.0,0.0,529,427993344,205119684,144,2.2242322106415826,175.8207619978444,135.71336386495844,9.937309101011639,9.569552095566886,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,14322,14925,12,0,171864,0.0,0.0,676,222755625,205119684,144,2.282415117138582,152.05923113602032,135.71336386495844,9.610792938260802,9.569552095566886,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,16112,21131,12,0,193344,0.0,0.0,484,446519161,259596544,144,2.2027226725952516,177.48336676041018,142.8112048834927,9.958496435566927,9.687319614958344,0,0,0,0,1,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,17724,29850,14,0,248136,0.0,0.0,961,891022500,314140176,196,2.3630349634285817,206.8881863629871,148.82474919941927,10.303940118820748,9.782674932319381,0,0,0,0,0,0,1,0,0,0
0.0,31,0.0,0.0,1.0,0.0,17724,29850,14,0,248136,0.0,0.0,961,891022500,314140176,196,2.3630349634285817,206.8881863629871,148.82474919941927,10.303940118820748,9.782674932319381,0,0,0,0,0,0,1,0,0,0
0.0,54,0.0,0.0,1.0,0.0,17894,19343,12,0,214728,0.0,0.0,2916,374151649,320195236,144,2.5967874259765438,170.6467584903751,149.4403023467554,9.870085875902097,9.792220740107542,0,0,0,0,1,0,0,0,0,0
0.0,25,1.0,0.0,1.0,0.0,18261,10521,16,0,292176,0.0,0.0,625,110691441,333464121,256,2.2639829169036276,130.11694919590488,150.7578174575861,9.261128538808288,9.812522917162035,0,0,0,0,0,0,0,0,1,0
0.0,28,1.0,0.0,1.0,0.0,19693,17732,12,0,236316,0.0,0.0,784,314423824,387814249,144,2.31678614295806,164.1760356226196,155.75824682494562,9.783126195864945,9.888018521632196,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,19693,28815,13,0,256009,0.0,0.0,361,830304225,387814249,169,2.1301824302037478,203.67598123355737,155.75824682494562,10.268651363870767,9.888018521632196,0,0,0,0,0,1,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,25064,26599,17,0,426088,0.0,0.0,676,707506801,628204096,289,2.282415117138582,196.57341120041622,172.85254886897178,10.188628900078157,10.129187832632027,0,0,0,0,0,0,0,0,0,1
0.0,28,0.0,0.0,1.0,0.0,7161,16254,12,0,85932,0.0,0.0,784,264192516,51279921,144,2.31678614295806,157.94236590660608,100.43599361178255,9.69609431131315,8.87640491500694,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,0.0,1.0,0.0,2363,14777,12,0,28356,0.0,0.0,400,218359729,5583769,144,2.1558451386170456,151.38615381018462,61.765376690106436,9.600827196903634,7.767687277186908,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,11100,22165,12,0,133200,0.0,0.0,676,491287225,123210000,144,2.282415117138582,181.28939198957536,121.51913466425897,10.006269747179154,9.314700387300425,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,22379,36943,17,0,380443,0.0,0.0,625,1364785249,500819641,289,2.2639829169036276,227.38817038745353,164.6023160239999,10.51713146323313,10.015878298115155,0,0,0,0,0,0,0,0,0,1
0.0,24,0.0,0.0,1.0,0.0,13964,41571,12,0,167568,0.0,0.0,576,1728148041,194993296,144,2.244618307819977,239.58920600587612,134.23358801925585,10.635158087766825,9.544237868224927,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,8951,13595,12,0,107412,0.0,0.0,484,184824025,80120401,144,2.2027226725952516,145.8691960886258,110.67696417307604,9.51745735706657,9.099520536870939,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,10741,29554,17,0,182597,0.0,0.0,729,873438916,115369081,289,2.299993162735131,205.97599887312438,119.79762681918568,10.293974377463579,9.281823473598047,0,0,0,0,0,0,0,0,0,1
0.0,26,0.0,0.0,1.0,0.0,12174,12687,12,0,146088,0.0,0.0,676,160959969,148206276,144,2.282415117138582,141.4454400058288,126.4860931275628,9.448333126140598,9.40705780905387,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,1.0,0.0,12353,11526,12,0,148236,0.0,0.0,729,132848676,152596609,144,2.299993162735131,135.5216367127298,127.28910931040599,9.352360631996612,9.421654227536814,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,12532,24382,12,0,150384,0.0,0.0,361,594481924,157051024,144,2.1301824302037478,189.12676936951604,128.08547023493324,10.101600434125091,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,19693,0,17,0,334781,0.0,0.0,841,1,387814249,289,2.3328553384698867,0.0,155.75824682494562,0.0,9.888018521632196,0,0,0,0,0,0,0,0,0,1
0.0,20,0.0,0.0,1.0,0.0,8772,17289,12,0,105264,0.0,0.0,400,298909521,76947984,144,2.1558451386170456,162.33929259964563,109.70920619043086,9.757825740104776,9.079320109537779,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,14202,14777,12,0,170424,0.0,0.0,625,218359729,201696804,144,2.2639829169036276,151.38615381018462,135.21974133162269,9.600827196903634,9.561138078742038,0,0,0,0,1,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,5370,17732,16,0,85920,0.0,0.0,841,314423824,28836900,256,2.3328553384698867,164.1760356226196,88.58340038262187,9.783126195864945,8.58858318750291,0,0,0,0,0,0,0,0,1,0
0.0,23,0.0,0.0,0.0,0.0,12174,14777,14,0,170436,0.0,0.0,529,218359729,148206276,196,2.2242322106415826,151.38615381018462,126.4860931275628,9.600827196903634,9.40705780905387,0,0,0,0,0,0,1,0,0,0
0.0,28,0.0,0.0,1.0,0.0,12532,10935,12,0,150384,0.0,0.0,784,119574225,157051024,144,2.31678614295806,132.37701959466037,128.08547023493324,9.299723933110869,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,30,0.0,0.0,1.0,0.0,14322,14777,14,0,200508,0.0,0.0,900,218359729,205119684,196,2.3482553378921756,151.38615381018462,135.71336386495844,9.600827196903634,9.569552095566886,0,0,0,0,0,0,1,0,0,0
0.0,26,1.0,0.0,1.0,0.0,19693,19934,16,0,315088,0.0,0.0,676,397364356,387814249,256,2.282415117138582,172.94434080327315,155.75824682494562,9.900182095527402,9.888018521632196,0,0,0,0,0,0,0,0,1,0
0.0,24,0.0,1.0,1.0,0.0,16470,21035,12,0,197640,0.0,0.0,576,442471225,271260900,144,2.244618307819977,177.12474647300417,144.17555915404097,9.95394299602462,9.709295823171686,0,0,0,0,1,0,0,0,0,0
0.0,22,1.0,0.0,1.0,0.0,13427,12560,12,0,161124,0.0,0.0,484,157753600,180284329,144,2.2027226725952516,140.8126912943316,131.97247989560393,9.438272440022189,9.505022884072709,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,15833,13246,12,0,189996,0.0,0.0,729,175456516,250683889,144,2.299993162735131,144.18910058361047,141.7358048579323,9.491450899044924,9.669851648501433,0,0,0,0,1,0,0,0,0,0
0.0,22,1.0,0.0,1.0,0.0,17903,13299,12,0,214836,0.0,0.0,484,176863401,320517409,144,2.2027226725952516,144.44583129237503,149.47279665725003,9.495444123413163,9.792723575551273,0,0,0,0,1,0,0,0,0,0
0.0,42,0.0,0.0,1.0,0.0,0,33987,13,1,0,0.0,0.0,1764,1155116169,1,169,2.49467788908952,219.13983142004528,0.0,10.433733377541598,0.0,0,0,0,0,0,1,0,0,0,0
0.0,22,1.0,0.0,1.0,0.0,0,664,12,1,0,0.0,1.0,484,440896,1,144,2.2027226725952516,37.13444240888593,0.0,6.498282149476434,0.0,0,0,0,0,1,0,0,0,0,0
0.0,47,0.0,0.0,1.0,0.0,0,12560,12,1,0,0.0,0.0,2209,157753600,1,144,2.54111831949152,140.8126912943316,0.0,9.438272440022189,0.0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,716,22904,12,0,8592,0.0,0.0,676,524593216,512656,144,2.282415117138582,183.94883330164663,36.21774742734388,10.039066846777951,6.573680166960646,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,3222,14038,12,0,38664,0.0,0.0,441,197065444,10381284,144,2.179972317170379,147.96730103465185,70.81201413553063,9.549523217290366,8.07775756373692,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,0.0,0.0,6042,0,16,0,96672,0.0,0.0,625,1,36505764,256,2.2639829169036276,0.0,93.26395748139154,0.0,8.706490361946617,0,0,0,0,0,0,0,0,1,0
0.0,25,1.0,0.0,1.0,0.0,8235,17732,12,0,98820,0.0,0.0,625,314423824,67815225,144,2.2639829169036276,164.1760356226196,106.73595067332657,9.783126195864945,9.016148642611741,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,0.0,0.0,10741,15959,12,0,128892,0.0,0.0,529,254689681,115369081,144,2.2242322106415826,156.66050554029712,119.79762681918568,9.677778212399186,9.281823473598047,0,0,0,0,1,0,0,0,0,0
0.0,33,1.0,0.0,0.0,0.0,11100,9605,12,0,133200,0.0,0.0,1089,92256025,123210000,144,2.390904059683331,124.9321944857868,121.51913466425897,9.170039075202657,9.314700387300425,0,0,0,0,1,0,0,0,0,0
0.0,55,1.0,0.0,1.0,0.0,11995,23531,16,0,191920,0.0,0.0,3025,553707961,143880025,256,2.604010952158177,186.16768107416982,125.67626696831563,10.066073979755881,9.392245175273795,0,0,0,0,0,0,0,0,1,0
0.0,47,1.0,0.0,1.0,0.0,12433,14777,12,0,149196,0.0,0.0,2209,218359729,154579489,144,2.54111831949152,151.38615381018462,127.64583832902369,9.600827196903634,9.428109506952937,0,0,0,0,1,0,0,0,0,0
0.0,20,1.0,0.0,1.0,0.0,12532,8866,12,0,150384,0.0,0.0,400,78605956,157051024,144,2.1558451386170456,120.54314423447565,128.08547023493324,9.089979015305,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,26,1.0,0.0,1.0,0.0,12532,11821,12,0,150384,0.0,0.0,676,139736041,157051024,144,2.282415117138582,137.0574384459851,128.08547023493324,9.377632889750377,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,12532,14777,12,0,150384,0.0,0.0,961,218359729,157051024,144,2.3630349634285817,151.38615381018462,128.08547023493324,9.600827196903634,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,30,0.0,0.0,1.0,0.0,12532,2563,12,0,150384,0.0,0.0,900,6568969,157051024,144,2.3482553378921756,68.98987988149328,128.08547023493324,7.848933726364071,9.436040652072082,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,13339,11651,12,0,160068,0.0,0.0,441,135745801,177928921,144,2.179972317170379,136.1750633038104,131.59702100874534,9.36314729221994,9.498447354141044,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,13427,6827,17,0,228259,0.0,0.0,784,46607929,180284329,289,2.31678614295806,107.24284890333703,131.97247989560393,8.82864061741828,9.505022884072709,0,0,0,0,0,0,0,0,0,1
0.0,24,0.0,0.0,1.0,0.0,13427,17732,12,0,161124,0.0,0.0,576,314423824,180284329,144,2.244618307819977,164.1760356226196,131.97247989560393,9.783126195864945,9.505022884072709,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,13606,19210,12,0,163272,0.0,0.0,784,369024100,185123236,144,2.31678614295806,170.12429235026107,132.73185995755745,9.863186255762603,9.518266150905006,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,0.0,0.0,14322,22165,12,0,171864,0.0,0.0,529,491287225,205119684,144,2.2242322106415826,181.28939198957536,135.71336386495844,10.006269747179154,9.569552095566886,0,0,0,0,1,0,0,0,0,0
