treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,re78sq,re75sq,educsq,ageboxcox,re78boxcox,re75boxcox,lnre78,lnre75,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,education_18
0.0,34,0.0,0.0,1.0,0.0,25243,23625,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,558140625,637209049,144,4.783244395303898,190.03757173367683,191.50688569773726,10.070060752361943,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,50,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,653518096,637209049,144,5.495567135613508,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,25243,25564,16,0,403888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,653518096,637209049,256,4.106087574170275,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,29,0.0,0.0,1.0,0.0,25243,25564,13,0,328159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,653518096,637209049,169,4.502394833016174,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,21671,25564,14,0,303394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,653518096,469632241,196,4.246902063237979,196.8437559934704,178.97432143696093,10.148940390770173,9.983730240212331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,28,0.0,0.0,0.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,653518096,637209049,144,4.441422282762017,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,38,1.0,0.0,1.0,0.0,20934,16698,12,0,251208,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,0.0,1444,278823204,438232356,144,4.984051275128488,162.75331170448592,176.24689552157196,9.723044230753946,9.949129910414829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,23,0.0,0.0,1.0,1.0,20033,19547,10,0,200330,0.0,0.0,0.0,20033.0,0.0,10.0,0.0,0.0,0.0,529,382085209,401321089,100,4.106087574170275,174.6234115657256,172.83820553702282,9.880577100953023,9.905136192781653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,25243,21594,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,466300836,637209049,144,4.6192508626288165,182.56453123408832,191.50688569773726,9.980170777307086,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,40,0.0,0.0,1.0,1.0,15847,11187,11,0,174317,0.0,0.0,0.0,15847.0,0.0,11.0,0.0,0.0,0.0,1600,125148969,251127409,121,5.077904651415065,136.03748484047605,155.74396151224084,9.32250766884693,9.670735486942808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,50,0.0,0.0,1.0,0.0,9549,0,12,0,114588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1,91183401,144,5.495567135613508,0.0,124.28783337428307,0.0,9.164191715950203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,44,0.0,0.0,1.0,1.0,25243,25564,10,0,252430,0.0,0.0,0.0,25243.0,0.0,10.0,0.0,0.0,0.0,1936,653518096,637209049,100,5.25441988382463,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,51,1.0,0.0,1.0,0.0,0,0,14,1,0,0.0,1.0,1.0,0.0,0.0,0.0,51.0,14.0,0.0,2601,1,1,196,5.5333800743957395,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,38,0.0,0.0,1.0,1.0,0,0,8,1,0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1444,1,1,64,4.984051275128488,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,33,0.0,0.0,1.0,0.0,16759,16336,12,0,201108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089,266864896,280864081,144,4.729971912479329,161.16618926317517,159.66654302198435,9.701126540404447,9.726690706384874,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,38,0.0,0.0,1.0,0.0,0,0,17,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,1,1,289,4.984051275128488,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,47,0.0,0.0,1.0,1.0,17169,18301,4,0,68676,0.0,0.0,0.0,17169.0,0.0,4.0,0.0,0.0,0.0,2209,334926601,294774561,16,5.378209281310344,169.55992023484336,161.3908850083074,9.814710982145282,9.750860711077213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,48,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304,653518096,637209049,144,5.418006515669491,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,31,0.0,0.0,1.0,1.0,2828,7802,8,0,22624,0.0,0.0,0.0,2828.0,0.0,8.0,0.0,0.0,0.0,961,60871204,7997584,64,4.6192508626288165,115.71787740235008,71.97772106130961,8.962135390066601,7.947325027016463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,55,0.0,0.0,1.0,1.0,19238,19312,8,0,153904,0.0,0.0,0.0,19238.0,0.0,8.0,0.0,0.0,0.0,3025,372953344,370100644,64,5.678699621919348,173.68253378742932,169.75827357395804,9.868481943337313,9.86464276871256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,49,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401,653518096,637209049,144,5.457117302610669,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,34,0.0,0.0,1.0,0.0,19766,25403,12,0,237192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,645312409,390694756,144,4.783244395303898,196.28985404686816,171.81160023805677,10.142622556268384,9.89171856893613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,11758,25564,16,0,188128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,653518096,138250564,256,4.313810477859777,196.8437559934704,136.37198722426322,10.148940390770173,9.3722891389622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,31,0.0,0.0,1.0,0.0,25243,25564,13,0,328159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,653518096,637209049,169,4.6192508626288165,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,1.0,14002,2164,8,0,112016,0.0,0.0,0.0,14002.0,0.0,8.0,0.0,0.0,0.0,441,4682896,196056004,64,3.9546477265588305,64.75951924287105,147.40096626968062,7.679713639966372,9.546955455537143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,52,0.0,0.0,0.0,0.0,7957,0,16,0,127312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704,1,63313849,256,5.570578851872717,0.0,114.56602912040518,0.0,8.981807323377534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,23,0.0,0.0,1.0,0.0,7302,20507,16,0,116832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,420537049,53319204,256,4.106087574170275,178.40275541218446,110.24931723580951,9.92852157025577,8.895903562215581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,42,0.0,1.0,1.0,1.0,24464,25564,8,0,195712,0.0,0.0,0.0,24464.0,0.0,8.0,0.0,0.0,0.0,1764,653518096,598487296,64,5.167917773385796,196.8437559934704,188.86324295936583,10.148940390770173,10.104957928168844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,22,0.0,1.0,1.0,0.0,19301,24202,12,0,231612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,585736804,372528601,144,4.031805260868567,192.09455394087746,170.00492264321008,10.094190553357997,9.867912187022208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,25243,25564,16,0,403888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,653518096,637209049,256,4.378603334624191,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,31,0.0,0.0,1.0,0.0,25243,3143,14,0,353402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,9878449,637209049,196,4.6192508626288165,76.74938317309655,191.50688569773726,8.052933036797567,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,30,0.0,0.0,1.0,0.0,25243,21772,18,0,454374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,474019984,637209049,324,4.561636201904492,183.23478650662432,191.50688569773726,9.988380019554091,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,46,0.0,0.0,1.0,0.0,0,0,14,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2116,1,1,196,5.337698554227474,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,18,0.0,0.0,0.0,1.0,3457,28,11,0,38027,0.0,0.0,0.0,3457.0,0.0,11.0,0.0,0.0,0.0,324,784,11950849,121,3.703165208990785,7.5886831880727685,78.80901231977859,3.332204510175204,8.148156439921625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,17,0.0,0.0,0.0,0.0,1090,0,12,0,13080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,1,1188100,144,3.611529515721841,0.0,46.61892705680735,0.0,6.993932975223189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,37,0.0,0.0,1.0,1.0,20187,20979,8,0,161496,0.0,0.0,0.0,20187.0,0.0,8.0,0.0,0.0,0.0,1369,440118441,407514969,64,4.935568135070046,180.22467895895355,173.42683722513445,9.951277216371977,9.912794111856428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,21,0.0,0.0,1.0,1.0,7607,10282,8,0,60856,0.0,0.0,0.0,7607.0,0.0,8.0,0.0,0.0,0.0,441,105719524,57866449,64,3.9546477265588305,130.98756999307724,112.28534033527974,9.23815007261545,8.936824154997302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,23125,25564,13,0,300625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,653518096,534765625,169,3.9546477265588305,196.8437559934704,184.20625777374596,10.148940390770173,10.048669562380626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,0.0,1.0,4681,15569,10,0,46810,0.0,0.0,0.0,4681.0,0.0,10.0,0.0,0.0,0.0,361,242393761,21911761,100,3.7906438013860337,157.73717430610415,90.32769622567665,9.653037036689675,8.45126704130007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,16,0.0,0.0,0.0,1.0,572,11116,10,0,5720,0.0,0.0,0.0,572.0,0.0,10.0,0.0,0.0,0.0,256,123565456,327184,100,3.515276245051319,135.64975528986656,34.58254330479033,9.316140790862395,6.349138991379798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,28,0.0,0.0,0.0,0.0,25243,25564,14,0,353402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,653518096,637209049,196,4.441422282762017,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,35,0.0,0.0,1.0,0.0,25243,10821,14,0,353402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225,117094041,637209049,196,4.83522413251897,134.0237542394917,191.50688569773726,9.289243969571649,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,41,0.0,0.0,1.0,0.0,25243,25564,18,0,454374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,653518096,637209049,324,5.123369598862009,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,55,0.0,0.0,1.0,0.0,2864,0,12,0,34368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025,1,8202496,144,5.678699621919348,0.0,72.39048232203096,0.0,7.9599745280805365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,39,0.0,0.0,1.0,1.0,21505,23008,10,0,215050,0.0,0.0,0.0,21505.0,0.0,10.0,0.0,0.0,0.0,1521,529368064,462465025,100,5.031480421487182,187.8066713290075,178.36460594288263,10.043597260520773,9.976040745217837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,38,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,653518096,637209049,144,4.984051275128488,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,52,0.0,0.0,0.0,1.0,7519,23389,8,0,60152,0.0,0.0,0.0,7519.0,0.0,8.0,0.0,0.0,0.0,2704,547045321,56535361,64,5.570578851872717,189.18815285612678,111.7026800097039,10.060021105350893,8.925188429378027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,25,0.0,0.0,1.0,1.0,7884,15752,11,0,86724,0.0,0.0,0.0,7884.0,0.0,11.0,0.0,0.0,0.0,625,248125504,62157456,121,4.246902063237979,158.56373786715224,114.09506711540274,9.664722620318962,8.97259066827261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,784,1,1,144,4.441422282762017,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,45,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,653518096,637209049,144,5.296445606698071,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,21,0.0,0.0,0.0,1.0,8763,14499,11,0,96393,0.0,0.0,0.0,8763.0,0.0,11.0,0.0,0.0,0.0,441,210221001,76790169,121,3.9546477265588305,152.7917952822811,119.61227060368289,9.581834960513193,9.07829359105585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,17,0.0,0.0,0.0,1.0,1149,7842,10,0,11490,0.0,0.0,0.0,1149.0,0.0,10.0,0.0,0.0,0.0,289,61496964,1320201,100,3.611529515721841,115.9842167141761,47.76164599983672,8.967249182852276,7.046647277848756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,1161,486,14,0,16254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,236196,1347921,196,4.313810477859777,32.42606452416441,47.990000395597676,6.186208623900494,7.057036981697891,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,47,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209,653518096,637209049,144,5.378209281310344,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,18,0.0,0.0,0.0,0.0,11624,18115,12,0,139488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,328153225,135117376,144,3.703165208990785,168.7876968092867,135.6773343062714,9.804495603329178,9.36082720525012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,519,0,14,0,7266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,1,269361,196,4.246902063237979,0.0,33.044809483272694,0.0,6.251903883165888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,39,0.0,0.0,1.0,1.0,25243,25564,10,0,252430,0.0,0.0,0.0,25243.0,0.0,10.0,0.0,0.0,0.0,1521,653518096,637209049,100,5.031480421487182,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,54,0.0,0.0,1.0,0.0,20499,10261,12,0,245988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916,105288121,420209001,144,5.643218794318048,130.86749636380378,174.61170433734128,9.236105579862208,9.928131383448887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,34,0.0,0.0,1.0,0.0,18297,15626,12,0,219564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,244171876,334780209,144,4.783244395303898,157.99520822447772,166.01881389575752,9.65669147255669,9.814492390964565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,7988,11545,12,0,95856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,133287025,63808144,144,4.502394833016174,137.97186873266642,114.76529226823598,9.354007721788596,8.985695694535705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,30,0.0,0.0,0.0,0.0,4756,0,12,0,57072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,1,22619536,144,4.561636201904492,0.0,90.97499410878041,0.0,8.467162257810672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,45,0.0,0.0,0.0,0.0,608,0,12,0,7296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,1,369664,144,5.296445606698071,0.0,35.58181452890538,0.0,6.410174881966167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,29,0.0,0.0,0.0,0.0,0,0,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,1,1,289,4.502394833016174,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,27,0.0,0.0,1.0,0.0,0,0,16,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,729,1,1,256,4.378603334624191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,26,0.0,0.0,0.0,0.0,1049,25564,17,0,17833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,653518096,1100401,289,4.313810477859777,196.8437559934704,45.80422546352566,10.148940390770173,6.955592608396297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,31,0.0,0.0,0.0,0.0,0,24930,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,621504900,1,289,4.6192508626288165,194.65110546693344,0.0,10.123827176517604,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,29,0.0,0.0,0.0,0.0,0,0,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,1,1,289,4.502394833016174,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,18,0.0,0.0,0.0,1.0,1152,2049,11,0,12672,0.0,0.0,0.0,1152.0,0.0,11.0,0.0,0.0,0.0,324,4198401,1327104,121,3.703165208990785,63.1649196516316,47.8188597270574,7.6251071482389,7.049254841255837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,18098,19044,12,0,217176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,362673936,327537604,144,4.502394833016174,172.6016866168705,165.21425195155365,9.85450737031441,9.803556713911078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,50,0.0,0.0,1.0,0.0,4747,4028,12,0,56964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,16224784,22534009,144,5.495567135613508,85.88375608743148,90.8976226078902,8.301025253838453,8.465268118551318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,43,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849,653518096,637209049,144,5.21158884271324,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,41,0.0,0.0,1.0,0.0,10682,25564,12,0,128184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,653518096,114105124,144,5.123369598862009,196.8437559934704,130.66177081550933,10.148940390770173,9.276315360899716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,10183,17419,12,0,122196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,303421561,103693489,144,4.031805260868567,165.8580527853715,127.9038196930954,9.765316843477462,9.228474942171665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,18,0.0,0.0,0.0,0.0,4547,17395,12,0,54564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,302586025,20675209,144,3.703165208990785,165.75587349577015,89.15652221894707,9.763938087586043,8.42222295382501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,43,0.0,0.0,1.0,1.0,15729,17883,6,0,94374,0.0,0.0,0.0,15729.0,0.0,6.0,0.0,0.0,0.0,1849,319801689,247401441,36,5.21158884271324,167.81825426557361,155.22725715678067,9.791605819888035,9.663261421240643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,10822,12405,12,0,129864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,153884025,117115684,144,4.502394833016174,142.48575876608555,131.4224828469981,9.425854896125902,9.28933637820268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,0,0,16,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,784,1,1,256,4.441422282762017,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,25,0.0,0.0,1.0,0.0,0,0,16,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,625,1,1,256,4.246902063237979,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,36,0.0,0.0,1.0,1.0,16395,17816,8,0,131160,0.0,0.0,0.0,16395.0,0.0,8.0,0.0,0.0,0.0,1296,317409856,268796025,64,4.885978119627811,167.53697895399605,158.11569263475087,9.787852208937204,9.704731689278749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,35,0.0,0.0,1.0,1.0,25243,0,10,0,252430,0.0,0.0,0.0,25243.0,0.0,10.0,0.0,0.0,0.0,1225,1,637209049,100,4.83522413251897,0.0,191.50688569773726,0.0,10.136304168546024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,55,0.0,0.0,0.0,0.0,16180,11122,12,0,194160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025,123698884,261792400,144,5.678699621919348,135.6825746280213,157.190566936444,9.316680407747508,9.691531190612483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,19629,24007,13,0,255177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,576336049,385297641,169,4.246902063237979,191.4024845909517,171.28181469182493,10.086100733470296,9.884763343537848,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,55,0.0,0.0,1.0,0.0,17298,25564,12,0,207576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025,653518096,299220804,144,5.678699621919348,196.8437559934704,161.92862853402428,10.148940390770173,9.758346166866458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,46,0.0,0.0,1.0,0.0,15121,16012,13,0,196573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116,256384144,228644641,169,5.337698554227474,159.72891115778063,152.52974878130428,9.681093720112464,9.623839785112668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,4314,11761,12,0,51768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,138321121,18610596,144,4.67533385715455,139.12279741748867,87.07296800116193,9.372544251851037,8.369620826949102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,45,0.0,0.0,1.0,1.0,25243,25564,8,0,201944,0.0,0.0,0.0,25243.0,0.0,8.0,0.0,0.0,0.0,2025,653518096,637209049,64,5.296445606698071,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,50,0.0,0.0,1.0,0.0,25182,25564,12,0,302184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,653518096,634133124,144,5.495567135613508,196.8437559934704,191.30154240842404,10.148940390770173,10.133884732561645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,50,0.0,0.0,1.0,1.0,25243,25564,11,0,277673,0.0,0.0,0.0,25243.0,0.0,11.0,0.0,0.0,0.0,2500,653518096,637209049,121,5.495567135613508,196.8437559934704,191.50688569773726,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
