treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,u74,educ_re74,hisp_u74,black_u74,agesq,re78sq,re75sq,educsq,re74sq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,education_18
0.0,51,0.0,0.0,1.0,0.0,25862,25243,25564,16,0,403888,0.0,0.0,0,413792,0.0,0.0,2601,653518096,637209049,256,668843044,4.766966085482991,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,0,1,0,0
0.0,24,0.0,0.0,0.0,0.0,9692,16012,7326,16,0,256192,0.0,0.0,0,155072,0.0,0.0,576,53670276,256384144,256,93934864,3.7100747051854874,5193923.355815412,53431.79359932696,5985.599302378086,8.89918494333876,9.681093720112464,9.179056081936416,0,0,0,0,0,0,0,0,1,0,0
0.0,54,0.0,0.0,1.0,1.0,25055,25243,22154,10,0,252430,0.0,0.0,0,250550,0.0,0.0,2916,490799716,637209049,100,627753025,4.850240237043343,38230207.81423281,89689.84563890504,14630.06509432056,10.005773346076879,10.136304168546024,10.128828687393826,0,0,1,0,0,0,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,8679,17666,17465,12,0,211992,0.0,0.0,0,104148,0.0,0.0,625,305026225,312087556,144,75325041,3.765394670133574,24894133.39353643,59755.35215203733,5394.983927494008,9.767954157240933,9.779397167305078,9.068661593644245,0,0,0,0,1,0,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,0,8414,22867,18,0,151452,0.0,0.0,1,0,0.0,0.0,676,522899689,70795396,324,1,3.818747155710005,40478322.699252054,25694.35485734154,0.0,10.037450102199095,9.037652264150466,0.0,0,0,0,0,0,0,0,0,0,0,1
0.0,19,0.0,0.0,0.0,0.0,5060,5182,16382,13,0,67366,0.0,0.0,0,65780,0.0,0.0,361,268369924,26853124,169,25603600,3.397585994704756,22179234.027035948,14801.682205491114,3246.897045663425,9.703938450075547,8.552946361122055,8.52912176228151,0,0,0,0,0,1,0,0,0,0,0
0.0,52,0.0,0.0,1.0,1.0,25862,25243,23290,11,0,277673,0.0,0.0,0,284482,0.0,0.0,2704,542424100,637209049,121,668843044,4.795205604754495,41839049.77030221,89689.84563890504,15073.040653912825,10.055779362878386,10.136304168546024,10.160529988855798,0,0,0,1,0,0,0,0,0,0,0
0.0,19,0.0,0.0,0.0,0.0,4335,4687,21407,12,0,56244,0.0,0.0,0,52020,0.0,0.0,361,458259649,21967969,144,18792225,3.397585994704756,35936490.46077092,13203.724627608586,2807.08624664933,9.971473250327222,8.452547997922705,8.374476889214643,0,0,0,0,1,0,0,0,0,0,0
0.0,44,0.0,0.0,1.0,0.0,25862,25243,25564,12,0,302916,0.0,0.0,0,310344,0.0,0.0,1936,653518096,637209049,144,668843044,4.553956163659956,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,13095,4998,9376,12,0,59976,0.0,0.0,0,157140,0.0,0.0,784,87909376,24980004,144,171479025,3.920101658927279,8105521.566658341,14205.122785294365,7944.95755056784,9.145908511816794,8.516793111394898,9.479985756941812,0,0,0,0,1,0,0,0,0,0,0
0.0,49,0.0,0.0,1.0,1.0,17911,23684,9464,8,0,189472,0.0,0.0,0,143288,0.0,0.0,2401,89567296,560931856,64,320803921,4.708950736340341,8243269.296993059,83414.49535282781,10667.898898768184,9.155250405658222,10.072554993651666,9.793170328225258,1,0,0,0,0,0,0,0,0,0,0
0.0,54,0.0,0.0,1.0,1.0,14522,8738,8486,10,0,87380,0.0,0.0,0,145220,0.0,0.0,2916,72012196,76352644,100,210888484,4.850240237043343,6770914.087788935,26823.123161103144,8757.133046658519,9.04617302576227,9.075436609511382,9.583420019940192,0,0,1,0,0,0,0,0,0,0,0
0.0,33,0.0,0.0,1.0,0.0,25862,25243,25564,13,0,328159,0.0,0.0,0,336206,0.0,0.0,1089,653518096,637209049,169,668843044,4.147373892276733,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,1,0,0,0,0,0
0.0,40,0.0,0.0,0.0,0.0,20468,6205,22680,12,0,74460,0.0,0.0,0,245616,0.0,0.0,1600,514382400,38502025,144,418939024,4.418020914730442,39883169.92927985,18169.518812559643,12095.19702293747,10.029238757841688,8.733110697638708,9.926617969924983,0,0,0,0,1,0,0,0,0,0,0
0.0,47,0.0,0.0,1.0,0.0,25862,20522,24505,12,0,246264,0.0,0.0,0,310344,0.0,0.0,2209,600495025,421152484,144,668843044,4.648751446207014,45858576.98223796,70864.45048146369,15073.040653912825,10.106632457343649,9.929252760422154,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,40,0.0,0.0,1.0,0.0,15435,12927,13061,12,0,155124,0.0,0.0,0,185220,0.0,0.0,1600,170589721,167107329,144,238239225,4.418020914730442,14738840.982258268,41883.25351826036,9274.263821230614,9.47738596957752,9.467073426283948,9.64439293693626,0,0,0,0,1,0,0,0,0,0,0
0.0,36,0.0,0.0,1.0,0.0,25241,25243,25564,12,0,302916,0.0,0.0,0,302892,0.0,0.0,1296,653518096,637209049,144,637108081,4.269177169083556,49495416.31497904,89689.84563890504,14732.237400626102,10.148940390770173,10.136304168546024,10.136224935521659,0,0,0,0,1,0,0,0,0,0,0
0.0,51,0.0,0.0,1.0,0.0,25862,25243,25564,12,0,302916,0.0,0.0,0,310344,0.0,0.0,2601,653518096,637209049,144,668843044,4.766966085482991,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,46,0.0,0.0,1.0,1.0,25062,25166,25097,9,0,226494,0.0,0.0,0,225558,0.0,0.0,2116,629859409,633327556,81,628103844,4.617777268925597,47876394.21722819,89378.61861413385,14633.911098737211,10.130503596064212,10.133249156151914,10.129108033725231,0,1,0,0,0,0,0,0,0,0,0
0.0,33,0.0,0.0,1.0,0.0,23421,25243,18505,18,0,454374,0.0,0.0,0,421578,0.0,0.0,1089,342435025,637209049,324,548543241,4.147373892276733,27631916.83943947,89689.84563890504,13730.518240410178,9.825796244820257,10.136304168546024,10.0613883347884,0,0,0,0,0,0,0,0,0,0,1
0.0,28,0.0,0.0,1.0,0.0,24771,21333,14323,13,0,277329,0.0,0.0,0,322023,0.0,0.0,784,205148329,455096889,169,613602441,3.920101658927279,17406914.126313932,74059.47530661295,14473.97341410662,9.569621915779866,9.968010448551627,10.117428893085538,0,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,1.0,1.0,14267,12829,18693,11,0,141119,0.0,0.0,0,156937,0.0,0.0,729,349428249,164583241,121,203547289,3.8702739061263074,28140371.847242963,41522.15823916281,8612.360197176606,9.835904401212332,9.45946351224934,9.565704457114814,0,0,0,1,0,0,0,0,0,0,0
0.0,33,0.0,0.0,0.0,0.0,25862,25243,21944,12,0,302916,0.0,0.0,0,310344,0.0,0.0,1089,481539136,637209049,144,668843044,4.147373892276733,37579000.75428139,89689.84563890504,15073.040653912825,9.99624903261744,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,16822,19978,20015,12,0,239736,0.0,0.0,0,201864,0.0,0.0,676,400600225,399120484,144,282979684,3.818747155710005,31831888.4411434,68730.99161688024,10056.451212801912,9.904237271426673,9.902386947092095,9.730442832522382,0,0,0,0,1,0,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,16103,8922,16470,12,0,107064,0.0,0.0,0,193236,0.0,0.0,576,271260900,79602084,144,259306609,3.7100747051854874,22394612.737468887,27466.738933960016,9651.473896931802,9.709295823171686,9.09627541568821,9.686760869017997,0,0,0,0,1,0,0,0,0,0,0
0.0,28,0.0,0.0,1.0,1.0,16450,18300,23494,8,0,146400,0.0,0.0,0,131600,0.0,0.0,784,551968036,334890000,64,270602500,3.920101658927279,42502444.53300015,62201.41385706546,9847.052528577617,10.064500348383831,9.814656338829513,9.708080756193517,1,0,0,0,0,0,0,0,0,0,0
0.0,36,0.0,0.0,1.0,0.0,23912,23274,25378,12,0,279288,0.0,0.0,0,286944,0.0,0.0,1296,644042884,541679076,144,571783744,4.269177169083556,48847706.12435434,81773.43208489161,14001.201415669047,10.14163793595686,10.055092136668023,10.082135703963774,0,0,0,0,1,0,0,0,0,0,0
0.0,42,0.0,0.0,1.0,0.0,21473,22060,23426,12,0,264720,0.0,0.0,0,257676,0.0,0.0,1764,548777476,486643600,144,461089729,4.487453628186593,42280796.24978624,76937.85763569629,12653.221826434594,10.06160179562982,10.001521292807494,9.974551610967133,0,0,0,0,1,0,0,0,0,0,0
0.0,52,0.0,0.0,1.0,1.0,17329,16193,20247,10,0,161930,0.0,0.0,0,173290,0.0,0.0,2704,409941009,262213249,100,300294241,4.795205604754495,32500564.9355219,54119.57168691114,10341.401984909484,9.915761913411517,9.692334329073471,9.760136677640245,0,0,1,0,0,0,0,0,0,0,0
0.0,55,0.0,0.0,1.0,0.0,25862,25243,25564,14,0,353402,0.0,0.0,0,362068,0.0,0.0,3025,653518096,637209049,196,668843044,4.877069157268505,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,1,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,9927,13396,10757,14,0,187544,0.0,0.0,0,138978,0.0,0.0,676,115713049,179452816,196,98545329,3.818747155710005,10385419.899596341,43616.535717675804,6122.077208999007,9.283311984432006,9.502711433914095,9.203013596589722,0,0,0,0,0,0,1,0,0,0,0
0.0,55,0.0,0.0,1.0,1.0,18660,16768,19438,7,0,117376,0.0,0.0,0,130620,0.0,0.0,3025,377835844,281165824,49,348195600,4.877069157268505,30195767.14049368,56311.48827933347,11087.161969368704,9.874985192063416,9.727227587120769,9.834137474401334,0,0,0,0,0,0,0,0,0,0,0
0.0,49,0.0,0.0,1.0,1.0,24083,22758,25232,10,0,227580,0.0,0.0,0,240830,0.0,0.0,2401,636653824,517926564,100,579990889,4.708950736340341,48341953.670072384,79713.75714099056,14095.394454978952,10.13586830920282,10.032672010916954,10.089261476380335,0,0,1,0,0,0,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,9578,15727,18666,12,0,188724,0.0,0.0,0,114936,0.0,0.0,400,348419556,247338529,144,91738084,3.4656040424478824,28067095.04615631,52351.002336422214,5919.322776045278,9.834458966125691,9.663134259490725,9.167224080902555,0,0,0,0,1,0,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,25862,25243,25564,16,0,403888,0.0,0.0,0,413792,0.0,0.0,961,653518096,637209049,256,668843044,4.060474147007631,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,0,1,0,0
0.0,54,0.0,0.0,1.0,0.0,25862,25243,25564,18,0,454374,0.0,0.0,0,465516,0.0,0.0,2916,653518096,637209049,324,668843044,4.850240237043343,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,0,0,0,1
0.0,28,0.0,0.0,1.0,0.0,20676,4072,17289,12,0,48864,0.0,0.0,0,248112,0.0,0.0,784,298909521,16581184,144,427496976,3.920101658927279,24443439.757967968,11250.856087720573,12210.81914468869,9.757825740104776,8.311889558230359,9.93672888631593,0,0,0,0,1,0,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,18979,20959,17657,12,0,251508,0.0,0.0,0,227748,0.0,0.0,576,311769649,439279681,144,360202441,3.7100747051854874,25389979.80357865,72583.94136131943,11265.422323173687,9.778887584302797,9.95032342737316,9.85108838373692,0,0,0,0,1,0,0,0,0,0,0
0.0,21,0.0,0.0,0.0,1.0,18432,6778,9376,8,0,54224,0.0,0.0,0,147456,0.0,0.0,441,87909376,45941284,64,339738624,3.530611147032584,8105521.566658341,20090.545967999205,10959.643033399914,9.145908511816794,8.821437352166997,9.821843563495618,1,0,0,0,0,0,0,0,0,0,0
0.0,39,0.0,0.0,1.0,1.0,24163,20937,25564,8,0,167496,0.0,0.0,0,193304,0.0,0.0,1521,653518096,438357969,64,583850569,4.382118090617387,49495416.31497904,72497.2575713418,14139.447781194896,10.148940390770173,9.94927320768526,10.092577816525454,1,0,0,0,0,0,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,23569,21926,25564,12,0,263112,0.0,0.0,0,282828,0.0,0.0,784,653518096,480749476,144,555497761,3.920101658927279,49495416.31497904,76406.32052838535,13812.144104975703,10.148940390770173,9.995428426234485,10.067687568216387,0,0,0,0,1,0,0,0,0,0,0
0.0,40,0.0,0.0,1.0,0.0,25862,25243,23653,12,0,302916,0.0,0.0,0,310344,0.0,0.0,1600,559464409,637209049,144,668843044,4.418020914730442,43022724.88778242,89689.84563890504,15073.040653912825,10.071245235769604,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,38,0.0,0.0,1.0,1.0,22306,18866,22192,7,0,132062,0.0,0.0,0,156142,0.0,0.0,1444,492484864,355925956,49,497557636,4.345372276570565,38348577.77797715,64395.0248858925,13114.571434631636,10.007487142554613,9.845116639209799,10.012610979554482,0,0,0,0,0,0,0,0,0,0,0
0.0,49,0.0,0.0,1.0,0.0,24812,23202,21153,12,0,278424,0.0,0.0,0,297744,0.0,0.0,2401,447449409,538332804,144,615635344,4.708950736340341,35170999.6856535,81485.65442647423,14496.514283552957,9.95953701838715,10.051993760835352,10.119082686093009,0,0,0,0,1,0,0,0,0,0,0
0.0,28,0.0,0.0,0.0,0.0,19316,18626,20002,14,0,260764,0.0,0.0,0,270424,0.0,0.0,784,400080004,346927876,196,373107856,3.920101658927279,31794602.86126087,63463.74810733377,11453.548978146438,9.90358754753646,9.832313733081604,9.868689046993433,0,0,0,0,0,0,1,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,15341,14904,25564,12,0,178848,0.0,0.0,0,184092,0.0,0.0,484,653518096,222129216,144,235346281,3.592874841816671,49495416.31497904,49245.26641733727,9221.10679113041,10.148940390770173,9.609384912281424,9.638284261844774,0,0,0,0,1,0,0,0,0,0,0
0.0,39,0.0,0.0,1.0,0.0,7455,8512,9862,12,0,102144,0.0,0.0,0,89460,0.0,0.0,1521,97259044,72454144,144,55577025,4.382118090617387,8879144.482248833,26035.15108778425,4675.827836155955,9.196444266784072,9.049232211581426,8.916640227198839,0,0,0,0,1,0,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,21062,24824,12514,16,0,397184,0.0,0.0,0,336992,0.0,0.0,729,156600196,616230976,256,443607844,3.8702739061263074,13644166.480005875,87997.87599560688,12425.205487517456,9.43460329655831,10.119566206128216,9.955225747940542,0,0,0,0,0,0,0,0,1,0,0
0.0,21,0.0,0.0,0.0,0.0,15658,8115,15937,12,0,97380,0.0,0.0,0,187896,0.0,0.0,441,253987969,65853225,144,245172964,3.530611147032584,21104335.543247126,24657.980133348712,9400.294064916405,9.676398728859633,9.00146947994869,9.65873724746786,0,0,0,0,1,0,0,0,0,0,0
0.0,48,0.0,0.0,1.0,1.0,25862,25243,23724,11,0,277673,0.0,0.0,0,284482,0.0,0.0,2304,562828176,637209049,121,668843044,4.679134858856021,43255962.0348602,89689.84563890504,15073.040653912825,10.074242472958618,10.136304168546024,10.160529988855798,0,0,0,1,0,0,0,0,0,0,0
0.0,30,0.0,0.0,1.0,0.0,25862,25243,25564,12,0,302916,0.0,0.0,0,310344,0.0,0.0,900,653518096,637209049,144,668843044,4.015104110048755,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,20,0.0,0.0,1.0,0.0,11510,8185,10026,12,0,98220,0.0,0.0,0,138120,0.0,0.0,400,100520676,66994225,144,132480100,3.4656040424478824,9147273.703779805,24900.145095325865,7036.6619690081525,9.212936997823448,9.010058489805235,9.350971501715929,0,0,0,0,1,0,0,0,0,0,0
0.0,23,0.0,1.0,0.0,0.0,5817,18105,8876,12,0,217260,0.0,0.0,0,69804,0.0,0.0,529,78783376,327791025,144,33837489,3.6526280195076892,7342575.4115192965,61447.8131156547,3702.1550883918353,9.091106284052485,9.803943422199742,8.668539943910762,0,0,0,0,1,0,0,0,0,0,0
0.0,33,0.0,0.0,1.0,0.0,18303,13875,12640,12,0,166500,0.0,0.0,0,219636,0.0,0.0,1089,159769600,192515625,144,334999809,4.147373892276733,13892982.548141554,45395.427933797124,10887.452913110195,9.444621667700849,9.537843938614635,9.814820259819962,0,0,0,0,1,0,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,21610,21537,25564,12,0,258444,0.0,0.0,0,259320,0.0,0.0,961,653518096,463842369,144,466992100,4.060474147007631,49495416.31497904,74865.81993889256,12729.169702091096,10.148940390770173,9.977527665244592,9.980911449500931,0,0,0,0,1,0,0,0,0,0,0
0.0,38,0.0,0.0,1.0,0.0,10384,11637,15959,12,0,139644,0.0,0.0,0,124608,0.0,0.0,1444,254689681,135419769,144,107827456,4.345372276570565,21156917.023518022,37161.25652340665,6386.940786671091,9.677778212399186,9.361944956108077,9.248021438943871,0,0,0,0,1,0,0,0,0,0,0
0.0,37,1.0,0.0,1.0,0.0,18826,21573,18147,12,0,258876,0.0,0.0,0,225912,0.0,0.0,1369,329313609,465394329,144,354418276,4.307740695446506,26675131.403018266,75008.2256338438,11179.94670253922,9.806260536775024,9.979197811770604,9.842994172107165,0,0,0,0,1,0,0,0,0,0,0
0.0,47,0.0,0.0,1.0,1.0,19978,19203,23970,9,0,172827,0.0,0.0,0,179802,0.0,0.0,2209,574560900,368755209,81,399120484,4.648751446207014,44068422.707934685,65705.44700327283,11822.541949475708,10.08455832742843,9.862821795810113,9.902386947092095,0,1,0,0,0,0,0,0,0,0,0
0.0,17,0.0,0.0,0.0,1.0,0,3992,10248,9,0,35928,0.0,0.0,1,0,0.0,0.0,289,105021504,15936064,81,1,3.2512278777165484,9515880.735437434,10999.678198402806,0.0,9.234837843576571,8.292047637431354,0.0,0,1,0,0,0,0,0,0,0,0,0
0.0,35,1.0,0.0,1.0,0.0,17241,15717,18050,12,0,188604,0.0,0.0,0,206892,0.0,0.0,1225,325802500,247024089,144,297252081,4.2296317445659675,26418480.249624625,52313.12854713757,10291.978830811247,9.800900963761027,9.662498208076329,9.75504554717585,0,0,0,0,1,0,0,0,0,0,0
0.0,36,1.0,0.0,1.0,1.0,18904,18938,10997,9,0,170442,0.0,0.0,0,170136,0.0,0.0,1296,120934009,358647844,81,357361216,4.269177169083556,10807135.714540932,64674.7273958948,11223.527620276654,9.305377787310935,9.848925764543445,9.847128818866743,0,1,0,0,0,0,0,0,0,0,0
0.0,51,0.0,0.0,1.0,0.0,25862,25243,25564,18,0,454374,0.0,0.0,0,465516,0.0,0.0,2601,653518096,637209049,324,668843044,4.766966085482991,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,0,0,0,1
0.0,55,0.0,0.0,1.0,0.0,25862,25243,25564,15,0,378645,0.0,0.0,0,387930,0.0,0.0,3025,653518096,637209049,225,668843044,4.877069157268505,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,1,0,0,0
0.0,29,0.0,0.0,1.0,0.0,1657,5129,8808,16,0,82064,0.0,0.0,0,26512,0.0,0.0,841,77580864,26306641,256,2745649,3.9683442058178384,7241416.497433634,14629.543068493382,1135.1196945263557,9.083415678402515,8.542665987389269,7.4127640174265625,0,0,0,0,0,0,0,0,1,0,0
0.0,46,0.0,0.0,1.0,0.0,25862,25243,25564,16,0,403888,0.0,0.0,0,413792,0.0,0.0,2116,653518096,637209049,256,668843044,4.617777268925597,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,0,1,0,0
0.0,30,0.0,0.0,1.0,0.0,25862,25243,25564,14,0,353402,0.0,0.0,0,362068,0.0,0.0,900,653518096,637209049,196,668843044,4.015104110048755,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,1,0,0,0,0
0.0,28,1.0,0.0,1.0,0.0,23039,22575,23093,14,0,316050,0.0,0.0,0,322546,0.0,0.0,784,533286649,509630625,196,530795521,3.920101658927279,41202836.322415546,78984.82821343151,13519.69379468025,10.047284820283895,10.024598378285186,10.044943711090122,0,0,0,0,0,0,1,0,0,0,0
0.0,48,1.0,0.0,1.0,0.0,24196,22110,21899,12,0,265320,0.0,0.0,0,290352,0.0,0.0,2304,479566201,488852100,144,585446416,4.679134858856021,37440105.33380054,77136.30654254244,14157.6172644764,9.99419625266159,10.003785273851491,10.093942609226804,0,0,0,0,1,0,0,0,0,0,0
0.0,26,1.0,0.0,0.0,1.0,20834,19444,21891,11,0,213884,0.0,0.0,0,229174,0.0,0.0,676,479215881,378069136,121,434055556,3.818747155710005,37415436.81198705,66644.52268965937,12298.601499859233,9.99383087243373,9.875293818165346,9.944341546544393,0,0,0,1,0,0,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,25862,25243,23587,12,0,302916,0.0,0.0,0,310344,0.0,0.0,1024,556346569,637209049,144,668843044,4.104538520018076,42806417.0206954,89689.84563890504,15073.040653912825,10.068450991783875,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,20,0.0,0.0,0.0,1.0,11207,12424,13012,11,0,136664,0.0,0.0,0,123277,0.0,0.0,400,169312144,154355776,121,125596849,3.4656040424478824,14639247.34337982,40033.93449066367,6862.21133896802,9.473627287593242,9.427385364828522,9.324293862052029,0,0,0,1,0,0,0,0,0,0,0
0.0,21,0.0,0.0,0.0,0.0,11647,14832,20666,12,0,177984,0.0,0.0,0,139764,0.0,0.0,441,427083556,219988224,144,135652609,3.530611147032584,33723887.505456895,48974.66598460936,7115.449455182061,9.9362451167743,9.604542287805636,9.362803915102651,0,0,0,0,1,0,0,0,0,0,0
0.0,20,0.0,0.0,0.0,1.0,4298,8797,8962,9,0,79173,0.0,0.0,0,38682,0.0,0.0,400,80317444,77387209,81,18472804,3.4656040424478824,7471406.50089319,27029.298423651093,2784.5295963090557,9.100748695346088,9.082166033252674,8.365905077202456,0,1,0,0,0,0,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,25862,25243,25564,15,0,378645,0.0,0.0,0,387930,0.0,0.0,1024,653518096,637209049,225,668843044,4.104538520018076,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,1,0,0,0
0.0,32,0.0,0.0,1.0,0.0,25033,25243,25564,16,0,403888,0.0,0.0,0,400528,0.0,0.0,1024,653518096,637209049,256,626651089,4.104538520018076,49495416.31497904,89689.84563890504,14617.977238178535,10.148940390770173,10.136304168546024,10.127950233416236,0,0,0,0,0,0,0,0,1,0,0
0.0,30,0.0,0.0,0.0,0.0,25862,9657,7725,18,0,173826,0.0,0.0,0,465516,0.0,0.0,900,59675625,93257649,324,668843044,4.015104110048755,5715331.166049929,30055.666718834873,15073.040653912825,8.952217101765946,9.175438319966918,10.160529988855798,0,0,0,0,0,0,0,0,0,0,1
0.0,25,0.0,0.0,1.0,0.0,5364,8772,25564,18,0,157896,0.0,0.0,0,96552,0.0,0.0,625,653518096,76947984,324,28772496,3.765394670133574,49495416.31497904,26941.912682771384,3430.1746999608617,10.148940390770173,9.079320109537779,8.587465244401569,0,0,0,0,0,0,0,0,0,0,1
0.0,51,0.0,0.0,1.0,0.0,20754,19199,22566,12,0,230388,0.0,0.0,0,249048,0.0,0.0,2601,509224356,368601601,144,430728516,4.766966085482991,39522278.12081208,65689.8743274079,12254.159675868137,10.024199627698392,9.862613473326157,9.940494278165223,0,0,0,0,1,0,0,0,0,0,0
0.0,21,0.0,1.0,1.0,1.0,7249,9968,16627,9,0,89712,0.0,0.0,0,65241,0.0,0.0,441,276457129,99361024,81,52548001,3.530611147032584,22781169.70285574,31159.44673464726,4554.134485978382,9.71878315904038,9.207135241027235,8.888618807300878,0,1,0,0,0,0,0,0,0,0,0
0.0,34,0.0,0.0,1.0,0.0,25862,25243,25564,18,0,454374,0.0,0.0,0,465516,0.0,0.0,1156,653518096,637209049,324,668843044,4.1890502674033465,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,0,0,0,0,0,0,1
0.0,50,0.0,1.0,0.0,1.0,14892,13348,10791,8,0,106784,0.0,0.0,0,119136,0.0,0.0,2500,116445681,178169104,64,221771664,4.738220943356831,10444707.957669735,43438.75279159349,8966.929208523066,9.286467732363734,9.499121839871265,9.608579434992608,1,0,0,0,0,0,0,0,0,0,0
0.0,49,0.0,1.0,1.0,0.0,21365,21023,25045,12,0,252276,0.0,0.0,0,256380,0.0,0.0,2401,627252025,441966529,144,456463225,4.708950736340341,47697603.39318977,72836.1836505128,12593.33031958969,10.128429485791717,9.953372355465126,9.969509348078125,0,0,0,0,1,0,0,0,0,0,0
0.0,49,0.0,0.0,1.0,0.0,6297,4253,10169,12,0,51036,0.0,0.0,0,75564,0.0,0.0,2401,103408561,18088009,144,39652209,4.708950736340341,9383966.179927181,11821.642018572627,3988.983614506463,9.227099155791137,8.355379895253634,8.747828608488742,0,0,0,0,1,0,0,0,0,0,0
0.0,28,0.0,0.0,0.0,0.0,25525,25243,25564,12,0,302916,0.0,0.0,0,306300,0.0,0.0,784,653518096,637209049,144,651525625,3.920101658927279,49495416.31497904,89689.84563890504,14888.156686508757,10.148940390770173,10.136304168546024,10.147413643032866,0,0,0,0,1,0,0,0,0,0,0
0.0,35,0.0,0.0,0.0,0.0,25803,25243,25564,16,0,403888,0.0,0.0,0,412848,0.0,0.0,1225,653518096,637209049,256,665794809,4.2296317445659675,49495416.31497904,89689.84563890504,15040.68258214868,10.148940390770173,10.136304168546024,10.15824604321959,0,0,0,0,0,0,0,0,1,0,0
0.0,31,0.0,0.0,1.0,0.0,20572,18916,15102,12,0,226992,0.0,0.0,0,246864,0.0,0.0,961,228070404,357815056,144,423207184,4.060474147007631,19151885.97407071,64589.24716531799,12153.01672375639,9.62258246436337,9.847763403763766,9.931686206894806,0,0,0,0,1,0,0,0,0,0,0
0.0,44,0.0,0.0,1.0,0.0,25862,25243,25564,12,0,302916,0.0,0.0,0,310344,0.0,0.0,1936,653518096,637209049,144,668843044,4.553956163659956,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,37,0.0,0.0,1.0,0.0,25862,25243,25564,12,0,302916,0.0,0.0,0,310344,0.0,0.0,1369,653518096,637209049,144,668843044,4.307740695446506,49495416.31497904,89689.84563890504,15073.040653912825,10.148940390770173,10.136304168546024,10.160529988855798,0,0,0,0,1,0,0,0,0,0,0
0.0,46,0.0,0.0,1.0,0.0,11978,10460,8331,12,0,125520,0.0,0.0,0,143736,0.0,0.0,2116,69405561,109411600,144,143472484,4.617777268925597,6549463.841136249,32915.28540615465,7305.579886600788,9.027738775974909,9.255313737618915,9.390826912824407,0,0,0,0,1,0,0,0,0,0,0
