,treat,age,agesq,education*,black,hispanic,married,married_u75,nodegree,re75,propensity_score,propensity_logit,re78
1441,0.0,23,529,12,0.0,0.0,1.0,0.0,0.0,19211,0.014983364420390803,-4.18571798291961,19968
1442,0.0,24,576,12,0.0,0.0,0.0,0.0,0.0,25243,0.03634303950791972,-3.27773268086426,25564
1443,0.0,34,1156,9,0.0,0.0,1.0,0.0,1.0,14754,0.04908929907394461,-2.963779088373326,20428
1444,0.0,32,1024,14,0.0,0.0,1.0,0.0,0.0,528,0.06418385598743079,-2.679667315143005,478
1445,0.0,18,324,8,0.0,0.0,1.0,0.0,1.0,9171,0.12408403667670098,-1.9543111028607316,2883
1446,0.0,27,729,17,0.0,0.0,1.0,1.0,0.0,0,0.03730941397289886,-3.250486377878628,0
1447,0.0,43,1849,12,0.0,0.0,1.0,0.0,0.0,25243,0.0018782741880091108,-6.2755218684912935,25564
1448,0.0,21,441,10,1.0,0.0,0.0,0.0,1.0,13769,0.9352142951172033,2.66969072030567,16312
1449,0.0,23,529,12,1.0,0.0,1.0,0.0,0.0,524,0.8652589772816628,1.8596742720098056,3734
1450,0.0,42,1764,12,0.0,0.0,1.0,0.0,0.0,23401,0.002706550321090705,-5.909370179568516,25564
1451,0.0,46,2116,14,0.0,0.0,1.0,0.0,0.0,25243,0.0007084388141904004,-7.251738172333776,25564
1452,0.0,51,2601,8,0.0,0.0,1.0,0.0,1.0,23141,0.0018297131411460262,-6.301764688777124,25564
1453,0.0,41,1681,10,0.0,0.0,1.0,0.0,1.0,23143,0.007169564052311799,-4.930715038963363,25564
1454,0.0,22,484,16,0.0,0.0,1.0,0.0,0.0,1312,0.044537791491584565,-3.0658571355953637,0
1455,0.0,26,676,12,0.0,0.0,1.0,0.0,0.0,556,0.11803841868768737,-2.0111383428809075,0
1456,0.0,27,729,12,0.0,0.0,1.0,0.0,0.0,18791,0.015755454230891273,-4.134687782601268,18739
1457,0.0,24,576,12,0.0,0.0,1.0,0.0,0.0,19616,0.014502252466696376,-4.218842861089239,25564
1458,0.0,42,1764,12,0.0,0.0,1.0,0.0,0.0,25243,0.0021879253672834878,-6.122611182647908,25564
1459,0.0,24,576,12,0.0,0.0,1.0,0.0,0.0,17246,0.018993590722355635,-3.944477401101095,25564
1460,0.0,31,961,6,0.0,0.0,0.0,0.0,1.0,1321,0.7458643468843044,1.0766755511911497,0
1461,0.0,29,841,16,0.0,0.0,0.0,0.0,0.0,0,0.20620829416281,-1.34793429696573,19223
1462,0.0,29,841,12,0.0,0.0,1.0,0.0,0.0,25243,0.007153041732111993,-4.933038848270904,0
1463,0.0,26,676,12,0.0,0.0,1.0,0.0,0.0,9406,0.04584029338519367,-3.0356675922037226,4709
1464,0.0,36,1296,4,0.0,0.0,1.0,0.0,1.0,17187,0.09470032723568997,-2.2575485633303822,20147
1465,0.0,29,841,12,0.0,0.0,1.0,0.0,0.0,25243,0.007153041732111993,-4.933038848270904,25564
1466,0.0,51,2601,12,0.0,0.0,1.0,0.0,0.0,3808,0.0048055791401507885,-5.333160552113346,2079
1467,0.0,21,441,13,0.0,1.0,0.0,0.0,0.0,7660,0.5868225970933302,0.3508455068263949,7090
1468,0.0,50,2500,10,0.0,1.0,1.0,1.0,1.0,0,0.10904544464233429,-2.1005287034172073,0
1469,0.0,20,400,11,0.0,1.0,0.0,0.0,1.0,3002,0.8395192968581261,1.6546557566895284,9917
1470,0.0,20,400,11,0.0,1.0,1.0,0.0,1.0,9621,0.3308982829393508,-0.7041250661577315,13286
1471,0.0,28,784,13,0.0,1.0,1.0,0.0,0.0,9023,0.20350152073016303,-1.3645517423523172,4839
1472,0.0,46,2116,14,0.0,0.0,1.0,0.0,0.0,25243,0.0007084388141904004,-7.251738172333776,25564
1473,0.0,23,529,13,0.0,0.0,1.0,0.0,0.0,13169,0.023690966555900837,-3.7186853514196603,18393
1474,0.0,41,1681,16,0.0,0.0,0.0,0.0,0.0,0,0.08367981157193148,-2.3933681057365703,288
1475,0.0,29,841,17,0.0,0.0,1.0,0.0,0.0,19100,0.004568386170587967,-5.384016418844848,21088
1476,0.0,27,729,14,0.0,0.0,1.0,0.0,0.0,20187,0.008483197709481796,-4.76114842704448,24567
1477,0.0,29,841,18,0.0,0.0,1.0,0.0,0.0,25243,0.0017831435407180487,-6.327592702937948,25564
1478,0.0,52,2704,16,0.0,0.0,1.0,0.0,0.0,13778,0.00047633608704406076,-7.648910438089899,737
1479,0.0,37,1369,12,0.0,0.0,1.0,0.0,0.0,16494,0.0112418840660646,-4.476803275370607,16349
1480,0.0,28,784,18,0.0,0.0,1.0,1.0,0.0,0,0.02919182181960053,-3.5042403026082254,5002
1481,0.0,30,900,14,0.0,0.0,1.0,0.0,0.0,18660,0.009242338318469257,-4.674675046846896,15748
1482,0.0,27,729,15,0.0,0.0,1.0,0.0,0.0,14890,0.012365999200298308,-4.380361478114643,19377
1483,0.0,25,625,12,0.0,0.0,1.0,0.0,0.0,10204,0.04211737396494484,-3.1242649118574346,9194
1484,0.0,19,361,10,0.0,0.0,1.0,0.0,1.0,10849,0.07203802820284148,-2.5557966042121403,11706
1485,0.0,33,1089,12,0.0,0.0,1.0,0.0,0.0,9114,0.03647497208057405,-3.2739721345936177,9187
1486,0.0,30,900,12,0.0,0.0,1.0,0.0,0.0,6319,0.05835104117641928,-2.781155347732699,7797
1487,0.0,22,484,12,0.0,0.0,1.0,0.0,0.0,517,0.11464781311978904,-2.0441205824035897,0
1488,0.0,25,625,11,0.0,0.0,1.0,1.0,1.0,0,0.18245613936459898,-1.4997947415962283,0
1489,0.0,30,900,12,0.0,0.0,1.0,0.0,0.0,71,0.11326165527902113,-2.0578492743124794,25564
1490,0.0,24,576,16,0.0,0.0,1.0,0.0,0.0,5431,0.029130552178552423,-3.5064044815289486,16089
1491,0.0,21,441,12,1.0,0.0,0.0,0.0,0.0,7053,0.9335488566177829,2.6425263069764333,585
1492,0.0,38,1444,16,0.0,0.0,1.0,1.0,0.0,0,0.023313328651055325,-3.7351406536171856,0
1493,0.0,20,400,14,0.0,0.0,0.0,0.0,0.0,1983,0.23911442004494085,-1.1575408093742685,10457
1494,0.0,45,2025,14,0.0,0.0,1.0,0.0,0.0,14764,0.0028448418234117614,-5.859398914970396,14642
1495,0.0,28,784,16,0.0,0.0,1.0,0.0,0.0,18316,0.006491623906923826,-5.030729776649886,22225
1496,0.0,34,1156,12,0.0,0.0,1.0,0.0,0.0,22260,0.007616494275314428,-4.869793436109677,25150
1497,0.0,30,900,18,0.0,0.0,1.0,0.0,0.0,25243,0.0017152746710585884,-6.366465305697478,0
1498,0.0,49,2401,8,0.0,0.0,1.0,0.0,1.0,21568,0.003394288776300918,-5.68226096899141,24929
1499,0.0,23,529,14,0.0,0.0,0.0,0.0,0.0,2117,0.2536689083184825,-1.0791394182205194,1968
1500,0.0,24,576,17,0.0,0.0,0.0,0.0,0.0,0,0.17981825211106034,-1.517579329170886,10682
1501,0.0,21,441,13,0.0,0.0,1.0,0.0,0.0,6618,0.046791175614480866,-3.014139372926267,8272
1502,0.0,25,625,18,0.0,0.0,1.0,0.0,0.0,7213,0.015178766729887211,-4.172562610058429,6465
1503,0.0,16,256,9,1.0,0.0,0.0,0.0,1.0,961,0.9836451658452785,4.096741707605443,0
1504,0.0,24,576,10,0.0,0.0,1.0,0.0,1.0,15131,0.05240211472442017,-2.894983292769624,7056
1505,0.0,37,1369,12,0.0,0.0,0.0,0.0,0.0,25243,0.019896494961936517,-3.8971145998219927,23246
1506,0.0,27,729,12,0.0,0.0,1.0,0.0,0.0,20860,0.012441382111987014,-4.3742076715107485,22235
1507,0.0,19,361,12,0.0,0.0,0.0,0.0,0.0,2135,0.31883410550411206,-0.7591349586625605,11484
1508,0.0,39,1521,12,0.0,0.0,1.0,0.0,0.0,20726,0.0055213458602002986,-5.1935969883273865,25564
1509,0.0,55,3025,10,0.0,0.0,1.0,0.0,1.0,25243,0.00033870928626864206,-7.990029614469171,25564
1510,0.0,30,900,12,0.0,0.0,1.0,0.0,0.0,25243,0.006882196364683257,-4.971911451030434,25564
1511,0.0,20,400,14,0.0,0.0,0.0,0.0,0.0,5217,0.17771175571256312,-1.5319281079403684,11518
1512,0.0,17,289,11,0.0,0.0,0.0,0.0,1.0,2538,0.41154555333179016,-0.3575798031978827,14483
1513,0.0,49,2401,8,0.0,0.0,1.0,0.0,1.0,25243,0.0022207189827356142,-6.107701080998342,25564
1514,0.0,27,729,7,0.0,0.0,1.0,0.0,1.0,8421,0.19274550631465825,-1.4322682776526774,25564
1515,0.0,53,2809,12,0.0,0.0,0.0,0.0,0.0,16857,0.0032567671504699436,-5.723758165311,16543
1516,0.0,35,1225,12,0.0,0.0,1.0,0.0,0.0,19417,0.009723832272053467,-4.6234040540864045,0
1517,0.0,33,1089,9,0.0,0.0,1.0,0.0,1.0,14745,0.05271120511989776,-2.888775950513066,0
1518,0.0,28,784,11,0.0,0.0,0.0,0.0,1.0,0,0.5458934766461736,0.18409205553595018,424
1519,0.0,27,729,10,0.0,0.0,0.0,0.0,1.0,0,0.607745651444904,0.4378459802655476,1102
1520,0.0,26,676,9,0.0,0.0,1.0,0.0,1.0,9302,0.1206219839973483,-1.986553301358612,8041
1521,0.0,16,256,9,0.0,1.0,0.0,0.0,1.0,0,0.9019434670988382,2.2190076643562073,0
1522,0.0,19,361,8,0.0,1.0,0.0,0.0,1.0,300,0.9318768428829756,2.6158834620002422,18510
1523,0.0,17,289,8,0.0,1.0,0.0,0.0,1.0,300,0.9235698359493751,2.4918689820632514,18891
1524,0.0,47,2209,2,0.0,1.0,1.0,0.0,1.0,4654,0.49144132143631375,-0.03423805847778898,183
1525,0.0,22,484,12,0.0,1.0,0.0,0.0,0.0,11091,0.5541326530282726,0.2173826245191211,10078
1526,0.0,29,841,12,1.0,0.0,1.0,0.0,0.0,10929,0.6470526143214537,0.6061086148744801,14833
1527,0.0,38,1444,12,0.0,0.0,1.0,0.0,0.0,23936,0.004289083669250664,-5.447383857594037,25564
1528,0.0,40,1600,7,0.0,0.0,0.0,0.0,1.0,25243,0.06016266560463786,-2.7486548245261373,20097
1529,0.0,45,2025,12,0.0,0.0,1.0,0.0,0.0,20859,0.0022375325900707474,-6.1001415029200885,17725
1530,0.0,47,2209,4,0.0,0.0,1.0,0.0,1.0,13690,0.031121552296567555,-3.4382385839945835,14152
1531,0.0,30,900,10,0.0,0.0,1.0,0.0,1.0,11789,0.06851378167770003,-2.6097464773801606,10685
1532,0.0,30,900,17,0.0,0.0,0.0,0.0,0.0,0,0.16531073920145725,-1.6192325421697669,0
1533,0.0,22,484,12,0.0,0.0,1.0,0.0,0.0,23761,0.008706110800811582,-4.734985878591105,25564
1534,0.0,28,784,18,0.0,0.0,1.0,1.0,0.0,0,0.02919182181960053,-3.5042403026082254,0
1535,0.0,45,2025,6,0.0,1.0,1.0,1.0,1.0,0,0.4533935160547767,-0.18696869849177059,0
1536,0.0,17,289,10,0.0,1.0,0.0,0.0,1.0,635,0.8795563984770465,1.9882360815219027,6649
1537,0.0,17,289,11,0.0,0.0,0.0,0.0,1.0,3308,0.39014098440883443,-0.44671963618981125,0
1538,0.0,26,676,14,0.0,0.0,0.0,0.0,0.0,0,0.30595512791059526,-0.8190981652214455,0
1539,0.0,24,576,10,0.0,0.0,1.0,0.0,1.0,5091,0.15024350552033675,-1.7326924833683746,18647
1540,0.0,22,484,12,0.0,0.0,0.0,0.0,0.0,8724,0.19754858996450186,-1.4016867257100083,2724
1541,0.0,20,400,7,0.0,0.0,0.0,0.0,1.0,2792,0.6716333314252192,0.715581677844156,6098
1542,0.0,18,324,11,0.0,0.0,0.0,0.0,1.0,5310,0.3515826151316055,-0.6120898818817198,1063
1543,0.0,19,361,11,1.0,0.0,0.0,0.0,1.0,859,0.9790178647431695,3.8428785166987507,8222
1544,0.0,47,2209,12,0.0,0.0,1.0,1.0,0.0,0,0.015043755111470103,-4.181634256429609,0
1545,0.0,54,2916,10,0.0,0.0,1.0,0.0,1.0,20415,0.0007664803847903137,-7.172934676318074,25564
1546,0.0,36,1296,17,0.0,1.0,1.0,0.0,0.0,25243,0.009392534986053165,-4.658403132625101,25564
1547,0.0,27,729,13,0.0,0.0,0.0,0.0,0.0,14596,0.09204230923664587,-2.2889494270977813,25564
1548,0.0,45,2025,14,0.0,0.0,0.0,0.0,0.0,17054,0.010644846036960217,-4.5319775364414365,25564
1549,0.0,30,900,16,0.0,0.0,1.0,0.0,0.0,25241,0.0027281967645058133,-5.9013824887747175,25564
1550,0.0,30,900,15,0.0,0.0,0.0,0.0,0.0,23347,0.020690553098725643,-3.857170453206148,24983
1551,0.0,24,576,13,0.0,0.0,1.0,0.0,0.0,19079,0.012259702374452034,-4.389102152473141,4731
1552,0.0,48,2304,8,0.0,0.0,1.0,0.0,1.0,2116,0.03824169510527924,-3.2248367615182225,11600
1553,0.0,32,1024,13,0.0,0.0,1.0,1.0,0.0,0,0.07480312974920966,-2.515146821898244,0
1554,0.0,54,2916,12,0.0,0.0,1.0,0.0,0.0,21303,0.0003094563882132145,-8.080383881946824,22508
1555,0.0,18,324,11,0.0,0.0,0.0,0.0,1.0,11911,0.20161011307184645,-1.3762613592579798,0
1556,0.0,29,841,12,0.0,0.0,0.0,0.0,0.0,0,0.39693995961991047,-0.41823172718770046,0
1557,0.0,28,784,12,0.0,0.0,0.0,0.0,0.0,10706,0.16417006936572395,-1.6275222613038158,10048
1558,0.0,16,256,10,0.0,0.0,0.0,0.0,1.0,0,0.5233566161312369,0.09349450974504558,13535
1559,0.0,27,729,16,0.0,0.0,0.0,0.0,0.0,213,0.21062474366483008,-1.3211637337522022,0
1560,0.0,37,1369,15,0.0,0.0,0.0,0.0,0.0,25243,0.010007212971326654,-4.594391527155515,25564
1561,0.0,45,2025,16,0.0,0.0,1.0,0.0,0.0,5564,0.00517255341324336,-5.259202844631173,15702
1562,0.0,39,1521,12,0.0,0.0,1.0,0.0,0.0,25243,0.0032803739540053535,-5.716512086541076,25564
1563,0.0,18,324,11,0.0,0.0,0.0,0.0,1.0,2300,0.4344705592288061,-0.2636341710950897,4199
1564,0.0,52,2704,12,0.0,0.0,1.0,1.0,0.0,0,0.005203465957790371,-5.25321329394921,0
1565,0.0,34,1156,12,0.0,0.0,1.0,1.0,0.0,0,0.08152001753843414,-2.421871506633331,0
1566,0.0,34,1156,5,0.0,0.0,1.0,0.0,1.0,25243,0.03738635730574287,-3.2483462695723593,25564
1567,0.0,53,2809,12,0.0,0.0,1.0,0.0,0.0,18263,0.0005644744842246061,-7.479050742201216,18072
1568,0.0,27,729,16,0.0,0.0,0.0,0.0,0.0,11134,0.07008108899762087,-2.5854444040182427,0
1569,0.0,37,1369,8,1.0,0.0,1.0,0.0,1.0,18302,0.6143097589328188,0.4654647312890295,11613
1570,0.0,41,1681,7,1.0,0.0,0.0,0.0,1.0,350,0.97976333452929,3.879814965745907,0
1571,0.0,32,1024,10,0.0,0.0,1.0,0.0,1.0,322,0.19999601810773135,-1.3863192481323787,0
1572,0.0,44,1936,10,0.0,0.0,1.0,0.0,1.0,17650,0.008547396877335682,-4.753544365812133,18770
1573,0.0,43,1849,12,0.0,0.0,1.0,0.0,0.0,25243,0.0018782741880091108,-6.2755218684912935,0
1574,0.0,31,961,12,0.0,0.0,1.0,0.0,0.0,21752,0.00980104330953611,-4.615417049124815,21894
1575,0.0,23,529,14,0.0,0.0,1.0,0.0,0.0,11549,0.022674694296874062,-3.7635700465304995,15464
1576,0.0,36,1296,12,0.0,0.0,1.0,0.0,0.0,25243,0.004544139364995752,-5.389362432569219,25564
1577,0.0,38,1444,12,0.0,0.0,1.0,0.0,0.0,7449,0.028229571259038702,-3.538749537414913,8488
1578,0.0,31,961,12,0.0,0.0,1.0,0.0,0.0,14361,0.02275860422723189,-3.759790418419174,19296
1579,0.0,48,2304,12,0.0,0.0,1.0,0.0,0.0,25243,0.0007674590346712265,-7.171657701266503,0
1580,0.0,40,1600,12,0.0,0.0,1.0,0.0,0.0,17507,0.007050786235318044,-4.947540385146101,14669
1581,0.0,17,289,10,0.0,0.0,0.0,0.0,1.0,1118,0.5098071378443134,0.039233583205765706,2215
1582,0.0,45,2025,12,0.0,0.0,1.0,0.0,0.0,16621,0.0036494411233797923,-5.609525123413864,20838
1583,0.0,17,289,10,0.0,0.0,0.0,0.0,1.0,1443,0.5004024068436568,0.0016096277221591682,9110
1584,0.0,53,2809,12,0.0,0.0,1.0,1.0,0.0,0,0.004095161387084527,-5.4938455821647905,0
1585,0.0,54,2916,17,0.0,0.0,0.0,0.0,0.0,25243,0.0003016007938320682,-8.106104643480247,0
1586,0.0,25,625,12,0.0,0.0,0.0,0.0,0.0,13244,0.1319681220445523,-1.8836680459829511,25564
1587,0.0,25,625,5,0.0,0.0,1.0,1.0,1.0,0,0.4737140349569518,-0.10524088692918433,0
1588,0.0,18,324,10,1.0,0.0,0.0,0.0,1.0,0,0.9839698827369034,4.11712600778697,2281
1589,0.0,52,2704,15,0.0,0.0,1.0,0.0,0.0,10276,0.0009010285271037819,-7.0110722045574265,7995
1590,0.0,28,784,11,0.0,0.0,1.0,0.0,1.0,3775,0.13640797938584298,-1.8454502153255372,500
1591,0.0,17,289,11,0.0,0.0,0.0,0.0,1.0,114,0.48076874719503293,-0.0769629782986167,2222
1592,0.0,51,2601,12,0.0,0.0,1.0,0.0,0.0,22275,0.0005690280797617217,-7.471011585700286,25564
1593,0.0,32,1024,12,0.0,1.0,1.0,0.0,0.0,21303,0.06141222156302589,-2.726767518616316,25208
1594,0.0,29,841,12,0.0,0.0,1.0,0.0,0.0,3591,0.08117614198138741,-2.4264730509446233,7313
1595,0.0,50,2500,11,0.0,0.0,1.0,0.0,1.0,25243,0.0008936575829733621,-7.019293815835783,25564
1596,0.0,42,1764,12,0.0,0.0,0.0,0.0,0.0,2246,0.1337948015728584,-1.8678145354606415,0
1597,0.0,23,529,12,0.0,0.0,1.0,0.0,0.0,9805,0.04323850057127709,-3.0968228282156103,0
1598,0.0,32,1024,12,0.0,0.0,1.0,0.0,0.0,20907,0.01021114685620692,-4.5740116881014075,16096
1599,0.0,28,784,12,0.0,0.0,0.0,0.0,0.0,6803,0.23582848144265062,-1.1756874974499236,0
1600,0.0,26,676,11,0.0,1.0,1.0,1.0,1.0,0,0.5961644494154256,0.38950880875977617,542
1601,0.0,23,529,12,0.0,1.0,1.0,0.0,0.0,25243,0.047837262153398855,-2.990931084528686,0
1602,0.0,20,400,12,0.0,0.0,0.0,0.0,0.0,862,0.36287306413286763,-0.5629158195710303,4316
1603,0.0,28,784,12,0.0,0.0,1.0,0.0,0.0,3082,0.08806868078381458,-2.337447705834143,12882
1604,0.0,35,1225,12,0.0,1.0,1.0,0.0,0.0,12372,0.12844871918458547,-1.9147449530520402,17354
1605,0.0,47,2209,8,1.0,0.0,0.0,0.0,1.0,0,0.9365228470089341,2.6914938720115402,10364
1606,0.0,44,1936,6,1.0,0.0,1.0,0.0,1.0,11971,0.6716519523041427,0.7156661114160819,19989
1607,0.0,37,1369,15,1.0,0.0,1.0,0.0,0.0,7367,0.44141752860353484,-0.23541106907709883,12203
1608,0.0,55,3025,12,0.0,0.0,1.0,0.0,0.0,9809,0.0009038472810816546,-7.0079458927027805,8916
1609,0.0,35,1225,12,0.0,0.0,1.0,1.0,0.0,0,0.07553598852817646,-2.5046049105789585,0
1610,0.0,26,676,7,0.0,1.0,1.0,0.0,1.0,10437,0.5597114477568655,0.23999106654661762,11996
1611,0.0,26,676,5,0.0,1.0,1.0,0.0,1.0,1459,0.8512184474746343,1.7441896509181432,769
1612,0.0,20,400,13,0.0,1.0,0.0,0.0,0.0,5156,0.6458042639117445,0.6006467737000244,8548
1613,0.0,18,324,9,0.0,1.0,0.0,0.0,1.0,7019,0.8246253750272953,1.5480047923386175,762
1614,0.0,17,289,10,0.0,1.0,0.0,0.0,1.0,2696,0.8519076824818748,1.749642320747403,13583
1615,0.0,46,2116,9,0.0,0.0,1.0,0.0,1.0,8006,0.022879840675617352,-3.7543534295208048,0
1616,0.0,45,2025,12,0.0,0.0,1.0,0.0,0.0,20934,0.0022182323246483578,-6.108823954185536,11631
1617,0.0,37,1369,12,0.0,0.0,1.0,0.0,0.0,12218,0.018310726738901963,-3.981787787223222,12146
1618,0.0,17,289,10,0.0,0.0,0.0,0.0,1.0,105,0.5390464727840162,0.15650455829774432,7415
1619,0.0,24,576,13,0.0,0.0,0.0,0.0,0.0,12073,0.12073164426643572,-1.985519881096172,14904
1620,0.0,32,1024,12,0.0,0.0,1.0,0.0,0.0,2227,0.08229976882975389,-2.411502492920596,799
1621,0.0,31,961,6,1.0,0.0,1.0,0.0,1.0,12380,0.8895316772577871,2.085966311059889,14072
1622,0.0,18,324,11,1.0,0.0,0.0,0.0,1.0,841,0.9778461520496795,3.787341145152579,7933
1623,0.0,17,289,7,1.0,0.0,0.0,0.0,1.0,2286,0.9888308580437465,4.483368500462547,1613
1624,0.0,32,1024,12,0.0,0.0,1.0,0.0,0.0,25243,0.006206248174870779,-5.07597313726115,25564
1625,0.0,38,1444,10,0.0,0.0,1.0,0.0,1.0,25243,0.008210956068114474,-4.794041059000721,19584
1626,0.0,18,324,12,0.0,0.0,0.0,0.0,0.0,5218,0.23619356349802878,-1.173662748530779,14128
1627,0.0,52,2704,11,0.0,0.0,1.0,0.0,1.0,25243,0.0005671939402578561,-7.474241911555283,25564
1628,0.0,18,324,12,0.0,0.0,0.0,0.0,0.0,1131,0.33169538717695013,-0.700527037572322,4736
1629,0.0,20,400,12,0.0,0.0,0.0,0.0,0.0,14945,0.10035840431910303,-2.1932486351883416,12336
1630,0.0,48,2304,9,0.0,0.0,1.0,0.0,1.0,10351,0.012002140137825489,-4.410595552908875,0
1631,0.0,49,2401,12,0.0,0.0,1.0,0.0,0.0,594,0.010732536635337239,-4.523684798639639,396
1632,0.0,20,400,12,0.0,0.0,0.0,0.0,0.0,15334,0.09636507287573648,-2.2382816157517964,8207
1633,0.0,51,2601,15,0.0,0.0,1.0,0.0,0.0,12396,0.0008889004325644115,-7.024636032349053,2523
1634,0.0,43,1849,13,0.0,0.0,0.0,0.0,0.0,20466,0.012587200911252332,-4.362407691167934,25564
1635,0.0,16,256,9,0.0,0.0,0.0,0.0,1.0,415,0.5690257281228848,0.2778772551874097,2395
1636,0.0,36,1296,4,0.0,0.0,1.0,0.0,1.0,9435,0.20421910959808395,-1.36013040053372,10131
1637,0.0,51,2601,14,1.0,0.0,1.0,0.0,0.0,14660,0.04022415971424291,-3.1722319544736943,25564
1638,0.0,21,441,12,1.0,0.0,0.0,0.0,0.0,11662,0.8917710689824659,2.1089607352104607,14218
1639,0.0,21,441,13,0.0,0.0,1.0,0.0,0.0,13354,0.022011362327489598,-3.7939392625803325,21864
1640,0.0,40,1600,17,0.0,0.0,1.0,0.0,0.0,24670,0.0009683960212916417,-6.938900576227319,9150
1641,0.0,45,2025,11,0.0,0.0,1.0,0.0,1.0,13185,0.009569774772356198,-4.639529749238149,8443
1642,0.0,41,1681,7,0.0,0.0,1.0,1.0,1.0,0,0.15665967723243931,-1.6832947892549597,0
1643,0.0,18,324,12,0.0,0.0,0.0,0.0,0.0,7034,0.20038436076757002,-1.383893835171483,7967
1644,0.0,17,289,11,0.0,0.0,0.0,0.0,1.0,3424,0.3869505975126767,-0.46014849414703674,7378
1645,0.0,22,484,13,0.0,0.0,0.0,0.0,0.0,16843,0.07082950085056099,-2.5740166591434344,18115
1646,0.0,26,676,12,0.0,0.0,0.0,0.0,0.0,0,0.41235294391018906,-0.3542468803324303,0
1647,0.0,25,625,16,0.0,0.0,0.0,0.0,0.0,11681,0.06708032441173996,-2.6324283313890526,12375
1648,0.0,29,841,10,0.0,0.0,0.0,0.0,1.0,14464,0.21618772609771295,-1.2880224125876358,21335
1649,0.0,36,1296,12,0.0,0.0,1.0,0.0,0.0,19303,0.008998017207458499,-4.70171229234577,25564
1650,0.0,50,2500,10,1.0,0.0,1.0,0.0,1.0,24144,0.05854843051635392,-2.777568623217756,20160
1651,0.0,29,841,8,0.0,0.0,1.0,0.0,1.0,10951,0.11826010114467765,-2.009010667592349,0
1652,0.0,25,625,16,0.0,0.0,1.0,0.0,0.0,21215,0.004827116929682227,-5.328667093420042,24151
1653,0.0,27,729,16,0.0,0.0,1.0,0.0,0.0,15543,0.00911766250193532,-4.688382329576981,20309
1654,0.0,47,2209,6,0.0,0.0,1.0,0.0,1.0,18793,0.01105403851424704,-4.493843852984652,7175
1655,0.0,24,576,12,0.0,0.0,0.0,0.0,0.0,15989,0.09917420336265062,-2.206433960724901,11764
1656,0.0,49,2401,12,0.0,0.0,1.0,0.0,0.0,23308,0.0007817495313291545,-7.1531941058846575,24635
1657,0.0,20,400,12,0.0,0.0,0.0,0.0,0.0,7755,0.20409553384307116,-1.3608909738740997,16343
1658,0.0,32,1024,18,0.0,0.0,1.0,0.0,0.0,23830,0.0018202679985440476,-6.306949610087162,25564
1659,0.0,23,529,12,0.0,0.0,1.0,0.0,0.0,13357,0.029084791831661832,-3.508023720147208,10159
1660,0.0,41,1681,12,0.0,0.0,0.0,0.0,0.0,19326,0.024104438554685016,-3.7009595780390745,15783
1661,0.0,29,841,14,0.0,0.0,0.0,0.0,0.0,17840,0.049814612146117945,-2.9483487530845136,18109
1662,0.0,30,900,12,0.0,0.0,1.0,0.0,0.0,17840,0.016065335383038556,-4.114895628122321,19346
1663,0.0,45,2025,12,0.0,0.0,1.0,0.0,0.0,25243,0.0013481677935932488,-6.607659720889718,15864
1664,0.0,17,289,11,0.0,0.0,0.0,0.0,1.0,0,0.48406398627056196,-0.06376565237513614,12412
1665,0.0,26,676,16,0.0,0.0,0.0,0.0,0.0,11513,0.06806730493455954,-2.6167636023651,12472
1666,0.0,46,2116,10,0.0,0.0,1.0,0.0,1.0,11162,0.01271549877176275,-4.3521366212153465,12439
1667,0.0,32,1024,12,0.0,1.0,1.0,0.0,0.0,24677,0.04239674107783148,-3.117362059544585,19117
1668,0.0,31,961,12,0.0,0.0,1.0,0.0,0.0,25243,0.006564086428368032,-5.019556214027182,25564
1669,0.0,23,529,15,0.0,0.0,1.0,0.0,0.0,5254,0.0367120050448219,-3.2672486127617733,437
1670,0.0,20,400,14,0.0,0.0,1.0,0.0,0.0,10235,0.024000965516182367,-3.7053675377745403,17177
1671,0.0,28,784,17,0.0,0.0,0.0,0.0,0.0,4450,0.11250369704085664,-2.065418271971152,100
1672,0.0,26,676,16,0.0,0.0,1.0,0.0,0.0,16478,0.008292576314880068,-4.784067433305022,23834
1673,0.0,37,1369,8,1.0,0.0,1.0,0.0,1.0,9708,0.8115874055411596,1.4603578802924506,9909
1674,0.0,40,1600,12,0.0,0.0,1.0,0.0,0.0,25157,0.002920282359478428,-5.8331504142217545,25564
1675,0.0,23,529,13,0.0,0.0,1.0,0.0,0.0,9717,0.03492304016745549,-3.319061061175326,15829
1676,0.0,19,361,13,0.0,0.0,0.0,0.0,0.0,0,0.3220427013260962,-0.7444001550839934,0
1677,0.0,31,961,14,0.0,0.0,1.0,0.0,0.0,25243,0.004133834298522472,-5.484407498916196,24240
1678,0.0,23,529,12,0.0,0.0,0.0,0.0,0.0,18356,0.07626490385123007,-2.494212481326215,23761
1679,0.0,36,1296,8,0.0,0.0,1.0,0.0,1.0,14324,0.05438161115144959,-2.855813026802059,16634
1680,0.0,29,841,12,0.0,0.0,1.0,0.0,0.0,16293,0.019900036634062687,-3.896932997260826,19607
1681,0.0,35,1225,12,0.0,0.0,1.0,0.0,0.0,25243,0.004977404535292286,-5.297856868386373,25564
1682,0.0,55,3025,5,0.0,0.0,1.0,0.0,1.0,14424,0.0037755411626520276,-5.575428865701603,14178
