,treat,age,education*,black,hispanic,nodegree,black_age,married,re74,re75,propensity_score,propensity_logit,re78
3142,0.0,19,10,0.0,0.0,1.0,0.0,0.0,10323,8708,0.23859374391033858,-1.1604047711459264,7218
3143,0.0,27,15,0.0,0.0,0.0,0.0,1.0,12523,15001,0.00948810395653521,-4.6481830773777935,9110
3144,0.0,53,7,0.0,0.0,1.0,0.0,0.0,10286,9578,0.03234037431283893,-3.39856397070403,10339
3145,0.0,28,16,0.0,0.0,0.0,0.0,1.0,13428,14571,0.009961932391937845,-4.598972326485942,18087
3146,0.0,24,16,0.0,0.0,0.0,0.0,0.0,22733,25243,0.002049159467058038,-6.18827432411373,25564
3147,0.0,53,12,0.0,0.0,0.0,0.0,1.0,23861,21972,0.0003723959780207937,-7.895180347444048,25474
3148,0.0,28,12,0.0,0.0,0.0,0.0,1.0,20057,17908,0.003953082821490452,-5.529298626427645,17652
3149,0.0,26,12,0.0,0.0,0.0,0.0,1.0,6261,7191,0.05089622960052845,-2.925729293566617,13664
3150,0.0,24,12,0.0,1.0,0.0,0.0,1.0,19986,18207,0.010106246447759428,-4.5844439248715325,11244
3151,0.0,25,12,0.0,0.0,0.0,0.0,1.0,4559,5045,0.08422903605693667,-2.3862265859612326,14775
3152,0.0,35,12,0.0,0.0,0.0,0.0,1.0,17415,10917,0.012013800459209521,-4.409612702306166,9924
3153,0.0,31,16,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0007242798674961428,-7.229608140672598,2365
3154,0.0,50,12,0.0,0.0,0.0,0.0,1.0,25862,24090,0.0002739597517291314,-8.20225535657978,0
3155,0.0,19,12,0.0,0.0,0.0,0.0,0.0,973,617,0.3878888620920411,-0.45619500322925705,25564
3156,0.0,51,12,0.0,0.0,0.0,0.0,1.0,25862,22382,0.0003714608580538937,-7.897695531391377,9682
3157,0.0,49,8,0.0,0.0,1.0,0.0,1.0,25862,21235,0.0015924536073148407,-6.440885580017426,25564
3158,0.0,21,11,0.0,0.0,1.0,0.0,0.0,10536,4457,0.41396078913592627,-0.34761544296801683,0
3159,0.0,25,17,0.0,0.0,0.0,0.0,1.0,0,0,0.2505101979129956,-1.0958930812341,18668
3160,0.0,52,13,0.0,0.0,0.0,0.0,1.0,0,0,0.05866730699863724,-2.775414008645471,0
3161,0.0,41,18,0.0,0.0,0.0,0.0,1.0,0,0,0.12019396106510533,-1.9905946927609934,0
3162,0.0,42,12,0.0,0.0,0.0,0.0,1.0,0,0,0.0973154580929414,-2.22741530086708,0
3163,0.0,17,10,0.0,0.0,1.0,0.0,0.0,2104,1417,0.6524140459993908,0.6296674161895132,982
3164,0.0,29,18,0.0,0.0,0.0,0.0,1.0,22400,20212,0.0026428604101892904,-5.933247100734905,21254
3165,0.0,21,12,0.0,0.0,0.0,0.0,1.0,12901,0,0.22890805971806374,-1.214487177559879,24636
3166,0.0,47,8,0.0,0.0,1.0,0.0,0.0,3330,3127,0.17575877111484053,-1.545350804351387,3574
3167,0.0,42,12,0.0,0.0,0.0,0.0,1.0,25862,21829,0.0007023858724486532,-7.260324996441142,25564
3168,0.0,33,12,0.0,0.0,0.0,0.0,1.0,18738,19287,0.0022596948826767147,-6.090263230631613,22167
3169,0.0,35,12,0.0,0.0,0.0,0.0,1.0,25862,0,0.09753441254570394,-2.224925294316916,25564
3170,0.0,29,18,0.0,0.0,0.0,0.0,1.0,18473,19593,0.0032016301834636583,-5.740888400193578,20633
3171,0.0,37,9,0.0,0.0,1.0,0.0,1.0,25862,23643,0.001968554155344746,-6.228485442684062,25564
3172,0.0,28,13,0.0,0.0,0.0,0.0,0.0,12384,11889,0.02888619613816929,-3.5150798254318514,3642
3173,0.0,43,12,0.0,0.0,0.0,0.0,1.0,15444,15523,0.002963589732550366,-5.818386008086953,15915
3174,0.0,17,11,0.0,0.0,1.0,0.0,0.0,1073,2667,0.6011721397550093,0.41035141990487756,10743
3175,0.0,37,12,0.0,0.0,0.0,0.0,1.0,6824,8026,0.023039331480681068,-3.74724357402024,8545
3176,0.0,26,15,0.0,0.0,0.0,0.0,1.0,25470,25243,0.0009440043770423856,-6.964435304902293,15216
3177,0.0,33,12,1.0,0.0,0.0,33.0,1.0,10866,18041,0.19487587833144657,-1.4186336194200808,25564
3178,0.0,44,9,1.0,0.0,1.0,44.0,1.0,20832,21383,0.3798136013483734,-0.49033946623424124,22795
3179,0.0,21,12,0.0,0.0,0.0,0.0,1.0,21453,22925,0.0020035229837333485,-6.210842623442111,21990
3180,0.0,49,10,0.0,0.0,1.0,0.0,1.0,9731,6958,0.04303826725652533,-3.101673747836141,669
3181,0.0,42,8,0.0,0.0,1.0,0.0,1.0,0,0,0.244252779121014,-1.1295032873103608,0
3182,0.0,19,12,0.0,0.0,0.0,0.0,0.0,354,2667,0.2928731376956316,-0.881470549180709,19132
3183,0.0,25,14,0.0,0.0,0.0,0.0,1.0,9659,0,0.20824278789843598,-1.335550145934472,8777
3184,0.0,49,11,0.0,0.0,1.0,0.0,1.0,25862,25243,0.0007448040568942088,-7.201644303497163,3440
3185,0.0,23,12,0.0,0.0,0.0,0.0,1.0,12837,4167,0.09858308555897857,-2.2130681738765228,12754
3186,0.0,29,13,0.0,0.0,0.0,0.0,1.0,18174,15364,0.00677123895838172,-4.988276933843549,25564
3187,0.0,49,12,0.0,0.0,0.0,0.0,1.0,25033,22531,0.0004092186706791051,-7.800851595233666,24766
3188,0.0,37,7,0.0,0.0,1.0,0.0,1.0,963,0,0.29206157720836373,-0.885392455566567,0
3189,0.0,48,16,0.0,0.0,0.0,0.0,1.0,24639,24602,0.00031679529988118426,-8.056937888877584,25564
3190,0.0,42,13,0.0,0.0,0.0,0.0,1.0,22923,24615,0.00041957948442612937,-7.775837908274291,25564
3191,0.0,38,18,0.0,0.0,0.0,0.0,0.0,15730,9218,0.031398555194068666,-3.4290913426837237,10537
3192,0.0,22,12,0.0,0.0,0.0,0.0,1.0,18569,19920,0.0037348637021752985,-5.586302097397482,18199
3193,0.0,27,17,0.0,1.0,0.0,0.0,0.0,3579,2830,0.3767876952123081,-0.5032053527354576,25564
3194,0.0,29,12,0.0,0.0,0.0,0.0,0.0,18961,22396,0.002641027161979231,-5.933942840160452,24741
3195,0.0,48,5,0.0,1.0,1.0,0.0,1.0,17829,16757,0.009740028492250719,-4.621723463205947,19210
3196,0.0,54,8,0.0,1.0,1.0,0.0,1.0,25862,25243,0.0011080613804253083,-6.804034618961357,25564
3197,0.0,50,12,0.0,0.0,0.0,0.0,0.0,23444,18819,0.0015650929523749325,-6.45824374327527,18733
3198,0.0,38,6,0.0,0.0,1.0,0.0,1.0,20425,18619,0.00534912412633167,-5.225458964266556,17732
3199,0.0,27,16,0.0,0.0,0.0,0.0,1.0,11912,19342,0.003951236369390815,-5.529767681008325,25564
3200,0.0,21,12,0.0,0.0,0.0,0.0,0.0,9316,12802,0.036039588371538644,-3.2864322157503603,15393
3201,0.0,45,13,0.0,0.0,0.0,0.0,1.0,25388,24754,0.00032970144716555264,-8.016993262745116,25564
3202,0.0,20,14,0.0,0.0,0.0,0.0,0.0,1385,2862,0.28151289875949687,-0.9369694849577564,18215
3203,0.0,18,12,1.0,0.0,0.0,18.0,0.0,4555,945,0.8795788303146858,1.9884478456207566,2238
3204,0.0,34,11,1.0,0.0,1.0,34.0,1.0,5458,6065,0.9208469470006031,2.453910483215143,15669
3205,0.0,23,10,0.0,0.0,1.0,0.0,0.0,4817,839,0.5898665370290724,0.3634136767157975,11685
3206,0.0,24,12,0.0,0.0,0.0,0.0,0.0,21604,15271,0.015148739954295765,-4.1745732675771015,15718
3207,0.0,30,13,0.0,1.0,0.0,0.0,0.0,10930,13805,0.037743446585638926,-3.2384692424075037,18901
3208,0.0,46,9,0.0,0.0,1.0,0.0,1.0,24463,24627,0.0009716482977163557,-6.93554453195264,19650
3209,0.0,19,9,0.0,0.0,1.0,0.0,0.0,6767,2377,0.5518429716433205,0.208119853421173,21344
3210,0.0,49,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00022728586304976065,-8.389074712461216,25564
3211,0.0,22,15,0.0,0.0,0.0,0.0,0.0,5107,0,0.3838134471958201,-0.4733931431990559,6711
3212,0.0,20,8,0.0,0.0,1.0,0.0,1.0,5989,5770,0.2358751772717235,-1.1754284011178988,20503
3213,0.0,27,12,0.0,0.0,0.0,0.0,1.0,19700,20860,0.0022552927740177634,-6.092217641410826,0
3214,0.0,43,12,0.0,0.0,0.0,0.0,1.0,19908,19901,0.0010943007468607868,-6.816544807108074,21622
3215,0.0,33,9,0.0,0.0,1.0,0.0,1.0,21050,20624,0.005056119041556797,-5.282087133342109,18038
3216,0.0,18,11,0.0,0.0,1.0,0.0,0.0,901,3655,0.5363462524673548,0.1456419060267264,9782
3217,0.0,32,18,0.0,0.0,0.0,0.0,1.0,6451,25243,0.0009809671808885445,-6.9259901050661865,4773
3218,0.0,41,3,0.0,1.0,1.0,0.0,1.0,13036,18873,0.009458738596809594,-4.651312488961728,0
3219,0.0,26,12,1.0,0.0,0.0,26.0,1.0,10650,9055,0.5170514081654831,0.06823209222549441,10449
3220,0.0,49,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00022728586304976065,-8.389074712461216,25564
3221,0.0,36,11,0.0,0.0,1.0,0.0,1.0,19173,19976,0.0053297137823519755,-5.2291137742429035,17471
3222,0.0,29,12,0.0,0.0,0.0,0.0,1.0,17982,14349,0.008164151610211574,-4.799804802824053,2617
3223,0.0,46,9,0.0,0.0,1.0,0.0,1.0,24351,24330,0.001036574591604348,-6.870796551585182,25564
3224,0.0,49,12,0.0,0.0,0.0,0.0,1.0,12754,25243,0.00027863614770795494,-8.185325082365642,8708
3225,0.0,35,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0005102490339127971,-7.580101270381378,25564
3226,0.0,48,9,0.0,0.0,1.0,0.0,1.0,11530,14195,0.009593913233476489,-4.636986188470273,0
3227,0.0,20,12,0.0,0.0,0.0,0.0,0.0,1347,6466,0.146711668439339,-1.760628289512895,14693
3228,0.0,31,10,1.0,0.0,1.0,31.0,1.0,11056,10856,0.7575801347777483,1.1394581171995233,1978
3229,0.0,28,14,0.0,0.0,0.0,0.0,1.0,21904,20078,0.002576653249235514,-5.958683933813423,25564
3230,0.0,35,12,1.0,0.0,0.0,35.0,1.0,19412,16682,0.2418874621023213,-1.1423592561452949,21831
3231,0.0,29,12,1.0,0.0,0.0,29.0,1.0,10162,5265,0.7428927656040689,1.0610584557345875,14305
3232,0.0,28,18,0.0,0.0,0.0,0.0,1.0,18783,18796,0.0039944630998621855,-5.5188436395448806,21124
3233,0.0,32,12,0.0,0.0,0.0,0.0,1.0,23532,25243,0.0006291368025871731,-7.370532497930175,25564
3234,0.0,45,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0002863700064873967,-8.157939443295549,25564
3235,0.0,25,9,1.0,0.0,1.0,25.0,1.0,14829,13776,0.5172644461008049,0.0690852486378465,0
3236,0.0,20,12,0.0,0.0,0.0,0.0,1.0,14798,14793,0.013067789112855296,-4.324450999163177,17187
3237,0.0,23,12,1.0,0.0,0.0,23.0,1.0,9647,10217,0.4148621262754631,-0.34390126185451125,0
3238,0.0,22,8,1.0,0.0,1.0,22.0,1.0,8591,11699,0.597635452151152,0.3956224431373798,12006
3239,0.0,38,14,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0004554478471814449,-7.693773791984072,25564
3240,0.0,27,12,0.0,0.0,0.0,0.0,1.0,9100,25243,0.001050661983478775,-6.857283638697739,23874
3241,0.0,50,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00021452740185729248,-8.446858529752634,25564
3242,0.0,52,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00019111842401602926,-8.562426164335466,23888
3243,0.0,21,12,0.0,0.0,0.0,0.0,0.0,11475,13776,0.028564206959348228,-3.526620746972065,11275
3244,0.0,35,12,0.0,0.0,0.0,0.0,1.0,16232,13801,0.006672602164818794,-5.0030504019750435,4093
3245,0.0,28,12,0.0,0.0,0.0,0.0,0.0,0,2194,0.21489333834668606,-1.295677778953971,0
3246,0.0,22,12,0.0,0.0,0.0,0.0,1.0,3922,773,0.21472256698902792,-1.296690264428325,9280
3247,0.0,52,18,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00022858144426467244,-8.383389373520798,25564
3248,0.0,24,16,0.0,0.0,0.0,0.0,1.0,11747,13618,0.015680485728101018,-4.139533561971476,25564
3249,0.0,35,12,0.0,0.0,0.0,0.0,1.0,0,0,0.1390828375373738,-1.8229285798271606,0
3250,0.0,52,13,0.0,1.0,0.0,0.0,1.0,19774,25243,0.0004701877475332431,-7.661908181867067,17431
3251,0.0,17,10,0.0,1.0,1.0,0.0,0.0,1767,2112,0.7796301061031201,1.2635121138752607,3332
3252,0.0,51,12,0.0,0.0,0.0,0.0,1.0,25742,25243,0.00020286294375901513,-8.502777077314764,0
3253,0.0,18,12,0.0,0.0,0.0,0.0,1.0,2415,2461,0.19777944843874354,-1.4002310589306932,17109
3254,0.0,33,12,1.0,0.0,0.0,33.0,1.0,20691,20065,0.11912587430737993,-2.0007340377436784,25215
3255,0.0,54,18,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0002036392182012761,-8.498957008103632,24172
3256,0.0,27,18,0.0,0.0,0.0,0.0,0.0,879,3544,0.20441653590731915,-1.3589160077669813,2194
3257,0.0,32,12,0.0,0.0,0.0,0.0,1.0,25862,23274,0.00092108536056298,-6.989036333704571,5039
3258,0.0,39,11,1.0,0.0,1.0,39.0,0.0,19700,10485,0.8989018862840137,2.1850824237671285,16342
3259,0.0,35,8,0.0,0.0,1.0,0.0,1.0,0,0,0.32628925886158305,-0.7250165662704421,0
3260,0.0,28,12,0.0,0.0,0.0,0.0,1.0,18528,16918,0.004989048956519744,-5.29550844144881,10678
3261,0.0,32,12,0.0,0.0,0.0,0.0,1.0,0,0,0.16116611013213547,-1.6495771279529094,0
3262,0.0,34,12,0.0,0.0,0.0,0.0,1.0,25862,23489,0.0007840799791362091,-7.150215141081996,10219
3263,0.0,37,9,0.0,0.0,1.0,0.0,1.0,24537,14505,0.013798390650493418,-4.269308839824887,25564
3264,0.0,46,11,1.0,0.0,1.0,46.0,1.0,0,0,0.9895459239420042,4.550254219469396,2820
3265,0.0,18,10,0.0,0.0,1.0,0.0,0.0,0,2227,0.606530283493193,0.43275055312697813,8143
3266,0.0,36,9,0.0,0.0,1.0,0.0,1.0,0,25243,0.0022197535221564926,-6.108136894490544,1477
3267,0.0,17,9,0.0,0.0,1.0,0.0,0.0,738,0,0.7153823366012133,0.9216703886035792,13358
3268,0.0,46,14,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0002869130687146886,-8.156044330315408,25564
3269,0.0,16,10,0.0,0.0,1.0,0.0,0.0,0,0,0.7351216009560272,1.0207650798658774,9203
3270,0.0,28,15,0.0,0.0,0.0,0.0,0.0,21030,24593,0.0018608050406712093,-6.284883528841254,1689
3271,0.0,24,12,0.0,0.0,0.0,0.0,1.0,4907,0,0.22035813156865508,-1.263580577634922,0
3272,0.0,40,15,0.0,0.0,0.0,0.0,0.0,13132,764,0.14181205028699512,-1.8003205397536062,10879
3273,0.0,39,14,0.0,0.0,0.0,0.0,0.0,6238,0,0.18195801776155823,-1.5031376694874345,0
3274,0.0,26,11,1.0,0.0,1.0,26.0,1.0,5468,707,0.9571886580284881,3.1071974400344238,0
3275,0.0,52,4,0.0,0.0,1.0,0.0,1.0,6471,5800,0.04078797113148394,-3.1577249314245854,0
3276,0.0,36,6,0.0,0.0,1.0,0.0,0.0,415,0,0.4351867611207875,-0.2607198509860195,0
3277,0.0,38,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00042907368751306046,-7.75345272225563,25564
3278,0.0,22,12,0.0,0.0,0.0,0.0,0.0,13101,13008,0.03086588087867715,-3.446751616973221,16423
3279,0.0,26,18,0.0,0.0,0.0,0.0,1.0,16308,17205,0.00651389726678603,-5.027282138115568,25019
3280,0.0,29,14,0.0,0.0,0.0,0.0,1.0,25862,24581,0.0008812571425671933,-7.033279453151929,24819
3281,0.0,24,16,0.0,0.0,0.0,0.0,1.0,18393,18404,0.0051779001055179096,-5.258164338051617,24478
3282,0.0,41,12,0.0,0.0,0.0,0.0,1.0,18060,20957,0.0010105220900208385,-6.896277127862102,14351
3283,0.0,51,4,1.0,0.0,1.0,51.0,1.0,25862,11628,0.8550261095025365,1.7745783452282748,25564
3284,0.0,29,14,1.0,0.0,0.0,29.0,1.0,16369,10895,0.4575722793092996,-0.17011998299018308,4273
3285,0.0,35,12,0.0,0.0,0.0,0.0,0.0,18503,21107,0.00247244621722364,-6.000071739331046,25319
3286,0.0,18,11,1.0,0.0,1.0,18.0,0.0,1600,2705,0.9452377471287551,2.8484353397220383,25564
3287,0.0,23,12,1.0,0.0,0.0,23.0,0.0,8577,15849,0.28214232796258193,-0.9338596683357531,22669
3288,0.0,33,9,0.0,1.0,1.0,0.0,1.0,23423,24753,0.004412584586082872,-5.418872338484384,13569
3289,0.0,34,10,0.0,0.0,1.0,0.0,1.0,25862,25243,0.001718254649862817,-6.364726509261687,25564
3290,0.0,21,15,0.0,0.0,0.0,0.0,0.0,2972,3731,0.23614426622613158,-1.1739360253692344,774
3291,0.0,19,14,0.0,0.0,0.0,0.0,0.0,523,0,0.4357010422364264,-0.2586278528018924,789
3292,0.0,27,16,0.0,0.0,0.0,0.0,0.0,25862,25243,0.001641892193426959,-6.41026268417909,25564
3293,0.0,23,14,0.0,0.0,0.0,0.0,0.0,20766,20613,0.005611202353048947,-5.177363254941232,25564
3294,0.0,29,16,0.0,0.0,0.0,0.0,1.0,23240,22165,0.0016255177080443794,-6.420302084078136,25564
3295,0.0,33,12,0.0,0.0,0.0,0.0,1.0,25862,20533,0.0015540575403767453,-6.465330734112389,25564
3296,0.0,27,16,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0009124422790765747,-6.998472871506929,25564
3297,0.0,32,16,0.0,0.0,0.0,0.0,1.0,25337,25243,0.0006892400937794153,-7.279231402898392,24564
3298,0.0,21,11,0.0,0.0,1.0,0.0,0.0,8908,4737,0.40571440016082616,-0.38171054743522187,0
3299,0.0,42,12,0.0,0.0,0.0,0.0,1.0,14087,14082,0.004347453100555058,-5.433808168721574,24113
3300,0.0,46,7,0.0,0.0,1.0,0.0,1.0,24925,23895,0.0010613892973315871,-6.847114618190592,24592
3301,0.0,20,12,0.0,0.0,0.0,0.0,1.0,3746,13567,0.019985313094562255,-3.892569899671981,11040
3302,0.0,33,13,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0005900611360827915,-7.434694170662766,25564
3303,0.0,54,14,0.0,0.0,0.0,0.0,1.0,25045,25243,0.00018304133639989494,-8.605615490573195,21468
3304,0.0,53,6,0.0,0.0,1.0,0.0,1.0,0,0,0.1388584040878988,-1.8248042077875044,0
3305,0.0,36,7,0.0,0.0,1.0,0.0,1.0,16994,18270,0.007014879854046748,-4.9526820927847455,17599
3306,0.0,30,17,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0007905546853066967,-7.141984858245403,25564
3307,0.0,47,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00025512364854465424,-8.273507077878381,25564
3308,0.0,22,8,0.0,0.0,1.0,0.0,1.0,12523,10901,0.0771955229912754,-2.481075914827962,9516
3309,0.0,21,12,0.0,0.0,0.0,0.0,1.0,14112,15873,0.009945022692764363,-4.600688280090513,19483
3310,0.0,23,11,1.0,0.0,1.0,23.0,1.0,21401,18549,0.2484742831577326,-1.106766077406638,20261
3311,0.0,35,12,1.0,0.0,0.0,35.0,1.0,0,0,0.9369310977472601,2.69838192927616,0
3312,0.0,41,12,1.0,0.0,0.0,41.0,1.0,0,0,0.9552467139739941,3.0608047735829844,0
3313,0.0,24,12,1.0,0.0,0.0,24.0,0.0,9316,0,0.9225381468376512,2.477343128724655,0
3314,0.0,25,16,1.0,0.0,0.0,25.0,0.0,3589,0,0.9396941193112448,2.7461247944823697,0
3315,0.0,16,10,0.0,0.0,1.0,0.0,0.0,856,3072,0.588011260519839,0.3557500806420159,9989
3316,0.0,27,13,0.0,0.0,0.0,0.0,1.0,25862,24479,0.0009810432423220884,-6.925912494751159,10347
3317,0.0,47,16,0.0,0.0,0.0,0.0,1.0,12169,10990,0.00726349716247032,-4.917603858512665,8301
3318,0.0,17,10,0.0,0.0,1.0,0.0,0.0,0,605,0.6973337759665871,0.8346335437803789,0
3319,0.0,54,14,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00018073194036305313,-8.618314868646744,0
3320,0.0,38,8,1.0,0.0,1.0,38.0,1.0,13575,14116,0.6839226904979077,0.771858051658844,24023
3321,0.0,36,18,0.0,0.0,0.0,0.0,1.0,25862,21249,0.001342952054400661,-6.611541207827447,25564
3322,0.0,42,14,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0003614920101616371,-7.924909061149742,25564
3323,0.0,17,11,0.0,0.0,1.0,0.0,0.0,0,1255,0.6740540577079318,0.7265787655836725,5630
3324,0.0,27,12,0.0,0.0,0.0,0.0,1.0,16806,14950,0.008215716480205262,-4.793456663729338,25564
3325,0.0,43,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0003214420425869351,-8.042371808712714,25564
3326,0.0,28,12,0.0,0.0,0.0,0.0,1.0,24894,24593,0.0008906448219404314,-7.022673796859409,24660
3327,0.0,40,13,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0003938364620628066,-7.839180891702685,25564
3328,0.0,33,12,0.0,0.0,0.0,0.0,1.0,22739,17059,0.0034026394604179866,-5.679795395043052,25564
3329,0.0,29,14,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0007658795780647903,-7.17371943636132,25564
3330,0.0,31,16,0.0,0.0,0.0,0.0,1.0,19913,19356,0.002764189387565655,-5.888239839230468,25564
3331,0.0,22,14,0.0,0.0,0.0,0.0,1.0,0,20887,0.004307278524707506,-5.443132425514259,0
3332,0.0,24,11,0.0,0.0,1.0,0.0,1.0,9210,6137,0.19077698254264455,-1.4449694344285438,6490
3333,0.0,53,10,0.0,0.0,1.0,0.0,1.0,9392,10473,0.016737420086473668,-4.073229268960707,8128
3334,0.0,16,9,0.0,0.0,1.0,0.0,0.0,1534,4115,0.5235088079972928,0.09410461723457497,8016
3335,0.0,25,12,0.0,0.0,0.0,0.0,1.0,19183,19940,0.0030994065164077684,-5.773440412514754,20738
3336,0.0,42,12,0.0,0.0,0.0,0.0,1.0,25862,20782,0.0008769272658812544,-7.038209192180971,16445
3337,0.0,16,10,0.0,0.0,1.0,0.0,0.0,1342,2155,0.6324478826765131,0.5427326938320851,0
3338,0.0,30,12,0.0,0.0,0.0,0.0,1.0,21256,23122,0.0011468056987687205,-6.7696273909051845,25564
3339,0.0,55,9,0.0,1.0,1.0,0.0,1.0,5125,5251,0.09377050803513057,-2.268442183054392,1569
3340,0.0,48,3,0.0,1.0,1.0,0.0,1.0,11784,10969,0.03358401265854211,-3.3595442302364296,6441
3341,0.0,20,14,0.0,1.0,0.0,0.0,0.0,6563,6975,0.2471331640921409,-1.1139610501861932,16553
3342,0.0,37,12,0.0,0.0,0.0,0.0,1.0,16973,18916,0.0019947143813324976,-6.215257699667992,0
3343,0.0,42,15,0.0,0.0,0.0,0.0,0.0,17600,11214,0.014741265742192696,-4.20225352673035,1100
3344,0.0,32,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0006067724127134151,-7.406749818507127,25564
3345,0.0,53,5,0.0,1.0,1.0,0.0,1.0,16369,10129,0.02983304676177305,-3.4818514426115414,12944
3346,0.0,46,12,0.0,0.0,0.0,0.0,1.0,25631,25243,0.00027126783042391675,-8.21213261635809,25564
3347,0.0,38,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00042907368751306046,-7.75345272225563,25564
3348,0.0,28,16,0.0,0.0,0.0,0.0,0.0,144,6740,0.10499003931729967,-2.1429693654544213,23665
3349,0.0,49,12,0.0,0.0,0.0,0.0,1.0,18887,18762,0.001001010046417447,-6.905744230926782,20562
3350,0.0,25,16,0.0,0.0,0.0,0.0,0.0,4992,11153,0.04828380597643588,-2.9811706503759847,17426
3351,0.0,46,14,0.0,0.0,0.0,0.0,1.0,0,13901,0.004735604024006938,-5.347899142168674,0
3352,0.0,23,17,0.0,0.0,0.0,0.0,0.0,4898,8951,0.0857115004889864,-2.3671591552902576,14808
3353,0.0,16,9,0.0,0.0,1.0,0.0,0.0,0,204,0.7206419333336349,0.9476480368226733,0
3354,0.0,49,8,0.0,0.0,1.0,0.0,1.0,11608,11218,0.016394705242059982,-4.094266261758727,11771
3355,0.0,41,16,0.0,0.0,0.0,0.0,0.0,2223,11502,0.019138875910299665,-3.936709229455461,24871
3356,0.0,20,12,0.0,0.0,0.0,0.0,1.0,1302,2604,0.17816419577092174,-1.5288350503075547,11022
3357,0.0,30,12,0.0,0.0,0.0,0.0,1.0,8932,11628,0.015678384975059963,-4.139669677609801,17052
3358,0.0,20,9,0.0,0.0,1.0,0.0,1.0,13115,12648,0.0620656006287479,-2.7154881095202588,9385
3359,0.0,25,12,0.0,0.0,0.0,0.0,1.0,11381,7467,0.047151848742573506,-3.0060823352269,4162
3360,0.0,51,3,1.0,0.0,1.0,51.0,0.0,7968,5780,0.9791986322235566,3.8517157718984354,4907
3361,0.0,41,13,0.0,0.0,0.0,0.0,1.0,16861,10539,0.009587379882682844,-4.637674006212775,15214
3362,0.0,16,10,0.0,0.0,1.0,0.0,0.0,0,2529,0.6187510414548131,0.48425040080764276,5309
3363,0.0,18,12,0.0,0.0,0.0,0.0,0.0,0,1593,0.35655673913289243,-0.5903404672046888,8975
3364,0.0,48,8,0.0,0.0,1.0,0.0,1.0,25862,19476,0.0024482300168814524,-6.009938725769332,25564
3365,0.0,49,14,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00024125958912021037,-8.329395782189659,25564
3366,0.0,23,15,0.0,0.0,0.0,0.0,0.0,6737,1052,0.31438668687569504,-0.7796900701888106,16776
3367,0.0,36,12,0.0,0.0,0.0,0.0,1.0,25862,25243,0.00048161437400447333,-7.637885087672795,0
3368,0.0,44,10,0.0,0.0,1.0,0.0,1.0,24447,21124,0.0023599671328960138,-6.046744830536238,22860
3369,0.0,51,10,1.0,0.0,1.0,51.0,1.0,18965,18334,0.6543413008571674,0.6381772125218503,13642
3370,0.0,34,18,0.0,0.0,0.0,0.0,1.0,25862,25243,0.0006465064533617801,-7.343280662275292,25564
3371,0.0,46,13,0.0,0.0,0.0,0.0,1.0,25862,24525,0.0003242849250437166,-8.033563692816227,25564
3372,0.0,20,11,0.0,0.0,1.0,0.0,0.0,10533,11710,0.1384203299921525,-1.8284726045341495,12878
3373,0.0,25,12,0.0,0.0,0.0,0.0,1.0,14132,19430,0.0037332563935008173,-5.586734156057698,17568
3374,0.0,24,12,0.0,0.0,0.0,0.0,1.0,14747,17987,0.005312402016103528,-5.232384625930752,25564
3375,0.0,24,7,0.0,0.0,1.0,0.0,1.0,7860,3213,0.2843406975923457,-0.9230310605107622,0
3376,0.0,39,12,0.0,0.0,0.0,0.0,1.0,17580,17316,0.0024705804792536424,-6.000828506710474,18666
3377,0.0,47,18,0.0,0.0,0.0,0.0,1.0,19843,20751,0.0008684287806193155,-7.047956172303319,13559
3378,0.0,18,11,0.0,0.0,1.0,0.0,0.0,2766,2705,0.5788831380030389,0.3181902459059234,9034
3379,0.0,35,12,0.0,0.0,0.0,0.0,1.0,20411,19056,0.002060322429596771,-6.182830341393096,22585
3380,0.0,22,12,1.0,0.0,0.0,22.0,0.0,3440,130,0.9183616924450282,2.4202927063665416,0
3381,0.0,37,9,0.0,0.0,1.0,0.0,1.0,21567,18850,0.005795199069436184,-5.144913394455302,7586
