,treat,age,education*,black,married,hispanic,black_education,hisp_re75,nodegree,re75,propensity_score,propensity_logit,re78
638,0.0,25,13,1.0,0.0,0.0,13.0,0.0,0.0,15396,0.6901408922224951,0.8007780652473087,12486
639,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,10562,0.040537021405189,-3.1641580653041634,9221
640,0.0,25,17,0.0,1.0,0.0,0.0,0.0,0.0,22004,0.010852939504582397,-4.512407051346601,49429
641,0.0,23,16,0.0,1.0,0.0,0.0,0.0,0.0,26854,0.005242023319234702,-5.24579191462521,11821
642,0.0,34,17,0.0,0.0,0.0,0.0,0.0,0.0,7161,0.40844988061901466,-0.37037719700037763,5910
643,0.0,21,12,0.0,1.0,0.0,0.0,0.0,0.0,8056,0.06577197410165297,-2.653526725416762,12117
644,0.0,27,12,1.0,0.0,0.0,12.0,0.0,0.0,3222,0.9086870221691813,2.2977078024291018,8866
645,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,5370,0.08606866791670872,-2.362609997821738,11821
646,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,7161,0.06666357429135016,-2.6391070295746317,16993
647,0.0,32,17,0.0,0.0,0.0,0.0,0.0,0.0,7161,0.43865423543413085,-0.24662556765052607,0
648,0.0,27,12,1.0,1.0,0.0,12.0,0.0,0.0,8951,0.2700887017302822,-0.9941725875671806,7536
649,0.0,24,12,1.0,0.0,0.0,12.0,0.0,0.0,9309,0.8239897493105922,1.5436158537794706,8275
650,0.0,34,12,0.0,1.0,0.0,0.0,0.0,0.0,11637,0.01779728153713862,-4.0107519983276525,14186
651,0.0,29,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.021050736882919557,-3.839544250145006,25860
652,0.0,28,14,0.0,1.0,0.0,0.0,0.0,0.0,13427,0.024149020865860894,-3.699066054022156,0
653,0.0,18,12,0.0,0.0,0.0,0.0,0.0,0.0,14322,0.26350629875299486,-1.0278234117061222,21427
654,0.0,20,12,1.0,0.0,0.0,12.0,0.0,0.0,16372,0.6683481627348296,0.7007235037294863,29554
655,0.0,25,13,0.0,1.0,0.0,0.0,0.0,0.0,16739,0.01577952750245472,-4.133136557212131,18966
656,0.0,23,12,1.0,1.0,0.0,12.0,0.0,0.0,20481,0.07400840345599803,-2.5266865126256377,29391
657,0.0,26,17,0.0,1.0,0.0,0.0,0.0,0.0,29182,0.0033937091437289883,-5.682432332198116,35465
658,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,15754,0.16518385067386995,-1.6201524200628468,20132
659,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,10204,0.04274205601285888,-3.1088895352273704,31032
660,0.0,23,16,0.0,0.0,0.0,0.0,0.0,0.0,18798,0.1687284246723044,-1.5946660791297753,20924
661,0.0,26,12,1.0,1.0,0.0,12.0,0.0,0.0,1074,0.5704690873325408,0.28376527016611663,8866
662,0.0,46,12,0.0,1.0,0.0,0.0,0.0,0.0,7161,0.016919058209585953,-4.062250767097919,17732
663,0.0,23,12,1.0,1.0,0.0,12.0,0.0,0.0,7812,0.36104557105441715,-0.5708289496566771,14777
664,0.0,41,12,0.0,1.0,0.0,0.0,0.0,0.0,10741,0.013313720786564665,-4.305556994491219,12412
665,0.0,19,12,0.0,1.0,0.0,0.0,0.0,0.0,14143,0.030192779935157833,-3.4694944887413186,24338
666,0.0,29,12,0.0,1.0,0.0,0.0,0.0,0.0,9041,0.035550649496325845,-3.300598891211812,26599
667,0.0,24,12,1.0,0.0,0.0,12.0,0.0,0.0,13069,0.7237504259731035,0.9631419066042166,10344
668,0.0,23,12,1.0,0.0,0.0,12.0,0.0,0.0,2685,0.9326491685021072,2.6281138562439907,29216
669,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,4654,0.10063425114905451,-2.190197122993226,13299
670,0.0,21,12,0.0,0.0,0.0,0.0,0.0,0.0,9667,0.37876215023409926,-0.49480558336366276,13299
671,0.0,27,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.023757966829420985,-3.7157926207951553,4137
672,0.0,37,12,0.0,1.0,0.0,0.0,0.0,0.0,11372,0.015436426762969815,-4.155468379586088,8866
673,0.0,44,12,0.0,1.0,0.0,0.0,0.0,0.0,7340,0.018594253406785943,-3.9661334027864648,27781
674,0.0,38,16,0.0,1.0,0.0,0.0,0.0,0.0,7877,0.0375346378108135,-3.2442338965722852,17732
675,0.0,34,12,0.0,1.0,0.0,0.0,0.0,0.0,0,0.09848113087799146,-2.2142160080940267,11821
676,0.0,49,12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.32411518649410187,-0.7349237008192433,0
677,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,0,0.17747019398869912,-1.5335820466698458,17732
678,0.0,28,14,1.0,1.0,0.0,14.0,0.0,0.0,0,0.6991669444206575,0.8433340686809859,25874
679,0.0,43,12,0.0,1.0,0.0,0.0,0.0,0.0,0,0.05890609618813633,-2.771098340168357,295
680,0.0,28,16,0.0,0.0,0.0,0.0,0.0,0.0,6445,0.5007569738923635,0.0030278978828076975,0
681,0.0,29,12,1.0,1.0,0.0,12.0,0.0,0.0,9846,0.22164675509564138,-1.2560955421090136,20688
682,0.0,53,12,0.0,1.0,0.0,0.0,0.0,0.0,9893,0.007266760668389401,-4.9171513697380345,5172
683,0.0,21,12,0.0,1.0,0.0,0.0,0.0,0.0,10204,0.04810182710532592,-2.985137905877519,12560
684,0.0,24,13,1.0,1.0,0.0,13.0,0.0,0.0,10741,0.30446390315487976,-0.826130375109197,31097
685,0.0,21,12,0.0,1.0,0.0,0.0,0.0,0.0,10741,0.0444449640207319,-3.068040700992708,6649
686,0.0,24,12,0.0,1.0,0.0,0.0,0.0,0.0,11074,0.035397423595964546,-3.305077140871038,13742
687,0.0,21,12,0.0,0.0,0.0,0.0,0.0,0.0,11637,0.31025297643299515,-0.7989368801549529,10048
688,0.0,23,14,0.0,1.0,0.0,0.0,0.0,0.0,11637,0.04256015812984671,-3.1133443302635637,25121
689,0.0,28,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.022364359750248176,-3.7776684354700807,0
690,0.0,28,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.022364359750248176,-3.7776684354700807,0
691,0.0,25,17,0.0,1.0,0.0,0.0,0.0,0.0,12621,0.04462342372484744,-3.06384666668027,28963
692,0.0,23,13,0.0,1.0,0.0,0.0,0.0,0.0,13427,0.02936708571527665,-3.4980738339674815,16254
693,0.0,30,12,0.0,1.0,0.0,0.0,0.0,0.0,13635,0.016762561557466728,-4.071702714749269,26599
694,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,13785,0.02504470434947763,-3.661729217364228,14186
695,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.01926033105015213,-3.930259456504194,20688
696,0.0,21,12,1.0,1.0,0.0,12.0,0.0,0.0,14322,0.18967857943073121,-1.452100032038449,16254
697,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.01926033105015213,-3.930259456504194,17732
698,0.0,25,12,1.0,1.0,0.0,12.0,0.0,0.0,14322,0.15451708469559544,-1.6996032907381509,21427
699,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,14465,0.024013496451301655,-3.704832733561423,18102
700,0.0,28,16,0.0,1.0,0.0,0.0,0.0,0.0,15217,0.02278431570858796,-3.7586349977662126,20688
701,0.0,22,13,1.0,1.0,0.0,13.0,0.0,0.0,15217,0.198867153434919,-1.3933897530881854,0
702,0.0,24,16,0.0,1.0,0.0,0.0,0.0,0.0,16112,0.02534991693137146,-3.6493030642584916,31032
703,0.0,27,15,1.0,0.0,0.0,15.0,0.0,0.0,16744,0.7283832305307048,0.9864351882147142,18442
704,0.0,19,12,0.0,0.0,0.0,0.0,0.0,0.0,19335,0.13428247957420697,-1.8636130288250767,16254
705,0.0,38,14,0.0,1.0,0.0,0.0,0.0,0.0,19693,0.005040594740094328,-5.285177858484214,0
706,0.0,38,14,0.0,0.0,0.0,0.0,0.0,0.0,21483,0.0409303844212492,-3.154090981469512,7388
707,0.0,45,12,0.0,1.0,0.0,0.0,0.0,0.0,11270,0.009615394051421101,-4.634727997354674,16822
708,0.0,26,12,1.0,1.0,0.0,12.0,0.0,0.0,14150,0.1499586367399796,-1.7349255099571872,16342
709,0.0,31,16,0.0,1.0,0.0,0.0,0.0,0.0,9846,0.04248948336829175,-3.115080109270167,5390
710,0.0,25,13,1.0,1.0,0.0,13.0,0.0,0.0,13824,0.20359681177316055,-1.3639639501940444,12656
711,0.0,25,14,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.0252929827480533,-3.651609935189361,14777
712,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,16025,0.018971425349076244,-3.9456676690915815,13151
713,0.0,36,12,0.0,1.0,0.0,0.0,0.0,0.0,13964,0.011055074680600185,-4.493749073176657,13299
714,0.0,27,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.018125650243200096,-3.9921352711791194,20142
715,0.0,33,12,0.0,1.0,0.0,0.0,0.0,0.0,16112,0.009567850318353008,-4.639732809612637,24382
716,0.0,27,12,0.0,1.0,0.0,0.0,0.0,0.0,23274,0.004613440439677823,-5.374157285836799,26599
717,0.0,30,12,1.0,1.0,0.0,12.0,0.0,0.0,10741,0.1890580010190752,-1.4561426819759213,18962
718,0.0,46,12,0.0,1.0,0.0,0.0,0.0,0.0,11637,0.008549791985118307,-4.753261774426759,11230
719,0.0,23,14,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.03727246257710909,-3.251515655455546,14186
720,0.0,25,16,0.0,1.0,0.0,0.0,0.0,0.0,13606,0.03474692746716535,-3.324299168395868,21427
721,0.0,27,14,0.0,1.0,0.0,0.0,0.0,0.0,16829,0.015331497651036804,-4.162395656445692,25178
722,0.0,49,16,0.0,1.0,0.0,0.0,0.0,0.0,12353,0.009796562405700864,-4.615878865325307,12560
723,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.03209562564637929,-3.4064135474205273,14369
724,0.0,28,16,0.0,1.0,0.0,0.0,0.0,0.0,21483,0.008784103890539715,-4.725988655479016,23495
725,0.0,24,12,1.0,1.0,0.0,12.0,0.0,0.0,19693,0.0782107286266732,-2.466909808584047,19210
726,0.0,37,17,1.0,1.0,0.0,17.0,0.0,0.0,1306,0.702890826682172,0.861101925236127,4236
727,0.0,22,13,0.0,0.0,0.0,0.0,0.0,0.0,12532,0.29098660856392417,-0.8905971667019069,17732
728,0.0,23,17,0.0,0.0,0.0,0.0,0.0,0.0,14322,0.3110386016089416,-0.7952682184809822,28076
729,0.0,23,12,1.0,0.0,0.0,12.0,0.0,0.0,14322,0.6966884578911176,0.8315778660103669,20688
730,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.01926033105015213,-3.930259456504194,14925
731,0.0,22,12,0.0,0.0,0.0,0.0,0.0,0.0,16112,0.1748452971365202,-1.5516693207897885,21131
732,0.0,31,14,0.0,1.0,0.0,0.0,0.0,0.0,17724,0.01047669303201194,-4.548070240337376,29850
733,0.0,31,14,0.0,1.0,0.0,0.0,0.0,0.0,17724,0.01047669303201194,-4.548070240337376,29850
734,0.0,54,12,0.0,1.0,0.0,0.0,0.0,0.0,17894,0.0019967562907346535,-6.2142325172186,19343
735,0.0,25,16,1.0,1.0,0.0,16.0,0.0,0.0,18261,0.21879851307444906,-1.2726818276831167,10521
736,0.0,28,12,1.0,1.0,0.0,12.0,0.0,0.0,19693,0.06212821203025826,-2.714413067283749,17732
737,0.0,19,13,0.0,1.0,0.0,0.0,0.0,0.0,19693,0.01451538729898524,-4.217924232980582,28815
738,0.0,26,17,0.0,1.0,0.0,0.0,0.0,0.0,25064,0.00638949622726038,-5.046689854946069,26599
739,0.0,28,12,0.0,1.0,0.0,0.0,0.0,0.0,7161,0.049808111350933305,-2.9484861029492593,16254
740,0.0,20,12,0.0,1.0,0.0,0.0,0.0,0.0,2363,0.15280636140438675,-1.7127577774256877,14777
741,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,11100,0.03128466710936871,-3.432842685813058,22165
742,0.0,25,17,0.0,1.0,0.0,0.0,0.0,0.0,22379,0.010248728062287726,-4.570300064695197,36943
743,0.0,24,12,0.0,1.0,0.0,0.0,0.0,0.0,13964,0.022949564862491594,-3.75123929707755,41571
744,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,8951,0.05449687331832753,-2.8535738652836695,13595
745,0.0,27,17,0.0,1.0,0.0,0.0,0.0,0.0,10741,0.05228415657684042,-2.8973613224424937,29554
746,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,12174,0.02663201156367284,-3.598648276043437,12687
747,0.0,27,12,1.0,1.0,0.0,12.0,0.0,0.0,12353,0.1795531296432714,-1.5193780046656415,11526
748,0.0,19,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.03839095431946293,-3.220786103395751,24382
749,0.0,29,17,0.0,1.0,0.0,0.0,0.0,0.0,19693,0.012090931288888405,-4.403134966450024,0
750,0.0,20,12,0.0,1.0,0.0,0.0,0.0,0.0,8772,0.06284437228541817,-2.7021879708954226,17289
751,0.0,25,12,0.0,1.0,0.0,0.0,0.0,0.0,14202,0.02083924432540273,-3.8498578775577172,14777
752,0.0,29,16,0.0,1.0,0.0,0.0,0.0,0.0,5370,0.09109667148509105,-2.300317472591477,17732
753,0.0,23,14,0.0,0.0,0.0,0.0,0.0,0.0,12174,0.31242261042780795,-0.7888175979800864,14777
754,0.0,28,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.022364359750248176,-3.7776684354700807,10935
755,0.0,30,14,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.018688363782168715,-3.960989008563989,14777
756,0.0,26,16,1.0,1.0,0.0,16.0,0.0,0.0,19693,0.1742743544896153,-1.5556317626652136,19934
757,0.0,24,12,0.0,1.0,1.0,0.0,0.0,0.0,16470,0.057809022598801996,-2.7910631263016303,21035
758,0.0,22,12,1.0,1.0,0.0,12.0,0.0,0.0,13427,0.20168365728556817,-1.3758045215213925,12560
759,0.0,27,12,0.0,1.0,0.0,0.0,0.0,0.0,15833,0.014408757588154568,-4.225405519631728,13246
760,0.0,22,12,1.0,1.0,0.0,12.0,0.0,0.0,17903,0.11236426118862564,-2.0668155288502317,13299
761,0.0,42,13,0.0,1.0,0.0,0.0,0.0,0.0,0,0.06908465726460421,-2.6008356721734773,33987
762,0.0,22,12,1.0,1.0,0.0,12.0,0.0,0.0,0,0.6675387477858782,0.6970741190961971,664
763,0.0,47,12,0.0,1.0,0.0,0.0,0.0,0.0,0,0.046592554482361895,-3.0186015988680595,12560
764,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,716,0.13826846894629652,-1.8297465508482078,22904
765,0.0,21,12,0.0,1.0,0.0,0.0,0.0,0.0,3222,0.12929043222920375,-1.9072471880111295,14038
766,0.0,25,16,0.0,0.0,0.0,0.0,0.0,0.0,6042,0.5623908803146964,0.25087103358620855,0
767,0.0,25,12,1.0,1.0,0.0,12.0,0.0,0.0,8235,0.318671473728664,-0.7598838980637435,17732
768,0.0,23,12,0.0,0.0,0.0,0.0,0.0,0.0,10741,0.3133803647227951,-0.7843628029438928,15959
769,0.0,33,12,1.0,0.0,0.0,12.0,0.0,0.0,11100,0.6704534133373977,0.7102364899522466,9605
770,0.0,55,16,1.0,1.0,0.0,16.0,0.0,0.0,11995,0.10325196979701938,-2.16160261021808,23531
771,0.0,47,12,1.0,1.0,0.0,12.0,0.0,0.0,12433,0.059008932974724954,-2.76924480767852,14777
772,0.0,20,12,1.0,1.0,0.0,12.0,0.0,0.0,12532,0.24714795290470448,-1.1138815669795594,8866
773,0.0,26,12,1.0,1.0,0.0,12.0,0.0,0.0,12532,0.18465284136638396,-1.4851364550291124,11821
774,0.0,31,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.01864610476501875,-3.963295879494858,14777
775,0.0,30,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.01981270902665259,-3.9014200648199324,2563
776,0.0,21,12,1.0,0.0,0.0,12.0,0.0,0.0,13339,0.7515855238586454,1.1070863810180043,11651
777,0.0,28,17,0.0,1.0,0.0,0.0,0.0,0.0,13427,0.03312101095214363,-3.373905494062295,6827
778,0.0,24,12,0.0,1.0,0.0,0.0,0.0,0.0,13427,0.024883876484401653,-3.6683365019623606,17732
779,0.0,28,12,0.0,1.0,0.0,0.0,0.0,0.0,13606,0.019012295475775837,-3.943474025700459,19210
780,0.0,23,12,0.0,0.0,0.0,0.0,0.0,0.0,14322,0.20797048530624615,-1.33720248508075,22165
781,0.0,35,12,0.0,0.0,0.0,0.0,0.0,0.0,15038,0.10062952693243052,-2.190249321333442,26599
782,0.0,27,14,0.0,1.0,0.0,0.0,0.0,0.0,15217,0.019578839107341428,-3.9135328897311936,13447
783,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,15754,0.018602052050418576,-3.965706132786589,24205
784,0.0,24,12,1.0,1.0,0.0,12.0,0.0,0.0,16112,0.12852428472780816,-1.9140701264471893,16254
785,0.0,24,12,0.0,1.0,0.0,0.0,0.0,0.0,16112,0.016579815184779922,-4.082850477538306,16254
786,0.0,39,12,1.0,1.0,0.0,12.0,0.0,0.0,17008,0.048313113591056264,-2.9805330531319845,14629
787,0.0,33,12,0.0,1.0,0.0,0.0,0.0,0.0,18082,0.007076570828150934,-4.943864106403927,26081
788,0.0,45,14,0.0,1.0,0.0,0.0,0.0,0.0,19102,0.0035862011252596115,-5.627069172171306,30145
789,0.0,45,14,0.0,1.0,0.0,0.0,0.0,0.0,19102,0.0035862011252596115,-5.627069172171306,30145
790,0.0,27,12,1.0,1.0,0.0,12.0,0.0,0.0,19425,0.06842343202989974,-2.6111630457356942,25860
791,0.0,45,17,0.0,1.0,0.0,0.0,0.0,0.0,23095,0.0026824105413534483,-5.918353418347294,6649
792,0.0,23,16,0.0,0.0,0.0,0.0,0.0,0.0,25601,0.06630264697463858,-2.6449225319577683,31623
793,0.0,26,17,0.0,1.0,0.0,0.0,0.0,0.0,29540,0.003211818953360843,-5.737700862274909,29554
794,0.0,27,14,1.0,0.0,0.0,14.0,0.0,0.0,17036,0.6643183885588422,0.6825984096701031,20688
795,0.0,21,14,0.0,1.0,0.0,0.0,0.0,0.0,8777,0.07255679081715669,-2.5480619857750884,591
796,0.0,20,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.027679199841448683,-3.5590045684546405,19653
797,0.0,29,12,0.0,1.0,0.0,0.0,0.0,0.0,7161,0.04695994550426783,-3.0103619176241843,19210
798,0.0,22,12,0.0,1.0,1.0,0.0,0.0,0.0,8611,0.1893823779440172,-1.4540283185341403,16218
799,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,13427,0.22081780111244007,-1.2609069745636938,19210
800,0.0,27,12,0.0,1.0,0.0,0.0,0.0,0.0,14859,0.016707678210560305,-4.075038066294309,15072
801,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,11100,0.037427082736531524,-3.2472152417882816,14777
802,0.0,24,16,0.0,1.0,0.0,0.0,0.0,0.0,24706,0.0068539231501633215,-4.976056548839378,37829
803,0.0,23,16,0.0,0.0,0.0,0.0,0.0,0.0,6266,0.5842005396899032,0.34004123629583194,2955
804,0.0,33,14,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.015571538274107701,-4.146616452588765,17732
805,0.0,21,12,0.0,0.0,0.0,0.0,0.0,0.0,17903,0.1460042435728751,-1.7662905378677567,22165
806,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,23453,0.005741434014273243,-5.154288292175493,0
807,0.0,20,12,1.0,1.0,0.0,12.0,0.0,0.0,17903,0.12531164096266534,-1.9430638995003808,14777
808,0.0,24,12,0.0,1.0,0.0,0.0,0.0,0.0,19693,0.00960623576091688,-4.635690159675164,7388
809,0.0,29,12,1.0,1.0,0.0,12.0,0.0,0.0,15396,0.10784814948189198,-2.1129121396682313,14777
810,0.0,34,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.011829416631912885,-4.425265973903598,10048
811,0.0,44,12,0.0,1.0,0.0,0.0,0.0,0.0,14424,0.0063069821877518,-5.059771020283672,14579
812,0.0,23,12,0.0,1.0,0.0,0.0,0.0,0.0,19335,0.01078723643383646,-4.5185458149234465,19210
813,0.0,26,14,1.0,1.0,0.0,14.0,0.0,0.0,17187,0.15626741154637241,-1.6862668897620057,21678
814,0.0,51,12,0.0,1.0,0.0,0.0,0.0,0.0,19245,0.0019515569943176565,-6.2371743026176985,17732
815,0.0,41,12,0.0,1.0,0.0,0.0,0.0,0.0,23274,0.0019452479415142008,-6.240418691285757,26599
816,0.0,37,13,0.0,1.0,0.0,0.0,0.0,0.0,8951,0.024763137235239673,-3.6733242320876,17732
817,0.0,26,16,0.0,1.0,0.0,0.0,0.0,0.0,11637,0.043847569044465864,-3.0821980676484335,20688
818,0.0,24,12,1.0,1.0,0.0,12.0,0.0,0.0,11816,0.22255342105454004,-1.250847765525676,11821
819,0.0,22,14,1.0,1.0,0.0,14.0,0.0,0.0,12532,0.327366920073139,-0.720118358695068,21397
820,0.0,27,12,1.0,1.0,0.0,12.0,0.0,0.0,13427,0.1564102948984117,-1.6851835948960203,14079
821,0.0,23,13,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.025674549934072984,-3.636245159159464,20688
822,0.0,27,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.018125650243200096,-3.9921352711791194,19210
823,0.0,28,12,1.0,1.0,0.0,12.0,0.0,0.0,14859,0.12258950543137925,-1.9681335298781168,19210
824,0.0,21,12,0.0,1.0,0.0,0.0,0.0,0.0,15217,0.0227750394134466,-3.7590517083215476,23643
825,0.0,28,12,0.0,1.0,0.0,0.0,0.0,0.0,15933,0.013351047336056075,-4.302719471199612,0
826,0.0,22,13,0.0,1.0,0.0,0.0,0.0,0.0,16112,0.020821823217923384,-3.850711994868502,0
827,0.0,20,12,0.0,1.0,0.0,0.0,0.0,0.0,16112,0.021137401722784773,-3.8353472188386046,26599
828,0.0,24,16,0.0,1.0,0.0,0.0,0.0,0.0,16470,0.024019617492569235,-3.7045715943352846,27337
829,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,16829,0.016794110486568876,-4.069790289710971,21870
830,0.0,27,12,0.0,1.0,1.0,0.0,0.0,0.0,16829,0.045995997645952844,-3.0321134817721296,37829
831,0.0,35,12,1.0,1.0,0.0,12.0,0.0,0.0,17187,0.05948720199185459,-2.7606640594706784,21279
832,0.0,23,16,0.0,1.0,0.0,0.0,0.0,0.0,19693,0.01566917047295617,-4.140266931720424,29554
833,0.0,22,16,0.0,1.0,0.0,0.0,0.0,0.0,19693,0.016652681683606164,-4.0783911170454985,2955
834,0.0,23,16,0.0,1.0,0.0,0.0,0.0,0.0,23274,0.009075079642151374,-4.693106613857282,25121
835,0.0,20,12,0.0,1.0,0.0,0.0,0.0,0.0,26854,0.0040957066971244365,-5.493711883880248,31032
836,0.0,22,12,1.0,1.0,0.0,12.0,0.0,0.0,14680,0.1723241384781957,-1.5692443767901667,14038
837,0.0,24,12,0.0,1.0,0.0,0.0,0.0,0.0,719,0.15362368549921784,-1.7064580656051458,27963
838,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,10741,0.03300865407044242,-3.377419774367336,0
839,0.0,42,12,1.0,1.0,0.0,12.0,0.0,0.0,11185,0.09387630738936724,-2.267197785879765,0
840,0.0,28,15,0.0,1.0,0.0,0.0,0.0,0.0,18619,0.012221916717126231,-4.3922272681846275,13986
841,0.0,24,13,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.0241713024984773,-3.6981209738343894,32509
842,0.0,50,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.004428398637105628,-5.415279008702408,13151
843,0.0,50,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.004428398637105628,-5.415279008702408,13151
844,0.0,28,13,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.018972233785907903,-3.945624232534092,14038
845,0.0,25,12,0.0,1.0,0.0,0.0,0.0,0.0,16112,0.01560053921225454,-4.144726292213232,25121
846,0.0,31,12,1.0,0.0,0.0,12.0,0.0,0.0,17903,0.4461426710428996,-0.21626833352589506,14777
847,0.0,32,16,1.0,1.0,0.0,16.0,0.0,0.0,19693,0.12709558141687494,-1.926886650714767,28076
848,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,19693,0.010857970302371896,-4.511938530325313,21870
849,0.0,22,13,1.0,1.0,0.0,13.0,0.0,0.0,14320,0.22185140949084017,-1.254909665158344,18660
850,0.0,26,12,1.0,1.0,0.0,12.0,0.0,0.0,8951,0.2824589814867142,-0.9322967728922549,11082
851,0.0,22,12,0.0,1.0,0.0,0.0,0.0,0.0,8951,0.05449687331832753,-2.8535738652836695,14186
852,0.0,29,12,0.0,0.0,0.0,0.0,0.0,0.0,14370,0.1524041987660341,-1.7158676788389235,12615
853,0.0,53,17,0.0,1.0,0.0,0.0,0.0,0.0,16399,0.0045884121087093705,-5.379622289394172,15663
854,0.0,25,12,0.0,1.0,0.0,0.0,0.0,0.0,17724,0.01220548735767676,-4.39358905892773,31327
855,0.0,26,12,1.0,1.0,0.0,12.0,0.0,0.0,18175,0.08656548404990001,-2.356310519898782,19949
856,0.0,24,16,0.0,0.0,0.0,0.0,0.0,0.0,19505,0.14607919843111727,-1.76568952163792,19210
857,0.0,27,17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7628337035044467,1.1682784886288866,41376
858,0.0,46,12,0.0,1.0,0.0,0.0,0.0,0.0,734,0.044360059417957974,-3.0700417089874517,20688
859,0.0,25,12,1.0,1.0,0.0,12.0,0.0,0.0,3738,0.48359816653597615,-0.06563088198738269,10512
860,0.0,21,13,0.0,0.0,0.0,0.0,0.0,0.0,4946,0.5847772088199928,0.3424157126728799,1733
861,0.0,37,12,0.0,1.0,0.0,0.0,0.0,0.0,8951,0.02227614092612085,-3.7817110854075535,28076
862,0.0,37,12,0.0,1.0,0.0,0.0,0.0,0.0,8951,0.02227614092612085,-3.7817110854075535,28076
863,0.0,28,15,1.0,1.0,0.0,15.0,0.0,0.0,9452,0.4116566176212911,-0.3571212116243168,31032
864,0.0,22,12,0.0,0.0,0.0,0.0,0.0,0.0,10741,0.326845566432499,-0.7224869882689671,28963
865,0.0,22,12,0.0,0.0,0.0,0.0,0.0,0.0,11637,0.29716957838436736,-0.8608126948298785,20688
866,0.0,27,12,0.0,1.0,0.0,0.0,0.0,0.0,12532,0.023757966829420985,-3.7157926207951553,19210
867,0.0,21,13,1.0,1.0,0.0,13.0,0.0,0.0,12532,0.28556956670157774,-0.9169999628373137,25121
868,0.0,49,16,0.0,1.0,0.0,0.0,0.0,0.0,12890,0.00902418744600166,-4.6987816604404955,17732
869,0.0,26,12,0.0,1.0,0.0,0.0,0.0,0.0,13427,0.022051246654365572,-3.7920881313122115,0
870,0.0,33,14,0.0,1.0,0.0,0.0,0.0,0.0,13427,0.017837651771930935,-4.008445127396784,13890
871,0.0,28,15,0.0,1.0,0.0,0.0,0.0,0.0,13785,0.025432950319542527,-3.645947730778995,15959
872,0.0,29,17,0.0,1.0,0.0,0.0,0.0,0.0,14143,0.028022677811796445,-3.546318368890806,25860
873,0.0,54,16,1.0,1.0,0.0,16.0,0.0,0.0,14322,0.07878489740874416,-2.4589722410423076,11821
874,0.0,25,14,0.0,1.0,1.0,0.0,0.0,0.0,14322,0.09074649788787399,-2.304554053875892,20702
875,0.0,32,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.01336693153830916,-4.301514344553747,13299
876,0.0,40,12,0.0,1.0,0.0,0.0,0.0,0.0,14322,0.008190786310992544,-4.796520861953152,16254
