treat,age,black,hispanic,married,nodegree,re74,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,u74,educ_re74,hisp_u74,black_u74,married_u74,married_re74,nodegree_u74,nodegree_re74,agesq,educsq,ageboxcox,lnre78,lnre75,lnre74,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17
0.0,23,1.0,0.0,1.0,0.0,7837,12532,21870,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,94044,0.0,0.0,0.0,7837.0,0.0,0.0,529,144,2.8813672520662377,9.992871113670814,9.436040652072082,8.966611387052865,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,1.0,1.0,0.0,7837,12532,13299,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94044,0.0,0.0,0.0,7837.0,0.0,0.0,361,144,2.719577455217427,9.495444123413163,9.436040652072082,8.966611387052865,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,0.0,0.0,7837,14322,16254,14,0,200508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109718,0.0,0.0,0.0,0.0,0.0,0.0,729,196,3.0158501920602214,9.69609431131315,9.569552095566886,8.966611387052865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,22,0.0,0.0,1.0,0.0,7837,16112,16254,16,0,257792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,125392,0.0,0.0,0.0,7837.0,0.0,0.0,484,256,2.8438752934370206,9.69609431131315,9.687319614958344,8.966611387052865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,42,0.0,0.0,1.0,0.0,7837,16112,15516,12,0,193344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94044,0.0,0.0,0.0,7837.0,0.0,0.0,1764,144,3.3803802447348694,9.649627028559857,9.687319614958344,8.966611387052865,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,7837,17491,2216,13,0,227383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101881,0.0,0.0,0.0,0.0,0.0,0.0,400,169,2.763179901896225,7.703459047867175,9.769441741907062,8.966611387052865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,29,0.0,0.0,0.0,0.0,7958,0,0,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103454,0.0,0.0,0.0,0.0,0.0,0.0,841,169,3.075405529556091,-inf,-inf,8.981932990986873,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,7993,13427,4433,12,0,161124,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,95916,0.0,0.0,0.0,7993.0,0.0,0.0,529,144,2.8813672520662377,8.396831834745054,9.505022884072709,8.98632143762602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,8054,9309,11963,12,0,111708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96648,0.0,0.0,0.0,8054.0,0.0,0.0,361,144,2.719577455217427,9.389573832170905,9.13873695311649,8.9939241414114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,8150,13092,10583,12,0,157104,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,0,97800,0.0,0.0,0.0,8150.0,0.0,0.0,441,144,2.804541172060041,9.267004219093725,9.47975663562107,9.005773206234908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,8228,13606,11969,12,0,163272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98736,0.0,0.0,0.0,8228.0,0.0,0.0,676,144,2.984302588322599,9.39007525287337,9.518266150905006,9.015298250772847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,0.0,0.0,8228,22379,27337,16,0,358064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,131648,0.0,0.0,0.0,0.0,0.0,0.0,441,256,2.804541172060041,10.215996374922929,10.015878298115155,9.015298250772847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,24,1.0,0.0,1.0,0.0,8275,15416,8335,12,0,184992,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,0,99300,0.0,0.0,0.0,8275.0,0.0,0.0,576,144,2.917178001290328,9.028218795184895,9.643161210094203,9.020994200245264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,8389,5908,14481,12,0,70896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100668,0.0,0.0,0.0,8389.0,0.0,0.0,841,144,3.075405529556091,9.580592724328602,8.68406264365127,9.034676602846295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,1.0,0.0,1.0,0.0,8616,8593,10344,12,0,103116,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,0,103392,0.0,0.0,0.0,8616.0,0.0,0.0,676,144,2.984302588322599,9.244161920451694,9.058703197313223,9.061376218836225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,8675,10398,13003,14,0,145572,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0,121450,0.0,0.0,0.0,8675.0,0.0,0.0,529,196,2.8813672520662377,9.47293537905132,9.24936875894366,9.06820060481506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,25,0.0,0.0,0.0,0.0,8683,9130,15811,12,0,109560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,104196,0.0,0.0,0.0,0.0,0.0,0.0,625,144,2.951448437556569,9.668461179310146,9.119320973589014,9.069122370060645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,8816,5729,18096,12,0,68748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105792,0.0,0.0,0.0,8816.0,0.0,0.0,441,144,2.804541172060041,9.803446198355902,8.653296274408579,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,1.0,0.0,0.0,0.0,8816,6266,10344,12,0,75192,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,0,105792,0.0,0.0,0.0,0.0,0.0,0.0,625,144,2.951448437556569,9.244161920451694,8.742893471512136,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,8816,9939,15486,12,0,119268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105792,0.0,0.0,0.0,8816.0,0.0,0.0,484,144,2.8438752934370206,9.647691668946669,9.204221690968005,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,8816,10741,19653,12,0,128892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105792,0.0,0.0,0.0,8816.0,0.0,0.0,484,144,2.8438752934370206,9.885985277399985,9.281823473598047,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,8816,12174,18471,12,0,146088,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,105792,0.0,0.0,0.0,8816.0,0.0,0.0,529,144,2.8813672520662377,9.82395721357932,9.40705780905387,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,18,0.0,0.0,0.0,0.0,8816,14322,22165,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105792,0.0,0.0,0.0,0.0,0.0,0.0,324,144,2.6734843812998137,10.006269747179154,9.569552095566886,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,0.0,0.0,8816,14322,19210,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0,105792,0.0,0.0,0.0,0.0,0.0,0.0,729,144,3.0158501920602214,9.863186255762603,9.569552095566886,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,8816,14859,5578,12,0,178308,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,0,105792,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.804541172060041,8.626585568187433,9.606361021256347,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,8816,16112,26599,12,0,193344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105792,0.0,0.0,0.0,8816.0,0.0,0.0,625,144,2.951448437556569,10.188628900078157,9.687319614958344,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,8816,17903,28224,13,0,232739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114608,0.0,0.0,0.0,8816.0,0.0,0.0,441,169,2.804541172060041,10.247927958806518,9.792723575551273,9.084323531392696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,8816,44758,0,12,0,537096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105792,0.0,0.0,0.0,8816.0,0.0,0.0,729,144,3.0158501920602214,-inf,10.7090254786751,9.084323531392696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,8840,7161,10416,12,0,85932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,106080,0.0,0.0,0.0,8840.0,0.0,0.0,529,144,2.8813672520662377,9.251098364448351,8.87640491500694,9.08704215563169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,8867,14995,17732,12,0,179940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,106404,0.0,0.0,0.0,8867.0,0.0,0.0,441,144,2.804541172060041,9.783126195864945,9.61547209118311,9.090091799380007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,8934,12532,8866,14,0,175448,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0,125076,0.0,0.0,0.0,8934.0,0.0,0.0,529,196,2.8813672520662377,9.089979015305,9.436040652072082,9.097619501912064,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,23,1.0,0.0,0.0,0.0,9012,16490,19210,16,0,263840,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,0.0,0,144192,0.0,0.0,0.0,0.0,0.0,0.0,529,256,2.8813672520662377,9.863186255762603,9.710509415553645,9.106312301552135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,31,0.0,0.0,1.0,0.0,9012,29465,39817,17,0,500905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,153204,0.0,0.0,0.0,9012.0,0.0,0.0,961,289,3.1307778637568613,10.592049235754445,10.290958397272014,9.106312301552135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,27,1.0,0.0,1.0,0.0,9067,5370,6649,12,0,64440,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0,108804,0.0,0.0,0.0,9067.0,0.0,0.0,729,144,3.0158501920602214,8.802221746402456,8.58858318750291,9.112396727646056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,9169,7161,7388,12,0,85932,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,0,110028,0.0,0.0,0.0,9169.0,0.0,0.0,441,144,2.804541172060041,8.90761234131913,8.87640491500694,9.1235835080499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,9169,8271,10403,12,0,99252,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,110028,0.0,0.0,0.0,9169.0,0.0,0.0,529,144,2.8813672520662377,9.249849505070895,9.020510699691906,9.1235835080499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,9208,5550,11526,12,0,66600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,110496,0.0,0.0,0.0,9208.0,0.0,0.0,361,144,2.719577455217427,9.352360631996612,8.62155320674048,9.127827950401718,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,46,0.0,0.0,1.0,0.0,9284,8504,10376,12,0,102048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,111408,0.0,0.0,0.0,9284.0,0.0,0.0,2116,144,3.454348268395614,9.24725072599628,9.048291920021784,9.136047767394327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,9371,2864,2216,12,0,34368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112452,0.0,0.0,0.0,9371.0,0.0,0.0,576,144,2.917178001290328,7.703459047867175,7.9599745280805365,9.145375093123823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,1.0,0.0,0.0,9404,0,8275,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,122252,0.0,0.0,0.0,0.0,0.0,0.0,400,169,2.763179901896225,9.020994200245264,-inf,9.14889040965996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,9404,5370,22904,17,0,91290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,159868,0.0,0.0,0.0,9404.0,0.0,0.0,576,289,2.917178001290328,10.039066846777951,8.58858318750291,9.14889040965996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,23,0.0,0.0,1.0,0.0,9404,9130,11821,12,0,109560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112848,0.0,0.0,0.0,9404.0,0.0,0.0,529,144,2.8813672520662377,9.377632889750377,9.119320973589014,9.14889040965996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,34,0.0,0.0,1.0,0.0,9404,9166,23475,12,0,109992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112848,0.0,0.0,0.0,9404.0,0.0,0.0,1156,144,3.2071404744468976,10.063691304076464,9.123256265069069,9.14889040965996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,35,0.0,0.0,1.0,0.0,9404,9313,11821,12,0,111756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112848,0.0,0.0,0.0,9404.0,0.0,0.0,1225,144,3.231024291743388,9.377632889750377,9.139166552521658,9.14889040965996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,0.0,0.0,9404,11834,16846,12,0,142008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112848,0.0,0.0,0.0,0.0,0.0,0.0,529,144,2.8813672520662377,9.73186851887531,9.378732023236639,9.14889040965996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,9420,5370,9900,14,0,75180,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0,131880,0.0,0.0,0.0,0.0,0.0,0.0,441,196,2.804541172060041,9.20029003612268,8.58858318750291,9.150590367570409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,21,0.0,1.0,1.0,0.0,9496,8772,10512,12,0,105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113952,0.0,0.0,0.0,9496.0,0.0,0.0,441,144,2.804541172060041,9.260272740724393,9.079320109537779,9.158625936289503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,9561,0,13299,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114732,0.0,0.0,0.0,9561.0,0.0,0.0,676,144,2.984302588322599,9.495444123413163,-inf,9.165447603085447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,9698,8593,23643,13,0,111709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,126074,0.0,0.0,0.0,9698.0,0.0,0.0,529,169,2.8813672520662377,10.070822367021758,9.058703197313223,9.179674957665297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,27,0.0,1.0,1.0,0.0,9698,11279,14038,12,0,135348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,116376,0.0,0.0,0.0,9698.0,0.0,0.0,729,144,3.0158501920602214,9.549523217290366,9.330697868639916,9.179674957665297,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,50,0.0,1.0,1.0,0.0,9788,9846,13299,12,0,118152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117456,0.0,0.0,0.0,9788.0,0.0,0.0,2500,144,3.5218223186934257,9.495444123413163,9.194820560318146,9.188912424562563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,1.0,0.0,9796,0,11821,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,729,144,3.0158501920602214,9.377632889750377,-inf,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,9796,2685,25121,12,0,32220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,625,144,2.951448437556569,10.131459428706979,7.895436006942965,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,9796,4296,14777,12,0,51552,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,441,144,2.804541172060041,9.600827196903634,8.3654396361887,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,9796,8593,28787,13,0,111709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127348,0.0,0.0,0.0,9796.0,0.0,0.0,441,169,2.804541172060041,10.267679175328517,9.058703197313223,9.189729418072059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,33,1.0,0.0,0.0,0.0,9796,8951,0,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,0.0,0,117552,0.0,0.0,0.0,0.0,0.0,0.0,1089,144,3.18250399159683,-inf,9.099520536870939,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,9796,9846,20688,12,0,118152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,361,144,2.719577455217427,9.937309101011639,9.194820560318146,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,0.0,1.0,0.0,9796,10204,29258,12,0,122448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,400,144,2.763179901896225,10.283908319538032,9.230535079261703,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,1.0,0.0,1.0,0.0,9796,10741,11162,12,0,128892,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,484,144,2.8438752934370206,9.320270431348378,9.281823473598047,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,9796,11458,11821,12,0,137496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,1024,144,3.157067208030971,9.377632889750377,9.346443454968522,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,9796,11458,11526,13,0,148954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127348,0.0,0.0,0.0,9796.0,0.0,0.0,576,169,2.917178001290328,9.352360631996612,9.346443454968522,9.189729418072059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,29,1.0,0.0,1.0,0.0,9796,12532,19210,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,841,144,3.075405529556091,9.863186255762603,9.436040652072082,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,9796,12532,11821,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,529,144,2.8813672520662377,9.377632889750377,9.436040652072082,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,9796,13427,20688,14,0,187978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,137144,0.0,0.0,0.0,9796.0,0.0,0.0,676,196,2.984302588322599,9.937309101011639,9.505022884072709,9.189729418072059,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,20,0.0,0.0,1.0,0.0,9796,13427,10713,12,0,161124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,400,144,2.763179901896225,9.279213236262558,9.505022884072709,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,1.0,0.0,9796,14322,11821,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,729,144,3.0158501920602214,9.377632889750377,9.569552095566886,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,1.0,0.0,1.0,0.0,9796,14322,33987,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,576,144,2.917178001290328,10.433733377541598,9.569552095566886,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,0.0,0.0,9796,16112,36943,17,0,273904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166532,0.0,0.0,0.0,0.0,0.0,0.0,576,289,2.917178001290328,10.51713146323313,9.687319614958344,9.189729418072059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,21,0.0,0.0,0.0,0.0,9796,16112,20688,13,0,209456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127348,0.0,0.0,0.0,0.0,0.0,0.0,441,169,2.804541172060041,9.937309101011639,9.687319614958344,9.189729418072059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,25,1.0,0.0,1.0,0.0,9796,21483,6649,12,0,257796,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,625,144,2.951448437556569,8.802221746402456,9.97501720367505,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,30,1.0,0.0,1.0,0.0,9796,25064,29554,12,0,300768,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,0.0,0,117552,0.0,0.0,0.0,9796.0,0.0,0.0,900,144,3.103578458323443,10.293974377463579,10.129187832632027,9.189729418072059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,1.0,0.0,0.0,0.0,9913,10741,15619,12,0,128892,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,0,118956,0.0,0.0,0.0,0.0,0.0,0.0,676,144,2.984302588322599,9.656243400857722,9.281823473598047,9.201602306032898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,9951,14322,14777,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119412,0.0,0.0,0.0,0.0,0.0,0.0,484,144,2.8438752934370206,9.600827196903634,9.569552095566886,9.205428327615163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,47,0.0,0.0,1.0,0.0,9968,10523,11283,12,0,126276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119616,0.0,0.0,0.0,9968.0,0.0,0.0,2209,144,3.4717809750423445,9.331052447138447,9.261318616740812,9.207135241027235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,9992,15754,19949,12,0,189048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119904,0.0,0.0,0.0,0.0,0.0,0.0,484,144,2.8438752934370206,9.90093429574841,9.664849580263269,9.209540051805414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,31,1.0,0.0,1.0,0.0,10188,8951,9605,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0,122256,0.0,0.0,0.0,10188.0,0.0,0.0,961,144,3.1307778637568613,9.170039075202657,9.099520536870939,9.228965836099349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,35,0.0,0.0,1.0,0.0,10188,9309,11821,12,0,111708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122256,0.0,0.0,0.0,10188.0,0.0,0.0,1225,144,3.231024291743388,9.377632889750377,9.13873695311649,9.228965836099349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,49,0.0,0.0,1.0,0.0,10231,11082,6537,12,0,132984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122772,0.0,0.0,0.0,10231.0,0.0,0.0,2401,144,3.5055021227789065,8.78523362361273,9.313077449427295,9.23317760587894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,1.0,0.0,0.0,0.0,10246,15396,12486,13,0,200148,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,0.0,0,133198,0.0,0.0,0.0,0.0,0.0,0.0,625,169,2.951448437556569,9.43236329562169,9.641863014403636,9.234642664499148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,10290,10562,9221,12,0,126744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,123480,0.0,0.0,0.0,10290.0,0.0,0.0,529,144,2.8813672520662377,9.129238770539141,9.26501793326688,9.238927828828094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
