treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,educsq,ageboxcox,lnre78,lnre75,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17
0.0,25,0.0,0.0,0.0,0.0,17414,5030,17,0,296038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,289,2.780526107090586,8.523175263093785,9.765029759388561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,21,0.0,0.0,1.0,0.0,6803,7388,12,0,81636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.6503439093087704,8.90761234131913,8.825118970345061,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,10741,9014,12,0,128892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,144,2.864015335733844,9.106534203250593,9.281823473598047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,0.0,1.0,0.0,6266,15244,12,0,75192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,144,2.613533596593013,9.63194126199375,8.742893471512136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,36,0.0,0.0,0.0,0.0,4833,5319,16,0,77328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296,256,3.046039491196921,8.579040594742317,8.483222671845084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,19,1.0,0.0,0.0,0.0,8056,12117,12,0,96672,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,361,144,2.5746536781438683,9.402364704231523,8.994172434398399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,3043,10048,12,0,36516,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,2.6503439093087704,9.21512888870798,8.02059914989697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,47,0.0,0.0,1.0,0.0,9513,5319,12,0,114156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209,144,3.2345463792259843,8.579040594742317,9.160414563206457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,4833,33987,16,0,77328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,256,2.7502356495289546,10.433733377541598,8.483222671845084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,24,1.0,0.0,1.0,0.0,8951,17732,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,576,144,2.7502356495289546,9.783126195864945,9.099520536870939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,10562,30101,17,0,179554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,289,2.780526107090586,10.31231367277647,9.26501793326688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,21,0.0,0.0,1.0,0.0,10562,16993,16,0,168992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,256,2.6503439093087704,9.740556773534106,9.26501793326688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,31,1.0,0.0,1.0,0.0,11064,15959,12,0,132768,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,961,144,2.9382499464245244,9.677778212399186,9.311451873344595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,13427,31032,14,0,187978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,196,2.8095199364738797,10.342774209119803,9.505022884072709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,22,1.0,0.0,0.0,0.0,10367,5763,12,0,124404,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,144,2.6852857884380423,8.659213451436667,9.246382963323112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,1.0,0.0,0.0,0.0,12532,14777,13,0,162916,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,0.0,400,169,2.613533596593013,9.600827196903634,9.436040652072082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,20,0.0,1.0,1.0,0.0,10025,27337,13,0,130325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,169,2.613533596593013,10.215996374922929,9.21283725217477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,0,26007,14,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,729,196,2.8373194164728255,10.16612101153675,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,26,0.0,0.0,0.0,0.0,11637,10344,12,0,139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,144,2.8095199364738797,9.244161920451694,9.361944956108077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,5370,0,17,0,91290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,289,2.7185327881881753,-inf,8.58858318750291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,23,1.0,0.0,0.0,0.0,12532,14186,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,144,2.7185327881881753,9.560010841762033,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,1.0,0.0,0.0,0.0,4475,0,12,0,53700,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,144,2.6852857884380423,-inf,8.406261630708956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,11458,11208,12,0,137496,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,2.6503439093087704,9.324383088016843,9.346443454968522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,12532,25121,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.6503439093087704,10.131459428706979,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,7877,13742,14,0,110278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,196,2.864015335733844,9.528212115591021,8.971702399703325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,27,1.0,0.0,1.0,0.0,0,8275,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,12.0,0.0,729,144,2.8373194164728255,9.020994200245264,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,0.0,0.0,1790,0,14,0,25060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,196,2.780526107090586,-inf,7.489970898834801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,30,0.0,0.0,1.0,0.0,3222,3250,12,0,38664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,144,2.914411802019027,8.086410275323782,8.07775756373692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,1.0,0.0,4096,24514,13,0,53248,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,169,2.8373194164728255,10.10699966190111,8.317766166719343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,6266,17363,13,0,81458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,169,2.6852857884380423,9.762096784344138,8.742893471512136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,14143,22165,16,0,226288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,256,2.7185327881881753,10.006269747179154,9.5569750810205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,24,1.0,0.0,1.0,0.0,14322,26599,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,576,144,2.7502356495289546,10.188628900078157,9.569552095566886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,0.0,0.0,15217,17732,13,0,197821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,169,2.5746536781438683,9.783126195864945,9.630168502920114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,11407,17141,14,0,159698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,196,2.6503439093087704,9.749228533507058,9.341982481027898,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,29,0.0,0.0,1.0,0.0,7161,8866,17,0,121737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,289,2.889688641163886,9.089979015305,8.87640491500694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,27,0.0,0.0,1.0,0.0,11637,25121,16,0,186192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,256,2.8373194164728255,10.131459428706979,9.361944956108077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28,0.0,0.0,1.0,0.0,15217,9161,15,0,228255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,225,2.864015335733844,9.122710622015209,9.630168502920114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,26,0.0,0.0,1.0,0.0,0,2955,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,676,144,2.8095199364738797,7.991253929840199,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,54,0.0,0.0,1.0,0.0,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2916,144,3.3308631298510063,-inf,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,28,1.0,0.0,0.0,0.0,0,12708,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,784,225,2.864015335733844,9.449986995389407,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,27,0.0,0.0,1.0,0.0,10741,18471,15,0,161115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,225,2.8373194164728255,9.82395721357932,9.281823473598047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,26,0.0,0.0,0.0,0.0,5729,9605,13,0,74477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,169,2.8095199364738797,9.170039075202657,8.653296274408579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,7934,0,12,0,95208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.6503439093087704,-inf,8.978912601074276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,53,1.0,0.0,1.0,0.0,8421,8127,14,0,117894,0.0,0.0,0.0,0.0,0.0,0.0,53.0,14.0,0.0,2809,196,3.3179681596281756,9.002947130753205,9.038483865029992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,21,0.0,0.0,1.0,0.0,12743,11082,13,0,165659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,169,2.6503439093087704,9.313077449427295,9.452737380212278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,3759,16254,13,0,48867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,169,2.6852857884380423,9.69609431131315,8.231908243564177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,27,0.0,0.0,0.0,0.0,0,0,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,256,2.8373194164728255,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,37,0.0,1.0,1.0,0.0,179,11821,15,0,2685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369,225,3.0656274830995436,9.377632889750377,5.187385805840755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,33,0.0,0.0,0.0,0.0,3580,16254,13,0,46540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089,169,2.9835005611354375,9.69609431131315,8.183118079394745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,19,1.0,0.0,0.0,0.0,3759,3694,12,0,45108,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,361,144,2.5746536781438683,8.214465160759186,8.231908243564177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,4475,15663,12,0,53700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,144,2.864015335733844,9.659056522078663,8.406261630708956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,32,1.0,0.0,1.0,0.0,5370,8866,12,0,64440,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,0.0,1024,144,2.9612618143079734,9.089979015305,8.58858318750291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,0.0,0.0,5370,5910,12,0,64440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,144,2.7502356495289546,8.684401110400144,8.58858318750291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,7497,17732,12,0,89964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,144,2.6852857884380423,9.783126195864945,8.922258219503062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,1.0,0.0,1.0,0.0,8951,20688,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,400,144,2.613533596593013,9.937309101011639,9.099520536870939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,8951,12058,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,2.7185327881881753,9.397483619049352,9.099520536870939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,1.0,0.0,8951,2210,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,729,144,2.8373194164728255,7.700747794511798,9.099520536870939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,12532,21870,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,144,2.7185327881881753,9.992871113670814,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,1.0,1.0,0.0,12532,13299,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,144,2.5746536781438683,9.495444123413163,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,0.0,0.0,0.0,0.0,14322,16254,14,0,200508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,196,2.8373194164728255,9.69609431131315,9.569552095566886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,22,0.0,0.0,1.0,0.0,16112,16254,16,0,257792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,256,2.6852857884380423,9.69609431131315,9.687319614958344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,42,0.0,0.0,1.0,0.0,16112,15516,12,0,193344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764,144,3.1555956891389783,9.649627028559857,9.687319614958344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,17491,2216,13,0,227383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,169,2.613533596593013,7.703459047867175,9.769441741907062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,29,0.0,0.0,0.0,0.0,0,0,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,169,2.889688641163886,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,13427,4433,12,0,161124,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,144,2.7185327881881753,8.396831834745054,9.505022884072709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,9309,11963,12,0,111708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,144,2.5746536781438683,9.389573832170905,9.13873695311649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,13092,10583,12,0,157104,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,2.6503439093087704,9.267004219093725,9.47975663562107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,13606,11969,12,0,163272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,144,2.8095199364738797,9.39007525287337,9.518266150905006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,0.0,0.0,22379,27337,16,0,358064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,256,2.6503439093087704,10.215996374922929,10.015878298115155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,24,1.0,0.0,1.0,0.0,15416,8335,12,0,184992,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,576,144,2.7502356495289546,9.028218795184895,9.643161210094203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,5908,14481,12,0,70896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,144,2.889688641163886,9.580592724328602,8.68406264365127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,1.0,0.0,1.0,0.0,8593,10344,12,0,103116,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,676,144,2.8095199364738797,9.244161920451694,9.058703197313223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,10398,13003,14,0,145572,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,529,196,2.7185327881881753,9.47293537905132,9.24936875894366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,25,0.0,0.0,0.0,0.0,9130,15811,12,0,109560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,144,2.780526107090586,9.668461179310146,9.119320973589014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,5729,18096,12,0,68748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.6503439093087704,9.803446198355902,8.653296274408579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,1.0,0.0,0.0,0.0,6266,10344,12,0,75192,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,625,144,2.780526107090586,9.244161920451694,8.742893471512136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,9939,15486,12,0,119268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,144,2.6852857884380423,9.647691668946669,9.204221690968005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,22,0.0,0.0,1.0,0.0,10741,19653,12,0,128892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,144,2.6852857884380423,9.885985277399985,9.281823473598047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,12174,18471,12,0,146088,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,144,2.7185327881881753,9.82395721357932,9.40705780905387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,18,0.0,0.0,0.0,0.0,14322,22165,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,144,2.5334692314452525,10.006269747179154,9.569552095566886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,27,1.0,0.0,0.0,0.0,14322,19210,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,729,144,2.8373194164728255,9.863186255762603,9.569552095566886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,14859,5578,12,0,178308,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,2.6503439093087704,8.626585568187433,9.606361021256347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,16112,26599,12,0,193344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,144,2.780526107090586,10.188628900078157,9.687319614958344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,17903,28224,13,0,232739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,169,2.6503439093087704,10.247927958806518,9.792723575551273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,44758,0,12,0,537096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,144,2.8373194164728255,-inf,10.7090254786751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,7161,10416,12,0,85932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,2.7185327881881753,9.251098364448351,8.87640491500694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,14995,17732,12,0,179940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.6503439093087704,9.783126195864945,9.61547209118311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,12532,8866,14,0,175448,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,529,196,2.7185327881881753,9.089979015305,9.436040652072082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,23,1.0,0.0,0.0,0.0,16490,19210,16,0,263840,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,0.0,529,256,2.7185327881881753,9.863186255762603,9.710509415553645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,31,0.0,0.0,1.0,0.0,29465,39817,17,0,500905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,289,2.9382499464245244,10.592049235754445,10.290958397272014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,27,1.0,0.0,1.0,0.0,5370,6649,12,0,64440,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,729,144,2.8373194164728255,8.802221746402456,8.58858318750291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,1.0,0.0,7161,7388,12,0,85932,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,2.6503439093087704,8.90761234131913,8.87640491500694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,1.0,0.0,1.0,0.0,8271,10403,12,0,99252,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,144,2.7185327881881753,9.249849505070895,9.020510699691906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,1.0,0.0,5550,11526,12,0,66600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,144,2.5746536781438683,9.352360631996612,8.62155320674048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,46,0.0,0.0,1.0,0.0,8504,10376,12,0,102048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116,144,3.2195147043484384,9.24725072599628,9.048291920021784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,2864,2216,12,0,34368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,144,2.7502356495289546,7.703459047867175,7.9599745280805365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,1.0,0.0,0.0,0,8275,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400,169,2.613533596593013,9.020994200245264,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,24,0.0,0.0,1.0,0.0,5370,22904,17,0,91290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,289,2.7502356495289546,10.039066846777951,8.58858318750291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,23,0.0,0.0,1.0,0.0,9130,11821,12,0,109560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,2.7185327881881753,9.377632889750377,9.119320973589014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,34,0.0,0.0,1.0,0.0,9166,23475,12,0,109992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,144,3.0050144395644343,10.063691304076464,9.123256265069069,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,35,0.0,0.0,1.0,0.0,9313,11821,12,0,111756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225,144,3.025847380557263,9.377632889750377,9.139166552521658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,23,0.0,0.0,0.0,0.0,11834,16846,12,0,142008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,2.7185327881881753,9.73186851887531,9.378732023236639,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,5370,9900,14,0,75180,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,441,196,2.6503439093087704,9.20029003612268,8.58858318750291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,21,0.0,1.0,1.0,0.0,8772,10512,12,0,105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,144,2.6503439093087704,9.260272740724393,9.079320109537779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,1.0,0.0,0,13299,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,676,144,2.8095199364738797,9.495444123413163,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
