treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,educsq,ageboxcox,lnre78,lnre75,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,education_18
0.0,28,0.0,0.0,1.0,1.0,3775,500,11,0,41525,0.0,0.0,0.0,3775.0,0.0,11.0,0.0,0.0,0.0,784,121,4.441422282762017,6.214608098422191,8.236155661683124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,17,0.0,0.0,0.0,1.0,114,2222,11,0,1254,0.0,0.0,0.0,114.0,0.0,11.0,0.0,0.0,0.0,289,121,3.611529515721841,7.706162970199576,4.736198448394496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,51,0.0,0.0,1.0,0.0,22275,25564,12,0,267300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601,144,5.5333800743957395,10.148940390770173,10.01122025233901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,32,0.0,1.0,1.0,0.0,21303,25208,12,0,255636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,144,4.67533385715455,10.13491668343711,9.966603186850204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,3591,7313,12,0,43092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,144,4.502394833016174,8.89740886527095,8.186185994226083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,50,0.0,0.0,1.0,1.0,25243,25564,11,0,277673,0.0,0.0,0.0,25243.0,0.0,11.0,0.0,0.0,0.0,2500,121,5.495567135613508,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,42,0.0,0.0,0.0,0.0,2246,0,12,0,26952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764,144,5.167917773385796,-inf,7.716906135298388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,9805,0,12,0,117660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,4.106087574170275,-inf,9.190647738630446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,20907,16096,12,0,250884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,144,4.67533385715455,9.686326072899465,9.947839310106628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,28,0.0,0.0,0.0,0.0,6803,0,12,0,81636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,144,4.441422282762017,-inf,8.825118970345061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,26,0.0,1.0,1.0,1.0,0,542,11,1,0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,676,121,4.313810477859777,6.295266001439646,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,23,0.0,1.0,1.0,0.0,25243,0,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,4.106087574170275,-inf,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,862,4316,12,0,10344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,144,3.8743584652731844,8.370084326378025,6.759255270663693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,28,0.0,0.0,1.0,0.0,3082,12882,12,0,36984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,144,4.441422282762017,9.463586267106836,8.033334015880062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,35,0.0,1.0,1.0,0.0,12372,17354,12,0,148464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225,144,4.83522413251897,9.761578306353435,9.423191133804961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,47,1.0,0.0,0.0,1.0,0,10364,8,1,0,0.0,1.0,0.0,0.0,1.0,8.0,47.0,8.0,0.0,2209,64,5.378209281310344,9.246093541682,-inf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,44,1.0,0.0,1.0,1.0,11971,19989,6,0,71826,0.0,0.0,0.0,11971.0,0.0,6.0,44.0,6.0,0.0,1936,36,5.25441988382463,9.902937401230647,9.39024233725137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,37,1.0,0.0,1.0,0.0,7367,12203,15,0,110505,0.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,0.0,1369,225,4.935568135070046,9.40943710213184,8.904765846682814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,55,0.0,0.0,1.0,0.0,9809,8916,12,0,117708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025,144,5.678699621919348,9.095602694505759,9.191055610564316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,35,0.0,0.0,1.0,0.0,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1225,144,4.83522413251897,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,26,0.0,1.0,1.0,1.0,10437,11996,7,0,73059,0.0,0.0,0.0,10437.0,0.0,7.0,0.0,0.0,0.0,676,49,4.313810477859777,9.392328539868899,9.253112463820052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,26,0.0,1.0,1.0,1.0,1459,769,5,0,7295,0.0,0.0,0.0,1459.0,0.0,5.0,0.0,0.0,0.0,676,25,4.313810477859777,6.645090969505644,7.285506548522785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,20,0.0,1.0,0.0,0.0,5156,8548,13,0,67028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,169,3.8743584652731844,9.053452616439039,8.547916364059079,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,18,0.0,1.0,0.0,1.0,7019,762,9,0,63171,0.0,0.0,0.0,7019.0,0.0,9.0,0.0,0.0,0.0,324,81,3.703165208990785,6.635946555686647,8.856376036730422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,17,0.0,1.0,0.0,1.0,2696,13583,10,0,26960,0.0,0.0,0.0,2696.0,0.0,10.0,0.0,0.0,0.0,289,100,3.611529515721841,9.51657428982249,7.899524472032198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,46,0.0,0.0,1.0,1.0,8006,0,9,0,72054,0.0,0.0,0.0,8006.0,0.0,9.0,0.0,0.0,0.0,2116,81,5.337698554227474,-inf,8.987946539552519,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,45,0.0,0.0,1.0,0.0,20934,11631,12,0,251208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,144,5.296445606698071,9.36142922633904,9.949129910414829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,37,0.0,0.0,1.0,0.0,12218,12146,12,0,146616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369,144,4.935568135070046,9.40475517645752,9.410665553209713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,17,0.0,0.0,0.0,1.0,105,7415,10,0,1050,0.0,0.0,0.0,105.0,0.0,10.0,0.0,0.0,0.0,289,100,3.611529515721841,8.911260254572033,4.653960350157523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,24,0.0,0.0,0.0,0.0,12073,14904,13,0,156949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,169,4.177720095722324,9.609384912281424,9.398726833332388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,2227,799,12,0,26724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,144,4.67533385715455,6.683360945766275,7.708410667257367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,31,1.0,0.0,1.0,1.0,12380,14072,6,0,74280,0.0,0.0,0.0,12380.0,0.0,6.0,31.0,6.0,0.0,961,36,4.6192508626288165,9.551942286417393,9.423837546238587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,18,1.0,0.0,0.0,1.0,841,7933,11,0,9251,0.0,0.0,0.0,841.0,0.0,11.0,18.0,11.0,0.0,324,121,3.703165208990785,8.978786553302003,6.734591659972948,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,17,1.0,0.0,0.0,1.0,2286,1613,7,0,16002,0.0,0.0,0.0,2286.0,0.0,7.0,17.0,7.0,0.0,289,49,3.611529515721841,7.385851078125209,7.734558844354756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,144,4.67533385715455,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,38,0.0,0.0,1.0,1.0,25243,19584,10,0,252430,0.0,0.0,0.0,25243.0,0.0,10.0,0.0,0.0,0.0,1444,100,4.984051275128488,9.882468185312053,10.136304168546024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,18,0.0,0.0,0.0,0.0,5218,14128,12,0,62616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,144,3.703165208990785,9.555913922843741,8.559869465696673,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,52,0.0,0.0,1.0,1.0,25243,25564,11,0,277673,0.0,0.0,0.0,25243.0,0.0,11.0,0.0,0.0,0.0,2704,121,5.570578851872717,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,18,0.0,0.0,0.0,0.0,1131,4736,12,0,13572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,144,3.703165208990785,8.462948176563842,7.030857476116121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,14945,12336,12,0,179340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,144,3.8743584652731844,9.42027709580311,9.612132074718039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,48,0.0,0.0,1.0,1.0,10351,0,9,0,93159,0.0,0.0,0.0,10351.0,0.0,9.0,0.0,0.0,0.0,2304,81,5.418006515669491,-inf,9.24483841238375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,49,0.0,0.0,1.0,0.0,594,396,12,0,7128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401,144,5.457117302610669,5.981414211254481,6.386879319362645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,15334,8207,12,0,184008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,144,3.8743584652731844,9.012742727629712,9.63782786411884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,51,0.0,0.0,1.0,0.0,12396,2523,15,0,185940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601,225,5.5333800743957395,7.833203948641057,9.42512911890764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,43,0.0,0.0,0.0,0.0,20466,25564,13,0,266058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849,169,5.21158884271324,10.148940390770173,9.9265202516467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,16,0.0,0.0,0.0,1.0,415,2395,9,0,3735,0.0,0.0,0.0,415.0,0.0,9.0,0.0,0.0,0.0,256,81,3.515276245051319,7.781138509845015,6.028278520230698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,36,0.0,0.0,1.0,1.0,9435,10131,4,0,37740,0.0,0.0,0.0,9435.0,0.0,4.0,0.0,0.0,0.0,1296,16,4.885978119627811,9.223355309053677,9.152181457802651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,51,1.0,0.0,1.0,0.0,14660,25564,14,0,205240,0.0,0.0,0.0,0.0,0.0,0.0,51.0,14.0,0.0,2601,196,5.5333800743957395,10.148940390770173,9.592877975440642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,21,1.0,0.0,0.0,0.0,11662,14218,12,0,139944,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,144,3.9546477265588305,9.562264046489428,9.364090971782101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,21,0.0,0.0,1.0,0.0,13354,21864,13,0,173602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,169,3.9546477265588305,9.992596727607904,9.499571244417814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,40,0.0,0.0,1.0,0.0,24670,9150,17,0,419390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,289,5.077904651415065,9.121509158269568,10.113343209523402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,45,0.0,0.0,1.0,1.0,13185,8443,11,0,145035,0.0,0.0,0.0,13185.0,0.0,11.0,0.0,0.0,0.0,2025,121,5.296445606698071,9.0410929746695,9.486835098787386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,41,0.0,0.0,1.0,1.0,0,0,7,1,0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,1681,49,5.123369598862009,-inf,-inf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,18,0.0,0.0,0.0,0.0,7034,7967,12,0,84408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,144,3.703165208990785,8.983063289380366,8.858510813033927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,17,0.0,0.0,0.0,1.0,3424,7378,11,0,37664,0.0,0.0,0.0,3424.0,0.0,11.0,0.0,0.0,0.0,289,121,3.611529515721841,8.906257878156621,8.138564737261632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,22,0.0,0.0,0.0,0.0,16843,18115,13,0,218959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,169,4.031805260868567,9.804495603329178,9.731690419198387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,26,0.0,0.0,0.0,0.0,0,0,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,144,4.313810477859777,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,25,0.0,0.0,0.0,0.0,11681,12375,16,0,186896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,256,4.246902063237979,9.423433587436891,9.365718869155696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,29,0.0,0.0,0.0,1.0,14464,21335,10,0,144640,0.0,0.0,0.0,14464.0,0.0,10.0,0.0,0.0,0.0,841,100,4.502394833016174,9.9681041956221,9.579418082631959,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,36,0.0,0.0,1.0,0.0,19303,25564,12,0,231636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296,144,4.885978119627811,10.148940390770173,9.868015803227875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,50,1.0,0.0,1.0,1.0,24144,20160,10,0,241440,0.0,0.0,0.0,24144.0,0.0,10.0,50.0,10.0,0.0,2500,100,5.495567135613508,9.911455722185305,10.09179118100763,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,29,0.0,0.0,1.0,1.0,10951,0,8,0,87608,0.0,0.0,0.0,10951.0,0.0,8.0,0.0,0.0,0.0,841,64,4.502394833016174,-inf,9.301186055275759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,25,0.0,0.0,1.0,0.0,21215,24151,16,0,339440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,256,4.246902063237979,10.092081066090932,9.962463757636426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,27,0.0,0.0,1.0,0.0,15543,20309,16,0,248688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,256,4.378603334624191,9.91881941653311,9.651365655482898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,47,0.0,0.0,1.0,1.0,18793,7175,6,0,112758,0.0,0.0,0.0,18793.0,0.0,6.0,0.0,0.0,0.0,2209,36,5.378209281310344,8.878358040627822,9.8412397390566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,24,0.0,0.0,0.0,0.0,15989,11764,12,0,191868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,144,4.177720095722324,9.372799299673886,9.67965626478542,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,49,0.0,0.0,1.0,0.0,23308,24635,12,0,279696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401,144,5.457117302610669,10.111923474978063,10.056551928262964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,7755,16343,12,0,93060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,144,3.8743584652731844,9.701554950093058,8.956093075610639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,32,0.0,0.0,1.0,0.0,23830,25564,18,0,428940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,324,4.67533385715455,10.148940390770173,10.078700570092789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,23,0.0,0.0,1.0,0.0,13357,10159,12,0,160284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,4.106087574170275,9.226115291091546,9.499795870977106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,41,0.0,0.0,0.0,0.0,19326,15783,12,0,231912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,144,5.123369598862009,9.666688690398917,9.869206618559254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,29,0.0,0.0,0.0,0.0,17840,18109,14,0,249760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,196,4.502394833016174,9.804164331241342,9.789198406134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,30,0.0,0.0,1.0,0.0,17840,19346,12,0,214080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,144,4.561636201904492,9.870240958742492,9.789198406134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,45,0.0,0.0,1.0,0.0,25243,15864,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,144,5.296445606698071,9.671807670199632,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,17,0.0,0.0,0.0,1.0,0,12412,11,1,0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,289,121,3.611529515721841,9.42641902556827,-inf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,26,0.0,0.0,0.0,0.0,11513,12472,16,0,184208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,256,4.313810477859777,9.431241410737613,9.351232110673664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,46,0.0,0.0,1.0,1.0,11162,12439,10,0,111620,0.0,0.0,0.0,11162.0,0.0,10.0,0.0,0.0,0.0,2116,100,5.337698554227474,9.428591977209965,9.320270431348378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,32,0.0,1.0,1.0,0.0,24677,19117,12,0,296124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,144,4.67533385715455,9.858333270529018,10.113626914715084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,144,4.6192508626288165,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,5254,437,15,0,78810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,225,4.106087574170275,6.07993319509559,8.566744970245486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,20,0.0,0.0,1.0,0.0,10235,17177,14,0,143290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,196,3.8743584652731844,9.751326558637025,9.23356849809539,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,28,0.0,0.0,0.0,0.0,4450,100,17,0,75650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,289,4.441422282762017,4.605170185988092,8.400659375160286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,26,0.0,0.0,1.0,0.0,16478,23834,16,0,263648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,256,4.313810477859777,10.07886841165075,9.709781436875536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,37,1.0,0.0,1.0,1.0,9708,9909,8,0,77664,0.0,0.0,0.0,9708.0,0.0,8.0,37.0,8.0,0.0,1369,64,4.935568135070046,9.201198714058899,9.180705566846491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,40,0.0,0.0,1.0,0.0,25157,25564,12,0,301884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,144,5.077904651415065,10.148940390770173,10.132891466821151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,9717,15829,13,0,126321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,169,4.106087574170275,9.669598979685738,9.181632207839439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,19,0.0,0.0,0.0,0.0,0,0,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,169,3.7906438013860337,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,31,0.0,0.0,1.0,0.0,25243,24240,14,0,353402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,196,4.6192508626288165,10.09575944018325,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,23,0.0,0.0,0.0,0.0,18356,23761,12,0,220272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,144,4.106087574170275,10.075800860133013,9.817711775514724,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,36,0.0,0.0,1.0,1.0,14324,16634,8,0,114592,0.0,0.0,0.0,14324.0,0.0,8.0,0.0,0.0,0.0,1296,64,4.885978119627811,9.719204072428633,9.569691731118324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,29,0.0,0.0,1.0,0.0,16293,19607,12,0,195516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,144,4.502394833016174,9.883641924315421,9.698490846702954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,35,0.0,0.0,1.0,0.0,25243,25564,12,0,302916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225,144,4.83522413251897,10.148940390770173,10.136304168546024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,55,0.0,0.0,1.0,1.0,14424,14178,5,0,72120,0.0,0.0,0.0,14424.0,0.0,5.0,0.0,0.0,0.0,3025,25,5.678699621919348,9.559446746414963,9.576648764883153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,29,0.0,0.0,1.0,1.0,6337,5151,8,0,50696,0.0,0.0,0.0,6337.0,0.0,8.0,0.0,0.0,0.0,841,64,4.502394833016174,8.546946149565585,8.754160749323518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,36,0.0,0.0,1.0,1.0,16803,16922,8,0,134424,0.0,0.0,0.0,16803.0,0.0,8.0,0.0,0.0,0.0,1296,64,4.885978119627811,9.736369829484445,9.729312720877942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,54,0.0,0.0,1.0,0.0,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2916,144,5.643218794318048,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,50,0.0,0.0,1.0,1.0,10654,0,11,0,117194,0.0,0.0,0.0,10654.0,0.0,11.0,0.0,0.0,0.0,2500,121,5.495567135613508,-inf,9.273690687476945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,27,0.0,0.0,1.0,0.0,152,16518,17,0,2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,289,4.378603334624191,9.712205974370661,5.0238805208462765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,21,0.0,0.0,1.0,0.0,6173,25564,13,0,80249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,169,3.9546477265588305,10.148940390770173,8.727940222393896,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,20,0.0,0.0,0.0,0.0,14868,16342,12,0,178416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,144,3.8743584652731844,9.701493759944652,9.606966531417143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,23,0.0,0.0,1.0,0.0,4563,4679,15,0,68445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,225,4.106087574170275,8.450839690866216,8.425735580927402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,33,0.0,0.0,1.0,1.0,25243,12927,5,0,126215,0.0,0.0,0.0,25243.0,0.0,5.0,0.0,0.0,0.0,1089,25,4.729971912479329,9.467073426283948,10.136304168546024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
