treat,age,agesq,education,educsq,black,hispanic,married,nodegree,lnre74,lnre75,u75,u74,educ_re74,propensity_score,propensity_logit,re78
0.0,24,576,11,121,1.0,0.0,1.0,1.0,8.599141774063405,0.0,1,0,59697,0.4453151191158853,-0.2196180059031374,1329
0.0,43,1849,9,81,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.48334237423868365,-0.06665517067261467,1
0.0,21,441,8,64,1.0,0.0,0.0,1.0,0.0,6.796823718274855,0,1,0,0.4611458419991972,-0.1557306023973288,2305
0.0,23,529,11,121,0.0,1.0,0.0,1.0,8.167919362957816,7.895436006942965,0,0,38786,0.43633370101721936,-0.25605508801409044,8127
0.0,38,1444,16,256,0.0,0.0,1.0,0.0,9.355219633294269,8.971702399703325,0,0,184944,0.4167470585492151,-0.33614149056061493,17732
0.0,25,625,12,144,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4062873931957968,-0.3793346011539397,1
0.0,21,441,12,144,0.0,0.0,0.0,0.0,9.338117741918008,9.176473302464606,0,0,136356,0.4556733317274033,-0.1777733847778122,13299
0.0,39,1521,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.4281804493575516,-0.2892787533260878,1
0.0,27,729,16,256,0.0,0.0,1.0,0.0,9.978177498167572,10.055092136668025,0,0,344816,0.4617968874853789,-0.15311086453404466,27633
0.0,28,784,14,196,0.0,0.0,1.0,0.0,9.28498391497195,9.505022884072709,0,0,150850,0.4311955728794534,-0.27697490915777967,1
0.0,28,784,16,256,0.0,0.0,1.0,0.0,9.720345659358273,9.641863014403636,0,0,266448,0.4322655970498692,-0.2726135016091459,17437
0.0,19,361,9,81,0.0,0.0,1.0,1.0,8.488382109562117,8.713910628493924,0,0,43722,0.46405120564775315,-0.14404372044549127,10639
0.0,41,1681,12,144,0.0,0.0,1.0,0.0,9.320718279445792,9.281823473598047,0,0,134004,0.4856994811321488,-0.057217680599680264,12412
0.0,28,784,15,225,1.0,0.0,0.0,0.0,8.915297945118109,0.0,1,0,111675,0.39456580099347655,-0.42815996262218264,12708
0.0,18,324,11,121,0.0,0.0,0.0,1.0,8.37816098272068,10.381893285046008,0,0,47861,0.4351638383449762,-0.2608131096714539,2364
0.0,30,900,12,144,0.0,0.0,1.0,0.0,8.833025307284364,8.07775756373692,0,0,82284,0.44547902573325726,-0.21895446610567593,3250
0.0,49,2401,12,144,0.0,0.0,1.0,0.0,9.23317760587894,9.313077449427295,0,0,122772,0.4997187254996349,-0.001125098120143742,6537
0.0,23,529,15,225,0.0,0.0,1.0,0.0,9.73831805455974,9.944821416029106,0,0,254325,0.4442176146564503,-0.22406225890800624,25514
0.0,19,361,11,121,0.0,0.0,0.0,1.0,8.0774471493312,9.436040652072082,0,0,35431,0.4311163407958457,-0.27729796193034595,14777
0.0,28,784,16,256,0.0,0.0,1.0,0.0,9.777527425407923,9.687319614958344,0,0,282128,0.43840986770932544,-0.2476180380081997,22165
0.0,24,576,12,144,1.0,0.0,1.0,0.0,8.678801706612651,9.09952053687094,0,0,70524,0.4329993258030247,-0.26962432182258306,17732
0.0,42,1764,13,169,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.4159387292257627,-0.3394679291355762,1
0.0,21,441,12,144,0.0,0.0,1.0,0.0,8.925720273560222,8.978912601074276,0,0,90276,0.4375144978015426,-0.2512555167962935,1
0.0,25,625,16,256,0.0,0.0,1.0,0.0,9.42084437974393,9.518266150905006,0,0,197488,0.4017332200623143,-0.3982485381334341,21427
0.0,44,1936,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.43860419770550196,-0.2468287800602017,1
0.0,35,1225,14,196,0.0,0.0,1.0,0.0,9.831615540298332,9.888018521632196,0,0,260582,0.48556067247304063,-0.05777337423083616,22424
0.0,43,1849,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.4364081928132611,-0.25575221592931313,1
0.0,25,625,16,256,1.0,0.0,1.0,0.0,9.452109387413556,9.812522917162037,0,0,203760,0.4041450689510315,-0.3882233380887117,10521
0.0,33,1089,14,196,0.0,0.0,1.0,0.0,9.554355517768125,9.569552095566886,0,0,197484,0.4570775155425518,-0.17211356075587922,17732
0.0,31,961,12,144,1.0,0.0,1.0,0.0,8.273336598504486,9.822277497110584,0,0,47016,0.4332068221680499,-0.26877920814287176,24973
0.0,34,1156,11,121,0.0,0.0,1.0,1.0,0.0,9.888018521632196,0,1,0,0.4364687661979386,-0.25550594254652564,14777
0.0,25,625,10,100,1.0,0.0,1.0,1.0,8.455743229100015,8.362175469149628,0,0,47020,0.4575062748975335,-0.17038591847178072,4947
0.0,29,841,12,144,1.0,0.0,1.0,0.0,9.18972941807206,9.436040652072082,0,0,117552,0.4579968508746136,-0.16840950334628144,19210
0.0,19,361,12,144,0.0,0.0,1.0,0.0,7.050989447068045,9.058703197313225,0,0,13848,0.40594139944837,-0.3807691557737923,26599
0.0,45,2025,17,289,0.0,0.0,1.0,0.0,9.52617248784431,10.047371422864703,0,0,233138,0.4258962849089079,-0.29861421433702556,6649
0.0,24,576,16,256,0.0,0.0,1.0,0.0,9.595194526180222,9.709295823171686,0,0,235104,0.41506291073436324,-0.3430742008594181,27337
0.0,22,484,12,144,1.0,0.0,0.0,0.0,8.681181041521688,9.246382963323112,0,0,70692,0.43087353561925956,-0.2782880404800479,5763
0.0,43,1849,12,144,1.0,0.0,1.0,0.0,6.572282542694008,7.538494999413465,0,0,8580,0.44020357345013,-0.24033590677315536,5910
0.0,20,400,12,144,0.0,0.0,1.0,0.0,9.18972941807206,9.230535079261704,0,0,117552,0.44727793067522853,-0.21167511782316,29258
0.0,47,2209,17,289,0.0,0.0,1.0,0.0,9.831615540298332,9.21283725217477,0,0,316421,0.46328713742312666,-0.14711621585898516,35465
0.0,23,529,14,196,0.0,0.0,1.0,0.0,9.37203396097417,9.361944956108076,0,0,164570,0.4303931113887397,-0.2802474502126012,25121
0.0,21,441,10,100,0.0,0.0,1.0,1.0,9.52617248784431,9.552510629712032,0,0,137140,0.48889584836583994,-0.04442391091773994,7249
0.0,52,2704,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.45818803632914923,-0.1676393512204979,1
0.0,23,529,11,121,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.42073250535669887,-0.31976711254588996,1
0.0,31,961,13,169,0.0,0.0,1.0,0.0,0.0,10.164273649274849,0,1,0,0.3967450679017824,-0.4190459522696067,39898
0.0,32,1024,16,256,1.0,0.0,1.0,0.0,9.634430944207512,9.888018521632196,0,0,244512,0.42958160636550563,-0.2835583889296764,28076
0.0,32,1024,11,121,1.0,0.0,1.0,1.0,8.783242963740905,0.0,1,0,71764,0.46111175785674685,-0.15586776797961108,930
0.0,21,441,14,196,0.0,0.0,1.0,0.0,8.496582237512113,8.87640491500694,0,0,68572,0.3912961849335758,-0.4418670235982821,17141
0.0,30,900,14,196,0.0,0.0,1.0,0.0,0.0,10.380497827807387,0,1,0,0.37610960955725986,-0.5060940809106197,22165
0.0,23,529,12,144,0.0,0.0,1.0,0.0,9.08704215563169,8.87640491500694,0,0,106080,0.44582439575705085,-0.21755646868800957,10416
0.0,35,1225,17,289,0.0,0.0,1.0,0.0,9.882876598632004,10.7090254786751,0,0,333064,0.44499728926627674,-0.22090480732818354,36943
0.0,39,1521,12,144,0.0,0.0,1.0,0.0,7.91644286012226,8.87640491500694,0,0,32904,0.44157348632783666,-0.2347785786836166,11821
0.0,28,784,12,144,1.0,0.0,0.0,0.0,7.9854843567338225,7.959974528080536,0,0,35256,0.42420591529972673,-0.30553111830633095,1
0.0,28,784,13,169,0.0,0.0,1.0,0.0,10.145256567973505,9.888018521632196,0,0,331110,0.5228197480207394,0.09134244834739502,26599
0.0,19,361,11,121,1.0,0.0,0.0,1.0,7.356918242356021,0.0,1,0,17237,0.42357719070790284,-0.3081056693484546,1
0.0,25,625,16,256,0.0,0.0,1.0,0.0,9.65975856761281,9.630168502920114,0,0,250784,0.4223106466435126,-0.3132951005409281,19062
0.0,36,1296,12,144,1.0,0.0,1.0,0.0,0.0,9.09952053687094,0,1,0,0.4229998382838079,-0.31047075004033514,11821
0.0,24,576,16,256,0.0,0.0,0.0,0.0,9.65419251248905,9.878426121940755,0,0,249392,0.42060969213195676,-0.3202710507299463,19210
0.0,36,1296,12,144,0.0,0.0,1.0,0.0,9.404837504700271,9.544237868224927,0,0,145764,0.48060293450448344,-0.0776272202135024,13299
0.0,26,676,16,256,1.0,0.0,1.0,0.0,9.497247143960212,9.888018521632196,0,0,213168,0.4089773875854447,-0.3681944105136347,19934
0.0,24,576,12,144,1.0,0.0,1.0,0.0,9.020994200245264,9.643161210094204,0,0,99300,0.4443172383960258,-0.22365875056740434,8335
0.0,21,441,12,144,1.0,0.0,1.0,0.0,9.18972941807206,8.3654396361887,0,0,117552,0.4482076351228571,-0.20791522862809877,14777
0.0,31,961,12,144,0.0,0.0,1.0,0.0,9.830540444780064,9.603327958573235,0,0,223116,0.502968755765711,0.011875162613321121,16254
0.0,34,1156,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.41913855373506803,-0.32631071139279755,1
0.0,25,625,16,256,1.0,0.0,1.0,0.0,9.720345659358273,9.74143910058173,0,0,266448,0.42841123477139287,-0.28833622772280826,21870
0.0,36,1296,17,289,0.0,0.0,0.0,0.0,9.681281062043258,10.335042670404032,0,0,272255,0.42294827514128175,-0.3106820163799861,29584
0.0,27,729,17,289,0.0,0.0,1.0,0.0,10.089884128483222,10.00784756786037,0,0,409666,0.4628986294504644,-0.14867876142356465,25860
0.0,26,676,15,225,0.0,0.0,1.0,0.0,9.931686206894806,9.841505760180247,0,0,308580,0.46923780936438514,-0.12320437286523268,23643
0.0,31,961,12,144,0.0,0.0,1.0,0.0,0.0,9.792723575551271,0,1,0,0.414812937409302,-0.34410389584986834,1
0.0,44,1936,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.43860419770550196,-0.2468287800602017,1
0.0,21,441,12,144,1.0,0.0,1.0,0.0,9.1235835080499,8.87640491500694,0,0,110028,0.44526645764254413,-0.2198150104117387,7388
0.0,21,441,13,169,0.0,0.0,1.0,0.0,8.947415950650129,9.452737380212278,0,0,99944,0.42292605142883694,-0.31077307428511436,11082
0.0,20,400,13,169,0.0,1.0,0.0,0.0,9.14889040965996,0.0,1,0,122252,0.43022427986995215,-0.2809361561371656,8275
0.0,21,441,12,144,1.0,0.0,0.0,0.0,8.804024902413179,9.346443454968522,0,0,79932,0.43347259857532044,-0.26769686450271524,11208
0.0,31,961,14,196,0.0,0.0,1.0,0.0,9.452109387413556,9.78267493231938,0,0,178290,0.44632609878394763,-0.21552603943201776,29850
0.0,22,484,11,121,1.0,0.0,0.0,1.0,7.762596048540069,0.0,1,0,25861,0.4298338856793858,-0.28252892532793833,879
0.0,32,1024,12,144,1.0,0.0,1.0,0.0,8.966611387052865,8.58858318750291,0,0,94044,0.4532092939969698,-0.18771207119790415,8866
0.0,28,784,12,144,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.4100834547593659,-0.36362039097145393,1
0.0,33,1089,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.41749457678125607,-0.33306694118223784,1
0.0,44,1936,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.43860419770550196,-0.2468287800602017,1
0.0,21,441,14,196,0.0,0.0,1.0,0.0,9.534740027363126,9.079889942592118,0,0,193648,0.43967391761885627,-0.24248554838660671,591
0.0,26,676,16,256,0.0,0.0,1.0,0.0,9.810330054049878,10.015878298115156,0,0,291536,0.4394827283895198,-0.2432616386502745,18471
0.0,36,1296,9,81,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.4692817521605837,-0.12302793477179884,1
0.0,37,1369,17,289,0.0,0.0,0.0,0.0,9.882876598632004,10.043466862589568,0,0,333064,0.4485761463147734,-0.2064253108199391,22165
0.0,29,841,17,289,0.0,0.0,1.0,0.0,9.99620346103587,9.987460986312309,0,0,373031,0.45117292139829507,-0.19593273291837385,22165
0.0,24,576,12,144,1.0,0.0,1.0,0.0,9.18972941807206,9.569552095566886,0,0,117552,0.4515075607877177,-0.19458137649193688,33987
0.0,24,576,12,144,1.0,0.0,0.0,0.0,8.110727582974489,8.445482343862237,0,0,39960,0.42104968756043054,-0.3184658082969199,11821
0.0,33,1089,16,256,0.0,0.0,1.0,0.0,9.882876598632004,9.869672204041397,0,0,313472,0.45832039392720114,-0.1671062043423227,26599
0.0,24,576,16,256,0.0,0.0,1.0,0.0,10.01391023378622,10.038018445493734,0,0,357360,0.46301965804761597,-0.14819197550265464,29037
0.0,50,2500,14,196,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.414661679657195,-0.3447270474299794,1
0.0,29,841,16,256,0.0,0.0,1.0,0.0,9.497247143960212,8.58858318750291,0,0,213168,0.4128883717268245,-0.3520376991131778,17732
0.0,22,484,12,144,1.0,0.0,1.0,0.0,9.601706555704846,9.594241302168507,0,0,177480,0.4730188459283766,-0.10802955602844316,14038
0.0,20,400,10,100,0.0,0.0,0.0,1.0,7.2305631534092925,8.167068178341237,0,0,13810,0.438998049313348,-0.2452294130887265,9309
0.0,40,1600,10,100,0.0,0.0,1.0,1.0,9.568154666608342,10.092826099237977,0,0,143020,0.5202538853847463,0.08105989746371839,21427
0.0,34,1156,17,289,0.0,0.0,0.0,0.0,9.26672070541229,8.87640491500694,0,0,179860,0.3840603081166884,-0.4723494633103961,5910
0.0,19,361,12,144,0.0,0.0,1.0,0.0,9.32375833901174,9.5569750810205,0,0,134412,0.45302211583462004,-0.18846742534440722,24338
0.0,19,361,13,169,0.0,0.0,0.0,0.0,8.833025307284364,9.630168502920114,0,0,89141,0.4168744044323205,-0.33561760491825426,17732
0.0,27,729,12,144,1.0,0.0,1.0,0.0,9.112396727646056,8.58858318750291,0,0,108804,0.4517423344979615,-0.1936334080962629,6649
0.0,34,1156,12,144,0.0,0.0,1.0,0.0,0.0,9.792723575551271,0,1,0,0.4195830198467176,-0.3244853683054468,63542
0.0,31,961,16,256,0.0,0.0,1.0,0.0,9.374497958142468,9.194820560318146,0,0,188544,0.4063259434548314,-0.37917478849407116,5390
0.0,52,2704,12,144,0.0,0.0,1.0,0.0,0.0,9.97501720367505,0,1,0,0.45864937013542745,-0.1657811646097663,22165
0.0,27,729,14,196,1.0,0.0,1.0,0.0,9.777527425407923,9.687319614958344,0,0,246862,0.4676920471136875,-0.12941212033608152,26599
0.0,26,676,14,196,0.0,0.0,1.0,0.0,9.18972941807206,9.505022884072709,0,0,137144,0.42323346047488364,-0.30951363094309464,20688
0.0,31,961,14,196,0.0,0.0,1.0,0.0,9.452109387413556,9.78267493231938,0,0,178290,0.44632609878394763,-0.21552603943201776,29850
0.0,25,625,12,144,1.0,0.0,1.0,0.0,9.18972941807206,9.97501720367505,0,0,117552,0.45271607079876053,-0.18970258023653455,6649
0.0,22,484,12,144,0.0,0.0,1.0,0.0,9.084323531392696,9.204221690968003,0,0,105792,0.44464564249923705,-0.22232873603354744,15486
0.0,41,1681,11,121,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.44917943329865595,-0.2039866692080773,14481
0.0,42,1764,12,144,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.43426792177680845,-0.2644589311904573,1
0.0,18,324,12,144,0.0,0.0,1.0,0.0,0.0,8.994172434398399,0,1,0,0.39969827699298427,-0.4067224455395321,19210
0.0,44,1936,12,144,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4386050216961642,-0.24682543364167375,1
0.0,23,529,11,121,1.0,0.0,1.0,1.0,9.20833836930551,8.742893471512136,0,0,109780,0.46437541579006225,-0.14274020223365344,10344
0.0,25,625,11,121,1.0,0.0,0.0,1.0,8.307705966549513,9.361944956108076,0,0,44605,0.4409956424081501,-0.23712227422160362,1
0.0,23,529,14,196,1.0,0.0,1.0,0.0,9.097619501912064,9.436040652072082,0,0,125076,0.4150323969023418,-0.34319988436940463,8866
0.0,24,576,16,256,0.0,0.0,1.0,0.0,9.37203396097417,9.687319614958344,0,0,188080,0.39699139692502666,-0.4180168535097371,31032
0.0,27,729,12,144,1.0,0.0,0.0,0.0,9.270776740780011,8.07775756373692,0,0,127476,0.45910090998741365,-0.1639627031532545,8866
0.0,19,361,12,144,0.0,0.0,1.0,0.0,9.18972941807206,9.194820560318146,0,0,117552,0.4463563329453801,-0.2154036937233251,20688
0.0,23,529,12,144,0.0,0.0,0.0,0.0,9.52617248784431,9.281823473598047,0,0,164568,0.4689737536692472,-0.12426464358395713,15959
0.0,42,1764,13,169,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.4159387292257627,-0.3394679291355762,1
0.0,30,900,9,81,0.0,0.0,1.0,1.0,9.40738632416852,9.349493433368758,0,0,109602,0.5034874170365031,0.013949894361877333,12847
