treat,age,agesq,education,educsq,black,hispanic,married,nodegree,re75,u75,propensity_score,propensity_logit,re78
0.0,20,400,12,144,0.0,0.0,1.0,0.0,7293,0,0.5488705548093594,0.19610831363678932,19067
0.0,52,2704,11,121,0.0,0.0,0.0,1.0,23173,0,0.39355156824441,-0.4324075893622122,21427
0.0,47,2209,8,64,0.0,0.0,1.0,1.0,23245,0,0.47500525882450406,-0.10006237055003797,11941
0.0,50,2500,11,121,0.0,0.0,1.0,1.0,20950,0,0.4200507726291264,-0.3225649695096172,23577
0.0,47,2209,11,121,0.0,0.0,0.0,1.0,22801,0,0.4418716524675821,-0.2335694885542949,15966
0.0,39,1521,12,144,1.0,0.0,1.0,0.0,21433,0,0.5644020901718314,0.25904733065071067,22826
0.0,54,2916,11,121,0.0,1.0,1.0,1.0,6686,0,0.39070639274898783,-0.4443439010200724,8145
0.0,20,400,11,121,0.0,0.0,1.0,1.0,14200,0,0.4450030761487437,-0.22088137628457147,18145
0.0,53,2809,8,64,0.0,0.0,1.0,1.0,21818,0,0.41524034303003077,-0.3423434276011129,25564
0.0,20,400,11,121,0.0,1.0,1.0,1.0,12593,0,0.4537908049277616,-0.1853657337718066,11255
0.0,55,3025,12,144,0.0,0.0,1.0,0.0,21802,0,0.4606281609415646,-0.15781407623379384,25564
0.0,55,3025,9,81,0.0,0.0,1.0,1.0,25243,0,0.3768336987475197,-0.5030094466195988,14336
0.0,20,400,11,121,0.0,0.0,1.0,1.0,21709,0,0.441129612917517,-0.23657884147867445,23689
0.0,47,2209,12,144,0.0,0.0,0.0,0.0,22772,0,0.5421601118493277,0.16904183332804118,20363
0.0,48,2304,9,81,0.0,0.0,1.0,1.0,20939,0,0.4547988298218572,-0.1812996572262797,20160
0.0,54,2916,14,196,0.0,0.0,1.0,0.0,23326,0,0.475930280257609,-0.09635335495718357,25564
0.0,50,2500,8,64,0.0,0.0,1.0,1.0,20835,0,0.4486148339220991,-0.20626890725262254,22186
0.0,51,2601,9,81,0.0,0.0,1.0,1.0,23537,0,0.4241971496379184,-0.3055670057044975,25564
0.0,53,2809,8,64,0.0,0.0,1.0,1.0,12256,0,0.4201021203496143,-0.32235419305776286,15233
0.0,50,2500,8,64,0.0,0.0,1.0,1.0,10937,0,0.4537383732845329,-0.18557726915284437,10231
0.0,53,2809,10,100,0.0,0.0,1.0,1.0,7034,0,0.4009208130647351,-0.40162985378230637,13666
0.0,19,361,12,144,0.0,0.0,0.0,0.0,8242,0,0.534803713704409,0.1394403517180609,15368
0.0,50,2500,11,121,0.0,0.0,1.0,1.0,24359,0,0.4183157027141581,-0.32969143892587743,25564
0.0,45,2025,10,100,1.0,0.0,1.0,1.0,15171,0,0.4431600207210342,-0.2283469828986109,25564
0.0,33,1089,9,81,0.0,0.0,1.0,1.0,18828,0,0.5189085406736724,0.07567024926797068,23154
0.0,22,484,13,169,0.0,0.0,1.0,0.0,25243,0,0.5556142687574613,0.22338134292438772,25564
0.0,17,289,11,121,0.0,0.0,0.0,1.0,23897,0,0.4070829643564377,-0.3760374747470285,19247
0.0,46,2116,12,144,0.0,0.0,1.0,0.0,12782,0,0.5597939527511323,0.24032586800516187,15545
0.0,17,289,11,121,0.0,0.0,0.0,1.0,5492,0,0.4164018017472275,-0.3375620656516136,10635
0.0,45,2025,11,121,0.0,0.0,1.0,1.0,21890,0,0.46212889581835814,-0.15177510070399594,25564
0.0,44,1936,10,100,0.0,0.0,1.0,1.0,23034,0,0.4746857091321194,-0.10134381269203843,22278
0.0,38,1444,12,144,1.0,0.0,1.0,0.0,22923,0,0.5665302658258077,0.26770852861262845,25564
0.0,48,2304,10,100,0.0,0.0,1.0,1.0,17378,0,0.44706396261823234,-0.2125406525794935,17583
0.0,32,1024,9,81,0.0,0.0,1.0,1.0,18825,0,0.5180594495390499,0.0722692359730568,12634
0.0,37,1369,8,64,1.0,0.0,1.0,1.0,18302,0,0.5000297746084014,0.00011909843374613985,11613
0.0,55,3025,14,196,0.0,0.0,1.0,0.0,15418,0,0.46702626924612356,-0.13208663016203204,10515
0.0,18,324,10,100,0.0,0.0,0.0,1.0,6239,0,0.4324420251743625,-0.2718946308734543,8866
0.0,23,529,9,81,1.0,0.0,0.0,1.0,11402,0,0.4522424262991066,-0.19161442788764768,15566
0.0,27,729,11,121,1.0,0.0,1.0,1.0,10306,0,0.4635779699796738,-0.1459466298196249,15445
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,16046,0,0.40612413999701846,-0.3800114312222008,25564
0.0,35,1225,10,100,1.0,0.0,1.0,1.0,19953,0,0.4793554465449292,-0.08262518805905501,14752
0.0,42,1764,11,121,0.0,0.0,1.0,1.0,8860,0,0.4871903740639855,-0.05124971822419873,21780
0.0,49,2401,8,64,0.0,0.0,1.0,1.0,23310,0,0.45714769207487066,-0.1718307740754376,25564
0.0,53,2809,12,144,0.0,0.0,1.0,0.0,18658,0,0.48769187500447714,-0.04924244790384996,15059
0.0,24,576,11,121,0.0,0.0,1.0,1.0,8751,0,0.4776204581801448,-0.0895780187419652,8866
0.0,55,3025,7,49,0.0,0.0,1.0,1.0,20851,0,0.4066112075597843,-0.37799235574848555,17729
0.0,55,3025,12,144,0.0,0.0,1.0,0.0,19804,0,0.4616660536358238,-0.15363728365717652,21149
0.0,49,2401,8,64,0.0,0.0,1.0,1.0,11968,0,0.4630374359193301,-0.14812047307243842,25564
0.0,53,2809,10,100,0.0,0.0,1.0,1.0,9304,0,0.3997815837373883,-0.40637525876174607,19680
0.0,50,2500,12,144,0.0,0.0,1.0,0.0,22783,0,0.5190292708407926,0.07615386599751278,25564
0.0,51,2601,8,64,0.0,0.0,1.0,1.0,15081,0,0.4411779233083378,-0.23638288562964635,24203
0.0,16,256,9,81,0.0,1.0,0.0,1.0,4031,0,0.4300372811327218,-0.281699047955551,7314
0.0,49,2401,16,256,0.0,0.0,1.0,0.0,15531,0,0.5515602394090321,0.20697670161702225,14440
0.0,52,2704,13,169,0.0,0.0,1.0,0.0,16687,0,0.5004654149051958,0.0018616601584581687,25564
0.0,19,361,10,100,0.0,0.0,0.0,1.0,5209,0,0.44252852115490093,-0.2309064260451393,21763
0.0,46,2116,12,144,0.0,0.0,1.0,0.0,24706,0,0.5536424833322303,0.21539890369906387,25564
0.0,50,2500,11,121,0.0,0.0,1.0,1.0,13875,0,0.42365798362624446,-0.3077747755759002,21277
0.0,24,576,11,121,1.0,0.0,1.0,1.0,7956,0,0.44907780902571764,-0.20439741820600518,16528
0.0,24,576,12,144,0.0,0.0,1.0,0.0,21238,0,0.5712293839199848,0.28686877066342303,25564
0.0,55,3025,12,144,0.0,1.0,1.0,0.0,14297,0,0.4725354863909716,-0.10996874272158495,10095
0.0,17,289,11,121,0.0,0.0,0.0,1.0,9460,0,0.4143874185779569,-0.3458571171751456,21299
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,7832,0,0.410272214470205,-0.3628401728516637,11447
0.0,55,3025,12,144,0.0,0.0,1.0,0.0,14002,0,0.46468184646409466,-0.1415082793881412,14682
0.0,46,2116,10,100,0.0,0.0,1.0,1.0,9630,0,0.467602418575057,-0.1297721418318035,25484
0.0,53,2809,8,64,0.0,0.0,1.0,1.0,14965,0,0.41872311737814705,-0.32801732173146464,7505
0.0,30,900,11,121,0.0,0.0,1.0,1.0,23657,0,0.4958033705470914,-0.016786912013756646,23580
0.0,37,1369,7,49,1.0,0.0,0.0,1.0,13869,0,0.5138302955311048,0.055335297503360165,15130
0.0,47,2209,8,64,0.0,0.0,1.0,1.0,14571,0,0.4795290774751336,-0.0819294882629621,14740
0.0,48,2304,9,81,0.0,0.0,1.0,1.0,13858,0,0.45847166031473724,-0.16649692037191238,25564
0.0,54,2916,14,196,0.0,0.0,1.0,0.0,19437,0,0.4779584316607289,-0.08822345188888374,20215
0.0,54,2916,10,100,0.0,0.0,1.0,1.0,14028,0,0.38556697668692774,-0.4659850115741131,13741
0.0,48,2304,8,64,0.0,0.0,1.0,1.0,19476,0,0.46835876157996603,-0.1267343111695884,25564
0.0,25,625,12,144,0.0,0.0,0.0,0.0,12428,0,0.5770214608403973,0.3105580167353235,14945
0.0,21,441,10,100,0.0,0.0,1.0,1.0,8709,0,0.46262854137820514,-0.1497651390094562,9293
0.0,23,529,12,144,0.0,0.0,1.0,0.0,7207,0,0.5720005748360317,0.290018143831336,16254
0.0,43,1849,13,169,0.0,0.0,0.0,0.0,20466,0,0.5711490877320525,0.28654094025444315,25564
0.0,54,2916,13,169,0.0,0.0,1.0,0.0,15762,0,0.47673115138507133,-0.09314267481299336,25564
0.0,48,2304,8,64,0.0,0.0,1.0,1.0,11155,0,0.47269235736424176,-0.10933937071411758,13077
0.0,51,2601,10,100,0.0,1.0,1.0,1.0,12480,0,0.4282532354207879,-0.28898148192647893,22210
0.0,18,324,11,121,0.0,0.0,0.0,1.0,8101,0,0.4251540321980959,-0.3016505908624893,16351
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,17913,0,0.40518314660089183,-0.38391437003128215,18244
0.0,52,2704,8,64,0.0,0.0,1.0,1.0,17566,0,0.42892194676825984,-0.286250935881924,18338
0.0,21,441,12,144,0.0,0.0,0.0,0.0,6346,0,0.5531687908863191,0.2134822675375611,21202
0.0,52,2704,7,49,0.0,1.0,1.0,1.0,14514,0,0.4542815977144741,-0.18338583092896116,25564
0.0,48,2304,8,64,1.0,0.0,1.0,1.0,17410,0,0.4405582590816048,-0.2388967019424972,20230
0.0,18,324,12,144,0.0,0.0,0.0,0.0,4081,0,0.5272987923612618,0.10930386373920502,13516
0.0,18,324,9,81,0.0,0.0,0.0,1.0,7565,0,0.4412769084942114,-0.2359813975779286,16293
0.0,24,576,11,121,0.0,0.0,1.0,1.0,9366,0,0.4772996990212508,-0.09086366810864185,20516
0.0,48,2304,11,121,0.0,0.0,1.0,1.0,18039,0,0.4403391036336949,-0.2397859379516531,21391
0.0,53,2809,8,64,0.0,0.0,1.0,1.0,25243,0,0.41350286385235435,-0.34950334480577405,25564
0.0,39,1521,8,64,1.0,0.0,1.0,1.0,25243,0,0.49114780870357294,-0.03541246545035607,25564
0.0,20,400,13,169,1.0,0.0,0.0,0.0,4388,0,0.516768763799339,0.06710022009072782,25564
0.0,43,1849,13,169,0.0,0.0,0.0,0.0,25243,0,0.5687013574471688,0.2765546849298683,25564
0.0,48,2304,9,81,0.0,0.0,1.0,1.0,25243,0,0.4525687711634748,-0.19029711230623986,25564
0.0,52,2704,8,64,0.0,0.0,1.0,1.0,15027,0,0.43022255566032247,-0.2809431899599866,15226
0.0,55,3025,7,49,0.0,0.0,0.0,1.0,9404,0,0.4079510340765038,-0.3724421914886366,9970
0.0,47,2209,10,100,1.0,0.0,1.0,1.0,8360,0,0.4315281636730537,-0.2756189940171798,10004
0.0,53,2809,9,81,0.0,0.0,1.0,1.0,17169,0,0.40513076458015657,-0.3841317184884925,18220
0.0,20,400,11,121,0.0,0.0,1.0,1.0,7437,0,0.4484974629480543,-0.20674341422468098,16794
0.0,51,2601,9,81,0.0,1.0,1.0,1.0,18988,0,0.4344049618166068,-0.2639011510994366,15876
0.0,55,3025,14,196,0.0,0.0,1.0,0.0,23274,0,0.4629407135055518,-0.14850949426708887,19321
0.0,23,529,12,144,0.0,0.0,0.0,0.0,5777,0,0.5682286934866609,0.274627902065172,25564
0.0,50,2500,11,121,0.0,0.0,1.0,1.0,23872,0,0.41856344718637445,-0.3286733718664114,25564
0.0,38,1444,8,64,0.0,0.0,1.0,1.0,20234,0,0.5258060847141375,0.10331614251306215,21517
0.0,20,400,11,121,1.0,0.0,0.0,1.0,8425,0,0.41491831766259984,-0.3436697894632286,9339
0.0,43,1849,10,100,0.0,0.0,1.0,1.0,19206,0,0.48277865239596945,-0.06891264938353225,16921
0.0,55,3025,7,49,0.0,0.0,1.0,1.0,12963,0,0.41059587853198,-0.36150259606662577,12302
0.0,22,484,10,100,0.0,0.0,1.0,1.0,9503,0,0.46999070254650066,-0.12018163606490959,12646
0.0,55,3025,10,100,0.0,0.0,1.0,1.0,25243,0,0.3677934480408456,-0.5416946653788856,25564
0.0,52,2704,11,121,0.0,0.0,1.0,1.0,25243,0,0.39691038908904225,-0.41835525913210136,23290
0.0,46,2116,10,100,1.0,0.0,1.0,1.0,25243,0,0.43072537704431374,-0.2788922483014163,25564
0.0,50,2500,10,100,0.0,0.0,1.0,1.0,13932,0,0.4299560522669929,-0.2820304597082505,16755
0.0,22,484,12,144,1.0,0.0,0.0,0.0,12063,0,0.5290405204862113,0.11629296763814001,25564
0.0,55,3025,10,100,0.0,0.0,1.0,1.0,23127,0,0.36882259978589005,-0.5372711953628085,16779
0.0,30,900,10,100,0.0,0.0,1.0,1.0,22429,0,0.5029108869530198,0.01164367935987575,22366
0.0,53,2809,8,64,0.0,0.0,1.0,1.0,20669,0,0.4158236976143625,-0.33994145829654165,25564
0.0,51,2601,12,144,0.0,0.0,1.0,0.0,22567,0,0.5086148403405333,0.034462771860075826,24800
0.0,51,2601,11,121,0.0,0.0,1.0,1.0,24047,0,0.4082554767247946,-0.3711818463329064,25564
0.0,47,2209,10,100,1.0,0.0,1.0,1.0,20778,0,0.4251716123531817,-0.301578658790169,25564
0.0,22,484,12,144,0.0,0.0,0.0,0.0,20882,0,0.5533803697248659,0.2143383012189084,25564
0.0,45,2025,9,81,0.0,0.0,1.0,1.0,18399,0,0.4800285015582088,-0.07992851899906245,24576
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,14709,0,0.4067984304203531,-0.37721645040391427,15888
0.0,19,361,10,100,0.0,0.0,0.0,1.0,9497,0,0.4403182806471956,-0.23987043333669783,11758
0.0,28,784,11,121,0.0,0.0,1.0,1.0,19557,0,0.4918146450695894,-0.03274434509376135,20089
0.0,19,361,9,81,0.0,0.0,0.0,1.0,4033,0,0.45270115181678516,-0.18976279483835412,12013
0.0,55,3025,10,100,0.0,0.0,1.0,1.0,25243,0,0.3677934480408456,-0.5416946653788856,23108
0.0,51,2601,8,64,0.0,0.0,1.0,1.0,23141,0,0.43702810284893573,-0.25323220903682053,25564
0.0,21,441,9,81,0.0,0.0,0.0,1.0,22312,0,0.46060769533041235,-0.15789644970616654,20465
0.0,17,289,9,81,0.0,1.0,0.0,1.0,10348,0,0.4375752769609175,-0.25100854679309836,10253
0.0,25,625,12,144,0.0,0.0,0.0,0.0,18880,0,0.5737261461580807,0.29707019606248425,8607
0.0,43,1849,12,144,1.0,0.0,1.0,0.0,15751,0,0.5494666234690682,0.19851587012617922,16358
0.0,28,784,10,100,1.0,0.0,1.0,1.0,17606,0,0.47021439184548863,-0.11928366823197516,20116
0.0,38,1444,10,100,0.0,0.0,1.0,1.0,11733,0,0.5077231826678227,0.03089518792401747,15454
0.0,52,2704,10,100,0.0,0.0,1.0,1.0,16193,0,0.4076779706860992,-0.37357288020376517,20247
0.0,51,2601,8,64,0.0,0.0,1.0,1.0,22375,0,0.4374221207721724,-0.2516308961671068,24183
0.0,24,576,11,121,0.0,0.0,1.0,1.0,4065,0,0.4800650735448573,-0.07978199771392333,9333
0.0,54,2916,11,121,0.0,0.0,1.0,1.0,25243,0,0.37395347588342087,-0.5152932943705053,24271
0.0,48,2304,11,121,0.0,0.0,1.0,1.0,21915,0,0.43834323872959385,-0.2478886646918776,25564
0.0,23,529,10,100,1.0,0.0,1.0,1.0,8437,0,0.44875019083730716,-0.20572171550427704,8697
0.0,55,3025,8,64,1.0,0.0,1.0,1.0,25243,0,0.36170217809182353,-0.5679838191650868,25564
0.0,48,2304,9,81,0.0,0.0,1.0,1.0,25243,0,0.4525687711634748,-0.19029711230623986,25564
0.0,53,2809,9,81,0.0,0.0,0.0,1.0,25243,0,0.3966627397759998,-0.41938994656505174,25564
0.0,55,3025,12,144,0.0,0.0,1.0,0.0,17298,0,0.46296830383024556,-0.14839852379881685,25564
0.0,30,900,12,144,0.0,0.0,1.0,0.0,20373,0,0.5969154036059593,0.3926289443214762,24193
0.0,43,1849,12,144,0.0,0.0,1.0,0.0,22855,0,0.5744783023135912,0.30014638852621617,25564
0.0,21,441,11,121,1.0,0.0,1.0,1.0,15411,0,0.42406198867157024,-0.30612039144012815,20880
0.0,19,361,10,100,0.0,0.0,1.0,1.0,10849,0,0.44415468996499613,-0.22431713360207703,11706
0.0,33,1089,8,64,0.0,0.0,1.0,1.0,13964,0,0.5342824608540125,0.1373453408467218,13787
0.0,54,2916,7,49,0.0,0.0,1.0,1.0,21899,0,0.41874720882997835,-0.3279183412665638,25564
0.0,19,361,10,100,0.0,0.0,0.0,1.0,7583,0,0.44130456089982006,-0.23586924164918802,11230
0.0,22,484,15,225,0.0,0.0,1.0,0.0,9291,0,0.5731596043193854,0.2947540567510655,22391
0.0,49,2401,9,81,0.0,0.0,1.0,1.0,16614,0,0.4478553301438545,-0.20933983853422095,13434
0.0,20,400,12,144,0.0,0.0,0.0,0.0,18687,0,0.538401641840734,0.1539096694669522,13142
0.0,55,3025,10,100,1.0,0.0,1.0,1.0,14465,0,0.34623171535880365,-0.6356447353672654,12946
0.0,21,441,10,100,0.0,0.0,0.0,1.0,8036,0,0.458411836748975,-0.16673787926435865,9925
0.0,24,576,12,144,0.0,0.0,1.0,0.0,25243,0,0.5691775508057864,0.27849637112921266,25564
0.0,54,2916,8,64,1.0,0.0,1.0,1.0,23048,0,0.3749285810868892,-0.5111303560715682,25515
0.0,54,2916,8,64,0.0,0.0,1.0,1.0,14233,0,0.40703857687571743,-0.3762213786989744,11526
0.0,24,576,14,196,0.0,0.0,0.0,0.0,17505,0,0.5716716462528807,0.2886746984399044,11669
0.0,18,324,11,121,0.0,0.0,0.0,1.0,7999,0,0.42520614594715467,-0.3014373612114307,13003
0.0,55,3025,12,144,0.0,0.0,1.0,0.0,24165,0,0.45940110444577925,-0.16275389648331623,25564
0.0,34,1156,8,64,0.0,0.0,1.0,1.0,12935,0,0.5350357845734471,0.140373185158183,25564
0.0,51,2601,11,121,0.0,1.0,1.0,1.0,15611,0,0.4203369659041519,-0.32139026963309497,13812
0.0,50,2500,9,81,0.0,0.0,1.0,1.0,25243,0,0.43364601337789505,-0.2669907368619351,25564
0.0,22,484,11,121,0.0,0.0,1.0,1.0,13661,0,0.4613926642276426,-0.15473735368953664,20246
0.0,52,2704,10,100,0.0,0.0,1.0,1.0,16977,0,0.4072822645260108,-0.3752118218354305,25564
0.0,48,2304,9,81,0.0,0.0,1.0,1.0,11794,0,0.4595431005583091,-0.16218215566813976,10734
0.0,53,2809,8,64,0.0,0.0,1.0,1.0,21720,0,0.4152900890092152,-0.34213855989715447,25564
0.0,55,3025,10,100,0.0,0.0,1.0,1.0,13527,0,0.37350660986131334,-0.5172025223220054,14936
0.0,46,2116,8,64,0.0,0.0,1.0,1.0,18046,0,0.4857105182863301,-0.05717349586687687,20284
0.0,18,324,11,121,1.0,0.0,0.0,1.0,4139,0,0.39894822826977094,-0.4098494187098393,8372
0.0,52,2704,12,144,1.0,0.0,1.0,0.0,20660,0,0.4693621328792582,-0.1227051969262665,13125
