,treat,education*,black,hispanic,married,nodegree,propensity_score,propensity_logit,re78
391,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
392,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
393,0.0,14,0.0,1.0,0.0,0.0,0.0,0.0,3657
394,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
395,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,2659
396,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
397,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,14777
398,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,5319
399,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
400,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,26599
401,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,7388
402,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,10344
403,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
404,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,19210
405,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,20688
406,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,36943
407,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,11821
408,0.0,13,1.0,0.0,1.0,0.0,0.0,0.0,20688
409,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
410,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,29554
411,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,17732
412,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,17732
413,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,17732
414,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
415,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,63542
416,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,63542
417,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,22165
418,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,17732
419,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,29554
420,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,1220
421,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,22313
422,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,20688
423,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,22165
424,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,32509
425,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,28076
426,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,36898
427,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,39898
428,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,29554
429,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,23643
430,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,31032
431,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
432,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,22165
433,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,41376
434,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,39898
435,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,81274
436,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,18609
437,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,5910
438,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,10344
439,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,2305
440,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0
441,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,3250
442,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
443,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,5910
444,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,26599
445,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,1152
446,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,1152
447,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,0
448,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,2955
449,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,24825
450,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,4363
451,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,11082
452,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,4728
453,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,4728
454,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,2955
455,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,22165
456,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,4137
457,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,1477
458,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,1152
459,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,21427
460,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,5024
461,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,0
462,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,11378
463,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,2770
464,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,14777
465,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,17732
466,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,25860
467,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
468,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,25860
469,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,6992
470,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11821
471,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
472,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0
473,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,23643
474,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,20688
475,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,9974
476,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,11821
477,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,5910
478,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,24382
479,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,11821
480,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,1090
481,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,19210
482,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,13299
483,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,17732
484,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,8866
485,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,9752
486,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,39898
487,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,24973
488,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,9457
489,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,4433
490,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,22476
491,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,16254
492,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,23052
493,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0
494,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0
495,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,26599
496,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,23643
497,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0
498,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
499,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,33987
500,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,17141
501,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,17732
502,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,5172
503,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,5030
504,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,7388
505,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,9014
506,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,15244
507,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,5319
508,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,12117
509,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,10048
510,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,5319
511,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,33987
512,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,17732
513,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,30101
514,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,16993
515,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,15959
516,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,31032
517,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,5763
518,0.0,13,1.0,0.0,0.0,0.0,1.0,0.0,14777
519,0.0,13,0.0,1.0,1.0,0.0,0.0,0.0,27337
520,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,26007
521,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,10344
522,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
523,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,14186
524,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
525,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,11208
526,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,25121
527,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,13742
528,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,8275
529,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0
530,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,3250
531,0.0,13,1.0,0.0,1.0,0.0,0.0,0.0,24514
532,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,17363
533,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,22165
534,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,26599
535,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,17732
536,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,17141
537,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,8866
538,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,25121
539,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,9161
540,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,2955
541,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
542,0.0,15,1.0,0.0,0.0,0.0,0.75,1.0986122886681098,12708
543,0.0,15,0.0,0.0,1.0,0.0,0.0,0.0,18471
544,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,9605
545,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
546,0.0,14,1.0,0.0,1.0,0.0,0.0,0.0,8127
547,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,11082
548,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,16254
549,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0
550,0.0,15,0.0,1.0,1.0,0.0,0.0,0.0,11821
551,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,16254
552,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,3694
553,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,15663
554,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,8866
555,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,5910
556,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,17732
557,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,20688
558,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,12058
559,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,2210
560,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,21870
561,0.0,12,0.0,1.0,1.0,0.0,0.0,0.0,13299
562,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,16254
563,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,16254
564,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,15516
565,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,2216
566,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,0
567,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,4433
568,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11963
569,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,10583
570,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11969
571,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,27337
572,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,8335
573,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,14481
574,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,10344
575,0.0,14,1.0,0.0,1.0,0.0,0.0,0.0,13003
576,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,15811
577,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,18096
578,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,10344
579,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,15486
580,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,19653
581,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,18471
582,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,22165
583,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,19210
584,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,5578
585,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,26599
586,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,28224
587,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
588,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,10416
589,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,17732
590,0.0,14,1.0,0.0,1.0,0.0,0.0,0.0,8866
591,0.0,16,1.0,0.0,0.0,0.0,0.75,1.0986122886681098,19210
592,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,39817
593,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,6649
594,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,7388
595,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,10403
596,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11526
597,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,10376
598,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,2216
599,0.0,13,0.0,1.0,0.0,0.0,0.058823529411764705,-2.772588722239781,8275
600,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,22904
601,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11821
602,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,23475
603,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11821
604,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,16846
605,0.0,14,1.0,0.0,0.0,0.0,1.0,0.0,9900
606,0.0,12,0.0,1.0,1.0,0.0,0.0,0.0,10512
607,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,13299
608,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,23643
609,0.0,12,0.0,1.0,1.0,0.0,0.0,0.0,14038
610,0.0,12,0.0,1.0,1.0,0.0,0.0,0.0,13299
611,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,11821
612,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,25121
613,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,14777
614,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,28787
615,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,0
616,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,20688
617,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,29258
618,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,11162
619,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11821
620,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,11526
621,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,19210
622,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,11821
623,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,20688
624,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,10713
625,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,11821
626,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,33987
627,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,36943
628,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,20688
629,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,6649
630,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,29554
631,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,15619
632,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,14777
633,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11283
634,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,19949
635,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,9605
636,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11821
637,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,6537
638,0.0,13,1.0,0.0,0.0,0.0,1.0,0.0,12486
639,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,9221
640,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,49429
641,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,11821
642,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,5910
643,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,12117
644,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,8866
645,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11821
646,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,16993
647,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0
648,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,7536
649,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,8275
650,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,14186
651,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,25860
652,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
653,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,21427
654,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,29554
655,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,18966
656,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,29391
657,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,35465
658,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,20132
659,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,31032
660,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,20924
661,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,8866
662,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,17732
663,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,14777
664,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,12412
665,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,24338
666,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,26599
667,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,10344
668,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,29216
669,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,13299
670,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,13299
671,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,4137
672,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,8866
673,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,27781
674,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,17732
675,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11821
676,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0
677,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,17732
678,0.0,14,1.0,0.0,1.0,0.0,0.0,0.0,25874
679,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,295
680,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0
681,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,20688
682,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,5172
683,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,12560
684,0.0,13,1.0,0.0,1.0,0.0,0.0,0.0,31097
685,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,6649
686,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,13742
687,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,10048
688,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,25121
689,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
690,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,0
691,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,28963
692,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,16254
693,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,26599
694,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,14186
695,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,20688
696,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,16254
697,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,17732
698,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,21427
699,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,18102
700,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,20688
701,0.0,13,1.0,0.0,1.0,0.0,0.0,0.0,0
702,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,31032
703,0.0,15,1.0,0.0,0.0,0.0,0.75,1.0986122886681098,18442
704,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,16254
705,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,0
706,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,7388
707,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,16822
708,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,16342
709,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,5390
710,0.0,13,1.0,0.0,1.0,0.0,0.0,0.0,12656
711,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,14777
712,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,13151
713,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,13299
714,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,20142
715,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,24382
716,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,26599
717,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,18962
718,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,11230
719,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,14186
720,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,21427
721,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,25178
722,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,12560
723,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,14369
724,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,23495
725,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,19210
726,0.0,17,1.0,0.0,1.0,0.0,0.0,0.0,4236
727,0.0,13,0.0,0.0,0.0,0.0,0.058823529411764705,-2.772588722239781,17732
728,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,28076
729,0.0,12,1.0,0.0,0.0,0.0,1.0,0.0,20688
730,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,14925
731,0.0,12,0.0,0.0,0.0,0.0,1.0,0.0,21131
732,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,29850
733,0.0,14,0.0,0.0,1.0,0.0,0.0,0.0,29850
734,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,19343
735,0.0,16,1.0,0.0,1.0,0.0,0.0,0.0,10521
736,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,17732
737,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,28815
738,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,26599
739,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,16254
740,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,14777
741,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,22165
742,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,36943
743,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,41571
744,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,13595
745,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,29554
746,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,12687
747,0.0,12,1.0,0.0,1.0,0.0,1.0,0.0,11526
748,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,24382
749,0.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0
750,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,17289
751,0.0,12,0.0,0.0,1.0,0.0,0.004405286343612335,-5.420534999272285,14777
752,0.0,16,0.0,0.0,1.0,0.0,0.0,0.0,17732
753,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,14777
