,treat,age,education*,black,hispanic,married,nodegree,re74,re75,re78,propensity_score,1,propensity_logit
595,0.0,45,12,0.0,0.0,1.0,0.0,11771,11270,16822,0.9959294436906377,0.004070556309362279,5.4998967399464105
596,0.0,26,12,1.0,0.0,1.0,0.0,11775,14150,16342,0.9959294436906377,0.004070556309362279,5.4998967399464105
597,0.0,31,16,0.0,0.0,1.0,0.0,11784,9846,5390,0.9959294436906377,0.004070556309362279,5.4998967399464105
598,0.0,25,13,1.0,0.0,1.0,0.0,11931,13824,12656,0.9959294436906377,0.004070556309362279,5.4998967399464105
599,0.0,25,14,0.0,0.0,1.0,0.0,11973,14322,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
600,0.0,22,12,0.0,0.0,1.0,0.0,12051,16025,13151,0.9959294436906377,0.004070556309362279,5.4998967399464105
601,0.0,36,12,0.0,0.0,1.0,0.0,12147,13964,13299,0.9959294436906377,0.004070556309362279,5.4998967399464105
602,0.0,27,12,0.0,0.0,1.0,0.0,12147,14322,20142,0.9959294436906377,0.004070556309362279,5.4998967399464105
603,0.0,33,12,0.0,0.0,1.0,0.0,12147,16112,24382,0.9959294436906377,0.004070556309362279,5.4998967399464105
604,0.0,27,12,0.0,0.0,1.0,0.0,12147,23274,26599,0.9959294436906377,0.004070556309362279,5.4998967399464105
605,0.0,30,12,1.0,0.0,1.0,0.0,12225,10741,18962,0.9959294436906377,0.004070556309362279,5.4998967399464105
606,0.0,46,12,0.0,0.0,1.0,0.0,12343,11637,11230,0.9959294436906377,0.004070556309362279,5.4998967399464105
607,0.0,23,14,0.0,0.0,1.0,0.0,12343,12532,14186,0.9959294436906377,0.004070556309362279,5.4998967399464105
608,0.0,25,16,0.0,0.0,1.0,0.0,12343,13606,21427,0.9959294436906377,0.004070556309362279,5.4998967399464105
609,0.0,27,14,0.0,0.0,1.0,0.0,12419,16829,25178,0.9959294436906377,0.004070556309362279,5.4998967399464105
610,0.0,49,16,0.0,0.0,1.0,0.0,12504,12353,12560,0.9959294436906377,0.004070556309362279,5.4998967399464105
611,0.0,22,12,0.0,0.0,1.0,0.0,12539,12532,14369,0.9959294436906377,0.004070556309362279,5.4998967399464105
612,0.0,28,16,0.0,0.0,1.0,0.0,12572,21483,23495,0.9959294436906377,0.004070556309362279,5.4998967399464105
613,0.0,24,12,1.0,0.0,1.0,0.0,12658,19693,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
614,0.0,37,17,1.0,0.0,1.0,0.0,12735,1306,4236,0.9166666666666666,0.08333333333333333,2.3978952727983702
615,0.0,22,13,0.0,0.0,0.0,0.0,12735,12532,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
616,0.0,23,17,0.0,0.0,0.0,0.0,12735,14322,28076,0.9959294436906377,0.004070556309362279,5.4998967399464105
617,0.0,23,12,1.0,0.0,0.0,0.0,12735,14322,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
618,0.0,26,12,0.0,0.0,1.0,0.0,12735,14322,14925,0.9959294436906377,0.004070556309362279,5.4998967399464105
619,0.0,22,12,0.0,0.0,0.0,0.0,12735,16112,21131,0.9959294436906377,0.004070556309362279,5.4998967399464105
620,0.0,31,14,0.0,0.0,1.0,0.0,12735,17724,29850,0.9959294436906377,0.004070556309362279,5.4998967399464105
621,0.0,31,14,0.0,0.0,1.0,0.0,12735,17724,29850,0.9959294436906377,0.004070556309362279,5.4998967399464105
622,0.0,54,12,0.0,0.0,1.0,0.0,12735,17894,19343,0.9959294436906377,0.004070556309362279,5.4998967399464105
623,0.0,25,16,1.0,0.0,1.0,0.0,12735,18261,10521,0.9959294436906377,0.004070556309362279,5.4998967399464105
624,0.0,28,12,1.0,0.0,1.0,0.0,12735,19693,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
625,0.0,19,13,0.0,0.0,1.0,0.0,12735,19693,28815,0.9959294436906377,0.004070556309362279,5.4998967399464105
626,0.0,26,17,0.0,0.0,1.0,0.0,12735,25064,26599,0.9959294436906377,0.004070556309362279,5.4998967399464105
627,0.0,28,12,0.0,0.0,1.0,0.0,12813,7161,16254,0.9534883720930233,0.046511627906976744,3.020424886144363
628,0.0,20,12,0.0,0.0,1.0,0.0,12931,2363,14777,0.9722222222222222,0.027777777777777776,3.555348061489413
629,0.0,26,12,0.0,0.0,1.0,0.0,12931,11100,22165,0.9959294436906377,0.004070556309362279,5.4998967399464105
630,0.0,25,17,0.0,0.0,1.0,0.0,12935,22379,36943,0.9959294436906377,0.004070556309362279,5.4998967399464105
631,0.0,24,12,0.0,0.0,1.0,0.0,13029,13964,41571,0.9959294436906377,0.004070556309362279,5.4998967399464105
632,0.0,22,12,0.0,0.0,1.0,0.0,13127,8951,13595,0.9959294436906377,0.004070556309362279,5.4998967399464105
633,0.0,27,17,0.0,0.0,1.0,0.0,13127,10741,29554,0.9959294436906377,0.004070556309362279,5.4998967399464105
634,0.0,26,12,0.0,0.0,1.0,0.0,13127,12174,12687,0.9959294436906377,0.004070556309362279,5.4998967399464105
635,0.0,27,12,1.0,0.0,1.0,0.0,13127,12353,11526,0.9959294436906377,0.004070556309362279,5.4998967399464105
636,0.0,19,12,0.0,0.0,1.0,0.0,13127,12532,24382,0.9959294436906377,0.004070556309362279,5.4998967399464105
637,0.0,29,17,0.0,0.0,1.0,0.0,13127,19693,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
638,0.0,20,12,0.0,0.0,1.0,0.0,13244,8772,17289,0.9959294436906377,0.004070556309362279,5.4998967399464105
639,0.0,25,12,0.0,0.0,1.0,0.0,13291,14202,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
640,0.0,29,16,0.0,0.0,1.0,0.0,13323,5370,17732,0.9722222222222222,0.027777777777777776,3.555348061489413
641,0.0,23,14,0.0,0.0,0.0,0.0,13323,12174,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
642,0.0,28,12,0.0,0.0,1.0,0.0,13323,12532,10935,0.9959294436906377,0.004070556309362279,5.4998967399464105
643,0.0,30,14,0.0,0.0,1.0,0.0,13323,14322,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
644,0.0,26,16,1.0,0.0,1.0,0.0,13323,19693,19934,0.9959294436906377,0.004070556309362279,5.4998967399464105
645,0.0,24,12,0.0,1.0,1.0,0.0,13493,16470,21035,0.9959294436906377,0.004070556309362279,5.4998967399464105
646,0.0,22,12,1.0,0.0,1.0,0.0,13518,13427,12560,0.9959294436906377,0.004070556309362279,5.4998967399464105
647,0.0,27,12,0.0,0.0,1.0,0.0,13597,15833,13246,0.9959294436906377,0.004070556309362279,5.4998967399464105
648,0.0,22,12,1.0,0.0,1.0,0.0,13665,17903,13299,0.9959294436906377,0.004070556309362279,5.4998967399464105
649,0.0,42,13,0.0,0.0,1.0,0.0,13701,0,33987,0.9722222222222222,0.027777777777777776,3.555348061489413
650,0.0,22,12,1.0,0.0,1.0,0.0,13714,0,664,0.9166666666666666,0.08333333333333333,2.3978952727983702
651,0.0,47,12,0.0,0.0,1.0,0.0,13714,0,12560,0.9722222222222222,0.027777777777777776,3.555348061489413
652,0.0,26,12,0.0,0.0,1.0,0.0,13714,716,22904,0.9722222222222222,0.027777777777777776,3.555348061489413
653,0.0,21,12,0.0,0.0,1.0,0.0,13714,3222,14038,0.9722222222222222,0.027777777777777776,3.555348061489413
654,0.0,25,16,0.0,0.0,0.0,0.0,13714,6042,0,1.0,0.0,inf
655,0.0,25,12,1.0,0.0,1.0,0.0,13714,8235,17732,0.9534883720930233,0.046511627906976744,3.020424886144363
656,0.0,23,12,0.0,0.0,0.0,0.0,13714,10741,15959,0.9959294436906377,0.004070556309362279,5.4998967399464105
657,0.0,33,12,1.0,0.0,0.0,0.0,13714,11100,9605,0.9959294436906377,0.004070556309362279,5.4998967399464105
658,0.0,55,16,1.0,0.0,1.0,0.0,13714,11995,23531,0.9959294436906377,0.004070556309362279,5.4998967399464105
659,0.0,47,12,1.0,0.0,1.0,0.0,13714,12433,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
660,0.0,20,12,1.0,0.0,1.0,0.0,13714,12532,8866,0.9959294436906377,0.004070556309362279,5.4998967399464105
661,0.0,26,12,1.0,0.0,1.0,0.0,13714,12532,11821,0.9959294436906377,0.004070556309362279,5.4998967399464105
662,0.0,31,12,0.0,0.0,1.0,0.0,13714,12532,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
663,0.0,30,12,0.0,0.0,1.0,0.0,13714,12532,2563,0.9959294436906377,0.004070556309362279,5.4998967399464105
664,0.0,21,12,1.0,0.0,0.0,0.0,13714,13339,11651,0.9959294436906377,0.004070556309362279,5.4998967399464105
665,0.0,28,17,0.0,0.0,1.0,0.0,13714,13427,6827,0.9959294436906377,0.004070556309362279,5.4998967399464105
666,0.0,24,12,0.0,0.0,1.0,0.0,13714,13427,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
667,0.0,28,12,0.0,0.0,1.0,0.0,13714,13606,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
668,0.0,23,12,0.0,0.0,0.0,0.0,13714,14322,22165,0.9959294436906377,0.004070556309362279,5.4998967399464105
669,0.0,35,12,0.0,0.0,0.0,0.0,13714,15038,26599,0.9959294436906377,0.004070556309362279,5.4998967399464105
670,0.0,27,14,0.0,0.0,1.0,0.0,13714,15217,13447,0.9959294436906377,0.004070556309362279,5.4998967399464105
671,0.0,23,12,0.0,0.0,1.0,0.0,13714,15754,24205,0.9959294436906377,0.004070556309362279,5.4998967399464105
672,0.0,24,12,1.0,0.0,1.0,0.0,13714,16112,16254,0.9959294436906377,0.004070556309362279,5.4998967399464105
673,0.0,24,12,0.0,0.0,1.0,0.0,13714,16112,16254,0.9959294436906377,0.004070556309362279,5.4998967399464105
674,0.0,39,12,1.0,0.0,1.0,0.0,13714,17008,14629,0.9959294436906377,0.004070556309362279,5.4998967399464105
675,0.0,33,12,0.0,0.0,1.0,0.0,13714,18082,26081,0.9959294436906377,0.004070556309362279,5.4998967399464105
676,0.0,45,14,0.0,0.0,1.0,0.0,13714,19102,30145,0.9959294436906377,0.004070556309362279,5.4998967399464105
677,0.0,45,14,0.0,0.0,1.0,0.0,13714,19102,30145,0.9959294436906377,0.004070556309362279,5.4998967399464105
678,0.0,27,12,1.0,0.0,1.0,0.0,13714,19425,25860,0.9959294436906377,0.004070556309362279,5.4998967399464105
679,0.0,45,17,0.0,0.0,1.0,0.0,13714,23095,6649,0.9959294436906377,0.004070556309362279,5.4998967399464105
680,0.0,23,16,0.0,0.0,0.0,0.0,13714,25601,31623,0.9959294436906377,0.004070556309362279,5.4998967399464105
681,0.0,26,17,0.0,0.0,1.0,0.0,13714,29540,29554,0.9959294436906377,0.004070556309362279,5.4998967399464105
682,0.0,27,14,1.0,0.0,0.0,0.0,13812,17036,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
683,0.0,21,14,0.0,0.0,1.0,0.0,13832,8777,591,0.9959294436906377,0.004070556309362279,5.4998967399464105
684,0.0,20,12,0.0,0.0,1.0,0.0,13902,14322,19653,0.9959294436906377,0.004070556309362279,5.4998967399464105
685,0.0,29,12,0.0,0.0,1.0,0.0,13910,7161,19210,0.9534883720930233,0.046511627906976744,3.020424886144363
686,0.0,22,12,0.0,1.0,1.0,0.0,13910,8611,16218,0.9534883720930233,0.046511627906976744,3.020424886144363
687,0.0,24,12,0.0,0.0,0.0,0.0,13910,13427,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
688,0.0,27,12,0.0,0.0,1.0,0.0,13910,14859,15072,0.9959294436906377,0.004070556309362279,5.4998967399464105
689,0.0,23,12,0.0,0.0,1.0,0.0,14063,11100,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
690,0.0,24,16,0.0,0.0,1.0,0.0,14067,24706,37829,0.9959294436906377,0.004070556309362279,5.4998967399464105
691,0.0,23,16,0.0,0.0,0.0,0.0,14106,6266,2955,1.0,0.0,inf
692,0.0,33,14,0.0,0.0,1.0,0.0,14106,14322,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
693,0.0,21,12,0.0,0.0,0.0,0.0,14106,17903,22165,0.9959294436906377,0.004070556309362279,5.4998967399464105
694,0.0,23,12,0.0,0.0,1.0,0.0,14106,23453,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
695,0.0,20,12,1.0,0.0,1.0,0.0,14322,17903,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
696,0.0,24,12,0.0,0.0,1.0,0.0,14373,19693,7388,0.9959294436906377,0.004070556309362279,5.4998967399464105
697,0.0,29,12,1.0,0.0,1.0,0.0,14392,15396,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
698,0.0,34,12,0.0,0.0,1.0,0.0,14498,14322,10048,0.9959294436906377,0.004070556309362279,5.4998967399464105
699,0.0,44,12,0.0,0.0,1.0,0.0,14498,14424,14579,0.9959294436906377,0.004070556309362279,5.4998967399464105
700,0.0,23,12,0.0,0.0,1.0,0.0,14498,19335,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
701,0.0,26,14,1.0,0.0,1.0,0.0,14506,17187,21678,0.9959294436906377,0.004070556309362279,5.4998967399464105
702,0.0,51,12,0.0,0.0,1.0,0.0,14533,19245,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
703,0.0,41,12,0.0,0.0,1.0,0.0,14684,23274,26599,0.9959294436906377,0.004070556309362279,5.4998967399464105
704,0.0,37,13,0.0,0.0,1.0,0.0,14694,8951,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
705,0.0,26,16,0.0,0.0,1.0,0.0,14694,11637,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
706,0.0,24,12,1.0,0.0,1.0,0.0,14694,11816,11821,0.9959294436906377,0.004070556309362279,5.4998967399464105
707,0.0,22,14,1.0,0.0,1.0,0.0,14694,12532,21397,0.9959294436906377,0.004070556309362279,5.4998967399464105
708,0.0,27,12,1.0,0.0,1.0,0.0,14694,13427,14079,0.9959294436906377,0.004070556309362279,5.4998967399464105
709,0.0,23,13,0.0,0.0,1.0,0.0,14694,14322,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
710,0.0,27,12,0.0,0.0,1.0,0.0,14694,14322,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
711,0.0,28,12,1.0,0.0,1.0,0.0,14694,14859,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
712,0.0,21,12,0.0,0.0,1.0,0.0,14694,15217,23643,0.9959294436906377,0.004070556309362279,5.4998967399464105
713,0.0,28,12,0.0,0.0,1.0,0.0,14694,15933,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
714,0.0,22,13,0.0,0.0,1.0,0.0,14694,16112,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
715,0.0,20,12,0.0,0.0,1.0,0.0,14694,16112,26599,0.9959294436906377,0.004070556309362279,5.4998967399464105
716,0.0,24,16,0.0,0.0,1.0,0.0,14694,16470,27337,0.9959294436906377,0.004070556309362279,5.4998967399464105
717,0.0,22,12,0.0,0.0,1.0,0.0,14694,16829,21870,0.9959294436906377,0.004070556309362279,5.4998967399464105
718,0.0,27,12,0.0,1.0,1.0,0.0,14694,16829,37829,0.9959294436906377,0.004070556309362279,5.4998967399464105
719,0.0,35,12,1.0,0.0,1.0,0.0,14694,17187,21279,0.9959294436906377,0.004070556309362279,5.4998967399464105
720,0.0,23,16,0.0,0.0,1.0,0.0,14694,19693,29554,0.9959294436906377,0.004070556309362279,5.4998967399464105
721,0.0,22,16,0.0,0.0,1.0,0.0,14694,19693,2955,0.9959294436906377,0.004070556309362279,5.4998967399464105
722,0.0,23,16,0.0,0.0,1.0,0.0,14694,23274,25121,0.9959294436906377,0.004070556309362279,5.4998967399464105
723,0.0,20,12,0.0,0.0,1.0,0.0,14694,26854,31032,0.9959294436906377,0.004070556309362279,5.4998967399464105
724,0.0,22,12,1.0,0.0,1.0,0.0,14790,14680,14038,0.9959294436906377,0.004070556309362279,5.4998967399464105
725,0.0,24,12,0.0,0.0,1.0,0.0,14890,719,27963,0.9722222222222222,0.027777777777777776,3.555348061489413
726,0.0,26,12,0.0,0.0,1.0,0.0,14890,10741,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
727,0.0,42,12,1.0,0.0,1.0,0.0,14988,11185,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
728,0.0,28,15,0.0,0.0,1.0,0.0,15082,18619,13986,0.9959294436906377,0.004070556309362279,5.4998967399464105
729,0.0,24,13,0.0,0.0,1.0,0.0,15282,14322,32509,0.9959294436906377,0.004070556309362279,5.4998967399464105
730,0.0,50,12,0.0,0.0,1.0,0.0,15282,14322,13151,0.9959294436906377,0.004070556309362279,5.4998967399464105
731,0.0,50,12,0.0,0.0,1.0,0.0,15282,14322,13151,0.9959294436906377,0.004070556309362279,5.4998967399464105
732,0.0,28,13,0.0,0.0,1.0,0.0,15282,14322,14038,0.9959294436906377,0.004070556309362279,5.4998967399464105
733,0.0,25,12,0.0,0.0,1.0,0.0,15282,16112,25121,0.9959294436906377,0.004070556309362279,5.4998967399464105
734,0.0,31,12,1.0,0.0,0.0,0.0,15282,17903,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
735,0.0,32,16,1.0,0.0,1.0,0.0,15282,19693,28076,0.9959294436906377,0.004070556309362279,5.4998967399464105
736,0.0,22,12,0.0,0.0,1.0,0.0,15282,19693,21870,0.9959294436906377,0.004070556309362279,5.4998967399464105
737,0.0,22,13,1.0,0.0,1.0,0.0,15403,14320,18660,0.9959294436906377,0.004070556309362279,5.4998967399464105
738,0.0,26,12,1.0,0.0,1.0,0.0,15411,8951,11082,0.9959294436906377,0.004070556309362279,5.4998967399464105
739,0.0,22,12,0.0,0.0,1.0,0.0,15478,8951,14186,0.9959294436906377,0.004070556309362279,5.4998967399464105
740,0.0,29,12,0.0,0.0,0.0,0.0,15478,14370,12615,0.9959294436906377,0.004070556309362279,5.4998967399464105
741,0.0,53,17,0.0,0.0,1.0,0.0,15478,16399,15663,0.9959294436906377,0.004070556309362279,5.4998967399464105
742,0.0,25,12,0.0,0.0,1.0,0.0,15478,17724,31327,0.9959294436906377,0.004070556309362279,5.4998967399464105
743,0.0,26,12,1.0,0.0,1.0,0.0,15478,18175,19949,0.9959294436906377,0.004070556309362279,5.4998967399464105
744,0.0,24,16,0.0,0.0,0.0,0.0,15587,19505,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
745,0.0,27,17,0.0,0.0,0.0,0.0,15674,0,41376,1.0,0.0,inf
746,0.0,46,12,0.0,0.0,1.0,0.0,15674,734,20688,0.9722222222222222,0.027777777777777776,3.555348061489413
747,0.0,25,12,1.0,0.0,1.0,0.0,15674,3738,10512,0.9166666666666666,0.08333333333333333,2.3978952727983702
748,0.0,21,13,0.0,0.0,0.0,0.0,15674,4946,1733,1.0,0.0,inf
749,0.0,37,12,0.0,0.0,1.0,0.0,15674,8951,28076,0.9959294436906377,0.004070556309362279,5.4998967399464105
750,0.0,37,12,0.0,0.0,1.0,0.0,15674,8951,28076,0.9959294436906377,0.004070556309362279,5.4998967399464105
751,0.0,28,15,1.0,0.0,1.0,0.0,15674,9452,31032,0.9959294436906377,0.004070556309362279,5.4998967399464105
752,0.0,22,12,0.0,0.0,0.0,0.0,15674,10741,28963,0.9959294436906377,0.004070556309362279,5.4998967399464105
753,0.0,22,12,0.0,0.0,0.0,0.0,15674,11637,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
754,0.0,27,12,0.0,0.0,1.0,0.0,15674,12532,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
755,0.0,21,13,1.0,0.0,1.0,0.0,15674,12532,25121,0.9959294436906377,0.004070556309362279,5.4998967399464105
756,0.0,49,16,0.0,0.0,1.0,0.0,15674,12890,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
757,0.0,26,12,0.0,0.0,1.0,0.0,15674,13427,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
758,0.0,33,14,0.0,0.0,1.0,0.0,15674,13427,13890,0.9959294436906377,0.004070556309362279,5.4998967399464105
759,0.0,28,15,0.0,0.0,1.0,0.0,15674,13785,15959,0.9959294436906377,0.004070556309362279,5.4998967399464105
760,0.0,29,17,0.0,0.0,1.0,0.0,15674,14143,25860,0.9959294436906377,0.004070556309362279,5.4998967399464105
761,0.0,54,16,1.0,0.0,1.0,0.0,15674,14322,11821,0.9959294436906377,0.004070556309362279,5.4998967399464105
762,0.0,25,14,0.0,1.0,1.0,0.0,15674,14322,20702,0.9959294436906377,0.004070556309362279,5.4998967399464105
763,0.0,32,12,0.0,0.0,1.0,0.0,15674,14322,13299,0.9959294436906377,0.004070556309362279,5.4998967399464105
764,0.0,40,12,0.0,0.0,1.0,0.0,15674,14322,16254,0.9959294436906377,0.004070556309362279,5.4998967399464105
765,0.0,40,12,0.0,0.0,1.0,0.0,15674,14322,16254,0.9959294436906377,0.004070556309362279,5.4998967399464105
766,0.0,27,16,0.0,0.0,1.0,0.0,15674,14322,22165,0.9959294436906377,0.004070556309362279,5.4998967399464105
767,0.0,24,12,0.0,0.0,1.0,0.0,15674,14680,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
768,0.0,43,12,0.0,0.0,1.0,0.0,15674,14680,13831,0.9959294436906377,0.004070556309362279,5.4998967399464105
769,0.0,25,16,0.0,0.0,1.0,0.0,15674,15217,19062,0.9959294436906377,0.004070556309362279,5.4998967399464105
770,0.0,26,12,1.0,0.0,1.0,0.0,15674,15217,15516,0.9959294436906377,0.004070556309362279,5.4998967399464105
771,0.0,34,12,1.0,0.0,1.0,0.0,15674,15754,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
772,0.0,21,13,0.0,0.0,1.0,0.0,15674,15933,25121,0.9959294436906377,0.004070556309362279,5.4998967399464105
773,0.0,21,12,1.0,0.0,1.0,0.0,15674,16112,11821,0.9959294436906377,0.004070556309362279,5.4998967399464105
774,0.0,23,12,1.0,0.0,1.0,0.0,15674,16202,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
775,0.0,26,12,0.0,0.0,1.0,0.0,15674,16470,35022,0.9959294436906377,0.004070556309362279,5.4998967399464105
776,0.0,28,14,0.0,0.0,1.0,0.0,15674,16757,16254,0.9959294436906377,0.004070556309362279,5.4998967399464105
777,0.0,26,17,0.0,0.0,1.0,0.0,15674,16829,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
778,0.0,20,14,0.0,0.0,0.0,0.0,15674,17008,26599,0.9959294436906377,0.004070556309362279,5.4998967399464105
779,0.0,26,12,1.0,0.0,1.0,0.0,15674,17983,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
780,0.0,21,12,1.0,0.0,1.0,0.0,15674,19693,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
781,0.0,41,12,0.0,0.0,1.0,0.0,15674,19693,32509,0.9959294436906377,0.004070556309362279,5.4998967399464105
782,0.0,28,16,0.0,0.0,1.0,0.0,15674,19693,28815,0.9959294436906377,0.004070556309362279,5.4998967399464105
783,0.0,23,16,0.0,0.0,0.0,0.0,15674,21483,26599,0.9959294436906377,0.004070556309362279,5.4998967399464105
784,0.0,22,12,0.0,0.0,1.0,0.0,15674,22916,31771,0.9959294436906377,0.004070556309362279,5.4998967399464105
785,0.0,27,14,0.0,1.0,0.0,0.0,15674,23274,27337,0.9959294436906377,0.004070556309362279,5.4998967399464105
786,0.0,26,16,0.0,0.0,1.0,0.0,15674,23274,29554,0.9959294436906377,0.004070556309362279,5.4998967399464105
787,0.0,54,12,0.0,0.0,1.0,0.0,15674,25064,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
788,0.0,54,12,0.0,0.0,1.0,0.0,15674,25064,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
789,0.0,54,12,1.0,0.0,0.0,0.0,15674,25064,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
790,0.0,37,16,0.0,0.0,0.0,0.0,15674,26854,29258,0.9959294436906377,0.004070556309362279,5.4998967399464105
791,0.0,32,13,0.0,0.0,1.0,0.0,15674,30435,22018,0.9959294436906377,0.004070556309362279,5.4998967399464105
792,0.0,29,12,0.0,0.0,1.0,0.0,15678,17487,10196,0.9959294436906377,0.004070556309362279,5.4998967399464105
793,0.0,22,13,0.0,0.0,1.0,0.0,15870,15826,35465,0.9959294436906377,0.004070556309362279,5.4998967399464105
794,0.0,23,12,1.0,0.0,1.0,0.0,15870,30435,27781,0.9959294436906377,0.004070556309362279,5.4998967399464105
795,0.0,36,12,0.0,0.0,1.0,0.0,15873,12727,17444,0.9959294436906377,0.004070556309362279,5.4998967399464105
796,0.0,21,13,0.0,0.0,1.0,0.0,15960,21483,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
797,0.0,21,12,0.0,0.0,1.0,0.0,15987,16291,14481,0.9959294436906377,0.004070556309362279,5.4998967399464105
798,0.0,26,12,1.0,0.0,1.0,0.0,15987,17903,19505,0.9959294436906377,0.004070556309362279,5.4998967399464105
799,0.0,28,12,1.0,0.0,1.0,0.0,15987,19693,13299,0.9959294436906377,0.004070556309362279,5.4998967399464105
800,0.0,43,12,0.0,0.0,1.0,0.0,15989,14322,14777,0.9959294436906377,0.004070556309362279,5.4998967399464105
801,0.0,27,12,1.0,0.0,1.0,0.0,16011,16112,20460,0.9959294436906377,0.004070556309362279,5.4998967399464105
802,0.0,36,17,0.0,0.0,0.0,0.0,16015,30793,29584,0.9959294436906377,0.004070556309362279,5.4998967399464105
803,0.0,23,12,0.0,0.0,1.0,0.0,16065,4833,25564,0.9722222222222222,0.027777777777777776,3.555348061489413
804,0.0,31,12,0.0,0.0,1.0,0.0,16065,15038,17732,0.9959294436906377,0.004070556309362279,5.4998967399464105
805,0.0,25,14,0.0,0.0,1.0,0.0,16065,15217,18471,0.9959294436906377,0.004070556309362279,5.4998967399464105
806,0.0,35,12,1.0,0.0,1.0,0.0,16065,16086,19210,0.9959294436906377,0.004070556309362279,5.4998967399464105
807,0.0,23,16,0.0,0.0,1.0,0.0,16065,16829,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
808,0.0,21,12,0.0,0.0,1.0,0.0,16065,20588,28815,0.9959294436906377,0.004070556309362279,5.4998967399464105
809,0.0,22,12,0.0,0.0,0.0,0.0,16230,9846,2955,0.9959294436906377,0.004070556309362279,5.4998967399464105
810,0.0,36,12,1.0,0.0,1.0,0.0,16261,21304,22165,0.9959294436906377,0.004070556309362279,5.4998967399464105
811,0.0,21,12,0.0,0.0,1.0,0.0,16306,18529,11969,0.9959294436906377,0.004070556309362279,5.4998967399464105
812,0.0,28,12,0.0,0.0,1.0,0.0,16393,13298,0,0.9959294436906377,0.004070556309362279,5.4998967399464105
813,0.0,24,12,0.0,1.0,1.0,0.0,16457,8951,21870,0.9959294436906377,0.004070556309362279,5.4998967399464105
814,0.0,30,12,0.0,0.0,0.0,0.0,16457,14680,15146,0.9959294436906377,0.004070556309362279,5.4998967399464105
815,0.0,44,12,0.0,0.0,1.0,0.0,16457,16112,17289,0.9959294436906377,0.004070556309362279,5.4998967399464105
816,0.0,30,12,0.0,0.0,1.0,0.0,16457,16650,19949,0.9959294436906377,0.004070556309362279,5.4998967399464105
817,0.0,34,12,0.0,0.0,1.0,0.0,16457,16829,20688,0.9959294436906377,0.004070556309362279,5.4998967399464105
818,0.0,26,16,0.0,0.0,1.0,0.0,16457,21483,40637,0.9959294436906377,0.004070556309362279,5.4998967399464105
819,0.0,23,16,0.0,0.0,1.0,0.0,16457,21483,18471,0.9959294436906377,0.004070556309362279,5.4998967399464105
820,0.0,20,12,0.0,0.0,0.0,0.0,16497,19604,19653,0.9959294436906377,0.004070556309362279,5.4998967399464105
