,treat,age,black,hispanic,married,nodegree,re75,re78,education*,u75,educ_re75,hisp_u75,black_u75,married_u75,nodegree_re75,nodegree_u75,nodegree_education,black_age,black_education,hisp_re75,agesq,re78sq,re75sq,educsq,ageboxcox,re78boxcox,re75boxcox,lnre78,lnre75,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,education_16,education_17,propensity_score,propensity_logit
486,0.0,22,0.0,0.0,1.0,0.0,15396,39898,12,0,184752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,1591850404,237036816,144,2.6852857884380423,187.07134973707963,119.50798663394004,10.594081476308356,9.641863014403636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6055543,0.4286627
487,0.0,31,1.0,0.0,1.0,0.0,18440,24973,12,0,221280,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,961,623650729,340033600,144,2.9382499464245244,153.8681508493338,128.73824689505577,10.125550520230094,9.822277497110584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6098605,0.4467258
488,0.0,26,0.0,0.0,0.0,0.0,11637,9457,17,0,197829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,89434849,135419769,289,2.80951993647388,102.42016758583054,106.45547078536136,9.154510487015513,9.361944956108076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.49927098,-0.0029161135
489,0.0,20,0.0,0.0,1.0,0.0,0,4433,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400,19651489,1,144,2.613533596593013,74.35568542416708,0.0,8.396831834745054,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5616805,0.24798511
490,0.0,30,0.0,0.0,1.0,0.0,4296,22476,17,0,73032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,505170576,18455616,289,2.914411802019027,147.24303408319244,70.33266075669664,10.02020335223209,8.3654396361887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70863867,0.88878155
491,0.0,42,0.0,0.0,0.0,0.0,17903,16254,16,0,286448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764,264192516,320517409,256,3.1555956891389783,128.57025735609082,127.1797400521678,9.69609431131315,9.792723575551271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5531703,0.21348844
492,0.0,21,0.0,0.0,1.0,0.0,9309,23052,14,0,130326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,531394704,86657481,196,2.6503439093087704,148.8083062204115,97.05570693851436,10.045507812556558,9.13873695311649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6446172,0.59546113
493,0.0,25,0.0,0.0,1.0,0.0,2954,0,16,0,47264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,1,8726116,256,2.780526107090586,0.0,60.1022231660394,0.0,7.990915463091325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5354354,0.14197955
494,0.0,27,0.0,0.0,1.0,0.0,0,0,15,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,729,1,1,225,2.837319416472825,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.39530206,-0.42507884
495,0.0,26,0.0,0.0,1.0,0.0,19693,26599,17,0,334781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,707506801,387814249,289,2.80951993647388,157.97459407822424,132.27257322783532,10.188628900078156,9.888018521632196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4420405,-0.23288485
496,0.0,29,0.0,0.0,1.0,0.0,17187,23643,16,0,274992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,558991449,295392969,256,2.889688641163886,150.39058185050655,125.0577767789246,10.070822367021758,9.751908563076688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42592356,-0.29850262
497,0.0,20,0.0,0.0,0.0,0.0,716,0,12,0,8592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,1,512656,144,2.613533596593013,0.0,32.808684286566,0.0,6.573680166960646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.31207842,-0.79042035
498,0.0,52,0.0,0.0,1.0,0.0,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2704,1,1,144,3.304804402767221,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.49197033,-0.0321215
499,0.0,23,0.0,0.0,0.0,0.0,2148,33987,17,0,36516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,1155116169,4613904,289,2.718532788188176,174.98135110726534,52.53873142912414,10.433733377541598,7.672292455628756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.74628955,1.07892
500,0.0,21,0.0,0.0,1.0,0.0,7161,17141,14,0,100254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,293813881,51279921,196,2.6503439093087704,131.46351997739282,87.03987781206017,9.749228533507058,8.87640491500694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.35632768,-0.591339
501,0.0,24,0.0,0.0,0.0,0.0,8951,17732,16,0,143216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,314423824,80120401,256,2.7502356495289546,133.34261194041056,95.4900636329939,9.783126195864943,9.09952053687094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42809343,-0.28963417
502,0.0,30,0.0,0.0,1.0,0.0,12084,5172,17,0,205428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,26749584,146023056,289,2.914411802019027,79.3808303378717,108.12819991381474,8.551014739891748,9.399637542506564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6933669,0.8159073
503,0.0,25,0.0,0.0,0.0,0.0,17414,5030,17,0,296038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,25300900,303247396,289,2.780526107090586,78.4497598541433,125.73612950851596,8.523175263093785,9.76502975938856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63940495,0.5727824
504,0.0,21,0.0,0.0,1.0,0.0,6803,7388,12,0,81636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,54582544,46280809,144,2.6503439093087704,92.29919397447335,85.20289875719949,8.90761234131913,8.825118970345061,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5286936,0.11490069
505,0.0,28,0.0,0.0,1.0,0.0,10741,9014,12,0,128892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,81252196,115369081,144,2.864015335733844,100.37225854744068,102.98338853015684,9.106534203250591,9.281823473598047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.52171457,0.086912945
506,0.0,20,0.0,0.0,1.0,0.0,6266,15244,12,0,75192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,232379536,39262756,144,2.613533596593013,125.16018321303396,82.33606177619372,9.63194126199375,8.742893471512136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.60095143,0.40943095
507,0.0,36,0.0,0.0,0.0,0.0,4833,5319,16,0,77328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296,28291761,23357889,256,3.046039491196921,80.32896022311087,73.88361608912052,8.579040594742317,8.483222671845084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25588685,-1.0674577
508,0.0,19,1.0,0.0,0.0,0.0,8056,12117,12,0,96672,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,361,146821689,64899136,144,2.5746536781438683,113.6680778726002,91.40510243749642,9.402364704231523,8.994172434398399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5247678,0.09915241
509,0.0,21,1.0,0.0,1.0,0.0,3043,10048,12,0,36516,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,100962304,9259849,144,2.6503439093087704,105.066154313879,60.857741204008136,9.21512888870798,8.02059914989697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8273487,1.5669523
510,0.0,47,0.0,0.0,1.0,0.0,9513,5319,12,0,114156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209,28291761,90497169,144,3.2345463792259843,80.32896022311087,97.93185868152068,8.579040594742317,9.160414563206457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.86919516,1.8938613
511,0.0,24,0.0,0.0,1.0,0.0,4833,33987,16,0,77328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,1155116169,23357889,256,2.7502356495289546,174.98135110726534,73.88361608912052,10.433733377541598,8.483222671845084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35531434,-0.5957599
512,0.0,24,1.0,0.0,1.0,0.0,8951,17732,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,576,314423824,80120401,144,2.7502356495289546,133.34261194041056,95.4900636329939,9.783126195864943,9.09952053687094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.38316715,-0.4761268
513,0.0,25,0.0,0.0,1.0,0.0,10562,30101,17,0,179554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,906070201,111555844,289,2.780526107090586,166.34236258388054,102.26927758835828,10.31231367277647,9.26501793326688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5149262,0.059722483
514,0.0,21,0.0,0.0,1.0,0.0,10562,16993,16,0,168992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,288762049,111555844,256,2.6503439093087704,130.98699923211996,102.26927758835828,9.740556773534106,9.26501793326688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6243882,0.50821626
515,0.0,31,1.0,0.0,1.0,0.0,11064,15959,12,0,132768,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,961,254689681,122412096,144,2.9382499464245244,127.58746881251624,104.25425468126863,9.677778212399186,9.311451873344597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.54656714,0.18680997
516,0.0,26,0.0,0.0,1.0,0.0,13427,31032,14,0,187978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,962985024,180284329,196,2.80951993647388,168.4692697050764,112.94257591239744,10.342774209119804,9.505022884072709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47026417,-0.11908379
517,0.0,22,1.0,0.0,0.0,0.0,10367,5763,12,0,124404,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,33212169,107474689,144,2.6852857884380423,83.10236433735547,101.48308198584336,8.659213451436667,9.246382963323112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7631349,1.169944
518,0.0,20,1.0,0.0,0.0,0.0,12532,14777,13,0,162916,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,0.0,400,218359729,157051024,169,2.613533596593013,123.53841584159416,109.76808373888085,9.600827196903634,9.436040652072082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7333947,1.0119146
519,0.0,20,0.0,1.0,1.0,0.0,10025,27337,13,0,130325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,747311569,100500625,169,2.613533596593013,159.7896282474012,100.0826564002485,10.215996374922929,9.21283725217477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.35924858,-0.578627
520,0.0,27,0.0,0.0,1.0,0.0,0,26007,14,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,729,676364049,1,196,2.837319416472825,156.49708074586934,0.0,10.16612101153675,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.30222315,-0.83673376
521,0.0,26,0.0,0.0,0.0,0.0,11637,10344,12,0,139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,106998336,135419769,144,2.80951993647388,106.35698906573386,106.45547078536136,9.244161920451694,9.361944956108076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6112374,0.4525166
522,0.0,23,0.0,0.0,1.0,0.0,5370,0,17,0,91290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,1,28836900,289,2.718532788188176,0.0,77.20655954423478,0.0,8.58858318750291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.58893394,0.35956013
523,0.0,23,1.0,0.0,0.0,0.0,12532,14186,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,201242596,157051024,144,2.718532788188176,121.44214940254842,109.76808373888085,9.560010841762033,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.42658556,-0.29579583
524,0.0,22,1.0,0.0,0.0,0.0,4475,0,12,0,53700,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,484,1,20025625,144,2.6852857884380423,0.0,71.54427345678329,0.0,8.406261630708956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3427935,-0.65087014
525,0.0,21,1.0,0.0,0.0,0.0,11458,11208,12,0,137496,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.0,441,125619264,131285764,144,2.6503439093087704,110.00484892844662,105.77490550048044,9.324383088016845,9.346443454968522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4440827,-0.22460863
526,0.0,21,0.0,0.0,1.0,0.0,12532,25121,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,631064641,157051024,144,2.6503439093087704,154.24831977784882,109.76808373888085,10.13145942870698,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.58749396,0.35361508
527,0.0,28,0.0,0.0,1.0,0.0,7877,13742,14,0,110278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,188842564,62047129,196,2.864015335733844,119.8332192844627,90.55609423716496,9.52821211559102,8.971702399703325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.65074486,0.62231493
528,0.0,27,1.0,0.0,1.0,0.0,0,8275,12,1,0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,12.0,0.0,729,68475625,1,144,2.837319416472825,96.81963794177948,0.0,9.020994200245264,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.63577795,0.55708563
529,0.0,25,0.0,0.0,0.0,0.0,1790,0,14,0,25060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,1,3204100,196,2.780526107090586,0.0,48.62941282137452,0.0,7.489970898834801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5678265,0.27298883
530,0.0,30,0.0,0.0,1.0,0.0,3222,3250,12,0,38664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,10562500,10381284,144,2.914411802019027,65.15525590122851,62.33834374319906,8.086410275323782,8.07775756373692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.51574636,0.063006304
531,0.0,27,1.0,0.0,1.0,0.0,4096,24514,13,0,53248,0.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,729,600936196,16777216,169,2.837319416472825,152.68060432035162,68.94277620967381,10.10699966190111,8.317766166719343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12804237,-1.9183797
532,0.0,22,0.0,0.0,0.0,0.0,6266,17363,13,0,81458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,301473769,39262756,169,2.6852857884380423,132.17377999694153,82.33606177619372,9.762096784344138,8.742893471512136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.44522816,-0.21997008
533,0.0,23,0.0,0.0,1.0,0.0,14143,22165,16,0,226288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,491287225,200024449,256,2.718532788188176,146.38806210537834,115.39249777241557,10.006269747179154,9.5569750810205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.36843827,-0.53892255
534,0.0,24,1.0,0.0,1.0,0.0,14322,26599,12,0,171864,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,576,707506801,205119684,144,2.7502356495289546,157.97459407822424,115.993372140364,10.188628900078156,9.569552095566886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3896751,-0.44867796
535,0.0,19,0.0,0.0,0.0,0.0,15217,17732,13,0,197821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,314423824,231557089,169,2.5746536781438683,133.34261194041056,118.93259620887729,9.783126195864943,9.630168502920114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.33222353,-0.69814545
536,0.0,21,0.0,0.0,1.0,0.0,11407,17141,14,0,159698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,293813881,130119649,196,2.6503439093087704,131.46351997739282,105.57984359034792,9.749228533507058,9.341982481027898,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6875214,0.78855693
537,0.0,29,0.0,0.0,1.0,0.0,7161,8866,17,0,121737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,78605956,51279921,289,2.889688641163886,99.67490848198712,87.03987781206017,9.089979015305,8.87640491500694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.61392444,0.46383876
538,0.0,27,0.0,0.0,1.0,0.0,11637,25121,16,0,186192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,631064641,135419769,256,2.837319416472825,154.24831977784882,106.45547078536136,10.13145942870698,9.361944956108076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.36576128,-0.5504445
539,0.0,28,0.0,0.0,1.0,0.0,15217,9161,15,0,228255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,83923921,231557089,225,2.864015335733844,101.05825398573978,118.93259620887729,9.122710622015209,9.630168502920114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5999287,0.4051679
540,0.0,26,0.0,0.0,1.0,0.0,0,2955,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,676,8732025,1,144,2.80951993647388,62.56216038534353,0.0,7.991253929840199,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5194616,0.07788562
541,0.0,54,0.0,0.0,1.0,0.0,0,0,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2916,1,1,144,3.3308631298510063,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5505176,0.20276228
542,0.0,28,1.0,0.0,0.0,0.0,0,12708,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,784,161493264,1,225,2.864015335733844,115.96361274372646,0.0,9.449986995389407,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.44839802,-0.20714547
543,0.0,27,0.0,0.0,1.0,0.0,10741,18471,15,0,161115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,341177841,115369081,225,2.837319416472825,135.64109638605967,102.98338853015684,9.82395721357932,9.281823473598047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.53499174,0.14019616
544,0.0,26,0.0,0.0,0.0,0.0,5729,9605,13,0,74477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,92256025,32821441,169,2.80951993647388,103.09171889968331,79.31882391981019,9.170039075202656,8.653296274408579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5236595,0.094708875
545,0.0,21,0.0,0.0,1.0,0.0,7934,0,12,0,95208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,1,62948356,144,2.6503439093087704,0.0,90.82768466895826,0.0,8.978912601074276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.30525383,-0.82240283
546,0.0,53,1.0,0.0,1.0,0.0,8421,8127,14,0,117894,0.0,0.0,0.0,0.0,0.0,0.0,53.0,14.0,0.0,2809,66048129,70913241,196,3.317968159628176,96.08594048538411,93.1021393149327,9.002947130753205,9.038483865029992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.39698577,-0.4180403
547,0.0,21,0.0,0.0,1.0,0.0,12743,11082,13,0,165659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,122810724,162384049,169,2.6503439093087704,109.48344116831224,110.52834832078956,9.313077449427295,9.452737380212278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4057364,-0.3816194
548,0.0,22,0.0,0.0,0.0,0.0,3759,16254,13,0,48867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,264192516,14130081,169,2.6852857884380423,128.57025735609082,66.50623313063338,9.69609431131315,8.231908243564177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.74766386,1.0861913
549,0.0,27,0.0,0.0,0.0,0.0,0,0,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,1,1,256,2.837319416472825,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.48683363,-0.052677657
550,0.0,37,0.0,1.0,1.0,0.0,179,11821,15,0,2685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369,139736041,32041,225,3.065627483099544,112.49354541760276,17.67016568593182,9.377632889750377,5.187385805840755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6474784,0.6079735
551,0.0,33,0.0,0.0,0.0,0.0,3580,16254,13,0,46540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089,264192516,12816400,169,2.983500561135437,128.57025735609082,65.15885387288996,9.69609431131315,8.183118079394745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3925241,-0.4367146
552,0.0,19,1.0,0.0,0.0,0.0,3759,3694,12,0,45108,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,361,13645636,14130081,144,2.5746536781438683,68.80890493000139,66.50623313063338,8.214465160759186,8.231908243564177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.53483933,0.13958351
553,0.0,28,0.0,0.0,1.0,0.0,4475,15663,12,0,53700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,245329569,20025625,144,2.864015335733844,126.5905366334757,71.54427345678329,9.659056522078664,8.406261630708956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.560414,0.24284245
554,0.0,32,1.0,0.0,1.0,0.0,5370,8866,12,0,64440,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,0.0,1024,78605956,28836900,144,2.9612618143079734,99.67490848198712,77.20655954423478,9.089979015305,8.58858318750291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.38887537,-0.45204198
555,0.0,24,0.0,0.0,0.0,0.0,5370,5910,12,0,64440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,34928100,28836900,144,2.7502356495289546,83.99271701703343,77.20655954423478,8.684401110400144,8.58858318750291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.67194796,0.7170087
556,0.0,22,0.0,0.0,0.0,0.0,7497,17732,12,0,89964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,314423824,56205009,144,2.6852857884380423,133.34261194041056,88.71483312270715,9.783126195864943,8.922258219503062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5716897,0.28874853
557,0.0,20,1.0,0.0,1.0,0.0,8951,20688,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,400,427993344,80120401,144,2.613533596593013,142.2279678245592,95.4900636329939,9.93730910101164,9.09952053687094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19881539,-1.3937147
558,0.0,23,0.0,0.0,1.0,0.0,8951,12058,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,145395364,80120401,144,2.718532788188176,113.43532458257194,95.4900636329939,9.397483619049352,9.09952053687094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.53750765,0.150313
559,0.0,27,1.0,0.0,1.0,0.0,8951,2210,12,0,107412,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,729,4884100,80120401,144,2.837319416472825,55.24511094465871,95.4900636329939,7.700747794511798,9.09952053687094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5058528,0.023412334
560,0.0,23,1.0,0.0,1.0,0.0,12532,21870,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,478296900,157051024,144,2.718532788188176,145.57052263598942,109.76808373888085,9.992871113670814,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41202846,-0.35558614
561,0.0,19,0.0,1.0,1.0,0.0,12532,13299,12,0,150384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,176863401,157051024,144,2.5746536781438683,118.19710661066073,109.76808373888085,9.495444123413163,9.436040652072082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.57859045,0.31698972
562,0.0,27,0.0,0.0,0.0,0.0,14322,16254,14,0,200508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,264192516,205119684,196,2.837319416472825,128.57025735609082,115.993372140364,9.69609431131315,9.569552095566886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5042603,0.017041678
563,0.0,22,0.0,0.0,1.0,0.0,16112,16254,16,0,257792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,264192516,259596544,256,2.6852857884380423,128.57025735609082,121.77055007916732,9.69609431131315,9.687319614958344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.30604887,-0.8186567
564,0.0,42,0.0,0.0,1.0,0.0,16112,15516,12,0,193344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764,240746256,259596544,144,3.1555956891389783,126.09131328125072,121.77055007916732,9.649627028559856,9.687319614958344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6421725,0.584806
565,0.0,20,0.0,0.0,0.0,0.0,17491,2216,13,0,227383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,4910656,305935081,169,2.613533596593013,55.30943885779465,125.96503425241688,7.703459047867175,9.769441741907062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.44895676,-0.20488673
566,0.0,29,0.0,0.0,0.0,0.0,0,0,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,1,1,169,2.889688641163886,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.32523435,-0.7298194
567,0.0,23,1.0,0.0,1.0,0.0,13427,4433,12,0,161124,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,529,19651489,180284329,144,2.718532788188176,74.35568542416708,112.94257591239744,8.396831834745054,9.505022884072709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.47236067,-0.11067016
