,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,propensity_score,propensity_logit
497,0.0,20.0,12.0,0.0,0.0,0.0,0.0,8130.95703125,13166.0302734375,25564.669921875,0.9970779418945312,5.832540988922119
498,0.0,20.0,12.0,0.0,0.0,1.0,0.0,12024.01953125,17380.44921875,25181.939453125,0.9971422553062439,5.854860782623291
499,0.0,28.0,17.0,0.0,0.0,0.0,0.0,10587.8798828125,13192.8896484375,13466.51953125,0.997143566608429,5.855320930480957
500,0.0,26.0,15.0,0.0,0.0,1.0,0.0,21763.5390625,25243.55078125,22520.55078125,0.9971453547477722,5.8559489250183105
501,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,2083.93505859375,6024.69091796875,0.08545742928981781,-2.370405673980713
502,0.0,18.0,10.0,0.0,0.0,0.0,1.0,2031.760009765625,2035.5970458984375,5794.166015625,0.08552371710538864,-2.3695578575134277
503,0.0,17.0,11.0,0.0,0.0,0.0,1.0,1712.3990478515625,4649.4677734375,5597.6279296875,0.08553415536880493,-2.369424343109131
504,0.0,38.0,8.0,0.0,0.0,1.0,1.0,23952.0390625,0.0,24660.30078125,0.08556175976991653,-2.3690714836120605
505,0.0,17.0,11.0,0.0,1.0,0.0,1.0,1508.635009765625,3229.741943359375,8188.0830078125,0.08534986525774002,-2.3717827796936035
506,0.0,17.0,9.0,0.0,0.0,0.0,1.0,815.0549926757812,0.0,9327.41015625,0.08561389148235321,-2.368405342102051
507,0.0,18.0,11.0,0.0,0.0,0.0,1.0,3023.14892578125,5476.59716796875,0.0,0.08529473096132278,-2.3724892139434814
508,0.0,18.0,11.0,0.0,0.0,0.0,1.0,2766.485107421875,2705.177001953125,9034.8203125,0.08567371219396591,-2.3676414489746094
509,0.0,19.0,10.0,0.0,0.0,0.0,1.0,1050.1669921875,0.0,10876.0703125,0.0856819897890091,-2.3675358295440674
510,0.0,17.0,10.0,0.0,0.0,0.0,1.0,0.0,1897.741943359375,4940.0400390625,0.08520625531673431,-2.373623847961426
511,0.0,16.0,10.0,0.0,0.0,0.0,1.0,1342.0980224609375,2155.548095703125,0.0,0.08576781302690506,-2.366440773010254
512,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,10256.900390625,0.08515094965696335,-2.374333381652832
513,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,261.3870849609375,9157.4716796875,0.08582206070423126,-2.3657491207122803
514,0.0,18.0,10.0,0.0,0.0,0.0,1.0,2864.447998046875,1858.35498046875,11477.5,0.08585940301418304,-2.3652732372283936
515,0.0,16.0,10.0,0.0,0.0,0.0,1.0,240.98980712890625,773.4193725585938,8353.587890625,0.08508070558309555,-2.3752355575561523
516,0.0,17.0,11.0,0.0,0.0,0.0,1.0,8877.4384765625,3435.62890625,594.0460815429688,0.08506374061107635,-2.375453472137451
517,0.0,17.0,10.0,0.0,0.0,0.0,1.0,1103.0670166015625,725.0806274414062,9161.9052734375,0.0860050842165947,-2.3634185791015625
518,0.0,16.0,7.0,0.0,1.0,0.0,1.0,289.97149658203125,0.0,7515.716796875,0.086155004799366,-2.3615128993988037
519,0.0,18.0,11.0,0.0,0.0,0.0,1.0,577.9837036132812,503.0805969238281,9624.4326171875,0.0862099677324295,-2.3608150482177734
520,0.0,27.0,12.0,0.0,0.0,1.0,0.0,25862.3203125,25243.55078125,3722.39306640625,0.5287633538246155,0.11518057435750961
521,0.0,31.0,12.0,0.0,0.0,1.0,0.0,18973.5390625,19425.0,0.0,0.5288608074188232,0.11557167023420334
522,0.0,54.0,8.0,0.0,0.0,1.0,1.0,21344.25,9159.2900390625,3330.7958984375,0.5288942456245422,0.11570588499307632
523,0.0,20.0,12.0,0.0,1.0,0.0,0.0,1880.89599609375,1668.5810546875,12220.7998046875,0.5285390615463257,0.11428042501211166
524,0.0,18.0,12.0,0.0,0.0,0.0,0.0,621.0875854492188,841.4515991210938,0.0,0.5285013318061829,0.11412908136844635
525,0.0,27.0,11.0,0.0,0.0,1.0,1.0,14267.3798828125,12829.4501953125,18693.240234375,0.5284433960914612,0.11389658600091934
526,0.0,20.0,12.0,0.0,0.0,0.0,0.0,2838.97802734375,1738.4029541015625,0.0,0.5291536450386047,0.11674701422452927
527,0.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,857.5645141601562,3392.860107421875,0.5291942954063416,0.11691014468669891
528,0.0,43.0,14.0,0.0,0.0,0.0,0.0,16330.490234375,6967.93505859375,428.54071044921875,0.5293299555778503,0.11745470762252808
529,0.0,42.0,12.0,0.0,0.0,1.0,0.0,16871.25,12449.900390625,0.0,0.5294655561447144,0.11799896508455276
530,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,610.5,743.2965087890625,0.5294671654701233,0.1180054247379303
531,0.0,21.0,8.0,0.0,0.0,1.0,1.0,6481.2548828125,7095.0478515625,13194.6201171875,0.5280386805534363,0.1122724860906601
532,0.0,29.0,10.0,0.0,0.0,1.0,1.0,22337.599609375,21235.01953125,13175.41015625,0.5295142531394958,0.11819440126419067
533,0.0,29.0,12.0,0.0,0.0,1.0,0.0,14641.599609375,162.91940307617188,9473.705078125,0.5295181274414062,0.11820998042821884
534,0.0,24.0,12.0,0.0,0.0,1.0,0.0,13036.9599609375,13201.83984375,0.0,0.5296154618263245,0.11860062927007675
535,0.0,28.0,9.0,0.0,1.0,1.0,1.0,20013.91015625,16327.740234375,24051.48046875,0.5296672582626343,0.1188085600733757
536,0.0,17.0,8.0,0.0,0.0,0.0,1.0,2462.798095703125,7080.72607421875,25564.669921875,0.5277204513549805,0.11099564284086227
537,0.0,46.0,11.0,0.0,0.0,1.0,1.0,5674.037109375,4971.72607421875,0.0,0.5275821685791016,0.11044083535671234
538,0.0,28.0,12.0,0.0,0.0,1.0,0.0,15472.330078125,17611.400390625,975.2994995117188,0.5299538969993591,0.1199592798948288
539,0.0,21.0,13.0,0.0,0.0,0.0,0.0,11645.8798828125,10630.9404296875,12803.01953125,0.933047354221344,2.6344704627990723
540,0.0,32.0,16.0,0.0,0.0,1.0,0.0,25862.3203125,8593.5478515625,13578.830078125,0.9330517053604126,2.63454008102417
541,0.0,23.0,12.0,0.0,1.0,0.0,0.0,5817.06298828125,18105.529296875,8876.7041015625,0.9330027103424072,2.633755922317505
542,0.0,33.0,12.0,0.0,0.0,1.0,0.0,0.0,13964.51953125,8423.041015625,0.9329942464828491,2.633620500564575
543,0.0,46.0,12.0,0.0,0.0,0.0,0.0,23487.689453125,21313.7890625,22532.369140625,0.9330912828445435,2.635173797607422
544,0.0,30.0,14.0,0.0,0.0,1.0,0.0,16500.94921875,18660.529296875,15748.1298828125,0.9330991506576538,2.6352999210357666
545,0.0,34.0,14.0,0.0,0.0,1.0,0.0,25862.3203125,12152.7099609375,22250.130859375,0.9329370260238647,2.6327056884765625
546,0.0,41.0,12.0,1.0,0.0,1.0,0.0,25862.3203125,25243.55078125,25564.669921875,0.9329333305358887,2.6326465606689453
547,0.0,46.0,8.0,0.0,0.0,1.0,1.0,15037.3701171875,16687.599609375,17972.109375,0.9328626394271851,2.6315174102783203
548,0.0,21.0,12.0,0.0,0.0,1.0,0.0,15384.16015625,13037.1298828125,18523.30078125,0.93321293592453,2.6371240615844727
549,0.0,52.0,8.0,0.0,0.0,1.0,1.0,25862.3203125,25243.55078125,25564.669921875,0.9328472018241882,2.6312708854675293
550,0.0,52.0,8.0,0.0,0.0,1.0,1.0,25862.3203125,25243.55078125,25564.669921875,0.9328472018241882,2.6312708854675293
551,0.0,52.0,8.0,0.0,0.0,1.0,1.0,25862.3203125,25243.55078125,25564.669921875,0.9328472018241882,2.6312708854675293
552,0.0,36.0,12.0,0.0,0.0,1.0,0.0,9451.5029296875,14678.849609375,13339.4404296875,0.9327932596206665,2.6304101943969727
553,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5391.90185546875,5594.7578125,18882.390625,0.9332773089408875,2.638157367706299
554,0.0,41.0,12.0,0.0,0.0,1.0,0.0,16171.7900390625,17792.23046875,16414.58984375,0.9333277344703674,2.638967275619507
555,0.0,41.0,7.0,0.0,0.0,1.0,1.0,22729.44921875,22346.810546875,25564.669921875,0.9333590269088745,2.639470338821411
556,0.0,34.0,12.0,0.0,0.0,1.0,0.0,10152.919921875,13119.48046875,15674.25,0.9333750009536743,2.6397271156311035
557,0.0,42.0,12.0,0.0,0.0,1.0,0.0,19388.900390625,18798.390625,18331.19921875,0.9326943159103394,2.6288328170776367
558,0.0,37.0,8.0,0.0,0.0,1.0,1.0,25862.3203125,5456.90283203125,19621.25,0.1236412525177002,-1.9583913087844849
559,0.0,33.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,5841.453125,0.12327568978071213,-1.9617693424224854
560,0.0,29.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12326791137456894,-1.961841344833374
561,0.0,29.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12326791137456894,-1.961841344833374
562,0.0,29.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12326791137456894,-1.961841344833374
563,0.0,53.0,13.0,1.0,0.0,0.0,0.0,9194.8388671875,8600.7099609375,8662.4326171875,0.12376830726861954,-1.957219123840332
564,0.0,27.0,8.0,0.0,1.0,0.0,1.0,12696.0498046875,11522.51953125,18682.900390625,0.12378794699907303,-1.957038164138794
565,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,750.1452026367188,16504.73046875,0.1238233670592308,-1.9567116498947144
566,0.0,32.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12318626046180725,-1.962597131729126
567,0.0,32.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12318626046180725,-1.962597131729126
568,0.0,28.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1411.22900390625,0.12311674654483795,-1.9632408618927002
569,0.0,29.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1588.5560302734375,0.1239810585975647,-1.955258846282959
570,0.0,24.0,10.0,1.0,0.0,1.0,1.0,12241.5,10621.98046875,8196.94921875,0.12299364060163498,-1.9643815755844116
571,0.0,16.0,8.0,0.0,0.0,0.0,1.0,31.348270416259766,21.483869552612305,6868.47314453125,0.1241040825843811,-1.9541265964508057
572,0.0,52.0,8.0,1.0,0.0,1.0,1.0,25862.3203125,6586.59716796875,6169.5078125,0.1228838786482811,-1.9653995037078857
573,0.0,21.0,11.0,0.0,0.0,0.0,1.0,14153.740234375,7873.8388671875,0.0,0.12423204630613327,-1.9529500007629395
574,0.0,24.0,16.0,0.0,0.0,1.0,0.0,248.826904296875,0.0,16126.4296875,0.9400992393493652,2.753296136856079
575,0.0,55.0,8.0,0.0,0.0,1.0,1.0,25862.3203125,25243.55078125,24395.7890625,0.9401036500930786,2.7533745765686035
576,0.0,42.0,5.0,0.0,1.0,1.0,1.0,16369.669921875,17867.419921875,18382.919921875,0.940057098865509,2.7525482177734375
577,0.0,38.0,3.0,0.0,1.0,1.0,1.0,19000.970703125,19310.419921875,18251.400390625,0.9401156902313232,2.7535884380340576
578,0.0,34.0,18.0,0.0,0.0,1.0,0.0,25862.3203125,25243.55078125,11082.9501953125,0.9400535225868225,2.7524847984313965
579,0.0,30.0,14.0,0.0,0.0,1.0,0.0,14831.650390625,15434.3701171875,16998.2890625,0.940037190914154,2.752194881439209
580,0.0,51.0,12.0,0.0,0.0,1.0,0.0,20454.75,19920.919921875,18514.439453125,0.9401513934135437,2.754222869873047
581,0.0,48.0,12.0,1.0,0.0,1.0,0.0,25241.23046875,25243.55078125,25564.669921875,0.9401719570159912,2.7545883655548096
582,0.0,44.0,12.0,0.0,0.0,1.0,0.0,23260.419921875,18017.810546875,23832.76953125,0.9399921894073486,2.751396894454956
583,0.0,46.0,12.0,0.0,0.0,1.0,0.0,18940.23046875,18848.51953125,18319.380859375,0.9399785399436951,2.751154899597168
584,0.0,21.0,12.0,0.0,0.0,0.0,0.0,11824.1796875,6346.69384765625,21202.419921875,0.9402270317077637,2.755567789077759
585,0.0,44.0,12.0,0.0,1.0,1.0,0.0,23115.4296875,23055.76953125,24027.830078125,0.9399314522743225,2.7503206729888916
586,0.0,45.0,12.0,0.0,0.0,1.0,0.0,25862.3203125,25241.759765625,21864.439453125,0.9402474164962769,2.7559306621551514
587,0.0,18.0,12.0,0.0,0.0,1.0,0.0,3138.7451171875,9739.35546875,14663.48046875,0.9399179816246033,2.750082015991211
588,0.0,22.0,12.0,0.0,0.0,1.0,0.0,558.3909912109375,243.48390197753906,22677.189453125,0.9399160742759705,2.7500481605529785
589,0.0,29.0,12.0,0.0,0.0,1.0,0.0,18730.58984375,17521.890625,18289.8203125,0.9399071931838989,2.7498910427093506
590,0.0,34.0,12.0,0.0,1.0,0.0,0.0,25862.3203125,25243.55078125,25564.669921875,0.9399049282073975,2.7498509883880615
591,0.0,45.0,12.0,0.0,0.0,1.0,0.0,21324.66015625,23370.869140625,18196.73046875,0.9402726888656616,2.756380558013916
592,0.0,19.0,12.0,0.0,0.0,0.0,0.0,354.6272888183594,2667.5810546875,19132.130859375,0.939864993095398,2.7491440773010254
593,0.0,40.0,11.0,0.0,0.0,1.0,1.0,25394.060546875,16488.869140625,25564.669921875,0.49762558937072754,-0.009497721679508686
594,0.0,18.0,11.0,0.0,0.0,0.0,1.0,129.3115997314453,0.0,25564.669921875,0.49771836400032043,-0.009126640856266022
595,0.0,37.0,14.0,0.0,0.0,1.0,0.0,25862.3203125,25243.55078125,0.0,0.4975259602069855,-0.00989632960408926
596,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,526.3547973632812,1477.72705078125,0.4978092610836029,-0.008762973360717297
597,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4979499280452728,-0.008200260810554028
598,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4979499280452728,-0.008200260810554028
599,0.0,37.0,13.0,1.0,0.0,0.0,0.0,23513.16015625,24117.439453125,0.0,0.4980437159538269,-0.00782515574246645
600,0.0,41.0,12.0,0.0,0.0,1.0,0.0,0.0,6420.09716796875,3181.544921875,0.4972101151943207,-0.011159587651491165
601,0.0,24.0,12.0,1.0,0.0,0.0,0.0,10668.2099609375,9710.7099609375,10969.16015625,0.4971747100353241,-0.011301240883767605
602,0.0,18.0,12.0,0.0,1.0,0.0,0.0,958.0814819335938,1086.7259521484375,0.0,0.4970449209213257,-0.01182046439498663
603,0.0,33.0,12.0,1.0,0.0,1.0,0.0,11931.9296875,12639.6796875,14496.5,0.4982878863811493,-0.006848427001386881
604,0.0,32.0,9.0,1.0,0.0,1.0,1.0,25862.3203125,18483.2890625,25564.669921875,0.4983009696006775,-0.0067961555905640125
605,0.0,23.0,13.0,0.0,1.0,1.0,0.0,4888.37109375,12664.740234375,4171.6220703125,0.49692264199256897,-0.012309664860367775
606,0.0,24.0,12.0,0.0,0.0,1.0,0.0,8001.64599609375,10226.3203125,0.0,0.49855703115463257,-0.0057718707248568535
607,0.0,42.0,17.0,0.0,0.0,1.0,0.0,17478.619140625,16356.3896484375,2365.840087890625,0.4966888725757599,-0.013244753703474998
608,0.0,29.0,12.0,0.0,0.0,1.0,0.0,4155.60498046875,6212.4189453125,5563.64111328125,0.49892371892929077,-0.004305139183998108
609,0.0,26.0,13.0,0.0,0.0,0.0,0.0,3877.388916015625,5335.1611328125,331.01080322265625,0.4990595281124115,-0.0037618617061525583
610,0.0,35.0,10.0,0.0,1.0,1.0,1.0,13103.580078125,13128.4404296875,16729.33984375,0.4990695118904114,-0.0037219561636447906
611,0.0,37.0,16.0,0.0,1.0,1.0,0.0,8620.7744140625,7877.4189453125,14777.26953125,0.49911168217658997,-0.003553318325430155
612,0.0,55.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15483669936656952,-1.6971588134765625
613,0.0,32.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15485095977783203,-1.697049856185913
614,0.0,54.0,16.0,0.0,0.0,1.0,0.0,3364.06103515625,0.0,0.0,0.15473949909210205,-1.6979018449783325
615,0.0,29.0,10.0,1.0,0.0,1.0,1.0,9275.1689453125,11287.98046875,6281.81591796875,0.15501965582370758,-1.6957614421844482
616,0.0,27.0,10.0,0.0,0.0,0.0,1.0,6444.02880859375,0.0,1102.384033203125,0.15459772944450378,-1.6989861726760864
617,0.0,20.0,6.0,1.0,0.0,0.0,1.0,5834.69677734375,5331.5810546875,2801.77001953125,0.15437348186969757,-1.7007029056549072
618,0.0,22.0,10.0,0.0,0.0,1.0,1.0,5317.4501953125,0.0,7328.0458984375,0.15536347031593323,-1.6931390762329102
619,0.0,22.0,10.0,0.0,0.0,0.0,1.0,3644.236083984375,3279.87109375,1491.0260009765625,0.15537622570991516,-1.6930419206619263
620,0.0,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,427.06298828125,0.15427429974079132,-1.7014628648757935
621,0.0,17.0,8.0,0.0,1.0,0.0,1.0,6534.15478515625,8060.0322265625,3079.58203125,0.15421274304389954,-1.701934814453125
622,0.0,23.0,10.0,1.0,0.0,1.0,1.0,7421.703125,8437.7900390625,8697.8994140625,0.15419135987758636,-1.7020987272262573
623,0.0,53.0,17.0,0.0,0.0,1.0,0.0,0.0,51.919349670410156,588.1351928710938,0.155548557639122,-1.6917293071746826
624,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,3220.7900390625,11790.7802734375,0.15566386282444,-1.6908518075942993
625,0.0,38.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15370163321495056,-1.7058587074279785
626,0.0,17.0,10.0,0.0,0.0,0.0,1.0,19.592670440673828,1092.0970458984375,18609.009765625,0.15604490041732788,-1.687955617904663
627,0.0,29.0,13.0,0.0,0.0,1.0,0.0,1918.1219482421875,495.9194030761719,434.45159912109375,0.15357014536857605,-1.7068698406219482
628,0.0,35.0,6.0,1.0,0.0,1.0,1.0,2300.178955078125,0.0,4425.791015625,0.1562676876783371,-1.6862647533416748
629,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,19882.810546875,0.15339462459087372,-1.7082208395004272
630,0.0,36.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22385844588279724,-1.2433209419250488
631,0.0,36.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22385844588279724,-1.2433209419250488
632,0.0,36.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22385844588279724,-1.2433209419250488
633,0.0,36.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22385844588279724,-1.2433209419250488
634,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,19336.05078125,0.22392159700393677,-1.242957592010498
635,0.0,35.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22420254349708557,-1.2413417100906372
636,0.0,35.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22420254349708557,-1.2413417100906372
637,0.0,19.0,11.0,0.0,0.0,0.0,1.0,7065.1162109375,15446.900390625,3700.22705078125,0.22334881126880646,-1.2462565898895264
638,0.0,18.0,11.0,0.0,0.0,0.0,1.0,2002.3709716796875,5070.19384765625,16291.9404296875,0.22439901530742645,-1.2402124404907227
639,0.0,31.0,13.0,0.0,0.0,0.0,0.0,1402.8349609375,57.290321350097656,277.8125915527344,0.22314798831939697,-1.2474147081375122
640,0.0,37.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22450967133045197,-1.2395766973495483
641,0.0,18.0,11.0,0.0,0.0,0.0,1.0,5386.02392578125,8101.2099609375,16351.0400390625,0.22454461455345154,-1.2393760681152344
642,0.0,27.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,2314.1201171875,0.22457300126552582,-1.239212989807129
643,0.0,35.0,12.0,1.0,0.0,1.0,0.0,14774.830078125,12723.8203125,8408.263671875,0.2246849238872528,-1.2385703325271606
644,0.0,24.0,6.0,0.0,1.0,1.0,1.0,21587.19921875,8948.0322265625,25564.669921875,0.22285646200180054,-1.2490971088409424
645,0.0,22.0,11.0,0.0,0.0,1.0,1.0,168.4969024658203,2046.3389892578125,4477.51220703125,0.22280818223953247,-1.2493759393692017
646,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,4567.11279296875,15525.0,0.22485890984535217,-1.2375719547271729
647,0.0,26.0,12.0,0.0,0.0,1.0,0.0,950.244384765625,0.0,0.0,0.22487081587314606,-1.2375036478042603
648,0.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,198.01539611816406,0.22490264475345612,-1.2373210191726685
649,0.0,47.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24941830337047577,-1.1017171144485474
650,0.0,19.0,10.0,0.0,0.0,0.0,1.0,1996.4930419921875,7583.80615234375,11230.7197265625,0.2496209591627121,-1.1006348133087158
651,0.0,24.0,12.0,0.0,0.0,1.0,0.0,405.5682067871094,445.7903137207031,0.0,0.24924211204051971,-1.1026583909988403
652,0.0,23.0,9.0,0.0,0.0,0.0,1.0,6630.1591796875,7141.59716796875,9088.017578125,0.2491980642080307,-1.1028938293457031
653,0.0,17.0,10.0,0.0,0.0,0.0,1.0,47.02239990234375,4320.0478515625,18003.140625,0.2498033344745636,-1.0996614694595337
654,0.0,48.0,14.0,0.0,0.0,1.0,0.0,9130.1826171875,0.0,0.0,0.25020354986190796,-1.097527027130127
655,0.0,21.0,9.0,0.0,0.0,1.0,1.0,11156.0703125,8441.37109375,1213.2139892578125,0.2503747045993805,-1.096614956855774
656,0.0,51.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.24854625761508942,-1.1063807010650635
657,0.0,22.0,16.0,0.0,0.0,1.0,0.0,1759.4219970703125,4568.90283203125,0.0,0.24851906299591064,-1.1065263748168945
658,0.0,18.0,7.0,0.0,0.0,0.0,1.0,491.7760009765625,558.5806274414062,642.8110961914062,0.2484855204820633,-1.106705904006958
659,0.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,2477.805908203125,0.0,0.2505432367324829,-1.095717191696167
660,0.0,17.0,9.0,0.0,0.0,1.0,1.0,4373.083984375,6001.1611328125,855.6036987304688,0.24831776320934296,-1.1076045036315918
661,0.0,49.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2482706904411316,-1.1078566312789917
662,0.0,24.0,11.0,1.0,0.0,1.0,1.0,4935.39306640625,6405.77392578125,20886.189453125,0.2508035898208618,-1.0943310260772705
663,0.0,51.0,12.0,0.0,0.0,1.0,0.0,15217.6298828125,0.0,0.0,0.25080451369285583,-1.094326138496399
664,0.0,54.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2481008768081665,-1.108766794204712
665,0.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2480608969926834,-1.1089811325073242
666,0.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2480608969926834,-1.1089811325073242
667,0.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2480608969926834,-1.1089811325073242
668,0.0,17.0,5.0,1.0,0.0,0.0,1.0,96.00406646728516,868.3065185546875,0.0,0.1342959702014923,-1.863497018814087
669,0.0,29.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13432368636131287,-1.8632586002349854
670,0.0,16.0,9.0,0.0,0.0,0.0,1.0,0.0,2126.903076171875,11379.9697265625,0.13437287509441376,-1.8628356456756592
671,0.0,18.0,10.0,0.0,0.0,0.0,1.0,697.4990234375,3573.48388671875,8359.4990234375,0.1345125436782837,-1.861635446548462
672,0.0,19.0,9.0,0.0,0.0,0.0,1.0,474.1426086425781,1312.3060302734375,0.0,0.13452577590942383,-1.8615217208862305
673,0.0,34.0,14.0,0.0,0.0,1.0,0.0,599.5355834960938,694.6452026367188,614.7343139648438,0.13452866673469543,-1.861496925354004
674,0.0,19.0,11.0,0.0,0.0,0.0,1.0,9071.4052734375,13595.7099609375,0.0,0.13357439637184143,-1.8697177171707153
675,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,2733.822998046875,11622.3203125,0.1346346139907837,-1.860587239265442
676,0.0,25.0,9.0,0.0,1.0,1.0,1.0,13176.0703125,6378.9189453125,0.0,0.13467569649219513,-1.8602347373962402
677,0.0,16.0,9.0,0.0,0.0,0.0,1.0,0.0,2764.258056640625,9157.4716796875,0.13479354977607727,-1.8592238426208496
678,0.0,36.0,1.0,1.0,0.0,0.0,1.0,348.74951171875,0.0,0.0,0.1332993507385254,-1.872096300125122
679,0.0,43.0,6.0,1.0,0.0,1.0,1.0,5815.10400390625,0.0,12970.009765625,0.13326230645179749,-1.8724169731140137
680,0.0,20.0,11.0,0.0,0.0,1.0,1.0,4478.8837890625,39.38710021972656,6280.337890625,0.13507315516471863,-1.8568283319473267
681,0.0,21.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1351068764925003,-1.8565397262573242
682,0.0,55.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13519051671028137,-1.8558242321014404
683,0.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5644.916015625,0.13281333446502686,-1.8763096332550049
684,0.0,30.0,13.0,0.0,0.0,1.0,0.0,1063.8819580078125,0.0,0.0,0.1353474110364914,-1.854482889175415
685,0.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,1668.5810546875,10647.01953125,0.138220876455307,-1.8301459550857544
686,0.0,28.0,8.0,1.0,0.0,1.0,1.0,4974.578125,5487.3388671875,1016.676025390625,0.13822601735591888,-1.8301029205322266
687,0.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4795.22314453125,0.13794487714767456,-1.8324650526046753
688,0.0,21.0,9.0,0.0,0.0,0.0,1.0,1522.3499755859375,100.25810241699219,0.0,0.13828665018081665,-1.8295940160751343
689,0.0,48.0,10.0,1.0,0.0,0.0,1.0,19173.380859375,12313.83984375,25564.669921875,0.13790489733219147,-1.832801342010498
690,0.0,34.0,10.0,0.0,0.0,1.0,1.0,15286.2001953125,0.0,21172.869140625,0.13832581043243408,-1.8292653560638428
691,0.0,49.0,12.0,0.0,1.0,1.0,0.0,6191.283203125,5628.77392578125,4456.8232421875,0.13833926618099213,-1.8291524648666382
692,0.0,35.0,10.0,1.0,0.0,1.0,1.0,12419.7900390625,11896.6904296875,0.0,0.13784630596637726,-1.833294153213501
693,0.0,19.0,10.0,0.0,0.0,0.0,1.0,5777.8779296875,4672.7421875,135.9508056640625,0.13781894743442535,-1.833524465560913
694,0.0,16.0,10.0,0.0,1.0,1.0,1.0,0.0,886.209716796875,6849.26318359375,0.13845482468605042,-1.8281834125518799
695,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,4040.758056640625,9713.0966796875,0.13862763345241547,-1.826735496520996
696,0.0,32.0,5.0,0.0,1.0,0.0,1.0,12623.5595703125,11719.4501953125,5427.68994140625,0.13755753636360168,-1.835726261138916
697,0.0,17.0,11.0,0.0,0.0,0.0,1.0,1990.614990234375,2463.48388671875,14537.8701171875,0.1387610286474228,-1.8256187438964844
698,0.0,18.0,11.0,0.0,0.0,0.0,1.0,4161.48291015625,5619.8232421875,12800.0703125,0.13742977380752563,-1.8368034362792969
699,0.0,19.0,10.0,1.0,0.0,1.0,1.0,311.5234069824219,2030.2259521484375,8881.13671875,0.13741540908813477,-1.8369247913360596
700,0.0,17.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,3859.822021484375,0.1388244479894638,-1.8250881433486938
701,0.0,17.0,7.0,0.0,1.0,0.0,1.0,0.0,2082.14501953125,6460.62109375,0.13885749876499176,-1.8248118162155151
