data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,educ_re74,educ_re75,hisp_u75,hisp_u74,black_u75,black_u74,agesq,re78sq,re75sq,re74sq,educsq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74
PSID,0.0,36,12,0.0,0.0,1.0,0.0,12147,13964,13299,0,0,145764,167568,0.0,0.0,0.0,0.0,1296,176863401,194993296,147549609,144,2.6297926326741745,215.29384357291778,240.64924197758748,267.7032668516996,9.495444123413163,9.544237868224927,9.404837504700271
PSID,0.0,27,12,0.0,0.0,1.0,0.0,12147,14322,20142,0,0,145764,171864,0.0,0.0,0.0,0.0,729,405700164,205119684,147549609,144,2.4762782031557764,264.5432491523816,243.76148440642535,267.7032668516996,9.91056246620809,9.569552095566886,9.404837504700271
PSID,0.0,33,12,0.0,0.0,1.0,0.0,12147,16112,24382,0,0,145764,193344,0.0,0.0,0.0,0.0,1089,594481924,259596544,147549609,144,2.5842089822990757,290.81687030950644,258.7734665734028,267.7032668516996,10.101600434125091,9.687319614958344,9.404837504700271
PSID,0.0,27,12,0.0,0.0,1.0,0.0,12147,23274,26599,0,0,145764,279288,0.0,0.0,0.0,0.0,729,707506801,541679076,147549609,144,2.4762782031557764,303.6297116514761,311.81699486016134,267.7032668516996,10.188628900078157,10.055092136668023,9.404837504700271
PSID,0.0,30,12,1.0,0.0,1.0,0.0,12225,10741,18962,0,0,146700,128892,0.0,0.0,0.0,0.0,900,359557444,115369081,149450625,144,2.5334394036668626,256.7410541218542,210.61947303301352,268.6142357824379,9.850192255477904,9.281823473598047,9.411238314343073
PSID,0.0,46,12,0.0,0.0,1.0,0.0,12343,11637,11230,0,0,148116,139644,0.0,0.0,0.0,0.0,2116,126112900,135419769,152349649,144,2.7543807077112348,197.94296701091048,219.3712631017443,269.9871589718987,9.326344047732489,9.361944956108077,9.42084437974393
PSID,0.0,23,14,0.0,0.0,1.0,0.0,12343,12532,14186,0,0,172802,175448,0.0,0.0,0.0,0.0,529,201242596,157051024,152349649,196,2.3871493584877808,222.30913843782116,227.78515947699924,269.9871589718987,9.560010841762033,9.436040652072082,9.42084437974393
PSID,0.0,25,16,0.0,0.0,1.0,0.0,12343,13606,21427,0,0,197488,217696,0.0,0.0,0.0,0.0,625,459116329,185123236,152349649,256,2.433823915251168,272.77998485582475,237.4971238420091,269.9871589718987,9.972407088000725,9.518266150905006,9.42084437974393
PSID,0.0,27,14,0.0,0.0,1.0,0.0,12419,16829,25178,0,0,173866,235606,0.0,0.0,0.0,0.0,729,633931684,283215241,154231561,196,2.4762782031557764,295.4828016976099,264.55275261129424,270.8681295945403,10.133725876326205,9.730858867713073,9.426982836948033
PSID,0.0,49,16,0.0,0.0,1.0,0.0,12504,12353,12560,0,0,200064,197648,0.0,0.0,0.0,0.0,2401,157753600,152596609,156350016,256,2.7855987260506447,209.2653769009466,226.12686820730627,271.85041022597323,9.438272440022189,9.421654227536814,9.433803872101313
PSID,0.0,22,12,0.0,0.0,1.0,0.0,12539,12532,14369,0,0,150468,150384,0.0,0.0,0.0,0.0,484,206468161,157051024,157226521,144,2.3619745959915805,223.72849927450162,227.78515947699924,272.25396038878245,9.572828387229206,9.436040652072082,9.436599066190539
PSID,0.0,28,16,0.0,0.0,1.0,0.0,12572,21483,23495,0,0,201152,343728,0.0,0.0,0.0,0.0,784,552015025,461519289,158055184,256,2.4961331514830443,285.52541520334034,299.41724956120265,272.6339628297737,10.064542911536916,9.97501720367505,9.439227397917458
PSID,0.0,24,12,1.0,0.0,1.0,0.0,12658,19693,19210,0,0,151896,236316,0.0,0.0,0.0,0.0,576,369024100,387814249,160224964,144,2.4110617704828803,258.40086935798206,286.50005966360106,273.6220612918466,9.863186255762603,9.888018521632196,9.44604470533525
PSID,0.0,37,17,1.0,0.0,1.0,0.0,12735,1306,4236,0,0,216495,22202,0.0,0.0,0.0,0.0,1369,17943696,1705636,162180225,289,2.643997137307219,121.74217264215086,71.60700877126357,274.5040631919963,8.351374706721296,7.174724309836376,9.452109387413557
PSID,0.0,22,13,0.0,0.0,0.0,0.0,12735,12532,17732,0,0,165555,162916,0.0,0.0,0.0,0.0,484,314423824,157051024,162180225,169,2.3619745959915805,248.34095422130784,227.78515947699924,274.5040631919963,9.783126195864945,9.436040652072082,9.452109387413557
PSID,0.0,23,17,0.0,0.0,0.0,0.0,12735,14322,28076,0,0,216495,243474,0.0,0.0,0.0,0.0,529,788261776,205119684,162180225,289,2.3871493584877808,311.86661591065626,243.76148440642535,274.5040631919963,10.242670397850311,9.569552095566886,9.452109387413557
PSID,0.0,23,12,1.0,0.0,0.0,0.0,12735,14322,20688,0,0,152820,171864,0.0,0.0,0.0,0.0,529,427993344,205119684,162180225,144,2.3871493584877808,268.07474420496,243.76148440642535,274.5040631919963,9.937309101011639,9.569552095566886,9.452109387413557
PSID,0.0,26,12,0.0,0.0,1.0,0.0,12735,14322,14925,0,0,152820,171864,0.0,0.0,0.0,0.0,676,222755625,205119684,162180225,144,2.455533930511051,227.9854412545181,243.76148440642535,274.5040631919963,9.610792938260802,9.569552095566886,9.452109387413557
PSID,0.0,22,12,0.0,0.0,0.0,0.0,12735,16112,21131,0,0,152820,193344,0.0,0.0,0.0,0.0,484,446519161,259596544,162180225,144,2.3619745959915805,270.9053944663134,258.7734665734028,274.5040631919963,9.958496435566927,9.687319614958344,9.452109387413557
PSID,0.0,31,14,0.0,0.0,1.0,0.0,12735,17724,29850,0,0,178290,248136,0.0,0.0,0.0,0.0,961,891022500,314140176,162180225,196,2.5510056054252104,321.4740376941484,271.5978408528521,274.5040631919963,10.303940118820748,9.782674932319381,9.452109387413557
PSID,0.0,31,14,0.0,0.0,1.0,0.0,12735,17724,29850,0,0,178290,248136,0.0,0.0,0.0,0.0,961,891022500,314140176,162180225,196,2.5510056054252104,321.4740376941484,271.5978408528521,274.5040631919963,10.303940118820748,9.782674932319381,9.452109387413557
PSID,0.0,54,12,0.0,0.0,1.0,0.0,12735,17894,19343,0,0,152820,214728,0.0,0.0,0.0,0.0,2916,374151649,320195236,162180225,144,2.832911904697852,259.2865294981772,272.91588961276176,274.5040631919963,9.870085875902097,9.792220740107542,9.452109387413557
PSID,0.0,25,16,1.0,0.0,1.0,0.0,12735,18261,10521,0,0,203760,292176,0.0,0.0,0.0,0.0,625,110691441,333464121,162180225,256,2.433823915251168,191.62778399378118,275.7402892550467,274.5040631919963,9.261128538808288,9.812522917162035,9.452109387413557
PSID,0.0,28,12,1.0,0.0,1.0,0.0,12735,19693,17732,0,0,152820,236316,0.0,0.0,0.0,0.0,784,314423824,387814249,162180225,144,2.4961331514830443,248.34095422130784,286.50005966360106,274.5040631919963,9.783126195864945,9.888018521632196,9.452109387413557
PSID,0.0,19,13,0.0,0.0,1.0,0.0,12735,19693,28815,0,0,165555,256009,0.0,0.0,0.0,0.0,361,830304225,387814249,162180225,169,2.277483861606734,315.9052291208654,286.50005966360106,274.5040631919963,10.268651363870767,9.888018521632196,9.452109387413557
PSID,0.0,26,17,0.0,0.0,1.0,0.0,12735,25064,26599,0,0,216495,426088,0.0,0.0,0.0,0.0,676,707506801,628204096,162180225,289,2.455533930511051,303.6297116514761,323.74479543799265,274.5040631919963,10.188628900078157,10.129187832632027,9.452109387413557
PSID,0.0,28,12,0.0,0.0,1.0,0.0,12813,7161,16254,0,0,153756,85932,0.0,0.0,0.0,0.0,784,264192516,51279921,164172969,144,2.4961331514830443,237.84532166247675,171.3647585507666,275.3949516426404,9.69609431131315,8.87640491500694,9.458215559509576
PSID,0.0,20,12,0.0,0.0,1.0,0.0,12931,2363,14777,0,0,155172,28356,0.0,0.0,0.0,0.0,400,218359729,5583769,167210761,144,2.307302906807808,226.86027995795632,97.20991690685645,276.737844600403,9.600827196903634,7.767687277186908,9.467382808295852
PSID,0.0,26,12,0.0,0.0,1.0,0.0,12931,11100,22165,0,0,155172,133200,0.0,0.0,0.0,0.0,676,491287225,123210000,167210761,144,2.455533930511051,277.39728981138563,214.16800916531705,276.737844600403,10.006269747179154,9.314700387300425,9.467382808295852
PSID,0.0,25,17,0.0,0.0,1.0,0.0,12935,22379,36943,0,0,219895,380443,0.0,0.0,0.0,0.0,625,1364785249,500819641,167314225,289,2.433823915251168,357.25388945671034,305.6821934096822,276.7832646021857,10.51713146323313,10.015878298115155,9.46769209462013
PSID,0.0,24,12,0.0,0.0,1.0,0.0,13029,13964,41571,0,0,156348,167568,0.0,0.0,0.0,0.0,576,1728148041,194993296,169754841,144,2.4110617704828803,378.73716684520497,240.64924197758748,277.8487287892863,10.635158087766825,9.544237868224927,9.474932921202932
PSID,0.0,22,12,0.0,0.0,1.0,0.0,13127,8951,13595,0,0,157524,107412,0.0,0.0,0.0,0.0,484,184824025,80120401,172318129,144,2.3619745959915805,217.66062528266465,191.97398402704601,278.95566774220873,9.51745735706657,9.099520536870939,9.482426456803408
PSID,0.0,27,17,0.0,0.0,1.0,0.0,13127,10741,29554,0,0,223159,182597,0.0,0.0,0.0,0.0,729,873438916,115369081,172318129,289,2.4762782031557764,319.89156496917167,210.61947303301352,278.95566774220873,10.293974377463579,9.281823473598047,9.482426456803408
PSID,0.0,26,12,0.0,0.0,1.0,0.0,13127,12174,12687,0,0,157524,146088,0.0,0.0,0.0,0.0,676,160959969,148206276,172318129,144,2.455533930511051,210.31396744423182,224.45660240358808,278.95566774220873,9.448333126140598,9.40705780905387,9.482426456803408
PSID,0.0,27,12,1.0,0.0,1.0,0.0,13127,12353,11526,0,0,157524,148236,0.0,0.0,0.0,0.0,729,132848676,152596609,172318129,144,2.4762782031557764,200.5193922317634,226.12686820730627,278.95566774220873,9.352360631996612,9.421654227536814,9.482426456803408
PSID,0.0,19,12,0.0,0.0,1.0,0.0,13127,12532,24382,0,0,157524,150384,0.0,0.0,0.0,0.0,361,594481924,157051024,172318129,144,2.277483861606734,290.81687030950644,227.78515947699924,278.95566774220873,10.101600434125091,9.436040652072082,9.482426456803408
PSID,0.0,29,17,0.0,0.0,1.0,0.0,13127,19693,1,0,0,223159,334781,0.0,0.0,0.0,0.0,841,1,387814249,172318129,289,2.5151666841835545,0.0,286.50005966360106,278.95566774220873,0.0,9.888018521632196,9.482426456803408
PSID,0.0,20,12,0.0,0.0,1.0,0.0,13244,8772,17289,0,0,158928,105264,0.0,0.0,0.0,0.0,400,298909521,76947984,175403536,144,2.307302906807808,245.24336364021516,190.0112996714237,280.27211091505603,9.757825740104776,9.079320109537779,9.491299898667137
PSID,0.0,25,12,0.0,0.0,1.0,0.0,13291,14202,14777,0,0,159492,170424,0.0,0.0,0.0,0.0,625,218359729,201696804,176650681,144,2.433823915251168,226.86027995795632,242.7226239866502,280.7993890259827,9.600827196903634,9.561138078742038,9.494842393421333
PSID,0.0,29,16,0.0,0.0,1.0,0.0,13323,5370,17732,0,0,213168,85920,0.0,0.0,0.0,0.0,841,314423824,28836900,177502329,256,2.5151666841835545,248.34095422130784,147.97928181837898,281.1578823831671,9.783126195864945,8.58858318750291,9.497247143960212
PSID,0.0,23,14,0.0,0.0,0.0,0.0,13323,12174,14777,0,0,186522,170436,0.0,0.0,0.0,0.0,529,218359729,148206276,177502329,196,2.3871493584877808,226.86027995795632,224.45660240358808,281.1578823831671,9.600827196903634,9.40705780905387,9.497247143960212
PSID,0.0,28,12,0.0,0.0,1.0,0.0,13323,12532,10935,0,0,159876,150384,0.0,0.0,0.0,0.0,784,119574225,157051024,177502329,144,2.4961331514830443,195.34069165081536,227.78515947699924,281.1578823831671,9.299723933110869,9.436040652072082,9.497247143960212
PSID,0.0,30,14,0.0,0.0,1.0,0.0,13323,14322,14777,0,0,186522,200508,0.0,0.0,0.0,0.0,900,218359729,205119684,177502329,196,2.5334394036668626,226.86027995795632,243.76148440642535,281.1578823831671,9.600827196903634,9.569552095566886,9.497247143960212
PSID,0.0,26,16,1.0,0.0,1.0,0.0,13323,19693,19934,0,0,213168,315088,0.0,0.0,0.0,0.0,676,397364356,387814249,177502329,256,2.455533930511051,263.18514604203693,286.50005966360106,281.1578823831671,9.900182095527402,9.888018521632196,9.497247143960212
PSID,0.0,24,12,0.0,1.0,1.0,0.0,13493,16470,21035,0,0,161916,197640,0.0,0.0,0.0,0.0,576,442471225,271260900,182061049,144,2.4110617704828803,270.2945581200988,261.6746956230647,283.0555876718011,9.95394299602462,9.709295823171686,9.509926311430787
PSID,0.0,22,12,1.0,0.0,1.0,0.0,13518,13427,12560,0,0,162216,161124,0.0,0.0,0.0,0.0,484,157753600,180284329,182736324,144,2.3619745959915805,209.2653769009466,235.9056214561901,283.3337059388429,9.438272440022189,9.505022884072709,9.511777409660299
PSID,0.0,27,12,0.0,0.0,1.0,0.0,13597,15833,13246,0,0,163164,189996,0.0,0.0,0.0,0.0,729,175456516,250683889,184878409,144,2.4762782031557764,214.86724705364935,256.4901908022796,284.2109644273687,9.491450899044924,9.669851648501433,9.517604459155686
PSID,0.0,22,12,1.0,0.0,1.0,0.0,13665,17903,13299,0,0,163980,214836,0.0,0.0,0.0,0.0,484,176863401,320517409,186732225,144,2.3619745959915805,215.29384357291778,272.9854950030354,284.9641441941694,9.495444123413163,9.792723575551273,9.522593098362169
PSID,0.0,42,13,0.0,0.0,1.0,0.0,13701,1,33987,0,1,178113,0,0.0,0.0,0.0,0.0,1764,1155116169,1,187717401,169,2.7087921703054496,342.8086601708651,0.0,285.3621687419501,10.433733377541598,0.0,9.525224101853109
PSID,0.0,22,12,1.0,0.0,1.0,0.0,13714,1,664,0,1,164568,0,0.0,0.0,1.0,0.0,484,440896,1,188073796,144,2.3619745959915805,47.69971762755771,0.0,285.50577823542375,6.498282149476434,0.0,9.52617248784431
PSID,0.0,47,12,0.0,0.0,1.0,0.0,13714,1,12560,0,1,164568,0,0.0,0.0,0.0,0.0,2209,157753600,1,188073796,144,2.76504783613105,209.2653769009466,0.0,285.50577823542375,9.438272440022189,0.0,9.52617248784431
PSID,0.0,26,12,0.0,0.0,1.0,0.0,13714,716,22904,0,0,164568,8592,0.0,0.0,0.0,0.0,676,524593216,512656,188073796,144,2.455533930511051,281.9432436862791,52.39061910180522,285.50577823542375,10.039066846777951,6.573680166960646,9.52617248784431
PSID,0.0,21,12,0.0,0.0,1.0,0.0,13714,3222,14038,0,0,164568,38664,0.0,0.0,0.0,0.0,441,197065444,10381284,188073796,144,2.3354087276939604,221.15442358203896,113.97013036004392,285.50577823542375,9.549523217290366,8.07775756373692,9.52617248784431
PSID,0.0,25,16,0.0,0.0,0.0,0.0,13714,6042,1,0,0,219424,96672,0.0,0.0,0.0,0.0,625,1,36505764,188073796,256,2.433823915251168,0.0,157.1514075747433,285.50577823542375,0.0,8.706490361946617,9.52617248784431
PSID,0.0,25,12,1.0,0.0,1.0,0.0,13714,8235,17732,0,0,164568,98820,0.0,0.0,0.0,0.0,625,314423824,67815225,188073796,144,2.433823915251168,248.34095422130784,184.0007765610762,285.50577823542375,9.783126195864945,9.016148642611741,9.52617248784431
PSID,0.0,23,12,0.0,0.0,0.0,0.0,13714,10741,15959,0,0,164568,128892,0.0,0.0,0.0,0.0,529,254689681,115369081,188073796,144,2.3871493584877808,235.69315759836664,210.61947303301352,285.50577823542375,9.677778212399186,9.281823473598047,9.52617248784431
PSID,0.0,33,12,1.0,0.0,0.0,0.0,13714,11100,9605,0,0,164568,133200,0.0,0.0,0.0,0.0,1089,92256025,123210000,188073796,144,2.5842089822990757,183.13949431130015,214.16800916531705,285.50577823542375,9.170039075202657,9.314700387300425,9.52617248784431
PSID,0.0,55,16,1.0,0.0,1.0,0.0,13714,11995,23531,0,0,219424,191920,0.0,0.0,0.0,0.0,3025,553707961,143880025,188073796,256,2.841753022490376,285.74213140131207,222.77409759504346,285.50577823542375,10.066073979755881,9.392245175273795,9.52617248784431
PSID,0.0,47,12,1.0,0.0,1.0,0.0,13714,12433,14777,0,0,164568,149196,0.0,0.0,0.0,0.0,2209,218359729,154579489,188073796,144,2.76504783613105,226.86027995795632,226.869468505828,285.50577823542375,9.600827196903634,9.428109506952937,9.52617248784431
PSID,0.0,20,12,1.0,0.0,1.0,0.0,13714,12532,8866,0,0,164568,150384,0.0,0.0,0.0,0.0,400,78605956,157051024,188073796,144,2.307302906807808,175.9867472340003,227.78515947699924,285.50577823542375,9.089979015305,9.436040652072082,9.52617248784431
PSID,0.0,26,12,1.0,0.0,1.0,0.0,13714,12532,11821,0,0,164568,150384,0.0,0.0,0.0,0.0,676,139736041,157051024,188073796,144,2.455533930511051,203.05388584240424,227.78515947699924,285.50577823542375,9.377632889750377,9.436040652072082,9.52617248784431
PSID,0.0,31,12,0.0,0.0,1.0,0.0,13714,12532,14777,0,0,164568,150384,0.0,0.0,0.0,0.0,961,218359729,157051024,188073796,144,2.5510056054252104,226.86027995795632,227.78515947699924,285.50577823542375,9.600827196903634,9.436040652072082,9.52617248784431
PSID,0.0,30,12,0.0,0.0,1.0,0.0,13714,12532,2563,0,0,164568,150384,0.0,0.0,0.0,0.0,900,6568969,157051024,188073796,144,2.5334394036668626,94.63117494928463,227.78515947699924,285.50577823542375,7.848933726364071,9.436040652072082,9.52617248784431
PSID,0.0,21,12,1.0,0.0,0.0,0.0,13714,13339,11651,0,0,164568,160068,0.0,0.0,0.0,0.0,441,135745801,177928921,188073796,144,2.3354087276939604,201.59730626390976,235.1193445262125,285.50577823542375,9.36314729221994,9.498447354141044,9.52617248784431
PSID,0.0,28,17,0.0,0.0,1.0,0.0,13714,13427,6827,0,0,233138,228259,0.0,0.0,0.0,0.0,784,46607929,180284329,188073796,289,2.4961331514830443,154.50577820762015,235.9056214561901,285.50577823542375,8.82864061741828,9.505022884072709,9.52617248784431
PSID,0.0,24,12,0.0,0.0,1.0,0.0,13714,13427,17732,0,0,164568,161124,0.0,0.0,0.0,0.0,576,314423824,180284329,188073796,144,2.4110617704828803,248.34095422130784,235.9056214561901,285.50577823542375,9.783126195864945,9.505022884072709,9.52617248784431
PSID,0.0,28,12,0.0,0.0,1.0,0.0,13714,13606,19210,0,0,164568,163272,0.0,0.0,0.0,0.0,784,369024100,185123236,188073796,144,2.4961331514830443,258.40086935798206,237.4971238420091,285.50577823542375,9.863186255762603,9.518266150905006,9.52617248784431
PSID,0.0,23,12,0.0,0.0,0.0,0.0,13714,14322,22165,0,0,164568,171864,0.0,0.0,0.0,0.0,529,491287225,205119684,188073796,144,2.3871493584877808,277.39728981138563,243.76148440642535,285.50577823542375,10.006269747179154,9.569552095566886,9.52617248784431
PSID,0.0,35,12,0.0,0.0,0.0,0.0,13714,15038,26599,0,0,164568,180456,0.0,0.0,0.0,0.0,1225,707506801,226141444,188073796,144,2.6151136517105504,303.6297116514761,249.87218339623183,285.50577823542375,10.188628900078157,9.618335609937972,9.52617248784431
PSID,0.0,27,14,0.0,0.0,1.0,0.0,13714,15217,13447,0,0,191996,213038,0.0,0.0,0.0,0.0,729,180821809,231557089,188073796,196,2.4762782031557764,216.48054243446737,251.37714578447813,285.50577823542375,9.50651131182387,9.630168502920114,9.52617248784431
PSID,0.0,23,12,0.0,0.0,1.0,0.0,13714,15754,24205,0,0,164568,189048,0.0,0.0,0.0,0.0,529,585882025,248188516,188073796,144,2.3871493584877808,289.7688756848211,255.84004958076952,285.50577823542375,10.094314502373795,9.664849580263269,9.52617248784431
PSID,0.0,24,12,1.0,0.0,1.0,0.0,13714,16112,16254,0,0,164568,193344,0.0,0.0,0.0,0.0,576,264192516,259596544,188073796,144,2.4110617704828803,237.84532166247675,258.7734665734028,285.50577823542375,9.69609431131315,9.687319614958344,9.52617248784431
PSID,0.0,24,12,0.0,0.0,1.0,0.0,13714,16112,16254,0,0,164568,193344,0.0,0.0,0.0,0.0,576,264192516,259596544,188073796,144,2.4110617704828803,237.84532166247675,258.7734665734028,285.50577823542375,9.69609431131315,9.687319614958344,9.52617248784431
PSID,0.0,39,12,1.0,0.0,1.0,0.0,13714,17008,14629,0,0,164568,204096,0.0,0.0,0.0,0.0,1521,214007641,289272064,188073796,144,2.671090658383699,225.72937978947945,265.9763826158524,285.50577823542375,9.590761138978086,9.74143910058173,9.52617248784431
PSID,0.0,33,12,0.0,0.0,1.0,0.0,13714,18082,26081,0,0,164568,216984,0.0,0.0,0.0,0.0,1089,680218561,326958724,188073796,144,2.5842089822990757,300.68611675531065,274.3662772847049,285.50577823542375,10.168962358863777,9.802672247297311,9.52617248784431
PSID,0.0,45,14,0.0,0.0,1.0,0.0,13714,19102,30145,0,0,191996,267428,0.0,0.0,0.0,0.0,2025,908721025,364886404,188073796,196,2.7434357441916153,323.04325335209575,282.1081096590357,285.50577823542375,10.313774350923506,9.857548320594683,9.52617248784431
PSID,0.0,45,14,0.0,0.0,1.0,0.0,13714,19102,30145,0,0,191996,267428,0.0,0.0,0.0,0.0,2025,908721025,364886404,188073796,196,2.7434357441916153,323.04325335209575,282.1081096590357,285.50577823542375,10.313774350923506,9.857548320594683,9.52617248784431
PSID,0.0,27,12,1.0,0.0,1.0,0.0,13714,19425,25860,0,0,164568,233100,0.0,0.0,0.0,0.0,729,668739600,377330625,188073796,144,2.4762782031557764,299.4212268920007,284.5166755144831,285.50577823542375,10.160452652325848,9.874316175235847,9.52617248784431
PSID,0.0,45,17,0.0,0.0,1.0,0.0,13714,23095,6649,0,0,233138,392615,0.0,0.0,0.0,0.0,2025,44209201,533379025,188073796,289,2.7434357441916153,152.4840500386739,310.59953412307266,285.50577823542375,8.802221746402456,10.047371422864705,9.52617248784431
PSID,0.0,23,16,0.0,0.0,0.0,0.0,13714,25601,31623,0,0,219424,409616,0.0,0.0,0.0,0.0,529,1000014129,655411201,188073796,256,2.3871493584877808,330.7903798991063,327.2400216848382,285.50577823542375,10.361639982923299,10.150386692204734,9.52617248784431
PSID,0.0,26,17,0.0,0.0,1.0,0.0,13714,29540,29554,0,0,233138,502180,0.0,0.0,0.0,0.0,676,873438916,872611600,188073796,289,2.455533930511051,319.89156496917167,351.83807037178684,285.50577823542375,10.293974377463579,10.293500556085371,9.52617248784431
PSID,0.0,27,14,1.0,0.0,0.0,0.0,13812,17036,20688,0,0,193368,238504,0.0,0.0,0.0,0.0,729,427993344,290225296,190771344,196,2.4762782031557764,268.07474420496,266.19839925400487,286.5863073268835,9.937309101011639,9.743084031043104,9.533293058509884
PSID,0.0,21,14,0.0,0.0,1.0,0.0,13832,8777,591,0,0,193648,122878,0.0,0.0,0.0,0.0,441,349281,77035729,191324224,196,2.3354087276939604,44.92984730018666,190.06639178871626,286.8063774321918,6.3818160174060985,9.079889942592118,9.534740027363126
PSID,0.0,20,12,0.0,0.0,1.0,0.0,13902,14322,19653,0,0,166824,171864,0.0,0.0,0.0,0.0,400,386240409,205119684,193265604,144,2.307302906807808,261.3389181352829,243.76148440642535,287.57544004331555,9.885985277399985,9.569552095566886,9.53978799366043
PSID,0.0,29,12,0.0,0.0,1.0,0.0,13910,7161,19210,0,0,166920,85932,0.0,0.0,0.0,0.0,841,369024100,51279921,193488100,144,2.5151666841835545,258.40086935798206,171.3647585507666,287.6632161697786,9.863186255762603,8.87640491500694,9.540363284917488
PSID,0.0,22,12,0.0,1.0,1.0,0.0,13910,8611,16218,0,0,166920,103332,0.0,0.0,0.0,0.0,484,263023524,74149321,193488100,144,2.3619745959915805,237.58375361381027,188.2289233921375,287.6632161697786,9.693877015504503,9.060795734696166,9.540363284917488
PSID,0.0,24,12,0.0,0.0,0.0,0.0,13910,13427,19210,0,0,166920,161124,0.0,0.0,0.0,0.0,576,369024100,180284329,193488100,144,2.4110617704828803,258.40086935798206,235.9056214561901,287.6632161697786,9.863186255762603,9.505022884072709,9.540363284917488
PSID,0.0,27,12,0.0,0.0,1.0,0.0,13910,14859,15072,0,0,166920,178308,0.0,0.0,0.0,0.0,729,227165184,220789881,193488100,144,2.4762782031557764,229.0974038199233,248.358299867859,287.6632161697786,9.620593996816144,9.606361021256347,9.540363284917488
PSID,0.0,23,12,0.0,0.0,1.0,0.0,14063,11100,14777,0,0,168756,133200,0.0,0.0,0.0,0.0,529,218359729,123210000,197767969,144,2.3871493584877808,226.86027995795632,214.16800916531705,289.3373633846024,9.600827196903634,9.314700387300425,9.551302513870247
PSID,0.0,24,16,0.0,0.0,1.0,0.0,14067,24706,37829,0,0,225072,395296,0.0,0.0,0.0,0.0,576,1431033241,610386436,197880489,256,2.4110617704828803,361.4682189603677,321.39395027866425,289.38101607296545,10.540831283230636,10.11480140809676,9.551586907757695
PSID,0.0,23,16,0.0,0.0,0.0,0.0,14106,6266,2955,0,0,225696,100256,0.0,0.0,0.0,0.0,529,8732025,39262756,198979236,256,2.3871493584877808,101.6430222758282,160.09502432470762,289.8063224934736,7.991253929840199,8.742893471512136,9.554355517768125
PSID,0.0,33,14,0.0,0.0,1.0,0.0,14106,14322,17732,0,0,197484,200508,0.0,0.0,0.0,0.0,1089,314423824,205119684,198979236,196,2.5842089822990757,248.34095422130784,243.76148440642535,289.8063224934736,9.783126195864945,9.569552095566886,9.554355517768125
PSID,0.0,21,12,0.0,0.0,0.0,0.0,14106,17903,22165,0,0,169272,214836,0.0,0.0,0.0,0.0,441,491287225,320517409,198979236,144,2.3354087276939604,277.39728981138563,272.9854950030354,289.8063224934736,10.006269747179154,9.792723575551273,9.554355517768125
PSID,0.0,23,12,0.0,0.0,1.0,0.0,14106,23453,1,0,0,169272,281436,0.0,0.0,0.0,0.0,529,1,550043209,198979236,144,2.3871493584877808,0.0,313.0298152737139,289.8063224934736,0.0,10.062753697461577,9.554355517768125
PSID,0.0,20,12,1.0,0.0,1.0,0.0,14322,17903,14777,0,0,171864,214836,0.0,0.0,0.0,0.0,400,218359729,320517409,205119684,144,2.307302906807808,226.86027995795632,272.9854950030354,292.151863169346,9.600827196903634,9.792723575551273,9.569552095566886
PSID,0.0,24,12,0.0,0.0,1.0,0.0,14373,19693,7388,0,0,172476,236316,0.0,0.0,0.0,0.0,576,54582544,387814249,206583129,144,2.4110617704828803,160.70825380504334,286.50005966360106,292.703224519111,8.90761234131913,9.888018521632196,9.573106725551233
PSID,0.0,29,12,1.0,0.0,1.0,0.0,14392,15396,14777,0,0,172704,184752,0.0,0.0,0.0,0.0,841,218359729,237036816,207129664,144,2.5151666841835545,226.86027995795632,252.8733436278898,292.90839699878256,9.600827196903634,9.641863014403636,9.574427775630369
PSID,0.0,34,12,0.0,0.0,1.0,0.0,14498,14322,10048,0,0,173976,171864,0.0,0.0,0.0,0.0,1156,100962304,205119684,210192004,144,2.599930091885787,187.2937011512616,243.76148440642535,294.0506999576747,9.21512888870798,9.569552095566886,9.581765987860823
PSID,0.0,44,12,0.0,0.0,1.0,0.0,14498,14424,14579,0,0,173976,173088,0.0,0.0,0.0,0.0,1936,212547241,208051776,210192004,144,2.7321992888894746,225.3460066228487,244.64112260104076,294.0506999576747,9.587337416104821,9.576648764883153,9.581765987860823
PSID,0.0,23,12,0.0,0.0,1.0,0.0,14498,19335,19210,0,0,173976,232020,0.0,0.0,0.0,0.0,529,369024100,373842225,210192004,144,2.3871493584877808,258.40086935798206,283.8475696251727,294.0506999576747,9.863186255762603,9.869672204041397,9.581765987860823
PSID,0.0,26,14,1.0,0.0,1.0,0.0,14506,17187,21678,0,0,203084,240618,0.0,0.0,0.0,0.0,676,469935684,295392969,210424036,196,2.455533930511051,274.35930536075574,267.39259255740507,294.1367509255232,9.984053200375696,9.751908563076688,9.582317635923358
PSID,0.0,51,12,0.0,0.0,1.0,0.0,14533,19245,17732,0,0,174396,230940,0.0,0.0,0.0,0.0,2601,314423824,370370025,211208089,144,2.8051807583705917,248.34095422130784,283.1769155181596,294.4270073494982,9.783126195864945,9.865006565717847,9.58417720462617
