treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,educ_re74,educ_re75,hisp_u75,hisp_u74,black_u75,black_u74,ageboxcox,agesq,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74,re78sq,re75sq,re74sq,educsq
0,26,11,1,0,0,1,4699,1174,6672,0,0,51689,12914,0,0,0,0,0.985647479,676,21.74394319,3.279133639,2.372801277,8.805674944,7.068172,8.455104999,44515584,1378276,22080601,121
0,29,9,1,0,0,1,1,1203,9378,1,0,0,10827,0,0,0,1,0.990015998,841,23.48190906,3.283159732,0,9.1461218,7.092573716,0,87946884,1447209,1,81
0,17,10,0,1,0,1,1203,1239,5088,0,0,12030,12390,0,0,0,0,0.963467415,289,20.43512856,3.287991478,2.314960233,8.534640105,7.122059882,7.092573716,25887744,1535121,1447209,100
0,22,11,1,0,0,1,7914,1321,2639,0,0,87054,14531,0,0,0,0,0.977999627,484,17.51961813,3.298368465,2.387704369,7.878155337,7.186144305,8.976388622,6964321,1745041,62631396,121
0,24,11,1,0,0,1,1,1327,9495,1,0,0,14597,0,0,0,1,0.982137733,576,23.54725486,3.299095886,0,9.158520623,7.190676034,0,90155025,1760929,1,121
0,20,12,1,0,0,0,557,1371,20893,0,0,6684,16452,0,0,0,0,0.973046674,400,28.02109957,3.304307229,2.264892689,9.947169454,7.22329568,6.32256524,436517449,1879641,310249,144
0,18,12,1,0,0,0,1,1405,1,1,0,0,16860,0,0,0,1,0.967010209,324,0,3.30819253,0,0,7.247792582,0,1,1974025,1,144
0,24,11,0,0,0,1,2669,1468,10361,0,0,29359,16148,0,0,0,0,0.982137733,576,24.01145395,3.31508924,2.352608055,9.245804036,7.291656209,7.889459149,107350321,2155024,7123561,121
0,21,9,0,0,0,1,2988,1577,1740,0,0,26892,14193,0,0,0,0,0.975639416,441,15.84215289,3.326186456,2.357019179,7.461640392,7.363279587,8.002359546,3027600,2486929,8928144,81
0,30,8,1,0,0,1,1,1706,1,1,0,0,13648,0,0,0,1,0.991280597,900,0,3.338138164,0,0,7.441906728,0,1,2910436,1,64
0,31,11,1,0,0,1,17711,1726,1,0,0,194821,18986,0,0,0,0,0.992464722,961,0,3.339889538,2.405318429,0,7.453561872,9.781941194,1,2979076,313679521,121
0,17,10,0,1,0,1,1442,1734,6354,0,0,14420,17340,0,0,0,0,0.963467415,289,21.50333782,3.340582974,2.324626854,8.756839815,7.458186157,7.273786318,40373316,3006756,2079364,100
0,19,9,1,0,0,1,8409,1778,7171,0,0,75681,16002,0,0,0,0,0.970185058,361,22.10322334,3.344326431,2.389241802,8.877800394,7.483244416,9.03705784,51423241,3161284,70711281,81
0,23,11,1,0,0,1,1,1896,5573,1,0,0,20856,0,0,0,1,0.980157371,529,20.86763254,3.353817446,0,8.625688788,7.547501683,0,31058329,3594816,1,121
0,22,12,1,0,0,0,4380,2003,439,0,0,52560,24036,0,0,0,0,0.977999627,484,11.11829463,3.361804267,2.370537775,6.084499413,7.602401336,8.384804003,192721,4012009,19184400,144
0,29,12,1,0,0,0,22859,2080,16969,0,0,274308,24960,0,0,0,0,0.990015998,841,26.77811346,3.367227734,2.409793796,9.739143429,7.640123173,10.03710019,287946961,4326400,522533881,144
0,22,10,1,0,0,1,1,2174,5344,1,0,0,21740,0,0,0,1,0.977999627,484,20.66742784,3.373516837,0,8.583729715,7.684324068,0,28558336,4726276,1,100
0,29,13,1,0,0,0,718,2265,2725,0,0,9334,29445,0,0,0,0,0.990015998,841,17.65410709,3.379288431,2.283168318,7.910223707,7.725330038,6.576469569,7425625,5130225,515524,169
0,19,11,1,0,0,1,721,2445,9772,0,0,7931,26895,0,0,0,0,0.970185058,361,23.69937478,3.389892069,2.283452915,9.187276432,7.801800402,6.580639137,95491984,5978025,519841,121
0,17,9,1,0,0,1,1,2595,1,1,0,0,23355,0,0,0,1,0.963467415,289,0,3.398006571,0,0,7.861341796,0,1,6734025,1,81
0,18,10,1,0,0,1,1716,2682,1,0,0,17160,26820,0,0,0,0,0.967010209,324,0,3.402448063,2.333257986,0,7.894318064,7.44775128,1,7193124,2944656,100
0,19,12,1,0,0,0,8417,2814,1720,0,0,101004,33768,0,0,0,0,0.970185058,361,15.79737876,3.408852666,2.389265597,7.45007957,7.942362238,9.038008749,2958400,7918596,70845889,144
0,33,11,1,0,0,1,10523,2899,18859,0,0,115753,31889,0,0,0,0,0.994620561,1089,27.40323283,3.412780627,2.394605615,9.844745533,7.972121129,9.261318617,355661881,8404201,110733529,121
0,36,11,0,1,0,1,5443,3063,1324,0,0,59873,33693,0,0,0,0,0.997411043,1296,14.80870433,3.419966158,2.377328963,7.188412736,8.027150107,8.602085658,1752976,9381969,29626249,121
0,25,11,1,0,0,1,15209,3072,284,0,0,167299,33792,0,0,0,0,0.983961811,625,9.854047908,3.420346452,2.402416462,5.648974238,8.030084094,9.629642637,80656,9437184,231313681,121
0,19,11,1,0,0,1,3504,3285,11195,0,0,38544,36135,0,0,0,0,0.970185058,361,24.42939139,3.428958755,2.362907482,9.323222529,8.097121931,8.161660452,125328025,10791225,12278016,121
0,23,8,1,0,0,1,7724,3403,1,0,0,61792,27224,0,0,0,0,0.980157371,529,0,3.433433843,2.387077797,0,8.132412675,8.952087644,1,11580409,59660176,64
0,17,11,1,0,0,1,4080,3796,1,0,0,44880,41756,0,0,0,0,0.963467415,289,0,3.447040328,2.368186523,0,8.24170316,8.313852267,1,14409616,16646400,121
0,43,10,1,0,0,1,2502,4128,7565,0,0,25020,41280,0,0,0,0,1.00242637,1849,22.37271599,3.457225371,2.349990591,8.931287626,8.325548307,7.824845691,57229225,17040384,6260004,100
0,26,11,1,0,1,1,1,4184,1,1,0,0,46024,0,0,0,1,0.985647479,676,0,3.458842028,0,0,8.339023006,0,1,17505856,1,121
0,27,11,1,0,1,1,1,4491,1,1,0,0,49401,0,0,0,1,0.987209979,729,0,3.467246828,0,0,8.409830673,0,1,20169081,1,121
0,19,11,1,0,0,1,6337,4503,1,0,0,69707,49533,0,0,0,0,0.970185058,361,0,3.467560618,2.381736331,0,8.41249912,8.754160749,1,20277009,40157569,121
0,28,11,1,0,1,1,8593,5393,4974,0,0,94523,59323,0,0,0,0,0.988662389,784,20.32859245,3.488283019,2.389781174,8.511979624,8.592857095,9.058703197,24740676,29084449,73839649,121
0,28,12,1,0,1,0,10585,5551,12780,0,0,127020,66612,0,0,0,0,0.988662389,784,25.15798052,3.491513344,2.394739629,9.455636728,8.621733371,9.267193184,163328400,30813601,112042225,144
0,26,8,1,0,0,1,1126,5562,3523,0,0,9008,44496,0,0,0,0,0.985647479,676,18.75999702,3.491733936,2.311249765,8.167068178,8.623713035,7.026426809,12411529,30935844,1267876,64
0,31,12,1,0,0,0,1,5613,1,1,0,0,67356,0,0,0,1,0.992464722,961,0,3.492749579,0,0,8.632840615,0,1,31505769,1,144
0,23,11,1,0,0,1,7617,5716,10274,0,0,83787,62876,0,0,0,0,0.980157371,529,23.96628658,3.494765919,2.386715301,9.237371711,8.651024539,8.93813787,105555076,32672656,58018689,121
0,20,12,1,0,0,0,7182,6004,4779,0,0,86184,72048,0,0,0,0,0.973046674,400,20.14163537,3.500170223,2.385164327,8.471986599,8.700181193,8.879333175,22838841,36048016,51581124,144
0,28,10,1,0,1,1,8293,6449,16988,0,0,82930,64490,0,0,0,0,0.988662389,784,26.78467519,3.507911168,2.388893145,9.740262491,8.771680359,9.023167064,288592144,41589601,68773849,100
0,39,12,1,0,1,0,19785,6608,499,0,0,237420,79296,0,0,0,0,0.999777798,1521,11.50959799,3.510516097,2.407318074,6.212606096,8.796036315,9.892679354,249001,43665664,391446225,144
0,22,11,1,0,0,1,8810,6974,3708,0,0,96910,76714,0,0,0,0,0.977999627,484,18.98659125,3.516224583,2.390396755,8.218247927,8.849944227,9.083642719,13749264,48636676,77616100,121
0,20,11,1,0,0,1,8009,7666,7659,0,0,88099,84326,0,0,0,0,0.973046674,400,22.43530902,3.526055347,2.38800977,8.943636706,8.944550246,8.988321188,58660281,58767556,64144081,121
0,21,11,0,1,0,1,2992,8920,20857,0,0,32912,98120,0,0,0,0,0.975639416,441,28.01060089,3.541313439,2.357070239,9.945444902,9.096051226,8.003697339,435014449,79566400,8952064,121
0,23,12,0,1,0,0,5721,8960,7078,0,0,68652,107520,0,0,0,0,0.980157371,529,22.03784922,3.541755174,2.378802854,8.864746661,9.100525506,8.651898894,50098084,80281600,32729841,144
0,29,9,1,0,0,1,9268,9160,1,0,0,83412,82440,0,0,0,0,0.990015998,841,0,3.543927331,2.391628554,0,9.122601458,9.134322886,1,83905600,85895824,81
0,28,9,1,0,1,1,10222,9210,1239,0,0,91998,82890,0,0,0,0,0.988662389,784,14.56537713,3.544461087,2.393938832,7.122059882,9.128045129,9.232297539,1535121,84824100,104489284,81
0,30,11,1,0,1,1,1,9311,3982,1,0,0,102421,0,0,0,1,0.991280597,900,19.30575965,3.545528269,0,8.289539485,9.138951776,0,15856324,86694721,1,121
0,25,10,1,0,1,1,13519,9319,1,0,0,135190,93190,0,0,0,0,0.983961811,625,0,3.545612177,2.40004501,0,9.139810606,9.511851382,1,86843761,182763361,100
0,28,11,1,0,1,1,824,10033,1,0,0,9064,110363,0,0,0,0,0.988662389,784,0,3.552756741,2.292315802,0,9.213634939,6.71417053,1,100661089,678976,121
0,44,9,1,0,1,1,12260,10857,12359,0,0,110340,97713,0,0,0,0,1.003014281,1936,24.97201013,3.560248432,2.397988536,9.422139822,9.292565312,9.414097209,152744881,117874449,150307600,81
0,28,11,1,0,0,1,17491,13371,1,0,0,192401,147081,0,0,0,0,0.988662389,784,0,3.579309688,2.405086993,0,9.500843462,9.769441742,1,178783641,305935081,121
1,37,11,1,0,1,1,1,1,9930,1,1,0,0,0,0,1,1,0.998241999,1369,23.78456951,0,0,9.203315757,0,0,98604900,1,1,121
1,22,9,0,1,0,1,1,1,3595,1,1,0,0,1,1,0,0,0.977999627,484,18.84931693,0,0,8.18729927,0,0,12924025,1,1,81
1,30,12,1,0,0,0,1,1,24909,1,1,0,0,0,0,1,1,0.991280597,900,29.10886138,0,0,10.12298446,0,0,620458281,1,1,144
1,27,11,1,0,0,1,1,1,7506,1,1,0,0,0,0,1,1,0.987209979,729,22.33310298,0,0,8.92345798,0,0,56340036,1,1,121
1,33,8,1,0,0,1,1,1,289,1,1,0,0,0,0,1,1,0.994620561,1089,9.902809224,0,0,5.666426688,0,0,83521,1,1,64
1,22,9,1,0,0,1,1,1,4056,1,1,0,0,0,0,1,1,0.977999627,484,19.38886757,0,0,8.307952545,0,0,16451136,1,1,81
1,23,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,144
1,32,11,1,0,0,1,1,1,8472,1,1,0,0,0,0,1,1,0.993575852,1024,22.95195151,0,0,9.044521887,0,0,71774784,1,1,121
1,33,12,0,0,1,0,1,1,12418,1,1,0,0,0,0,0,0,0.994620561,1089,24.99838191,0,0,9.426902312,0,0,154206724,1,1,144
1,19,9,1,0,0,1,1,1,8173,1,1,0,0,0,0,1,1,0.970185058,361,22.76686149,0,0,9.008591318,0,0,66797929,1,1,81
1,21,13,1,0,0,0,1,1,17094,1,1,0,0,0,0,1,1,0.975639416,441,26.82117285,0,0,9.746482804,0,0,292204836,1,1,169
1,18,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.967010209,324,0,0,0,0,0,0,1,1,1,64
1,27,10,1,0,1,1,1,1,18739,1,1,0,0,0,0,1,1,0.987209979,729,27.36510479,0,0,9.838362193,0,0,351150121,1,1,100
1,19,10,1,0,0,1,1,1,3228,1,1,0,0,0,0,1,1,0.970185058,361,18.37765905,0,0,8.079618029,0,0,10419984,1,1,100
1,27,13,1,0,0,0,1,1,14581,1,1,0,0,0,0,1,1,0.987209979,729,25.90101485,0,0,9.58747459,0,0,212605561,1,1,169
1,23,10,1,0,0,1,1,1,7693,1,1,0,0,0,0,1,1,0.980157371,529,22.45779427,0,0,8.948066103,0,0,59182249,1,1,100
1,40,12,1,0,0,0,1,1,10804,1,1,0,0,0,0,1,1,1.000488891,1600,24.23674347,0,0,9.287671715,0,0,116726416,1,1,144
1,26,12,1,0,0,0,1,1,10747,1,1,0,0,0,0,1,1,0.985647479,676,24.20818454,0,0,9.282381925,0,0,115498009,1,1,144
1,23,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.980157371,529,0,0,0,0,0,0,1,1,1,121
1,41,14,0,0,0,0,1,1,5149,1,1,0,0,0,0,0,0,1.001165773,1681,20.49133464,0,0,8.5465578,0,0,26512201,1,1,196
1,38,9,0,0,0,1,1,1,6408,1,1,0,0,0,0,0,0,0.999029822,1444,21.5448798,0,0,8.765302489,0,0,41062464,1,1,81
1,24,11,1,0,0,1,1,1,1991,1,1,0,0,0,0,1,1,0.982137733,576,16.37102901,0,0,7.596392304,0,0,3964081,1,1,121
1,18,10,1,0,0,1,1,1,11163,1,1,0,0,0,0,1,1,0.967010209,324,24.41383351,0,0,9.320360017,0,0,124612569,1,1,100
1,29,11,1,0,1,1,1,1,9642,1,1,0,0,0,0,1,1,0.990015998,841,23.62842831,0,0,9.173883835,0,0,92968164,1,1,121
1,25,11,1,0,0,1,1,1,9897,1,1,0,0,0,0,1,1,0.983961811,625,23.7668678,0,0,9.19998696,0,0,97950609,1,1,121
1,27,10,0,1,0,1,1,1,11142,1,1,0,0,1,1,0,0,0.987209979,729,24.40360381,0,0,9.318477031,0,0,124144164,1,1,100
1,17,10,1,0,0,1,1,1,16218,1,1,0,0,0,0,1,1,0.963467415,289,26.51380468,0,0,9.693877016,0,0,263023524,1,1,100
1,24,11,1,0,0,1,1,1,995,1,1,0,0,0,0,1,1,0.982137733,576,13.78165084,0,0,6.902742737,0,0,990025,1,1,121
1,17,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,100
1,25,11,1,0,1,1,1,1,1574,1,1,0,0,0,0,1,1,0.983961811,625,15.45694464,0,0,7.361375429,0,0,2477476,1,1,121
1,20,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.973046674,400,0,0,0,0,0,0,1,1,1,144
1,25,12,1,0,0,0,1,1,3191,1,1,0,0,0,0,1,1,0.983961811,625,18.32770757,0,0,8.068089626,0,0,10182481,1,1,144
1,42,14,1,0,0,0,1,1,20505,1,1,0,0,0,0,1,1,1.001810867,1764,27.90715798,0,0,9.928424038,0,0,420455025,1,1,196
1,23,12,1,0,1,0,1,1,5911,1,1,0,0,0,0,1,1,0.980157371,529,21.15116642,0,0,8.684570301,0,0,34939921,1,1,144
1,46,8,1,0,1,1,1,1,3094,1,1,0,0,0,0,1,1,1.004114462,2116,18.19446632,0,0,8.037220031,0,0,9572836,1,1,64
1,24,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.982137733,576,0,0,0,0,0,0,1,1,1,100
1,21,12,1,0,0,0,1,1,1254,1,1,0,0,0,0,1,1,0.975639416,441,14.60928988,0,0,7.134093721,0,0,1572516,1,1,144
1,19,9,0,0,0,1,1,1,13188,1,1,0,0,0,0,0,0,0.970185058,361,25.33348436,0,0,9.487062604,0,0,173923344,1,1,81
1,17,8,1,0,0,1,1,1,8061,1,1,0,0,0,0,1,1,0.963467415,289,22.69610169,0,0,8.994792897,0,0,64979721,1,1,64
1,18,8,0,1,1,1,1,1,2787,1,1,0,0,1,1,0,0,0.967010209,324,17.74892536,0,0,7.932721027,0,0,7767369,1,1,64
1,20,11,1,0,0,1,1,1,3972,1,1,0,0,0,0,1,1,0.973046674,400,19.29443211,0,0,8.287025025,0,0,15776784,1,1,121
1,25,11,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,121
1,17,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,64
1,17,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,81
1,23,12,1,0,0,0,1,1,4843,1,1,0,0,0,0,1,1,0.980157371,529,20.20367302,0,0,8.485289642,0,0,23454649,1,1,144
1,28,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.988662389,784,0,0,0,0,0,0,1,1,1,64
1,31,11,1,0,1,1,1,1,8087,1,1,0,0,0,0,1,1,0.992464722,961,22.71259945,0,0,8.998013113,0,0,65399569,1,1,121
1,18,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.967010209,324,0,0,0,0,0,0,1,1,1,121
1,25,12,1,0,0,0,1,1,2348,1,1,0,0,0,0,1,1,0.983961811,625,17.03620043,0,0,7.761319181,0,0,5513104,1,1,144
1,30,11,1,0,1,1,1,1,590,1,1,0,0,0,0,1,1,0.991280597,900,12.03520843,0,0,6.380122537,0,0,348100,1,1,121
1,17,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,100
1,37,9,1,0,0,1,1,1,1067,1,1,0,0,0,0,1,1,0.998241999,1369,14.02792725,0,0,6.972606251,0,0,1138489,1,1,81
1,42,14,1,0,1,0,1,1,13167,1,1,0,0,0,0,1,1,1.001810867,1764,25.32456032,0,0,9.485468978,0,0,173369889,1,1,196
1,22,11,0,0,0,1,1,1,1048,1,1,0,0,0,0,0,0,0.977999627,484,13.96429152,0,0,6.954638865,0,0,1098304,1,1,121
1,17,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,64
1,29,8,1,0,0,1,1,1,1923,1,1,0,0,0,0,1,1,0.990015998,841,16.23339866,0,0,7.561641746,0,0,3697929,1,1,64
1,35,10,1,0,0,1,1,1,4666,1,1,0,0,0,0,1,1,0.996533292,1225,20.03042034,0,0,8.448057453,0,0,21771556,1,1,100
1,27,11,1,0,0,1,1,1,549,1,1,0,0,0,0,1,1,0.987209979,729,11.8072601,0,0,6.308098442,0,0,301401,1,1,121
1,28,9,1,0,0,1,1,1,10694,1,1,0,0,0,0,1,1,0.988662389,784,24.18151831,0,0,9.277438116,0,0,114361636,1,1,81
1,27,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.987209979,729,0,0,0,0,0,0,1,1,1,121
1,29,13,1,0,0,0,1,1,7479,1,1,0,0,0,0,1,1,0.990015998,841,22.31488995,0,0,8.919854372,0,0,55935441,1,1,169
1,27,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.987209979,729,0,0,0,0,0,0,1,1,1,81
1,46,13,1,0,0,0,1,1,647,1,1,0,0,0,0,1,1,1.004114462,2116,12.3314735,0,0,6.472346295,0,0,418609,1,1,169
1,25,12,1,0,0,0,1,1,11965,1,1,0,0,0,0,1,1,0.983961811,625,24.79320923,0,0,9.389741,0,0,143161225,1,1,144
1,25,11,0,0,0,1,1,1,18783,1,1,0,0,0,0,0,0,0.983961811,625,27.37910821,0,0,9.840707484,0,0,352801089,1,1,121
1,22,12,1,0,0,0,1,1,18678,1,1,0,0,0,0,1,1,0.977999627,484,27.34564639,0,0,9.83510164,0,0,348867684,1,1,144
1,21,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.975639416,441,0,0,0,0,0,0,1,1,1,81
1,40,11,1,0,0,1,1,1,23005,1,1,0,0,0,0,1,1,1.000488891,1600,28.61258465,0,0,10.04346686,0,0,529230025,1,1,121
1,22,11,1,0,0,1,1,1,6456,1,1,0,0,0,0,1,1,0.977999627,484,21.58156617,0,0,8.77276521,0,0,41679936,1,1,121
1,25,12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,144
1,18,12,1,0,0,0,1,1,2321,1,1,0,0,0,0,1,1,0.967010209,324,16.98890181,0,0,7.749753406,0,0,5387041,1,1,144
1,38,12,0,0,0,0,1,1,4941,1,1,0,0,0,0,0,0,0.999029822,1444,20.29738027,0,0,8.505323019,0,0,24413481,1,1,144
1,27,13,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.987209979,729,0,0,0,0,0,0,1,1,1,169
1,27,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.987209979,729,0,0,0,0,0,0,1,1,1,64
1,38,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.999029822,1444,0,0,0,0,0,0,1,1,1,121
1,23,8,0,1,0,1,1,1,3881,1,1,0,0,1,1,0,0,0.980157371,529,19.19026434,0,0,8.263848131,0,0,15062161,1,1,64
1,26,11,1,0,0,1,1,1,17230,1,1,0,0,0,0,1,1,0.985647479,676,26.86772975,0,0,9.75440733,0,0,296872900,1,1,121
1,21,12,0,0,0,0,1,1,8048,1,1,0,0,0,0,0,0,0.975639416,441,22.68783648,0,0,8.993178892,0,0,64770304,1,1,144
1,25,8,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,64
1,31,11,1,0,1,1,1,1,14509,1,1,0,0,0,0,1,1,0.992464722,961,25.87279323,0,0,9.582524426,0,0,210511081,1,1,121
1,17,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.963467415,289,0,0,0,0,0,0,1,1,1,100
1,25,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,121
1,21,12,1,0,0,0,1,1,9983,1,1,0,0,0,0,1,1,0.975639416,441,23.81289902,0,0,9.208638925,0,0,99660289,1,1,144
1,44,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1.003014281,1936,0,0,0,0,0,0,1,1,1,121
1,25,12,0,0,0,0,1,1,5587,1,1,0,0,0,0,0,0,0.983961811,625,20.87965227,0,0,8.628197749,0,0,31214569,1,1,144
1,18,9,1,0,0,1,1,1,4482,1,1,0,0,0,0,1,1,0.967010209,324,19.8445171,0,0,8.407824654,0,0,20088324,1,1,81
1,42,12,1,0,0,0,1,1,2456,1,1,0,0,0,0,1,1,1.001810867,1764,17.22105419,0,0,7.806289289,0,0,6031936,1,1,144
1,25,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.983961811,625,0,0,0,0,0,0,1,1,1,100
1,31,9,0,1,0,1,1,1,26817,1,1,0,0,1,1,0,0,0.992464722,961,29.57595396,0,0,10.19679129,0,0,719151489,1,1,81
1,24,10,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.982137733,576,0,0,0,0,0,0,1,1,1,100
1,26,10,1,0,0,1,1,1,9265,1,1,0,0,0,0,1,1,0.985647479,676,23.41816083,0,0,9.133999139,0,0,85840225,1,1,100
1,25,11,1,0,0,1,1,1,485,1,1,0,0,0,0,1,1,0.983961811,625,11.42188693,0,0,6.184148891,0,0,235225,1,1,121
1,18,11,1,0,0,1,1,1,4814,1,1,0,0,0,0,1,1,0.967010209,324,20.17564586,0,0,8.479283618,0,0,23174596,1,1,121
1,19,11,1,0,0,1,1,1,7458,1,1,0,0,0,0,1,1,0.970185058,361,22.30068703,0,0,8.917042561,0,0,55621764,1,1,121
1,43,9,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1.00242637,1849,0,0,0,0,0,0,1,1,1,81
1,17,9,1,0,0,1,1,1,1953,1,1,0,0,0,0,1,1,0.963467415,289,16.29460101,0,0,7.577121931,0,0,3814209,1,1,81
1,30,11,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.991280597,900,0,0,0,0,0,0,1,1,1,121
1,26,10,1,0,1,1,2027,1,1,0,1,20270,0,0,0,1,0,0.985647479,676,0,0,2.34096697,0,0,7.614312146,1,1,4108729,100
1,20,9,1,0,0,1,6083,1,8881,0,1,54747,0,0,0,1,0,0.973046674,400,23.19666323,0,2.380577531,9.091669442,0,8.713253274,78872161,1,37002889,81
1,17,9,0,1,0,1,445,74,6210,0,0,4005,666,0,0,0,0,0.963467415,289,21.39112935,2.615343763,2.247079175,8.733916175,4.304065093,6.098074282,38564100,5476,198025,81
1,20,12,1,0,0,0,989,165,1,0,0,11868,1980,0,0,0,0,0.973046674,400,0,2.857924364,2.303675117,0,5.105945474,6.896694332,1,27225,978121,144
1,18,11,1,0,0,1,858,214,929,0,0,9438,2354,0,0,0,0,0.967010209,324,13.54273223,2.926538641,2.294905625,6.834108739,5.365976015,6.754604099,863041,45796,736164,121
1,27,12,1,0,1,0,3670,334,1,0,0,44040,4008,0,0,0,0,0.987209979,729,0,3.033960897,2.364547842,0,5.811140993,8.207946941,1,111556,13468900,144
1,21,12,0,0,0,0,3670,334,12558,0,0,44040,4008,0,0,0,0,0.975639416,441,25.06055106,3.033960897,2.364547842,9.438113192,5.811140993,8.207946941,157703364,111556,13468900,144
1,27,12,1,0,0,0,2143,357,22163,0,0,25716,4284,0,0,0,0,0.987209979,729,28.38232753,3.049009845,2.343428038,10.00617951,5.877735782,7.669961995,491198569,127449,4592449,144
1,20,12,1,0,0,0,1,377,1652,1,0,0,4524,0,0,0,1,0.973046674,400,15.64188857,3.061139356,0,7.409741954,5.932245187,0,2729104,142129,1,144
1,19,10,1,0,0,1,1,385,8124,1,0,0,3850,0,0,0,1,0.970185058,361,22.73600235,3.065767184,0,9.002577923,5.953243334,0,65999376,148225,1,100
1,23,12,1,0,0,0,5506,501,671,0,0,66072,6012,0,0,0,0,0.980157371,529,12.44985404,3.121758066,2.377672133,6.508769137,6.216606101,8.613593686,450241,251001,30316036,144
1,29,14,1,0,0,0,1,679,17814,1,0,0,9506,0,0,0,1,0.990015998,841,27.06429543,3.181893595,0,9.787739944,6.520621128,0,317338596,461041,1,196
1,18,10,1,0,0,1,1,798,9737,1,0,0,7980,0,0,0,1,0.967010209,324,23.68035016,3.211994047,0,9.183688341,6.682108597,0,94809169,636804,1,100
1,19,9,1,0,0,1,1,798,17685,1,0,0,7182,0,0,0,1,0.970185058,361,27.02133476,3.211994047,0,9.780472102,6.682108597,0,312759225,636804,1,81
1,27,13,0,0,1,0,9381,853,1,0,0,121953,11089,0,0,0,0,0.987209979,729,0,3.224061289,2.391919349,0,6.748759547,9.146441646,1,727609,88003161,169
1,18,11,0,0,0,1,3678,919,4321,0,0,40458,10109,0,0,0,0,0.967010209,324,19.67665566,3.237314238,2.364624249,8.371242136,6.823286122,8.210124405,18671041,844561,13527684,121
1,27,9,1,0,1,1,1,934,1773,1,0,0,8406,0,0,0,1,0.987209979,729,15.91511779,3.240160254,0,7.480428306,6.839476438,0,3143529,872356,1,81
1,22,12,1,0,0,0,5605,936,1,0,0,67260,11232,0,0,0,0,0.977999627,484,0,3.240535389,2.378200375,0,6.841615476,8.631414336,1,876096,31416025,144
1,23,10,1,0,1,1,1,936,11233,1,0,0,9360,0,0,0,1,0.980157371,529,24.44781917,3.240535389,0,9.326611154,6.841615476,0,126180289,876096,1,100
1,23,12,0,1,0,0,9385,1117,559,0,0,112620,13404,0,0,0,0,0.980157371,529,11.86410995,3.270844035,2.391929552,6.326149473,7.018401799,9.146867949,312481,1247689,88078225,144
1,20,11,1,0,0,1,3637,1220,1085,0,0,40007,13420,0,0,0,0,0.973046674,400,14.08736396,3.285463674,2.364230165,6.989335266,7.106606138,8.198914445,1177225,1488400,13227769,121
1,17,9,1,0,0,1,1716,1253,5445,0,0,15444,11277,0,0,0,0,0.963467415,289,20.75657636,3.289823156,2.333257986,8.602453035,7.133295955,7.44775128,29648025,1570009,2944656,81
1,26,11,1,0,1,1,1,1392,1460,1,0,0,15312,0,0,0,1,0.985647479,676,15.17266303,3.306721042,0,7.286191715,7.238496841,0,2131600,1937664,1,121
