treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,educ_re74,educ_re75,hisp_u75,hisp_u74,black_u75,black_u74,agesq,re78sq,re75sq,re74sq,educsq,ageboxcox,re78boxcox,re75boxcox,re74boxcox,lnre78,lnre75,lnre74
0.0,44,8,0.0,0.0,1.0,1.0,11737,13223,9552,0,0,93896,105784,0.0,0.0,0.0,0.0,1936,91240704,174847729,137757169,64,4.6529040923991305,2265218182.5199046,1493602.4750192193,25906.361907023886,9.164505835632383,9.489713016556824,9.370501524100124
0.0,48,16,0.0,0.0,1.0,0.0,18716,16524,20781,0,0,299456,264384,0.0,0.0,0.0,0.0,2304,431849961,273042576,350288656,256,4.783309076454443,15189530921.208937,2106978.203887532,43165.53262154709,9.941794386690715,9.712569148516655,9.837134051986107
0.0,32,12,0.0,0.0,1.0,0.0,14094,25243,25564,0,0,169128,302916,0.0,0.0,0.0,0.0,1024,653518096,637209049,198640836,144,4.185732212022756,25222470717.295174,4052978.4944004347,31649.34015803535,10.148940390770173,10.136304168546024,9.553504453886967
0.0,30,16,0.0,0.0,1.0,0.0,22847,17222,18436,0,0,365552,275552,0.0,0.0,0.0,0.0,900,339886096,296597284,521985409,256,4.0929555470373336,11330265727.801516,2245955.5058446294,53691.442645154275,9.8220605538404,9.753942915256111,10.036575096674483
0.0,55,12,0.0,0.0,1.0,0.0,18846,18266,17995,0,0,226152,219192,0.0,0.0,0.0,0.0,3025,323820025,333646756,355171716,144,4.989753440508289,10678197459.874147,2459589.2942051166,43493.68282433331,9.79784922051313,9.812796687251625,9.844055968766702
0.0,55,9,0.0,0.0,1.0,1.0,19034,15353,9792,0,0,171306,138177,0.0,0.0,0.0,0.0,3025,95883264,235714609,362293156,81,4.989753440508289,2407100380.644703,1880945.9079939947,43968.61500426193,9.189321004752108,9.639066173658899,9.85398213263229
0.0,21,13,0.0,0.0,0.0,0.0,5591,4076,14180,0,0,72683,52988,0.0,0.0,0.0,0.0,441,201072400,16613776,31259281,169,3.5914808996671113,5958979983.001334,242751.61706614474,11508.40561142057,9.559587800086119,8.312871394342615,8.628913441026645
0.0,22,8,0.0,0.0,0.0,1.0,10679,11141,12752,0,0,85432,89128,0.0,0.0,0.0,0.0,484,162613504,124121881,114041041,64,3.655819537720448,4595325882.163799,1146465.8283497836,23362.424492257564,9.453443401029997,9.318387276059317,9.276034475171546
0.0,43,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1849,653518096,637209049,668843044,144,4.618649270843887,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,44,12,0.0,0.0,1.0,0.0,22459,22165,21468,0,0,269508,265980,0.0,0.0,0.0,0.0,1936,460875024,491287225,504406681,144,4.6529040923991305,16448455795.525518,3315784.117259224,52694.61391380334,9.97431873329672,10.006269747179154,10.019446703703723
0.0,22,12,0.0,0.0,1.0,0.0,16487,15837,15032,0,0,197844,190044,0.0,0.0,0.0,0.0,484,225961024,250810569,271821169,144,3.655819537720448,6874005805.968348,1973273.7368460412,37573.57105447868,9.617936541093302,9.670104253491726,9.710327470561179
0.0,23,12,0.0,0.0,0.0,0.0,13853,9284,10431,0,0,166236,111408,0.0,0.0,0.0,0.0,529,108805761,86192656,191905609,144,3.7175940127607134,2810008372.73779,865171.996577743,31057.692570539853,9.25253742067597,9.136047767394327,9.536257094657879
0.0,49,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,2401,653518096,637209049,668843044,144,4.814387632507769,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,33,12,0.0,0.0,1.0,0.0,25862,21081,25564,0,0,310344,252972,0.0,0.0,0.0,0.0,1089,653518096,444408561,668843044,144,4.230191007074496,25222470717.295174,3068780.5960817835,61489.968144956496,10.148940390770173,9.956127439860307,10.160529988855798
0.0,34,7,0.0,0.0,1.0,1.0,20932,21021,21069,0,0,146524,147147,0.0,0.0,0.0,0.0,1156,443902761,441882441,438148624,49,4.273460893121376,15710074982.967253,3055306.370409675,48787.50207611387,9.95555804482713,9.953277217038643,9.949034367492098
0.0,29,11,0.0,0.0,0.0,1.0,21101,20828,19566,0,0,232111,229108,0.0,0.0,0.0,0.0,841,382828356,433805584,445252201,121,4.044473696577313,13106582078.773071,3012106.1621827697,49218.635497737756,9.881548645017373,9.944053514282789,9.957075711706057
0.0,26,16,0.0,0.0,1.0,0.0,17535,17905,14815,0,0,280560,286480,0.0,0.0,0.0,0.0,676,219484225,320589025,307476225,256,3.889486089449956,6633602159.753367,2384945.587440428,40194.40707931131,9.603395460007665,9.792835282432533,9.771954162574279
0.0,24,15,0.0,0.0,1.0,0.0,25862,22547,21085,0,0,387930,338205,0.0,0.0,0.0,0.0,576,444577225,508367209,668843044,225,3.7770115885337576,15739298659.444317,3404422.456900333,61489.968144956496,9.95631716618066,10.023357298386513,10.160529988855798
0.0,24,16,0.0,0.0,1.0,0.0,15452,20565,22550,0,0,247232,329040,0.0,0.0,0.0,0.0,576,508502500,422919225,238764304,256,3.7770115885337576,18552640387.16522,2953587.2768845474,35000.59050433912,10.023490344930824,9.931345880664525,9.645493723786172
0.0,30,12,0.0,0.0,1.0,0.0,7936,22001,25564,0,0,95232,264012,0.0,0.0,0.0,0.0,900,653518096,484044001,62980096,144,4.0929555470373336,25222470717.295174,3277983.3175536036,16883.056797648387,10.148940390770173,9.99884318585288,8.979164648964709
0.0,19,12,0.0,0.0,1.0,0.0,11461,15214,21401,0,0,137532,182568,0.0,0.0,0.0,0.0,361,458002801,231465796,131354521,144,3.454130202691573,16323064313.79588,1854719.415516398,25240.561588897053,9.97119292889014,9.629971335557247,9.346705246496699
0.0,34,13,0.0,0.0,1.0,0.0,10139,8029,12380,0,0,131807,104377,0.0,0.0,0.0,0.0,1156,153264400,64464841,102799321,169,4.273460893121376,4274039833.2963877,691391.4868327368,22072.98218856837,9.423837546238587,8.990815266184685,9.22414465295258
0.0,55,12,0.0,0.0,1.0,0.0,17368,16630,20920,0,0,208416,199560,0.0,0.0,0.0,0.0,3025,437646400,276556900,301647424,144,4.989753440508289,15439470422.92356,2127881.815906965,39775.76250613741,9.94846091817886,9.718963572186974,9.762384711558127
0.0,30,16,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,900,653518096,637209049,668843044,256,4.0929555470373336,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,20,14,0.0,0.0,0.0,0.0,4132,6362,7385,0,0,57848,89068,0.0,0.0,0.0,0.0,400,54538225,40475044,17073424,196,3.5243416242996752,1206540944.6960776,482710.8376045271,8266.377319238245,8.90720619496548,8.758098072309089,8.326516830239528
0.0,28,16,0.0,0.0,0.0,0.0,22539,21897,25564,0,0,360624,350352,0.0,0.0,0.0,0.0,784,653518096,479478609,508006521,256,3.99447303907873,25222470717.295174,3254091.292437693,52900.01393706083,10.148940390770173,9.994104920119742,10.02300242103727
0.0,31,13,0.0,0.0,0.0,0.0,15096,18619,9974,0,0,196248,242047,0.0,0.0,0.0,0.0,961,99480676,346667161,227889216,169,4.140013112459153,2518109280.9216666,2533358.9933958077,34119.273472384804,9.207736986106068,9.831937843696052,9.622185087048386
0.0,25,9,0.0,1.0,1.0,1.0,2296,9195,14398,0,0,20664,82755,0.0,0.0,0.0,0.0,625,207302404,84548025,5271616,81,3.8342549751423434,6185764150.733666,852400.6527420317,4345.821610739844,9.574844587029249,9.126415137038421,7.738923757439457
0.0,31,8,0.0,1.0,1.0,1.0,7888,7809,10778,0,0,63104,62472,0.0,0.0,0.0,0.0,961,116165284,60980481,62220544,64,4.140013112459153,3044399163.091655,662362.0915710202,16771.358949703837,9.285262298493443,8.963032193662675,8.973097896282471
0.0,25,12,0.0,0.0,1.0,0.0,2219,9644,7852,0,0,26628,115728,0.0,0.0,0.0,0.0,625,61653904,93006736,4923961,144,3.8342549751423434,1401962346.0540483,917509.5809370452,4186.584716759587,8.968523555396352,9.174091239301061,7.704811922932594
0.0,30,15,0.0,0.0,1.0,0.0,25254,23839,24123,0,0,378810,357585,0.0,0.0,0.0,0.0,900,581919129,568297921,637764516,225,4.0929555470373336,21882647028.08549,3710259.4704593304,59910.09364250687,10.090921021216259,10.07907817399079,10.136739837998626
0.0,53,11,0.0,0.0,1.0,1.0,25862,25243,25564,0,0,284482,277673,0.0,0.0,0.0,0.0,2809,653518096,637209049,668843044,121,4.93328586599267,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,50,12,0.0,0.0,1.0,0.0,1798,6224,17289,0,0,21576,74688,0.0,0.0,0.0,0.0,2500,298909521,38738176,3232804,144,4.844904064474438,9681527755.147879,466641.0786402977,3325.60469267005,9.757825740104776,8.736168065858228,7.494430215031565
0.0,25,12,0.0,0.0,1.0,0.0,17831,21890,22601,0,0,213972,262680,0.0,0.0,0.0,0.0,625,510805201,479172100,317944561,144,3.8342549751423434,18655532476.996243,3252485.3878402645,40937.355954810606,10.025749432069084,9.993785190516908,9.788693794534046
0.0,38,16,0.0,1.0,1.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,1444,653518096,637209049,668843044,256,4.435882478010559,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,50,9,1.0,0.0,1.0,1.0,8368,10278,17444,0,0,75312,92502,0.0,0.0,0.0,0.0,2500,304293136,105637284,70023424,81,4.844904064474438,9895403425.467323,1012281.1939600939,17891.158099285505,9.766751028962657,9.237760967552175,9.032170186304704
0.0,29,12,0.0,1.0,1.0,0.0,17018,17009,16467,0,0,204216,204108,0.0,0.0,0.0,0.0,841,271162089,289306081,289612324,144,4.044473696577313,8593139927.617405,2203214.4113312997,38899.59587001639,9.709113657218,9.741497894714092,9.742026886409503
0.0,26,13,0.0,0.0,1.0,0.0,20803,18887,25306,0,0,270439,245531,0.0,0.0,0.0,0.0,676,640393636,356718769,432764809,169,3.889486089449956,24603828196.28989,2589876.435805602,48458.632278506055,10.138796800749208,9.846229133695847,9.942852486058383
0.0,23,14,0.0,0.0,0.0,0.0,14847,10177,17850,0,0,207858,142478,0.0,0.0,0.0,0.0,529,318622500,103571329,220433409,196,3.7175940127607134,10468777723.766537,996964.5155058097,33504.0052451209,9.789758787207784,9.227885551191932,9.605553103619997
0.0,53,9,0.0,0.0,0.0,1.0,25862,25243,25564,0,0,232758,227187,0.0,0.0,0.0,0.0,2809,653518096,637209049,668843044,81,4.93328586599267,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,50,11,0.0,0.0,0.0,1.0,25862,25243,25564,0,0,284482,277673,0.0,0.0,0.0,0.0,2500,653518096,637209049,668843044,121,4.844904064474438,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,55,14,0.0,0.0,1.0,0.0,8393,19036,10639,0,0,117502,266504,0.0,0.0,0.0,0.0,3025,113188321,362369296,70442449,196,4.989753440508289,2949173662.269267,2621488.0231518163,17949.64982311291,9.272281773516365,9.854087202241,9.035153304082828
0.0,28,16,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,784,653518096,637209049,668843044,256,3.99447303907873,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,39,7,0.0,0.0,1.0,1.0,25862,19501,25564,0,0,181034,136507,0.0,0.0,0.0,0.0,1521,653518096,380289001,668843044,49,4.474090045989656,25222470717.295174,2721006.644291009,61489.968144956496,10.148940390770173,9.87822102528824,10.160529988855798
0.0,34,12,0.0,0.0,1.0,0.0,21244,18959,19225,0,0,254928,227508,0.0,0.0,0.0,0.0,1156,369600625,359443681,451307536,144,4.273460893121376,12554399657.584602,2605134.9644959443,49583.694664321556,9.863966794373844,9.85003403180204,9.96382978154229
0.0,36,11,0.0,1.0,1.0,1.0,4128,15609,14224,0,0,45408,171699,0.0,0.0,0.0,0.0,1296,202322176,243640881,17040384,121,4.356690176505218,6004349616.358585,1929586.327618527,8257.621483712659,9.562685957753686,9.655602949958412,8.325548307161398
0.0,33,9,1.0,0.0,0.0,1.0,1,13004,16034,1,0,0,117036,0.0,0.0,0.0,1.0,1089,257089156,169104016,1,81,4.230191007074496,8050450125.750015,1455583.6954484326,0.0,9.682466746602897,9.473012281423795,0.0
0.0,35,12,1.0,0.0,1.0,0.0,7141,16589,14904,0,0,85692,199068,0.0,0.0,0.0,0.0,1225,222129216,275194921,50993881,144,4.315607265026968,6731588662.884983,2119787.836000036,15041.532324268559,9.609384912281424,9.716495104092274,8.87360810154911
0.0,37,14,0.0,1.0,0.0,0.0,25862,25243,10002,0,0,362068,353402,0.0,0.0,0.0,0.0,1369,100040004,637209049,668843044,196,4.396764911015355,2535450805.6416974,4052978.4944004347,61489.968144956496,9.21054035197885,10.136304168546024,10.160529988855798
0.0,32,16,0.0,0.0,1.0,0.0,25862,8593,13578,0,0,413792,137488,0.0,0.0,0.0,0.0,1024,184362084,73839649,668843044,256,4.185732212022756,5358550639.155744,767790.7998418764,61489.968144956496,9.516206114861593,9.058703197313223,10.160529988855798
0.0,33,12,0.0,1.0,1.0,0.0,25862,21245,25564,0,0,310344,254940,0.0,0.0,0.0,0.0,1089,653518096,451350025,668843044,144,4.230191007074496,25222470717.295174,3105716.570359068,61489.968144956496,10.148940390770173,9.963876852548912,10.160529988855798
0.0,54,10,0.0,1.0,1.0,1.0,25862,24599,25564,0,0,258620,245990,0.0,0.0,0.0,0.0,2916,653518096,605110801,668843044,100,4.961753457661524,25222470717.295174,3894453.3667595945,61489.968144956496,10.148940390770173,10.1104610706877,10.160529988855798
0.0,29,15,0.0,0.0,0.0,0.0,7076,17611,25113,0,0,106140,264165,0.0,0.0,0.0,0.0,841,630662769,310147321,50069776,225,4.044473696577313,24146975666.694344,2324756.5527583156,14891.79132727543,10.131140919328166,9.776278985795086,8.864464055279676
0.0,54,8,0.0,0.0,1.0,1.0,16167,16547,15003,0,0,129336,132376,0.0,0.0,0.0,0.0,2916,225090009,273803209,261371889,64,4.961753457661524,6841584838.820165,2111507.7158188927,36776.39042594308,9.616005460087013,9.713960095491844,9.690727406601606
0.0,36,16,0.0,1.0,0.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,1296,653518096,637209049,668843044,256,4.356690176505218,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,36,11,0.0,1.0,0.0,1.0,6600,14992,13980,0,0,72600,164912,0.0,0.0,0.0,0.0,1296,195440400,224760064,43560000,121,4.356690176505218,5755313876.572586,1813102.338724741,13799.240630618728,9.5453830157878,9.615272004478204,8.794824928014517
0.0,33,12,0.0,0.0,1.0,0.0,11818,14952,16136,0,0,141816,179424,0.0,0.0,0.0,0.0,1089,260370496,223562304,139665124,144,4.230191007074496,8176405873.232465,1805639.1951049021,26102.041175965383,9.688808079634049,9.612600349135398,9.37737907190562
0.0,31,13,1.0,0.0,1.0,0.0,11038,12679,16435,0,0,143494,164827,0.0,0.0,0.0,0.0,961,270109225,160757041,121837444,169,4.140013112459153,8552315717.431125,1399802.874049964,24223.08664324652,9.70716848609832,9.447702360527948,9.309099143999447
0.0,36,12,0.0,0.0,0.0,0.0,20021,22309,21437,0,0,240252,267708,0.0,0.0,0.0,0.0,1296,459544969,497691481,400840441,144,4.356690176505218,16390368284.086472,3349100.7572447583,46469.164293393755,9.972873680021136,10.01274546347265,9.904537001671699
0.0,54,12,0.0,0.0,1.0,0.0,14531,13259,25564,0,0,174372,159108,0.0,0.0,0.0,0.0,2916,653518096,175801081,211149961,144,4.961753457661524,25222470717.295174,1499885.1307230745,32724.58175035138,10.148940390770173,9.49243184611472,9.584039577320695
0.0,18,10,0.0,0.0,0.0,1.0,2882,6239,8866,0,0,28820,62390,0.0,0.0,0.0,0.0,324,78605956,38925121,8305924,100,3.380532728656475,1887431057.6427433,468378.4951218468,5573.181829241993,9.089979015305,8.738575192110787,7.966239776559467
0.0,52,12,0.0,0.0,1.0,0.0,25862,25243,9489,0,0,310344,302916,0.0,0.0,0.0,0.0,2704,90041121,637209049,668843044,144,4.904333808688736,2228816532.5225215,4052978.4944004347,61489.968144956496,9.15788851197376,10.136304168546024,10.160529988855798
0.0,42,18,1.0,0.0,1.0,0.0,25862,25243,25564,0,0,465516,454374,0.0,0.0,0.0,0.0,1764,653518096,637209049,668843044,324,4.583674476981448,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,37,18,0.0,0.0,1.0,0.0,13979,23515,25564,0,0,251622,423270,0.0,0.0,0.0,0.0,1369,653518096,552955225,195412441,324,4.396764911015355,25222470717.295174,3632694.76972156,31366.89894040539,10.148940390770173,10.065393794379148,9.545311482471128
0.0,27,13,0.0,0.0,1.0,0.0,17637,19723,25564,0,0,229281,256399,0.0,0.0,0.0,0.0,729,653518096,388996729,311063769,169,3.9428491189875468,25222470717.295174,2768977.796875529,40450.290997804834,10.148940390770173,9.889540746403503,9.777754247070364
0.0,26,12,0.0,0.0,0.0,0.0,11453,12684,11526,0,0,137436,152208,0.0,0.0,0.0,0.0,676,132848676,160883856,131171209,144,3.889486089449956,3587916824.1952753,1400655.2141320554,25221.28534513291,9.352360631996612,9.448096635658239,9.346006983397716
0.0,55,10,0.0,0.0,1.0,1.0,25787,25243,23108,0,0,257870,252430,0.0,0.0,0.0,0.0,3025,533979664,637209049,664969369,100,4.989753440508289,19696771744.07726,4052978.4944004347,61294.89161088312,10.047934156901157,10.136304168546024,10.157625767952561
0.0,38,14,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,362068,353402,0.0,0.0,0.0,0.0,1444,653518096,637209049,668843044,196,4.435882478010559,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,33,12,0.0,0.0,1.0,0.0,24880,22441,14438,0,0,298560,269292,0.0,0.0,0.0,0.0,1089,208455844,503598481,619014400,144,4.230191007074496,6227920798.227623,3379743.948851231,58940.033968736454,9.577618898699106,10.018644921923576,10.121819546853116
0.0,35,12,0.0,0.0,1.0,0.0,20915,20597,18922,0,0,250980,247164,0.0,0.0,0.0,0.0,1225,358042084,424236409,437437225,144,4.315607265026968,12075503770.526987,2960685.818249829,48744.15170930665,9.84808054526439,9.932900713104477,9.948221883876299
0.0,35,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1225,653518096,637209049,668843044,144,4.315607265026968,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,38,16,1.0,0.0,0.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,1444,653518096,637209049,668843044,256,4.435882478010559,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,47,10,1.0,0.0,1.0,1.0,25862,20778,25564,0,0,258620,207780,0.0,0.0,0.0,0.0,2209,653518096,431725284,668843044,100,4.751646001177712,25222470717.295174,3000949.780931132,61489.968144956496,10.148940390770173,9.941650013630477,10.160529988855798
0.0,28,17,1.0,0.0,1.0,0.0,23883,22273,20796,0,0,406011,378641,0.0,0.0,0.0,0.0,784,432473616,496086529,570397689,289,3.99447303907873,15216386708.834005,3340760.5991528574,56360.82398076723,9.942515939503606,10.011130461551485,10.080922187756688
0.0,27,16,0.0,0.0,1.0,0.0,17803,21097,25564,0,0,284848,337552,0.0,0.0,0.0,0.0,729,653518096,445083409,316946809,256,3.9428491189875468,25222470717.295174,3072377.2494320846,40867.026997826666,10.148940390770173,9.956886129260823,9.787122261404862
0.0,51,10,0.0,0.0,1.0,1.0,18750,19161,22411,0,0,187500,191610,0.0,0.0,0.0,0.0,2601,502252921,367143921,351562500,100,4.874879482432002,18273916105.817955,2648111.8585558794,43251.33587130763,10.017307188735588,9.860632242229698,9.838949031398556
0.0,23,12,0.0,0.0,0.0,0.0,16575,9143,12461,0,0,198900,109716,0.0,0.0,0.0,0.0,529,155276521,83594449,274730625,144,3.7175940127607134,4342825719.775975,844969.7601707675,37793.05229233565,9.430359045942868,9.120743838164426,9.715650815054063
0.0,43,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,1849,653518096,637209049,668843044,144,4.618649270843887,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,47,16,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,413792,403888,0.0,0.0,0.0,0.0,2209,653518096,637209049,668843044,256,4.751646001177712,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,25,13,0.0,0.0,1.0,0.0,2255,11164,12971,0,0,29315,145132,0.0,0.0,0.0,0.0,625,168246841,124634896,5085025,169,3.8342549751423434,4790942080.634665,1150121.969487012,4260.969498160045,9.470471375340674,9.320449594656212,7.720905251936779
0.0,38,13,1.0,0.0,1.0,0.0,25862,25243,25564,0,0,336206,328159,0.0,0.0,0.0,0.0,1444,653518096,637209049,668843044,169,4.435882478010559,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,54,12,0.0,0.0,1.0,0.0,25862,25243,25564,0,0,310344,302916,0.0,0.0,0.0,0.0,2916,653518096,637209049,668843044,144,4.961753457661524,25222470717.295174,4052978.4944004347,61489.968144956496,10.148940390770173,10.136304168546024,10.160529988855798
0.0,29,12,0.0,1.0,0.0,0.0,19296,24122,18787,0,0,231552,289464,0.0,0.0,0.0,0.0,841,352951369,581870884,372335616,144,4.044473696577313,11865674164.068377,3778479.873499613,44631.224254414614,9.840920420267299,10.090879566143188,9.867653099526912
0.0,32,12,0.0,0.0,1.0,0.0,25862,25243,24506,0,0,310344,302916,0.0,0.0,0.0,0.0,1024,600544036,637209049,668843044,144,4.185732212022756,22743016610.30942,4052978.4944004347,61489.968144956496,10.106673264509391,10.136304168546024,10.160529988855798
0.0,27,12,0.0,0.0,1.0,0.0,12735,9846,17058,0,0,152820,118152,0.0,0.0,0.0,0.0,729,290975364,96943716,162180225,144,3.9428491189875468,9367900226.15336,947348.1701832378,28325.94652926719,9.744374580879056,9.194820560318146,9.452109387413557
0.0,27,15,0.0,0.0,1.0,0.0,1,13391,19408,1,0,0,200865,0.0,0.0,0.0,0.0,729,376670464,179318881,1,225,3.9428491189875468,12848984073.434591,1523000.8823901974,0.0,9.873440631183831,9.502338118495565,0.0
0.0,33,11,0.0,0.0,1.0,1.0,25862,25243,19473,0,0,284482,277673,0.0,0.0,0.0,0.0,1089,379197729,637209049,668843044,121,4.230191007074496,12954591769.504278,4052978.4944004347,61489.968144956496,9.876784169701578,10.136304168546024,10.160529988855798
0.0,27,12,0.0,0.0,1.0,0.0,21796,23141,25564,0,0,261552,277692,0.0,0.0,0.0,0.0,729,653518096,535505881,475065616,144,3.9428491189875468,25222470717.295174,3543880.487494388,50995.03127334514,10.148940390770173,10.049361215025671,9.989481745702989
0.0,53,7,0.0,0.0,1.0,1.0,15907,17330,14672,0,0,111349,121310,0.0,0.0,0.0,0.0,2809,215267584,300328900,253032649,49,4.93328586599267,6477939669.011951,2267737.367533491,36129.7722046301,9.593696194496246,9.760194382709651,9.674514542898361
0.0,30,12,0.0,0.0,1.0,0.0,15703,17196,17905,0,0,188436,206352,0.0,0.0,0.0,0.0,900,320589025,295702416,246584209,144,4.0929555470373336,10547924006.308104,2240722.792804918,35623.120599012655,9.792835282432533,9.752432077616172,9.661607055884954
0.0,52,12,0.0,0.0,1.0,0.0,12265,7098,10095,0,0,147180,85176,0.0,0.0,0.0,0.0,2704,101909025,50381604,150430225,144,4.904333808688736,2593555501.6142945,571593.0166595969,27184.150532475334,9.219795530746937,8.867568333206442,9.41450495669259
0.0,27,12,0.0,0.0,1.0,0.0,13481,12227,8879,0,0,161772,146724,0.0,0.0,0.0,0.0,729,78836641,149499529,181737361,144,3.9428491189875468,1894213551.9335496,1323510.595599241,30146.349277681602,9.091444217032327,9.41140190014419,9.509036565691064
0.0,24,12,0.0,0.0,1.0,0.0,12104,14240,14495,0,0,145248,170880,0.0,0.0,0.0,0.0,576,210105025,202777600,146506816,144,3.7770115885337576,6288286896.721585,1674623.4643608085,26793.962638561028,9.581559041355757,9.563810184965966,9.401291255468191
0.0,21,12,0.0,0.0,0.0,0.0,14083,15917,16677,0,0,168996,191004,0.0,0.0,0.0,0.0,441,278122329,253350889,198330889,144,3.5914808996671113,8863908297.741383,1988684.1588615803,31622.31463362746,9.721785803621579,9.675142999429854,9.55272367519805
0.0,23,14,0.0,0.0,0.0,0.0,2157,4574,9673,0,0,30198,64036,0.0,0.0,0.0,0.0,529,93566929,20921476,4652649,196,3.7175940127607134,2336113191.5016723,290036.1593261583,4058.744533030393,9.177093778182547,8.428143374582726,7.676473646389156
0.0,20,14,0.0,0.0,0.0,0.0,6722,6894,13138,0,0,94108,96516,0.0,0.0,0.0,0.0,400,172607044,47527236,45185284,196,3.5243416242996752,4943362571.879242,546429.3994970468,14078.578452087731,9.483264073452418,8.83840674707681,8.81314100828505
0.0,27,16,0.0,0.0,1.0,0.0,12868,15269,22931,0,0,205888,244304,0.0,0.0,0.0,0.0,729,525830761,233142361,165585424,256,3.9428491189875468,19329459775.107983,1865081.2920750726,28649.777410378418,10.040244985890988,9.633579908183512,9.462498888358917
0.0,25,16,0.0,0.0,1.0,0.0,8350,15450,21097,0,0,133600,247200,0.0,0.0,0.0,0.0,625,445083409,238702500,69722500,256,3.8342549751423434,15761237502.926697,1899324.5752608615,17849.05423544763,9.956886129260823,9.645364282325891,9.030016817844901
0.0,27,12,0.0,0.0,1.0,0.0,5826,11318,12943,0,0,69912,135816,0.0,0.0,0.0,0.0,729,167521249,128097124,33942276,144,3.9428491189875468,4765662601.690861,1174707.6372218796,12038.715552340454,9.468310380442437,9.334149657702469,8.67008593751938
0.0,47,12,0.0,0.0,1.0,0.0,25862,25243,9500,0,0,310344,302916,0.0,0.0,0.0,0.0,2209,90250000,637209049,668843044,144,4.751646001177712,2235147247.6888165,4052978.4944004347,61489.968144956496,9.159047077588632,10.136304168546024,10.160529988855798
0.0,31,12,0.0,0.0,1.0,0.0,22778,22821,24284,0,0,273336,273852,0.0,0.0,0.0,0.0,961,589712656,520798041,518837284,144,4.140013112459153,22241926159.77799,3468506.487264308,53514.05430563395,10.097572976250325,10.03543644366541,10.033550436834297
0.0,45,12,0.0,0.0,1.0,0.0,21818,20481,22498,0,0,261816,245772,0.0,0.0,0.0,0.0,2025,506160004,419471361,476025124,144,4.686469630430979,18448077208.594585,2934982.187390085,51051.35048998027,10.021181695352771,9.92725290608639,9.990490596157702
0.0,42,8,0.0,0.0,1.0,1.0,23622,21772,25564,0,0,188976,174176,0.0,0.0,0.0,0.0,1764,653518096,474019984,557998884,64,4.583674476981448,25222470717.295174,3225456.4915433642,55687.27934854124,10.148940390770173,9.988380019554091,10.069933760171793
0.0,44,12,0.0,0.0,1.0,0.0,16432,15955,18911,0,0,197184,191460,0.0,0.0,0.0,0.0,1936,357625921,254562025,270010624,144,4.6529040923991305,12058325088.69891,1996018.892679552,37436.45120911975,9.847499042327273,9.677527538712344,9.70698593216834
